slug	vol	found	cand_isbn	release_date	publisher	n_cand	rakuten_raw
hyper-restaurant	1	Y	9784870256590	1997-12-08	スクウェア・エニックス	2	ハイパーレストラン(1)
hyper-restaurant	2	Y	9784870253872	1998-09-12	スクウェア・エニックス	2	ハイパーレストラン(2)
iketerufutari	12	Y	9784785921613	2002-02	少年画報社	2	イケてる2人(12)
iketerufutari	17	Y	9784785924119	2004-04	少年画報社	2	イケてる2人(17)
iketerufutari	23	Y	9784785926502	2006-06	少年画報社	3	イケてる2人(23)
imouto-wa-kanojo-ni-dekinai-noni	3	Y	9784049161229	2024-11-27	KADOKAWA	2	妹はカノジョにできないのに(3)
impact	3	Y	9784056029277	2002-09-26	Gakken	2	インパクト(3)
impact	4	Y	9784056029291	2002-10-26	Gakken	2	インパクト(4)
impact	5	Y	9784056030020	2002-12-18	Gakken	2	インパクト(5)
isekai-ni-kita-mitai-dakedo-dousureba-yoinodarou	2	Y	9784344852723	2023-08-24	幻冬舎コミックス	3	異世界に来たみたいだけど如何すれば良いのだろう(2)
isekai-ni-kita-mitai-dakedo-dousureba-yoinodarou	3	Y	9784344854154	2024-05-23	幻冬舎コミックス	3	異世界に来たみたいだけど如何すれば良いのだろう(3)
isekai-tensei-no-boukensha	11	Y	9784800015228	2024-11-14	マッグガーデン	2	異世界転生の冒険者(11)
isekai-tensei-soudouki	13	Y	9784434346736	2024-10-23	アルファポリス	1	異世界転生騒動記(13)
itadakimasu-uekan-2015	3	Y	9784091232533	1993-12-11	小学館	6	いただきます!(3)
itadakimasu-uekan-2015	4	Y	9784091232540	1994-03-18	小学館	6	いただきます!(4)
itadakimasu-uekan-2015	5	Y	9784091232557	1994-05-18	小学館	4	いただきます!(5)
itadakimasu-uekan-2015	6	Y	9784091232564	1994-08-10	小学館	4	いただきます!(6)
itadakimasu-uekan-2015	7	Y	9784091232571	1994-11-18	小学館	2	いただきます!(7)
itadakimasu-uekan-2015	8	Y	9784091232588	1995-01-18	小学館	2	いただきます!(8)
itadakimasu-uekan-2015	9	Y	9784091232595	1995-04-18	小学館	2	いただきます!(9)
itadakimasu-uekan-2015	10	Y	9784091232601	1995-07-18	小学館	2	いただきます!(10)
itadakimasu-uekan-2015	11	Y	9784091235817	1995-08-10	小学館	2	いただきます!(11)
joi-reika	9	Y	9784845813636	1997-01-24	リイド社	7	女医レイカ(9)
joi-reika	10	Y	9784845809172	1997-06-18	リイド社	5	女医レイカ(10)
joi-reika	12	Y	9784845813926	1998-01-09	リイド社	2	女医レイカ(12)
joi-reika	13	Y	9784845813933	1998-06-12	リイド社	2	女医レイカ(13)
joi-reika	14	Y	9784845813940	1998-10-09	リイド社	2	女医レイカ(14)
joker	2	Y	9784088725192	1998-02-04	集英社	13	Joker(2)
joyuu	2	Y	9784592151128	1989-02-06	白泉社	3	女優(2)
joyuu-kawasaki-1988	2	Y	9784592151128	1989-02-06	白泉社	3	女優(2)
jump-sq-comic-selection	4	Y	9784088704401	2012-02-03	集英社	1	ジャンプSQ.Comic Selection(4)
jump-sq-comic-selection	5	Y	9784088707198	2013-04-04	集英社	2	ジャンプSQ.Comic Selection(5)
kaisei-no-ketsumeisha	1	Y	9784048114882	2025-04-14	KADOKAWA	1	廻生の血盟者 Vol.1
kakushigoto	1	Y	9784063774856	2016-06-17	講談社	5	かくしごと(1)
kakushigoto	2	Y	9784063930290	2016-10-17	講談社	5	かくしごと(2)
kakushigoto	3	Y	9784063931488	2017-02-17	講談社	5	かくしごと(3)
kakushigoto	4	Y	9784063932096	2017-06-16	講談社	5	かくしごと(4)
kameraman-monogatari	2	Y	9784537036961	1991-08	日本文芸社	1	カメラマン物語(2)
kamuigaiden	13	Y	9784091808431	1985-12-17	小学館	5	カムイ外伝(13)
kamuigaiden	14	Y	9784091808448	1986-03-29	小学館	5	カムイ外伝(14)
kamuigaiden	16	Y	9784091808462	1986-12-17	小学館	5	カムイ外伝(16)
kanon	4	Y	9784872875317	2001-07	宙出版	1	Kanon(4)
kanon	5	Y	9784872875430	2001-08	宙出版	1	Kanon(5)
kanon	6	Y	9784872875546	2001-09	宙出版	1	Kanon(6)
karate-baka-ichidai-1972	18	Y	9784061093232	1975-09	講談社	1	空手バカ一代(18)
karate-baka-ichidai-1972	19	Y	9784061093348	1975-11-20	講談社	1	空手バカ一代(19)
karate-baka-ichidai-1972	24	Y	9784061094185	1977-01	講談社	1	空手バカ一代(24)
kariage-kun	30	Y	9784575936025	1999-01-20	双葉社	1	かりあげクン(30)
kariage-kun	32	Y	9784575936704	2000-02-12	双葉社	1	かりあげクン(32)
kariage-kun	34	Y	9784575937411	2001-06-28	双葉社	1	かりあげクン(34)
kariage-kun	35	Y	9784575937688	2002-01	双葉社	1	かりあげクン(35)
kariage-kun	36	Y	9784575938111	2002-12	双葉社	1	かりあげクン(36)
kariage-kun	37	Y	9784575938364	2003-06	双葉社	1	かりあげクン(37)
kariage-kun	51	Y	9784575943429	2011-12	双葉社	2	かりあげクン(51)
kariage-kun	52	Y	9784575943696	2012-12	双葉社	2	かりあげクン(52)
kariage-kun	53	Y	9784575943887	2013-07	双葉社	2	かりあげクン(53)
kariage-kun	54	Y	9784575944013	2014-01	双葉社	2	かりあげクン(54)
kariage-kun	55	Y	9784575944259	2014-10-10	双葉社	2	かりあげクン(55)
kariage-kun	56	Y	9784575944525	2015-05-28	双葉社	2	かりあげクン(56)
kariage-kun	57	Y	9784575944648	2015-12-12	双葉社	2	かりあげクン(57)
kariage-kun	58	Y	9784575944747	2016-05-28	双葉社	2	かりあげクン(58)
kaze-no-tani-no-naushika-1984	3	Y	9784061744639	1984-05-18	講談社	4	風の谷のナウシカ(3)
keishichou-sousa-ikka-totsugawa-keibu-ando-torein-mystery-comic-selection	8	Y	9784253244824	2013-03	秋田書店	1	警視庁捜査一課十津川警部&トレインミステリーコミックセレクション(8)
kenkaku-shoubai	50	Y	9784845867592	2024-11-27	リイド社	3	剣客商売(50巻)
kifujin-rooza-wa-kage-kara-ai-o-mimamoritai	3	Y	9784046839657	2024-09-17	KADOKAWA	2	貴腐人ローザは陰から愛を見守りたい 3
kijitoraneko-no-koume-san	26	Y	9784785978105	2024-11-22	少年画報社	4	キジトラ猫の小梅さん 26
kijitoraneko-no-koume-san	27	Y	9784785979133	2025-04-22	少年画報社	4	キジトラ猫の小梅さん 27
kinpeibai-watanabe-1995	4	Y	9784575934854	1996-12	双葉社	6	金瓶梅(4)
kinpeibai-watanabe-1995	5	Y	9784575934977	1997-04	双葉社	5	金瓶梅(5)
kinpeibai-watanabe-1995	6	Y	9784575935219	1997-07	双葉社	6	金瓶梅(6)
kirikiritei-no-buraun-sensei	1	Y	9784796297318	1998-03-16	スコラ	1	きりきり亭のぶら雲先生(1)
kirikiritei-no-buraun-sensei	2	Y	9784796297479	1998-11-16	スコラ	2	きりきり亭のぶら雲先生(2)
kishibe-no-uta	2	Y	9784834275087	2013-10-18	ホーム社（千代田区）	2	岸辺の唄(2)
kishibe-no-uta	3	Y	9784834275124	2017-04-18	ホーム社	2	岸辺の唄 3
kiza	4	Y	9784845808748	1993-03-11	リイド社	2	KIZA(4)
kiza	5	Y	9784845808755	1993-08-20	リイド社	2	KIZA(5)
kiza	6	Y	9784845808762	1993-11-12	リイド社	2	KIZA(6)
kochira-katsushikaku-kameari-kouen-mae-hashutsujo	2	Y	9784088528120	1977-09-10	集英社	4	こちら葛飾区亀有公園前派出所 2
kochira-katsushikaku-kameari-kouen-mae-hashutsujo	3	Y	9784088528137	1977-11-10	集英社	4	こちら葛飾区亀有公園前派出所 3
kochira-katsushikaku-kameari-kouen-mae-hashutsujo	4	Y	9784088528144	1978-02-10	集英社	4	こちら葛飾区亀有公園前派出所 4
kochira-katsushikaku-kameari-kouen-mae-hashutsujo	5	Y	9784088528151	1978-05-10	集英社	4	こちら葛飾区亀有公園前派出所 5
kochira-katsushikaku-kameari-kouen-mae-hashutsujo	6	Y	9784088528168	1978-09-09	集英社	4	こちら葛飾区亀有公園前派出所 6
kochira-katsushikaku-kameari-kouen-mae-hashutsujo	7	Y	9784088528175	1979-02-10	集英社	4	こちら葛飾区亀有公園前派出所 7
kochira-katsushikaku-kameari-kouen-mae-hashutsujo	8	Y	9784088528182	1979-06-09	集英社	4	こちら葛飾区亀有公園前派出所 8
kochira-katsushikaku-kameari-kouen-mae-hashutsujo	9	Y	9784088528199	1979-09-10	集英社	4	こちら葛飾区亀有公園前派出所 9
kochira-katsushikaku-kameari-kouen-mae-hashutsujo	10	Y	9784088528205	1979-12-10	集英社	4	こちら葛飾区亀有公園前派出所 10
kochira-katsushikaku-kameari-kouen-mae-hashutsujo	14	Y	9784088528243	1980-08-09	集英社	4	こちら葛飾区亀有公園前派出所 14
kochira-katsushikaku-kameari-kouen-mae-hashutsujo	16	Y	9784088528267	1981-01-10	集英社	4	こちら葛飾区亀有公園前派出所 16
kochira-katsushikaku-kameari-kouen-mae-hashutsujo	17	Y	9784088528274	1981-04-10	集英社	4	こちら葛飾区亀有公園前派出所 17
kochira-katsushikaku-kameari-kouen-mae-hashutsujo	21	Y	9784088528311	1982-04-09	集英社	4	こちら葛飾区亀有公園前派出所 21
kochira-katsushikaku-kameari-kouen-mae-hashutsujo	22	Y	9784088528328	1982-07-09	集英社	4	こちら葛飾区亀有公園前派出所 22
koigakubo-kun-ni-hajimete-o-ubawaremashita-2023	6	Y	9784065329764	2023-09-13	講談社	2	恋ヶ窪くんにはじめてを奪われました(6)
koigakubo-kun-ni-hajimete-o-ubawaremashita-2023	7	Y	9784065349731	2024-03-13	講談社	2	恋ヶ窪くんにはじめてを奪われました(7)
kokkyou-no-emilia	12	Y	9784098536900	2024-11-12	小学館	1	国境のエミーリャ(12)
kokkyou-no-emilia	13	Y	9784098540310	2025-03-12	小学館	1	国境のエミーリャ(13)
kokkyou-no-emilia	14	Y	9784098542574	2025-09-11	小学館	1	国境のエミーリャ(14)
kouya-ni-kemono-doukokusu	5	Y	9784063492743	2007-02	講談社	5	荒野に獣慟哭す(5)
kureyon-shin-chan-gemu-book	2	Y	9784575283297	1994-04	双葉社	1	クレヨンしんちゃんゲームブック(2)
kureyon-shin-chan-gemu-book	3	Y	9784575283631	1994-08	双葉社	1	クレヨンしんちゃんゲームブック(3)
kusuriya-no-hitorigoto-shino-2017	7	Y	9784757568563	2020-11-25	スクウェア・エニックス	6	薬屋のひとりごと(7)
kusuriya-no-hitorigoto-shino-2017	8	Y	9784757572713	2021-05-25	スクウェア・エニックス	6	薬屋のひとりごと(8)
kusuriya-no-hitorigoto-shino-2017	9	Y	9784757575868	2021-11-25	スクウェア・エニックス	6	薬屋のひとりごと(9)
kusuriya-no-hitorigoto-shino-2017	11	Y	9784757583245	2023-02-25	スクウェア・エニックス	6	薬屋のひとりごと(11)
kusuriya-no-hitorigoto-shino-2017	12	Y	9784757588134	2023-09-29	スクウェア・エニックス	6	薬屋のひとりごと(12)
kusuriya-no-hitorigoto-shino-2017	13	Y	9784757590274	2024-03-25	スクウェア・エニックス	6	薬屋のひとりごと(13)
kyougeki-burai-ryouran	2	Y	9784776794615	2008-03	宙出版	2	京劇的無頼繚乱(2巻)
lemon-hakusho	2	Y	9784061089389	1979-08-20	講談社	4	れもん白書(2)
live-dungeon	13	Y	9784040756509	2024-10-08	KADOKAWA	7	ライブダンジョン! 13
live-dungeon	14	Y	9784040758725	2025-04-08	KADOKAWA	7	ライブダンジョン! 14
lupin-iii-y	3	Y	9784575936605	1999-11-27	双葉社	3	ルパン三世Y(3)
lupin-iii-y	7	Y	9784575937091	2000-09-28	双葉社	3	ルパン三世Y(7)
lupin-iii-y	8	Y	9784575937190	2000-11-28	双葉社	3	ルパン三世Y(8)
lupin-iii-y	9	Y	9784575937237	2001-02-20	双葉社	3	ルパン三世Y(9)
lupin-iii-y	10	Y	9784575937374	2001-05-28	双葉社	3	ルパン三世Y(10)
lupin-iii-y	13	Y	9784575937756	2002-04	双葉社	3	ルパン三世Y(13)
lupin-iii-y	14	Y	9784575937978	2002-09	双葉社	3	ルパン三世Y(14)
lupin-iii-y	15	Y	9784575938074	2002-11	双葉社	3	ルパン三世Y(15)
lupin-iii-y	16	Y	9784575938210	2003-04	双葉社	3	ルパン三世Y(16)
mabo-chan-dei-bai-dei	1	Y	9784088583518	1991-06-10	集英社	3	マボちゃんDAY BY DAY(1)
mabo-chan-dei-bai-dei	2	Y	9784088583525	1992-08-04	集英社	3	マボちゃんDAY BY DAY(2)
mabo-chan-dei-bai-dei	3	Y	9784088583532	1993-03-04	集英社	3	マボちゃんDAY BY DAY(3)
mabo-chan-dei-bai-dei	4	Y	9784088583549	1993-08-04	集英社	3	マボちゃんDAY BY DAY(4)
mama-wa-yashinomiwari	2	Y	9784592152255	1999-03-05	白泉社	2	ママはやしの実わり(2)
mazin-saga-nagai	3	Y	9784088751030	1992-05-19	集英社	1	魔神サーガ(3)
medarot-2	1	Y	9784063342109	1999-07-06	講談社	2	メダロット2(第1巻)
mei-tantei-asami-mitsuhiko-ando-ryojou-mystery-comic-selection	4	Y	9784253245326	2012-03	秋田書店	2	名探偵浅見光彦&旅情ミステリーコミックセレクション(4)
meitantei-conan-2005	38	Y	9784091414601	2012-07-27	小学館	3	名探偵コナン 特別編(38)
meitantei-conan-tokubetsuhen-2016	1	Y	9784091425317	1997-01-28	小学館	5	名探偵コナン 特別編 1
meitantei-conan-tokubetsuhen-2016	2	Y	9784091425324	1997-10-28	小学館	5	名探偵コナン 特別編 2
meitantei-conan-tokubetsuhen-2016	3	Y	9784091425331	1997-11-28	小学館	5	名探偵コナン 特別編 3
meitantei-conan-tokubetsuhen-2016	4	Y	9784091425348	1998-03-18	小学館	5	名探偵コナン 特別編 4
meitantei-conan-tokubetsuhen-2016	5	Y	9784091425355	1998-04-18	小学館	5	名探偵コナン 特別編 5
meitantei-conan-tokubetsuhen-2016	6	Y	9784091425362	1999-01-28	小学館	5	名探偵コナン 特別編 6
meitantei-conan-tokubetsuhen-2016	7	Y	9784091425379	1999-04-26	小学館	6	名探偵コナン 特別編 7
meitantei-conan-tokubetsuhen-2016	8	Y	9784091425386	1999-08-07	小学館	5	名探偵コナン 特別編 8
meitantei-conan-tokubetsuhen-2016	9	Y	9784091425393	1999-12-18	小学館	5	名探偵コナン 特別編 9
meitantei-conan-tokubetsuhen-2016	10	Y	9784091425409	2000-03-28	小学館	5	名探偵コナン 特別編 10
meitantei-conan-tokubetsuhen-2016	11	Y	9784091427816	2000-05-27	小学館	4	名探偵コナン 特別編 11
meitantei-conan-tokubetsuhen-2016	12	Y	9784091427823	2000-12-25	小学館	5	名探偵コナン 特別編 12
meitantei-conan-tokubetsuhen-2016	13	Y	9784091427830	2001-05-28	小学館	5	名探偵コナン 特別編 13
meitantei-conan-tokubetsuhen-2016	14	Y	9784091427847	2001-08-28	小学館	5	名探偵コナン 特別編 14
meitantei-yumemizu-kiyoshirou-jiken-note	11	Y	9784063761665	2011-11	講談社	3	名探偵夢水清志郎事件ノート(vol.11)
metcha-shoukansareta-ken-the-comic	9	Y	9784800015198	2024-11-14	マッグガーデン	1	めっちゃ召喚された件 THE COMIC(9)
metcha-shoukansareta-ken-the-comic	10	Y	9784800015860	2025-04-14	マッグガーデン	1	めっちゃ召喚された件 THE COMIC(10)
miyazawa-kenji-mangakan-1996	1	Y	9784267014246	1985-08	潮出版社	3	宮澤賢治・漫画館(1)
mizushina-takayuki-no-mizu-cinema	1	Y	9784087820591	2003-09	集英社	3	みずしな孝之のミズシネマ
mobile-suit-gundam-flanagan-buun-senki	4	Y	9784868050735	2025-06-05	ヒーローズ	5	機動戦士ガンダム フラナガン・ブーン戦記(4)
mobile-suit-gundam-flanagan-buun-senki	5	Y	9784868051121	2025-10-03	ヒーローズ	5	機動戦士ガンダム フラナガン・ブーン戦記(5)
mobile-zekki-gundam-sequel	5	Y	9784868051039	2025-09-29	ヒーローズ	4	機動絶記ガンダムSEQUEL(5)
modena-no-ken	13	Y	9784088573434	1992-10-19	集英社	2	モデナの剣(13)
modena-no-ken	15	Y	9784088573458	1993-04-19	集英社	2	モデナの剣(15)
modena-no-ken	18	Y	9784088573489	1993-12-10	集英社	2	モデナの剣(18)
myououden-rei	8	Y	9784063131437	1990-07-23	講談社	2	明王伝レイ(8)
myououden-rei	9	Y	9784063131444	1990-11-22	講談社	2	明王伝レイ(9)
myououden-rei	10	Y	9784063132113	1991-03-16	講談社	2	明王伝レイ(10)
negative-twin-tower	3	Y	9784797364279	2011-04	フレックスコミックス	3	ネガティブ・ツインタワー!(3)
nekokko-club	1	Y	9784873170305	1999-09-16	あおば出版	1	猫っこ倶楽部(1)
nekokko-club	2	Y	9784796287562	1996-11-16	スコラ	2	猫っこ倶楽部(2)
nekosogi-franken	2	Y	9784812451519	1997-09	竹書房	1	根こそぎフランケン(2)
nekosogi-franken	4	Y	9784812453223	1999-10	竹書房	1	根こそぎフランケン(4)
nekosogi-franken	5	Y	9784812453636	2000-04	竹書房	1	根こそぎフランケン(5)
nijiko-lullaby	4	Y	9784796286275	1992-11-16	スコラ	3	虹子ララバイ(4)
nina-to-usagi-to-mahou-no-sensha	1	Y	9784087824285	2012-04	集英社	3	ニーナとうさぎと魔法の戦車(1)
ningen-club	9	Y	9784391905625	1996-11-01	主婦と生活社	4	人間倶楽部(9)
ningen-club	10	Y	9784391905632	1997-01-09	主婦と生活社	2	人間倶楽部(10)
ningen-club	12	Y	9784872871876	1997-08-01	宙出版	1	人間倶楽部(12)
ningen-club	13	Y	9784872871913	1997-09-01	宙出版	1	人間倶楽部(13)
ningen-shikkaku-ito-2010	2	Y	9784107715425	2010-02	新潮社	5	人間失格(2)
ninja-hattori-kun	5	Y	9784091404855	1982-10-28	小学館	2	忍者ハットリくん(5)
ninja-hattori-kun	6	Y	9784091404862	1983-04-28	小学館	4	忍者ハットリくん(6)
ninja-hattori-kun	7	Y	9784091404879	1983-06-28	小学館	3	忍者ハットリくん(7)
ninja-hattori-kun	8	Y	9784091404886	1983-11-28	小学館	4	忍者ハットリくん(8)
ninja-hattori-kun	9	Y	9784091404893	1984-02-28	小学館	3	忍者ハットリくん(9)
nipponichi-no-otoko-no-tamashii	5	Y	9784091522658	2000-03-04	小学館	1	日本一の男の魂(5)
nipponichi-no-otoko-no-tamashii	7	Y	9784091522672	2001-03-05	小学館	1	日本一の男の魂(7)
nipponichi-no-otoko-no-tamashii	8	Y	9784091522689	2001-11	小学館	1	日本一の男の魂(8)
nurse-station	1	Y	9784088582115	1988-07-08	集英社	10	ナースステーション(1)
nurse-station	2	Y	9784088582122	1989-08-10	集英社	11	ナースステーション(2)
nurse-station	3	Y	9784088582139	1989-12-05	集英社	10	ナースステーション(3)
nurse-station	4	Y	9784088582146	1990-11-09	集英社	11	ナースステーション(4)
oni-iga-2	3	Y	9784088630939	1990-07-27	集英社	7	男弐(3)
oni-iga-2	4	Y	9784088630946	1990-07-27	集英社	10	男弐(4)
oni-iga-2	5	Y	9784088630953	1990-07-27	集英社	7	男弐(5)
oni-iga-2	6	Y	9784088630960	1990-07-27	集英社	7	男弐(6)
oni-iga-2	7	Y	9784088630977	1989-06-30	集英社	7	男弐(7)
onmitsu-kenshi	2	Y	9784088594729	2004-10	集英社	4	隠密剣士(第2巻)
onnakui	9	Y	9784832227545	1996-08-23	芳文社	2	女喰い(9)
operation-g-g	1	Y	9784845817023	2000-03-03	リイド社	2	OPERATION G.G.(1)
operation-g-g	4	Y	9784845817054	2000-11-07	リイド社	2	OPERATION G.G.(4)
ore-dake-level-appu-na-ken	18	Y	9784046839435	2024-09-21	KADOKAWA	9	俺だけレベルアップな件 18
oruchuban-ebichu	4	Y	9784391920352	1996-11-01	主婦と生活社	1	おるちゅばんエビちゅ(4)
osaka-geijutsu-daigaku-daigaku-manga	2	Y	9784883159697	2005-07	小池書院	2	大阪芸術大学大学漫画 Vol.2
otonashi-genjuu	2	Y	9784253017268	1985-06	秋田書店	3	音無し幻十(2)
pachisuro-hitoritabi	7	Y	9784861911972	2006-08-04	白夜書房	2	パチスロひとり旅(7)
pachisuro-hitoritabi	8	Y	9784861913136	2007-09-07	白夜書房	1	パチスロひとり旅(8)
pachisuro-hitoritabi	9	Y	9784861914263	2008-06	白夜書房	1	パチスロひとり旅(9)
pachisuro-hitoritabi	10	Y	9784861915406	2009-06	白夜書房	1	パチスロひとり旅(10)
pachisuro-hitoritabi	11	Y	9784861916458	2010-07	白夜書房	2	パチスロひとり旅(11)
pachisuro-hitoritabi	12	Y	9784861917899	2011-08	白夜書房	2	パチスロひとり旅(12)
pachisuro-hitoritabi	13	Y	9784906936458	2013-01	ガイドワークス	2	パチスロひとり旅 13
petshop-of-horrors	7	Y	9784872871821	1997-08-06	宙出版	5	Petshop of Horrors(7)
potion-danomi-de-ikinobimasu-zoku	3	Y	9784065370810	2024-10-08	講談社	3	ポーション頼みで生き延びます! 続(3)
rave	9	Y	9784063129502	2001-03-16	講談社	4	RAVE(9)
red-eyes	1	Y	9784063342734	2000-01-14	講談社	2	redEyes(1)
red-eyes	2	Y	9784063343335	2000-09-12	講談社	2	redEyes(2)
red-eyes	3	Y	9784063343922	2001-04-13	講談社	2	redEyes(3)
red-eyes	4	Y	9784063344707	2001-11-14	講談社	2	redEyes(4)
red-eyes	5	Y	9784063345827	2002-08-08	講談社	2	redEyes(5)
red-eyes	6	Y	9784063346848	2003-03-14	講談社	2	redEyes(6)
red-eyes	7	Y	9784063348248	2003-12-16	講談社	2	redEyes(7)
ring-1996	2	Y	9784088594866	2005-02	集英社	2	Ring(2)
robotics-notes-2012	4	Y	9784800002051	2013-09-10	マッグガーデン	3	ROBOTICS;NOTES(04)
robotics-notes-2012	5	Y	9784800002976	2014-05	マッグガーデン	3	ROBOTICS;NOTES(05)
ruten-no-teruma	1	Y	9784063951820	2014-09-09	講談社	2	流転のテルマ(1)
saasha-chan-to-classmate-wotaku-kun	4	Y	9784049158649	2024-07-26	KADOKAWA	1	サーシャちゃんとクラスメイトオタクくん(4)
saasha-chan-to-classmate-wotaku-kun	5	Y	9784049164411	2025-04-25	KADOKAWA	1	サーシャちゃんとクラスメイトオタクくん(5)
samurai-deeper-kyo	35	Y	9784063636079	2005-12	講談社	2	SAMURAI DEEPER KYO(第35巻)
sandman	5	Y	9784924914308	1999-06	インターブックス	2	サンドマン(5)
sebangou-0	3	Y	9784872700626	1996-07	アース出版局	2	背番号0(3巻)
seibonjinden	6	Y	9784091921567	1996-09-14	小学館	1	聖凡人伝(6)
seishun-kijinden-240-o-gakuen	1	Y	9784065101193	2017-08-09	講談社	3	青春奇人伝!240学園(1)
sekainorekishi	4	Y	9784082491147	1986-05	集英社	1	世界の歴史(4)
sekainorekishi	5	Y	9784082491154	1986-06	集英社	1	世界の歴史(5)
sekainorekishi	6	Y	9784082491161	1986-07	集英社	1	世界の歴史(6)
sekainorekishi	8	Y	9784082491185	1986-09	集英社	1	世界の歴史(8)
sekainorekishi	10	Y	9784082491208	1986-11	集英社	1	世界の歴史(10)
sekainorekishi	12	Y	9784082491222	1987-01	集英社	1	世界の歴史(12)
senri-no-michi-mo	13	Y	9784834230239	1993-01	集英社	7	千里の道も(13)
sensei-ga-suki	2	Y	9784197890217	1989-01	徳間書店	3	先生が好き 2
shadow-skill	5	Y	9784063721348	2006-04	講談社	2	SHADOW SKILL(5)
shadow-skill	6	Y	9784063759235	2010-05	講談社	2	SHADOW SKILL(6)
shadow-skill	7	Y	9784063760408	2011-03	講談社	2	SHADOW SKILL(7)
shamo-1990	2	Y	9784575823943	1998-12-05	双葉社	10	軍鶏(2)
shamo-1990	4	Y	9784575824322	1999-06-09	双葉社	10	軍鶏(4)
shamo-1990	6	Y	9784575824889	2000-03-28	双葉社	8	軍鶏(6)
shamo-1990	7	Y	9784575824926	2000-04-22	双葉社	10	軍鶏(7)
shamo-1990	8	Y	9784575824995	2000-05-27	双葉社	8	軍鶏(8)
shi-no-white-magic	2	Y	9784063131680	1990-09-22	講談社	2	死のホワイトマジック(2)
shin-agatte-nanbo-taichiyo-nakuna	18	Y	9784883154357	1997-01	小池書院	1	新上ってなンボ!!太一よ泣くな 18
shin-bikkuriman-omoshiro-land	1	Y	9784253098557	1989-06-02	秋田書店	2	新・ビックリマンおもしろランド(1)
shin-bikkuriman-omoshiro-land	4	Y	9784253098588	1989-09-02	秋田書店	2	新・ビックリマンおもしろランド(4)
shin-takumi-no-fundoshi	2	Y	9784575823332	1998-04-24	双葉社	1	新・匠のふんどし(2)
shin-takumi-no-fundoshi	4	Y	9784575824346	1999-06-09	双葉社	1	新・匠のふんどし(4)
shin-takumi-no-fundoshi	5	Y	9784575824773	1999-12-11	双葉社	1	新・匠のふんどし(5)
shin-takumi-no-fundoshi	6	Y	9784575825244	2000-10-28	双葉社	1	新・匠のふんどし(6)
shinjite-ita-nakamatachi-ni-dungeon-okuchi-de-korosarekaketaga-gift-mugen-gacha-de-level-9999-no	14	Y	9784065374238	2024-11-08	講談社	1	信じていた仲間達にダンジョン奥地で殺されかけたがギフト『無限ガチャ』でレベル9999の仲間達を手に入れて元パーティーメンバーと世界に復讐&『ざまぁ!』します!(14)
shippo-ga-tomodachi	3	Y	9784088622460	1993-04-22	集英社	4	シッポがともだち(3)
shitou-sensen-iiekkusu	1	Y	9784063958164	2016-12-09	講談社	1	死島戦線EX(1)
shitsurakuen-1996	3	Y	9784757528789	2010-05	スクウェア・エニックス	2	失楽園(3)
shitsurakuen-1996	4	Y	9784757530003	2010-09	スクウェア・エニックス	2	失楽園(4)
shiyounan-bakusouzoku	4	Y	9784785944520	1984-08-23	少年画報社	5	湘南爆走族(4)
shiyounan-bakusouzoku	5	Y	9784785944605	1984-08-25	少年画報社	5	湘南爆走族(5)
sidooh-shidou	24	Y	9784088790930	2011-03-18	集英社	1	SIDOOH(24)
sprite-arimura-1995	2	Y	9784785914448	1997-04-15	少年画報社	5	Sprite(2)
sprite-arimura-1995	4	Y	9784785915049	1997-04-15	少年画報社	5	Sprite(4)
sprite-arimura-1995	5	Y	9784785915254	1997-04-15	少年画報社	5	Sprite(5)
sprite-arimura-1995	6	Y	9784785915537	1997-04-15	少年画報社	5	Sprite(6)
sprite-arimura-1995	7	Y	9784785915698	1997-05-12	少年画報社	5	Sprite(7)
ss	4	Y	9784091856548	2001-07	小学館	2	SS(4)
ss	5	Y	9784091856555	2002-02	小学館	1	SS(5)
suna-to-iris	1	Y	9784087825190	2013-04-25	集英社	4	砂とアイリス 1
super-mario-4-koma-manga-oukoku	4	Y	9784575933390	1993-07-17	双葉社	3	スーパーマリオ4コマまんが王国(4)
super-mario-4-koma-manga-oukoku	6	Y	9784575933796	1994-12-09	双葉社	3	スーパーマリオ4コマまんが王国(6)
super-mario-kun	6	Y	9784091417664	1993-03-27	小学館	2	スーパーマリオくん(6)
super-mario-kun	7	Y	9784091417671	1993-06-28	小学館	2	スーパーマリオくん(7)
super-mario-kun	8	Y	9784091417688	1993-09-28	小学館	2	スーパーマリオくん(8)
super-mario-kun	9	Y	9784091417695	1993-12-16	小学館	2	スーパーマリオくん(9)
super-mario-kun	10	Y	9784091417701	1994-05-28	小学館	2	スーパーマリオくん(10)
super-mario-kun	11	Y	9784091422415	1994-10-28	小学館	2	スーパーマリオくん(11)
super-mario-kun	12	Y	9784091422422	1995-03-28	小学館	2	スーパーマリオくん(12)
super-mario-kun	13	Y	9784091422439	1995-08-28	小学館	2	スーパーマリオくん(13)
super-mario-kun	14	Y	9784091422446	1996-01-27	小学館	2	スーパーマリオくん(14)
super-mario-kun	15	Y	9784091422453	1996-10-28	小学館	2	スーパーマリオくん(15)
super-mario-kun	16	Y	9784091422460	1997-04-01	小学館	2	スーパーマリオくん(16)
super-mario-kun	17	Y	9784091422477	1997-10-28	小学館	2	スーパーマリオくん(17)
