slug	title	authors	edition_type	imprint	publisher	vols	std_vols	ratio	cls	v1_date	v1_cover	max_no	seq	cov_rate
enueichikee-darwin-ga-kita	NHKダーウィンが来た!	講談社・日本放送協会・戸井原和巳	shinsoban	発見!マンガ図鑑シリーズ(2014-17)	講談社	5	6	0.83	圧縮(豪華本)	2014-12-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2996/9784062192996.jpg?_ex=300x300	5	OK	5/5
esudii-musha-gundam-fuuunroku	SD武者ガンダム風雲録	やまと虹一	shinsoban	KCDX	講談社	3	9	0.33	圧縮(豪華本)	2012-11-22	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7391/9784063767391.jpg?_ex=300x300	3	OK	3/3
fire	ファイヤー!	水野英子	shinsoban	復刻版(文藝春秋)	文藝春秋	3	4	0.75	圧縮(豪華本)	2023-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6514/9784163916514_1_8.jpg?_ex=300x300	3	OK	2/3
fukufuku-funyaan	ふくふくふにゃーん	こなみかなた	shinsoban	ワイドKC Be・love	講談社	2	12	0.17	圧縮(豪華本)	1999-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0633/06337409.jpg?_ex=300x300	2	OK	2/2
ginga-tetsudou-no-yoru	銀河鉄道の夜	ますむらひろし	shinsoban		扶桑社	1	2	0.50	圧縮(豪華本)	2023-06-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5048/9784594095048_1_3.jpg?_ex=300x300	1	OK	1/1
go-go-purin-teikoku	GO GO!ぷりん帝国	くぼたまこと	shinsoban	ヤングガンガンコミックス	スクウェア・エニックス	4	6	0.67	圧縮(豪華本)	2007-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7575/75752053.jpg?_ex=300x300	4	OK	4/4
god-arm	ゴッド・アーム	桑田次郎	shinsoban	MANGA Shop Series	マンガショップ	3	5	0.60	圧縮(豪華本)	2004-11-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7759/77591008.jpg?_ex=300x300	3	OK	3/3
gun-frontier	ガンフロンティア	島崎譲	shinsoban	チャンピオンREDコミックス	秋田書店	1	2	0.50	圧縮(豪華本)	2017-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6324/9784253236324.jpg?_ex=300x300	1	OK	0/1
gun-frontier	ガンフロンティア	島崎譲	shinsoban	チャンピオンREDコミックス	秋田書店	1	2	0.50	圧縮(豪華本)	2017-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6324/9784253236324.jpg?_ex=300x300	1	OK	1/1
gundlander	ガンドランダー	雅叉丸・友杉達也	shinsoban	復刻版(復刊ドットコム 2025)	復刊ドットコム	4	7	0.57	圧縮(豪華本)	2025-08-22	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9639/9784835459639_1_4.jpg?_ex=300x300	4	OK	4/4
hakatakko-junjou	博多っ子純情	長谷川法世	shinsoban	西日本新聞社版(2005)	西日本新聞社	6	34	0.18	圧縮(豪華本)	2005-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6387/9784816706387.jpg?_ex=300x300	6	OK	3/6
hana-buranko-yurete	花ぶらんこゆれて…	太刀掛秀子	shinsoban	このマンガがすごい!comics	宝島社	2	4	0.50	圧縮(豪華本)	2026-05-25	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7929/9784299077929_1_3.jpg?_ex=300x300	2	OK	0/2
hana-buranko-yurete	花ぶらんこゆれて…	太刀掛秀子	shinsoban	このマンガがすごい!comics	宝島社	2	4	0.50	圧縮(豪華本)	2026-05-25	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7929/9784299077929_1_3.jpg?_ex=300x300	2	OK	2/2
harenchi-gakuen	ハレンチ学園	永井豪	shinsoban	BIG COMICS SPECIAL	小学館	6	13	0.46	圧縮(豪華本)	2018-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0243/9784098600243_1_3.jpg?_ex=300x300	6	OK	6/6
haru-chan	はるちゃん	青柳裕介	shinsoban	スーパービジュアル・コミックス	小学館	3	5	0.60	圧縮(豪華本)	1996-10	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/5474/2000000215474.jpg?_ex=300x300	3	OK	3/3
haru-chan	はるちゃん	青柳裕介	shinsoban	ビッグコミックス	小学館	1	5	0.20	圧縮(豪華本)	2005-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0918/09180496.jpg?_ex=300x300	1	OK	1/1
haruchin	ハルチン	魚喃キリコ	shinsoban	Mag comics	マガジンハウス	1	2	0.50	圧縮(豪華本)	1998-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8387/83870967.jpg?_ex=300x300	1	OK	1/1
hikaru-kaze	光る風	山上たつひこ	shinsoban	復刻版(小学館クリエイティブ)	小学館クリエイティブ	1	3	0.33	圧縮(豪華本)	2008-07-29	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0803/9784778030803_1_5.jpg?_ex=300x300	1	OK	1/1
hikaru-kaze	光る風	山上たつひこ	shinsoban	復刻版(小学館クリエイティブ)	小学館クリエイティブ	1	3	0.33	圧縮(豪華本)	2008-07-29	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0803/9784778030803_1_5.jpg?_ex=300x300	1	OK	1/1
hinomaru-agete	日の丸あげて	新谷かおる	shinsoban	gentosha comics manga bunko	幻冬舎	1	2	0.50	圧縮(豪華本)	2012-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4249/9784344824249.jpg?_ex=300x300	1	OK	1/1
hit-and-run	ヒット・エンド・ラン	あや秀夫	shinsoban	KCDX	講談社	3	13	0.23	圧縮(豪華本)	2000-07-21	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0633/06334319.jpg?_ex=300x300	3	OK	3/3
hittoraa-no-musuko	ヒットラーの息子	叶精作	shinsoban	SP pocket wide	リイド社	1	4	0.25	圧縮(豪華本)	2017-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0341/9784845850341.jpg?_ex=300x300	1	OK	1/1
iga-no-kagemaru	伊賀の影丸	横山光輝	shinsoban	KCDX	講談社	9	15	0.60	圧縮(豪華本)	2008-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4780/9784063754780.jpg?_ex=300x300	9	OK	9/9
inakappe-taishou	いなかっぺ大将	川崎のぼる	shinsoban	ぴっかぴかコミックス カラー版	小学館	2	7	0.29	圧縮(豪華本)	2006-04-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0392/9784091480392.gif?_ex=300x300	2	OK	2/2
isshokenmei-hajime-hajime-kun	いっしょけんめいハジメくん	コンタロウ	shinsoban	ヤングジャンプ・コミックスBJ	集英社	2	7	0.29	圧縮(豪華本)	2002-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3729/9784088763729.jpg?_ex=300x300	2	OK	2/2
itsumo-pocket-ni-chopin	いつもポケットにショパン	くらもちふさこ・多田かおる	shinsoban	Queen's comics premium	集英社	4	5	0.80	圧縮(豪華本)	2003-12-18	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0886/08865170.jpg?_ex=300x300	4	OK	4/4
jigyaku-no-uta	自虐の詩	業田良家	shinsoban	2007年版(竹書房)	竹書房	2	5	0.40	圧縮(豪華本)	2007-08-31	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8124/81243214.jpg?_ex=300x300	2	OK	2/2
jinmu	神武	安彦良和	shinsoban	古事記	不明	4	5	0.80	圧縮(豪華本)	2013-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9134/9784041209134.jpg?_ex=300x300	4	OK	4/4
jinmu	神武	安彦良和	shinsoban	古事記	不明	4	5	0.80	圧縮(豪華本)	2013-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9134/9784041209134.jpg?_ex=300x300	4	OK	4/4
jinnairyuu-juujutsu-butouden-majima-kun-suttobasu	陣内流柔術武闘伝 真島クンすっとばす!!	にわのまこと	shinsoban	Nichibun comics	日本文芸社	5	15	0.33	圧縮(豪華本)	2010-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6235/9784537126235.jpg?_ex=300x300	5	OK	5/5
juudousanka	柔道讃歌	貝塚ひろし	shinsoban	HMB	ホーム社	6	16	0.38	圧縮(豪華本)	2003-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8342/83427264.jpg?_ex=300x300	6	OK	6/6
kappa-no-sanpei	河童の三平	水木しげる・川島健三	shinsoban	水木しげる貸本漫画傑作選	朝日ソノラマ	4	5	0.80	圧縮(豪華本)	2001-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2577/25772126.gif?_ex=300x300	4	OK	4/4
kasuga-no-tsubone-1988	春日局	久松文雄	shinsoban	アイランド・コミックスprimo select	不明	2	4	0.50	圧縮(豪華本)	2005-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8615/86156038.jpg?_ex=300x300	2	OK	0/2
kasuga-no-tsubone-1988	春日局	久松文雄	shinsoban	アイランド・コミックスprimo select	不明	2	4	0.50	圧縮(豪華本)	2005-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8615/86156038.jpg?_ex=300x300	2	OK	2/2
kasuga-no-tsubone-1988	春日局	久松文雄	shinsoban	中公漫画叢書	中央公論社	3	4	0.75	圧縮(豪華本)	1989-04-25	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/1982/2000002271982.jpg?_ex=300x300	3	OK	3/3
kasuga-no-tsubone-1988	春日局	久松文雄	shinsoban	Goma books	ゴマブックス	1	4	0.25	圧縮(豪華本)	2017-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9721/9784777119721.jpg?_ex=300x300	1	OK	0/1
kasuga-no-tsubone-1988	春日局	久松文雄	shinsoban	中公漫画叢書	中央公論社	3	4	0.75	圧縮(豪華本)	1989-04-25	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/1982/2000002271982.jpg?_ex=300x300	3	OK	0/3
kasuga-no-tsubone-1988	春日局	久松文雄	shinsoban	Goma books	ゴマブックス	1	4	0.25	圧縮(豪華本)	2017-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9721/9784777119721.jpg?_ex=300x300	1	OK	1/1
kasuga-no-tsubone-1988	春日局	久松文雄	shinsoban	アイランド・コミックスprimo select	不明	2	4	0.50	圧縮(豪華本)	2005-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8615/86156038.jpg?_ex=300x300	2	OK	0/2
kaze-no-saburou	風の三郎	小山ゆう	shinsoban	ビッグコミックス	小学館	4	5	0.80	圧縮(豪華本)	2005-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0918/09187621.jpg?_ex=300x300	4	OK	4/4
kaze-to-ki-no-uta	風と木の詩	竹宮惠子	shinsoban	小学館叢書	小学館	9	17	0.53	圧縮(豪華本)	1988-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0510/9784091970510.gif?_ex=300x300	9	OK	9/9
kaze-to-ki-no-uta	風と木の詩	竹宮惠子	shinsoban	小学館叢書	小学館	9	17	0.53	圧縮(豪華本)	1988-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0510/9784091970510.gif?_ex=300x300	9	OK	0/9
kekkoukamen	けっこう仮面	永井豪・ダイナミックプロ	shinsoban			2	5	0.40	圧縮(豪華本)	2004-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8458/84582806.jpg?_ex=300x300	2	OK	2/2
kennedy-knights	ケネディ騎士団	望月三起也	shinsoban	マンガショップシリーズ	マンガショップ	4	7	0.57	圧縮(豪華本)	2005-12-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7759/77591067.jpg?_ex=300x300	4	OK	4/4
kirinkan-doori	希林館通り	塩森恵子・日高七緒	shinsoban	SGコミックス	集英社	4	8	0.50	圧縮(豪華本)	1990-09-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0527/9784088550527.jpg?_ex=300x300	4	OK	4/4
kishi-gundam-maryuu-zero-no-kishiden	騎士ガンダム 魔龍ゼロの騎士伝	ほしの竜一	shinsoban	KCDX	講談社	1	2	0.50	圧縮(豪華本)	2017-06-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2164/9784063932164.jpg?_ex=300x300	1	OK	1/1
kishi-gundam-seiden	騎士ガンダム聖伝	ほしの竜一	shinsoban	KCDX	講談社	2	3	0.67	圧縮(豪華本)	2017-10-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4064/9784065104064.jpg?_ex=300x300	2	OK	2/2
koma-ga-mau	駒が舞う	大島やすいち	shinsoban	さくらコミックス	さくら出版	3	5	0.60	圧縮(豪華本)	1999-06	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/7670/2000007117670.jpg?_ex=300x300	3	OK	1/3
kouya-no-shounen-isamu	荒野の少年イサム	川崎のぼる	shinsoban	復刻版コミックス	集英社	5	12	0.42	圧縮(豪華本)	2013-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6946/9784087806946.jpg?_ex=300x300	5	OK	5/5
kuroi-hohoemi	黒い微笑	細川知栄子	shinsoban	Princess comics = プリンセスコミックス	秋田書店	1	4	0.25	圧縮(豪華本)	2011-08-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2144/9784253072144.jpg?_ex=300x300	1	OK	1/1
kyoufu	恐怖	楳図かずお	shinsoban	秋田書店版	秋田書店	2	3	0.67	圧縮(豪華本)	1990-02-20	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3152/9784253103152.jpg?_ex=300x300	2	OK	2/2
kyoufu	恐怖	楳図かずお	shinsoban	秋田書店版	秋田書店	2	3	0.67	圧縮(豪華本)	1990-02-20	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3152/9784253103152.jpg?_ex=300x300	2	OK	2/2
kyoufu	恐怖	楳図かずお	shinsoban	秋田書店版	秋田書店	2	3	0.67	圧縮(豪華本)	1990-02-20	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3152/9784253103152.jpg?_ex=300x300	2	OK	1/2
kyoufu-shinbun	恐怖新聞	つのだじろう	shinsoban	秋田文庫	秋田書店	5	9	0.56	圧縮(豪華本)	1996-12-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2531/25317289.jpg?_ex=300x300	5	OK	0/5
kyoufu-shinbun	恐怖新聞	つのだじろう	shinsoban	秋田文庫	秋田書店	5	9	0.56	圧縮(豪華本)	1996-12-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2531/25317289.jpg?_ex=300x300	5	OK	5/5
kyoufu-shinbun	恐怖新聞	つのだじろう	shinsoban	KCDX	講談社	1	9	0.11	圧縮(豪華本)	2003-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7968/9784063347968.jpg?_ex=300x300	1	OK	1/1
kyoujinkankei	狂人関係	上村一夫	shinsoban	HMB	ホーム社	3	4	0.75	圧縮(豪華本)	2002-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2260/9784834272260.jpg?_ex=300x300	3	OK	0/3
kyoujinkankei	狂人関係	上村一夫	shinsoban	HMB	ホーム社	3	4	0.75	圧縮(豪華本)	2002-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2260/9784834272260.jpg?_ex=300x300	3	OK	3/3
lupin-iii-m-neo	ルパン三世M neo	深山雪男	shinsoban	アクションコミックス	双葉社	3	4	0.75	圧縮(豪華本)	2012-01-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0148/9784575840148.jpg?_ex=300x300	3	OK	3/3
mach-sos	マッハSOS	桜多吾作	shinsoban	マンガショップシリーズ	マンガショップ	4	6	0.67	圧縮(豪華本)	2014-02-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4748/9784775914748.jpg?_ex=300x300	4	OK	4/4
mahha-sanshirou	マッハ三四郎	九里一平・久米みのる	shinsoban	MANGA Shop Series	マンガショップ	4	6	0.67	圧縮(豪華本)	2005-09-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7759/77591057.jpg?_ex=300x300	4	OK	4/4
maicching-machiko-sensei	まいっちんぐマチコ先生	えびはら武司	shinsoban	青林工藝舎版(1998)	青林工藝舎	6	8	0.75	圧縮(豪華本)	1998-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0670/9784883770670.jpg?_ex=300x300	6	OK	1/6
maicching-machiko-sensei	まいっちんぐマチコ先生	えびはら武司	shinsoban	マンサンQコミックス	実業之日本社	1	8	0.12	圧縮(豪華本)	2003-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4081/40816746.jpg?_ex=300x300	1	OK	1/1
maicching-machiko-sensei	まいっちんぐマチコ先生	えびはら武司	shinsoban	復刊ドットコム版(2018)	復刊ドットコム	2	8	0.25	圧縮(豪華本)	2018-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5785/9784835455785.jpg?_ex=300x300	2	OK	2/2
mandaraya-no-ryouta	まんだら屋の良太	畑中純	shinsoban	Goma books	ごま書房新社	1	53	0.02	圧縮(豪華本)	2018-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7990/9784814917990.jpg?_ex=300x300	1	OK	1/1
mandaraya-no-ryouta	まんだら屋の良太	畑中純	shinsoban	Goma books	ごま書房新社	1	53	0.02	圧縮(豪華本)	2018-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7990/9784814917990.jpg?_ex=300x300	1	OK	0/1
maou-dante	魔王ダンテ	永井豪・ダイナミックプロ	shinsoban	KCフェニックス	講談社	2	4	0.50	圧縮(豪華本)	1999-07-22	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0632/06329025.jpg?_ex=300x300	2	OK	2/2
maou-dante	魔王ダンテ	永井豪・ダイナミックプロ	shinsoban	KCフェニックス	講談社	2	4	0.50	圧縮(豪華本)	1999-07-22	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0632/06329025.jpg?_ex=300x300	2	OK	0/2
mazinger-z	マジンガーZ	桜多吾作・ダイナミック・プロ・編著	shinsoban	マンガショップシリーズ	マンガショップ	3	5	0.60	圧縮(豪華本)	2012-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4601/9784775914601.jpg?_ex=300x300	3	OK	0/3
mazinger-z	マジンガーZ	桜多吾作・ダイナミック・プロ・編著	shinsoban	マンガショップシリーズ	マンガショップ	3	5	0.60	圧縮(豪華本)	2012-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4601/9784775914601.jpg?_ex=300x300	3	OK	3/3
mazinger-z	マジンガーZ	桜多吾作・ダイナミック・プロ・編著	shinsoban	マンガショップシリーズ	マンガショップ	3	5	0.60	圧縮(豪華本)	2012-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4601/9784775914601.jpg?_ex=300x300	3	OK	3/3
mazinger-z	マジンガーZ	桜多吾作・ダイナミック・プロ・編著	shinsoban	マンガショップシリーズ	マンガショップ	3	5	0.60	圧縮(豪華本)	2012-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4601/9784775914601.jpg?_ex=300x300	3	OK	3/3
meitantei-hokenshitsu-no-oba-san	名探偵保健室のオバさん	宮脇明子	shinsoban	マーガレットコミックス	集英社	1	8	0.12	圧縮(豪華本)	1996-12-16	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5881/9784088485881.jpg?_ex=300x300	1	OK	1/1
meitantei-kageman	名たんていカゲマン	山根あおおに	shinsoban	てんとう虫コミックスライブラリー	小学館	3	11	0.27	圧縮(豪華本)	2004-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0914/09147041.jpg?_ex=300x300	3	OK	3/3
meitantei-kageman	名たんていカゲマン	山根あおおに	shinsoban	てんとう虫コミックスライブラリー	小学館	3	11	0.27	圧縮(豪華本)	2004-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0914/09147041.jpg?_ex=300x300	3	OK	3/3
memoria-noise-no-ruten-genshou	メモリアノイズの流転現象	秋吉風鈴	shinsoban	バーズコミックススペシャル	幻冬舎コミックス	2	3	0.67	圧縮(豪華本)	2015-06-24	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4613/9784344834613.jpg?_ex=300x300	2	OK	2/2
microid-s	ミクロイドS	手塚治虫	shinsoban	TEZUKA OSAMU THE COMPLETE WORKS	講談社	2	3	0.67	圧縮(豪華本)	2012-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8841/9784063738841_1_3.jpg?_ex=300x300	2	OK	2/2
mitsumegatooru	三つ目がとおる	手塚治虫	shinsoban	講談社コミックスグランドコレクション	講談社	8	13	0.62	圧縮(豪華本)	1996-06-17	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4162/9784063134162.jpg?_ex=300x300	8	OK	0/8
mitsumegatooru	三つ目がとおる	手塚治虫	shinsoban	講談社コミックスグランドコレクション	講談社	8	13	0.62	圧縮(豪華本)	1996-06-17	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4162/9784063134162.jpg?_ex=300x300	8	OK	8/8
mitsumegatooru	三つ目がとおる	手塚治虫	shinsoban	GAMANGA BOOKS	三栄書房	10	13	0.77	圧縮(豪華本)	2012-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2005/9784778032005_1_5.jpg?_ex=300x300	10	OK	10/10
momoiro-anzuiro-sakurairo	ももいろあんずいろさくらいろ	咲	shinsoban	バンブーコミックス 潤恋オトナセレクション	竹書房	1	2	0.50	圧縮(豪華本)	2021-03-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2827/9784801972827.jpg?_ex=300x300	1	OK	1/1
mousou-suit-yamamoto	妄想戦士ヤマモト	小野寺浩二	shinsoban	ヤングキングコミックス	少年画報社	2	5	0.40	圧縮(豪華本)	2015-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4895/9784785954895.jpg?_ex=300x300	2	OK	2/2
myououden-rei	明王伝レイ	菊池としを	shinsoban	KCフェニックス	講談社	4	15	0.27	圧縮(豪華本)	2000-02-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0632/06329035.jpg?_ex=300x300	4	OK	4/4
nagai-gou-world	永井豪world	永井豪	shinsoban	Goma comics	ゴマブックス	2	6	0.33	圧縮(豪華本)	2008-09-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7771/77711068.jpg?_ex=300x300	2	OK	2/2
nagira-kenichi-bachiatari-no-hirumazake	なぎら健壱バチ当たりの昼間酒	魚乃目三太・なぎらけんいち	shinsoban	ぐる漫	少年画報社	1	5	0.20	圧縮(豪華本)	2022-10-17	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2516/9784785972516_1_2.jpg?_ex=300x300	1	OK	1/1
naito-gundam-kikoushin-densetsu	騎士ガンダム 機甲神伝説	ほしの竜一	shinsoban	KCDX	講談社	2	3	0.67	圧縮(豪華本)	2017-04-21	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1785/9784063931785.jpg?_ex=300x300	2	OK	2/2
naito-gundam-ougon-shinwa	騎士ガンダム 黄金神話	ほしの竜一	shinsoban	KCDX	講談社	2	3	0.67	圧縮(豪華本)	2017-07-21	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2393/9784063932393.jpg?_ex=300x300	2	OK	2/2
naito-gundam-story	騎士ガンダム物語	ほしの竜一	shinsoban	KCDX	講談社	7	10	0.70	圧縮(豪華本)	2015-01-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1220/9784063771220.jpg?_ex=300x300	7	OK	7/7
naito-gundam-story-tokubetsuban	騎士ガンダム物語 特別版	ほしの竜一	shinsoban	KCDX	講談社	2	3	0.67	圧縮(豪華本)	2015-08-21	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3019/9784063773019.jpg?_ex=300x300	2	OK	2/2
namuji	ナムジ	安彦良和	shinsoban	コミック・スーリ	不明	4	5	0.80	圧縮(豪華本)	2003-06-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1241/12410571.jpg?_ex=300x300	4	OK	4/4
nanairo-inko	七色いんこ	手塚治虫	shinsoban	復刊ドットコム版	復刊ドットコム	4	7	0.57	圧縮(豪華本)	2020-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7130/9784835457130.jpg?_ex=300x300	4	OK	4/4
nanairo-inko	七色いんこ	手塚治虫	shinsoban	SHONEN CHAMPION COMICS	秋田書店	5	7	0.71	圧縮(豪華本)	1981-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8096/9784253038096.jpg?_ex=300x300	5	OK	5/5
nanairo-inko	七色いんこ	手塚治虫	shinsoban	SHONEN CHAMPION COMICS	秋田書店	5	7	0.71	圧縮(豪華本)	1981-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8096/9784253038096.jpg?_ex=300x300	5	OK	5/5
netsuai-prince-oniichan-wa-kimi-ga-suki	熱愛プリンス お兄ちゃんはキミが好き	青月まどか	shinsoban	ASTRO COMICS	宙出版	19	24	0.79	圧縮(豪華本)	2023-09-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4503/9784776754503_1_5.jpg?_ex=200x200	19	OK	19/19
ningen-konchuuki	人間昆虫記	手塚治虫	shinsoban	サンエイムック	不明	1	2	0.50	圧縮(豪華本)	2016-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7255/9784779627255.jpg?_ex=300x300	1	OK	0/1
ningen-konchuuki	人間昆虫記	手塚治虫	shinsoban	サンエイムック	不明	1	2	0.50	圧縮(豪華本)	2016-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7255/9784779627255.jpg?_ex=300x300	1	OK	1/1
ningen-konchuuki	人間昆虫記	手塚治虫	shinsoban	サンエイムック	不明	1	2	0.50	圧縮(豪華本)	2016-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7255/9784779627255.jpg?_ex=300x300	1	OK	1/1
ninpou-hiwa	忍法秘話	白土三平・赤目プロ	shinsoban	小学館叢書	小学館	5	22	0.23	圧縮(豪華本)	1992-05-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3115/9784091973115.gif?_ex=300x300	5	OK	5/5
nippon-chinbotsu	日本沈没	さいとう・プロ	shinsoban	SPコミックス	リイド社	4	15	0.27	圧縮(豪華本)	2006-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8458/84583161.jpg?_ex=300x300	4	OK	4/4
nippon-chinbotsu	日本沈没	さいとう・プロ	shinsoban	SPコミックス	リイド社	4	15	0.27	圧縮(豪華本)	2006-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8458/84583161.jpg?_ex=300x300	4	OK	0/4
nippon-chinbotsu	日本沈没	さいとう・プロ	shinsoban	KCDX	講談社	3	15	0.20	圧縮(豪華本)	2012-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7407/9784063767407.jpg?_ex=300x300	3	OK	3/3
