score	aid	slug	title	synopsis_head	catch_head	swap_hint
0.000	142456	yoruko-to-otsutome-doubutsu	夜子とおつとめどうぶつ	気づけば異世界で悪徳領主になっていた——。本作は悪徳領主となった主人公の物語。プロローグでわずか二日後に命を落とすはずだ	どうぶつが働く不思議な町の、癒しコメディ。	hametsu-flag-kaihi-no-tame-yamaoku-e-hikikomotteita-saikyou-no-akuyaku-wa-tasuketa-heroine-ni-yotte(破滅フラグ回避のため山奥へ引き籠っていた最強の悪役は、助けたヒロインによって表舞台へ立たされる)
0.000	93241	yoshiwara-densetsu	吉原伝説	グリム童話を題材にした短編集。「吉原遊郭」「雨降りお月さん」「花嫁人形」「マレーン姫」などを収めた第一巻。	籠の中で生きる女たちに、幸せは訪れるのか。吉原に身を置いた遊女たちの業と欲をあぶ	inraku-ni-torawareta-gurimudouwa(淫楽に囚われたグリム童話)
0.000	205421	yurumitsu	ゆるみつ	BOYxBOYコレクションのアンソロジーとして自費発表されたのち、商業化された作品。	BLアイドルを目指す配信者たちの恋	
0.000	130309	yuusha-unsouya	勇者運送屋	同人サイトに掲載されたウェブ漫画を原作とする、ファンタジー作品。	死んだ冒険者の遺体を回収する「特殊運送員」の物語！	
0.000	149900	yuzu-bentou	ゆずべんとう	読み切りも収録した、ゆるやかな日常コメディ短編。	海沿いの小さな町に、小さな女の子が営むお弁当屋さん。心まで満たしてくれる、あたた	
0.000	122574	zenbu-nuganakutatte-etchi-wa-dekiru	ぜんぶ脱がなくたって、エッチはできる。	「ケツを突き出すなんて、思ったより大胆だな」——ただ「あれ」を隠したかっただけなのに、体は勝手に震え、初めての快感に飲み	ぜんぶ脱がなくたって、想いは伝えられる。傷を抱えた彼女と、それでも大事にしたいと	
0.000	124592	zetsurin-jigoku	絶倫地獄	悪魔とのまじわりに溺れていく男を描いた、大人向けのファンタジー作品。	保育士の青年と、地獄からやってきた鬼。前世の記憶を越えて結ばれた二人に、寿命とい	
0.050	55730	buyuden	BUYUDEN	容姿も成績も運動も抜群で周囲を見下す小学6年生のイサム。転校してきた美少女モカを誘うが、ボクシングで育った彼女は勝負を挑	休業したジムと、再びリングに向かう幼なじみ	kanojo-o-ubatta-ikemen-bishoujo-ga-naze-ka-ore-made-neratte-kuru(彼女を奪ったイケメン美少女がなぜか俺まで狙ってくる)
0.053	203556	mijuku-na-omame-ga-sodatsu-made	未熟なおまめが育つまで	料理教室の優しい先生は、酔うとドエスな雄に豹変する下戸だった！？男性が苦手なホタルは、満員電車で痴漢に遭ったところを、皐	ぎこちない二人が育てていく、甘い距離感	
0.059	207345	ekkusueru-de-oku-made-tonton-sarete-revenge-eichi-kara-nukedasenai	XLで奥までトントンされて…リベンジHから抜け出せない!	雑誌編集者のコナツは、最初の経験の失敗を引きずり、30近くまで処女のまま。ある日撮影現場で「久しぶり」と挨拶してきたハン		
0.059	137494	kaerenai-yoru-kiken-na-joushi-to-love-hotel	帰れない夜…キケンな上司とラブホテル!?	サツキは同僚のリヒトと地方へ出張に向かう。彼は社内の女性から大人気で、誰とでもうまくやる男。サツキはそんな彼が苦手だった		
0.059	77899	sangokushi-spirits	三国志魂	中国の古典『三国志演義』全120章を、荒川弘とエッセイ漫画家・冬目某が語り合い、荒川が各章につき四コマ漫画を描き下ろす。	演義全一二〇回を、4コマとトークで一気に	
0.059	184537	ura-aka-otoko-wa-dakaretai-seme-sama-no-1-ni-saretai	裏アカ男子は抱かれたい攻め様No. 1に××されたい	総務課三年目の平凡な会社員・影山叶には秘密があった。地味な日常の中、ネットに際どい写真を投稿して承認欲求を満たしていたの	裏アカで繋がる、地味リーマンの本性	tomoe-mami-no-heibonna-nichijou(巴マミの平凡な日常)
0.062	121587	border-66	ボーダー66	年々激しさを増す熱波や豪雨、巨大台風——地球は明らかに異変を続けている。研究者・月村ユタカは温暖化を止めるジオエンジニア	南極の実験が、世界を水没させた	
0.062	48276	crows-zero	クローズZERO	ヤクザの息子・滝谷源治は、制覇を目論んで男子校・鈴蘭高校に転入してくる。新入生オリエンテーションの最中、芹沢多摩雄への報		
0.062	32536	darling-wa-namamono-ni-tsuki	ダーリンは生モノにつき	女装ホストバーを営む元男性の娘・節子は、ハンサムな田辺医師と出会い恋に落ち結婚する。何でもそつなくこなす穏やかな田辺と、	ゲイバーのママに育てられたOL、恋を知る	
0.062	117964	garbage-brave	ガベージブレイブ	学校からクラスメイトごと異世界へ召喚されたツクル。待っていたのは、各国が魔王討伐のため勇者を競り落とすオークションだった	ハズレジョブ【調理師】、復讐の刃を研ぐ	classmate-wa-isekai-de-yuusha-ni-natta-kedo-ore-dake-gendai-nippon-ni-okizari-ni-saremashita(クラスメイトは異世界で勇者になったけど、俺だけ現代日本に置き去りにされました)
0.062	102913	kyuujitsu-junction	休日ジャンクション	真造圭伍が描く七編の短編集。テニスの試合からゴジラの来襲まで、日常のひとコマを独自の感性で切り取る。笑いとしみじみとした		
0.062	89862	ryuugajou-nanana-no-maizoukin	龍ケ嬢七々々の埋蔵金	父に勘当され、人工島の学園都市へ転校した少年ジュウゴ。月4万円で暮らすため選んだ格安の部屋には、かつてニートだった少女の	埋蔵金を巡る、トレジャーハント合戦	fushigi-no-kuni-no-shounen-alice(不思議の国の少年アリス)
0.062	199219	uchuu-fudou-san-hoshino	宇宙不動産ほしの	24世紀、人類の居住地は地球を越え宇宙全体へと広がっていた。主人公ほしのは、従業員ゼロの一人不動産屋を開業。巨大資本に独	宇宙で一番ぴったりの家を探す不動産屋	
0.067	93469	paprika	パプリカ	近未来、人の夢に入り無意識を探る革新的な精神医療技術PTが生み出された。だがその試作機の一つ「DCミニ」が盗まれ、研究施	夢に入り、心を覗く医療技術。だが鍵となる装置が盗まれた時、現実と夢の境界が崩れ出	
0.071	100549	boku-wa-kimi-no-iinari	僕は君のいいなり	中学でゲイだと自覚し、想いを寄せる相手に告白するも、深く傷つけられたユキ。高校2年になっても自分を嫌悪し続ける彼は、ある	傷ついた過去ゆえ、芽生えかけた恋を自ら遠ざけようとする少年。育つ前に消したい想い	
0.071	32334	kyuukyoku-hentai-kamen	究極!!変態仮面	警官を夢見るキョウスケは、いつも人助けに励む正義漢。いじめられていた少女を助けたのをきっかけに二人は惹かれ合う。やがて頭	正義感あふれる警官志望の青年。だがある物を頭に被ると超人の力が!? 常識をぶち壊	shoujo-manga-no-hero-ni-naritai-noni-heroine-atsukai-dekiaisareru-ore(少女マンガのヒーローになりたいのにヒロイン扱いされる俺。)
0.071	33418	menzukou	メンズ校	男子ばかりの閉ざされた学園に、ある日可愛い女の子が現れ全校は大騒ぎ。生身の女性に免疫のない少年たちは彼女を助けようとする		
0.071	91894	revenge-h	リベンジH	スズネは、SNSのアプリを通じて中学時代の同級生・高柳マユミと再会する。結婚生活への不満をスズネに打ち明けるマユミ。その	復讐の果てに残ったのは、達成感ではなく空白	
0.071	33587	shijinhaichinichinishitenarazu	詩人は一日にして成らず	元学生で詩人志望の相田蓮道は、大都会で生計を立てるのに四苦八苦している。アダルトビデオ会社のスカウトをするが家賃にも足り	詩人を志した男が、大都会で生きるため泥にまみれる。理想と現実の狭間で、詩を書く日	
0.071	98018	shinyaku-meruhien	新約Marchen	薬草の知識を持つ女性テレーゼは、魔女として捕らえられてしまう。息子を殺され、自らも処刑される運命のなか、彼女は世界を呪い	第七の地平線、この墓碑に捧ぐ	akage-no-yakutatazu-to-kubi-ni-natta-maryoku-nashi-no-majo-desu-yakusou-no-chishiki-ga-hanpanai-to(「赤毛の役立たず」とクビになった魔力なしの魔女ですが、「薬草の知識がハンパない!」と王立研究所に即採用されました。)
0.071	50507	vandread-special-stage	ヴァンドレッドすぺしゃるすてーじ	「ヴァンドレッド」のコミカルな番外編を集めた一冊。ニルヴァーナがメジェールの海賊たちと合流し、ヒビキが変装する羽目になる		
0.071	39820	versailles-no-bara-gaiden	ベルサイユのばら外伝	フランス王室親衛隊長を務める勇敢な貴族オスカル。だが、いたずら好きの幼い姪ルルが屋敷にやって来たことで、その手にも余る事		
0.077	117464	junjou-crazy-fruits	純情クレイジーフルーツ	秩序回復に執念を燃やす教頭に振り回される女子校の日々を描く学園コメディ。だが不良の1年生・実子の関心はもっぱら別のところ	あの少女たちが30代半ばに——名作『純情クレイジーフルーツ』その後を描く、大人に	
0.077	86053	mahouka-koukou-no-rettousei-yokohama-souranhen	魔法科高校の劣等生 横浜騒乱編	九校戦に劣らぬ重要なイベント「論文コンペティション」。魔法理論の習熟度を競うこの大会で、参加者たちが頭脳をぶつけ合う。し	論文コンペの裏で、大陸の魔法師が蠢く	
0.077	106916	manga-de-wakaru-fate-grand-order	マンガで分かる!Fate/Grand Order	ゲーム『Fate/Grand Order』を題材にした「教養」パロディ漫画。主人公をひねくれさせたぐだ子を中心に、ゲーム	公式すら止められない、暴走ギャグ	biieru-game-no-shujinkou-no-otouto-de-aru-koto-ni-kigatsukimashita(BLゲームの主人公の弟であることに気がつきました)
0.077	203697	rabu-tomo	らぶ❤友	友達以上になれない関係や、おばけと呼ばれる少女、深まっていく友情など、友達同士の距離感や絆をテーマにした物語を、複数の作		
0.077	49884	secret-flight	シークレットフライト	沢野譲は、日本オリエンタル航空の国際線特別チームに所属する客室乗務員。恋に関してはまだ初心者だ。失恋したばかりのある日、	失恋直後のCAが、社内一のパイロットと同じ便に。狭い機内で交差する視線——空の上	
0.077	196763	shikkaku-ouji-no-koukyuu-seifukuki	失格王子の後宮征服記	魔力で継承順位が決まるウードロウ王国。魔法の才のないシュヴァルツ王子は、王位を望むことなど諦めていた。だが双子の兄が駆け	魔力無しの失格王子、後宮の女たちを籠絡し国を奪う!	
0.083	85977	benten-rock-yuu	弁天ロックゆう。	古の日本の女神が、穴森イズミと、より強力な共感覚ともいえる彼女の能力に強い関心を寄せる。女神は彼女に、殻を破ってエレキギ	人見知りの少女は、音を絵として視ていた	
0.083	107556	fate-grand-order-epikku-obu-remunanto-ashu-tokuiten-4-kinki-kourin-teien-seiremu-itannaru-seiremu	Fate/grand order-epic of remnant-亜種特異点Ⅳ禁忌降臨庭園セイレム異端なるセイレム	突如として、前触れもなくその地のすべての光が消え、町が夜の闇に包まれる。闇から漂う膨大で邪悪な魔力は、人類焼却を企てた魔		
0.083	175230	gyara	ギャラ	虐待してきた父を手にかけた主人公アザミ。そこへ紅子と名乗る美しい少女が現れ、罪をかぶって去っていく。やがて再会した紅子は		ookami-shounen-kohitsuji-shoujo(オオカミ少年❤こひつじ少女)
0.083	101201	hakuginhi	白銀妃	新たな君主のために集められた後宮の娘たち。最も美しいのは銀髪で巨乳のレレニアだが、その性格にはかなり難があった。彼女に負		
0.083	189010	ikemen-kadouka-to-seiryaku-kekkon-shitara-ishiki-ga-tobu-made-mederaremashita	イケメン華道家と政略結婚したら、意識がトぶまで愛でられました	由緒ある華道の名家・御園家に生まれたユリは、母が遺した借金を返すため、初恋の相手・椿と結婚させられる。十年間ひそかに想い	母が遺した借金返済のため、十年想い続けた初恋相手と政略結婚。だが気品ある華道家は	koishita-hito-wa-imouto-no-kawari-ni-shindekure-to-itta-imouto-to-kekkon-shita-kataomoi-aite-ga(恋した人は、妹の代わりに死んでくれと言った。-妹と結婚した片思い相手がなぜ今さら私のもとに?と思ったら-@COMIC)
0.083	197058	kiyora-tamayura	きよらたまゆら	数年前に母を亡くし、世話役の時津とともに山深くで暮らすきよら。だがある日、村に貴族の行列がやって来たことで、きよらの人生		6-nin-no-shinanai-shoujo-to-kanarazu-shinu-unmei-no-hito(6人の死なない少女と必ず死ぬ運命の人)
0.083	120778	koi-ha-hitotsuyane-no-shita-de	恋は、ひとつ屋根の下で・・・	高校一年生のウミは、隣に住む幼なじみのリュウに夢中で、毎日のように彼の家へ通っている。だがある日、リュウが男子寮に入るこ	大好きな幼なじみが寮へ引っ越す!?離れたくない一心で、彼女が選んだのは寮の管理人	
0.083	37727	love-wars	らぶウォーズ	スタイリストのアラタは、八年間ひそかにマサノブを想い続けてきたが、関係は友情の域を出ない。そんな折、マサノブの長男マサオ	想い続けて八年、踏み出せなかった一線。憧れの彼の息子から、思いがけず告げられた言	
0.083	202022	mangayaku-dazai-osamu	〈マンガ訳〉太宰治	太宰治の作品に着想を得た、さまざまな作家による短編を集めた漫画アンソロジー。「葉」「皮膚と心」「姥捨」「恥」など、名作が		
0.083	127969	ns-aoi-those-days	Ns'あおいthose days	『Ns’あおい』の前日譚となる外伝。母を亡くしたあおいは、やがて疎遠な父に弟の親権を取られ、一人で田舎の故郷から東京の寮		
0.091	76228	busamen-otoko	ブサメン男子♂	冴えない見た目で背の低いあゆむには、幼い頃から仲の良い美形で完璧な親友ハヤトとリュウジがいる。だが最近、二人の関係に違和		
0.091	86743	choukou-sennin-haruka	超昂閃忍ハルカ	成人向けアクションファンタジー。十宝学園に通う孝丸は平凡な学園生活を送っていたが、転校生・高森ハルカに一目惚れする。その	閃忍ハルカ、悪を討つスーパーヒロイン参上	
0.091	85402	fragtime	フラグタイム	1日3分だけ時間を止められる力を持つ女子高生・森谷美鈴。その力で美しい同級生・村上はるかの下着を覗いたところ、なぜか彼女	1日3分だけ時を止められる力。覗いた相手にだけ、なぜか時間が効かない。秘密を知ら	
0.091	43634	ga-geijutsuka-art-dezain-class	GA芸術科アートデザインクラス	高校の美術・デザイン専攻科に入学したキサラギ。個性豊かな仲間たちと、色彩理論などを学びながら過ごす賑やかな日常コメディ。	デッサンに粘土。芸術科の女の子5人の日常	koukou-no-nichijou(高校の日常)
0.091	35943	hanshin	半神	結合双生児として生まれたユーディーとユーシー。賢いが醜い姉と、美しいが純真な妹。栄養を妹に奪われながら、深く愛し深く憎む	知性は姉に、美貌は妹に。切り離す日が来る	
0.091	131432	hato-yo-ten-made	ハトよ天まで	村人を苦しめる怪物を倒しに向かう二人の兄弟の物語。児童文学を原作にした、半ば漫画・半ば絵本の冒険ファンタジー。		
0.091	85249	mangakasan-to-ashisutantosan-to-2	マンガ家さんとアシスタントさんと2	前作の続きから始まる物語。アイトとアシスタントのアシスが、新たなアシスタントを迎える。新メンバー加入で、二人の日常はどん		manga-assistant-no-nichijou(漫画アシスタントの日常)
0.091	30352	mobile-suit-gundam-ekooru-deyu-shieru	機動戦士ガンダムエコール・デュ・シエル	高名な学者の娘アスナは、モビルスーツ操縦を学ぶ学校の落ちこぼれ。戦争へ傾く世界の中、彼女は否応なく実戦と恋を知っていく。	パイロット養成校で、少女は空を仰ぐ	sekai-ka-kanojo-ka-erabenai(世界か彼女か選べない)
0.091	45986	oshiete-sensei-jijou	おしえて先生事情	家庭教師を慕う生徒、自分勝手な男と出会う少女、王子様を見つける少女漫画好きの少女など、五つの恋を描いた読み切り短編集。表		
0.091	55675	plus-chikku-nee-san	+ チック姉さん	プラモデル作りに打ち込む高校3年生「姉さん」と、模型部の仲間マキマキ、おかっぱ。三人が部室で繰り広げる、はた迷惑で騒がし	書道部の姉さんたちが、今日も一撃を繰り出す	
0.091	198855	sangaku-choujin-matsuoka	山岳超人マツオカ	65歳のマツオカは、二人の若い不良を殺害して山中を逃走している。彼を追う大規模な捜索が始まった——緊迫の逃亡劇を描く物語	老人が挑む、血に染まる山岳殺戮劇	
0.091	94199	senbonzakura	千本桜	大正百年。大震災で旧都・東京が崩壊後、聖なる桜「千本桜」を中心に新都・桜京が復興を遂げた。だが邪悪な怪異が頻発し、神憑特	大正一〇〇年の帝都に、桜が少女を招く	
0.091	90878	shounen-y	少年Y	クラスで目立つこともなく、人と深く関わらず一人で生きてきた栗原ゆずる。転校で新しい学校に通うことになった彼は、新しいクラ	人と深く関わらず生きてきた少年が、転校先で口にしてしまった願い。それが忘れられな	
0.091	208322	sub-doru-sensational	Subドルセンセーショナル	モブのDomに視線一つで支配されてしまうSubのアイドル。隠したい本性と、人前で見せる華やかな姿との間で揺れる、官能と支	強すぎるグレアのDom×Subアイドル、秘密の特訓	
0.091	144669	tiger-ando-dragon	たいがー&どらごん	5歳のとき、親友で隣人だったカゲトラが引っ越していった。10年間の音信不通を経て、コノミは幼い日の恋心を吹っ切ろうと決め	10年の沈黙を経て、引っ越した幼なじみが突然帰ってきた。忘れようとした初恋に火が	
0.091	111508	yuri-hyakkei	百合百景	クラスメイト、先輩と後輩、教師と生徒、姉妹、幼馴染――。さまざまな少女たちの愛の場面を100景、フルカラーで描く百合作品		seito-no-shuchou-kyoushi-no-honbun(生徒の主張・教師の本分)
0.095	31023	chrome-kidoutai	攻殻機動隊	21世紀後半、人間と機械の境界が曖昧になった世界。機械化されたサイボーグの女性捜査官・草薙素子は、最も狡猾で危険なテロリ	電脳と義体の時代、公安9課が動く	
0.100	34105	canvas2	Canvas2	高校卒業後は画家になるはずだった広樹は、ある理由で絵を描くのをやめてしまった。彼が教師として赴任した撫子学園には、いとこ	絵を描くのをやめた青年が、教師として戻った学園で再会する、いとこと幼なじみ。止ま	
0.100	42447	dejiko-adventure	でじこ☆あどべんちゃー	レーザーアイビームでさんざん騒動を起こしてきたでじこ。今度はうさだを懲らしめようとビームを放つが、人気店ゲーマーズまで壊	秘宝探しより寄り道が楽しい、でじこ一行	
0.100	165980	josefu-eno-tsuisou	ジョセフへの追想	聖ジョセフ島で暮らす幼なじみのユーニスとジョセフ。将来を誓い合った日から二人の愛は深く育っていったが、ジョセフが十八歳を	少年が描いた島は、空から見た姿だった	
0.100	34261	nanako-robin	ナナコロビン	「うちが幸せなら、なんでもできる！」が口癖の吉野なこ。姉の代わりに政略結婚の花婿を奪って二人を駆け落ちさせるが、速水グル	「うちが幸せなら、なんでもできる!」姉の花婿を奪い駆け落ちさせた女が、今度は没落	
0.100	61585	nejimaki-mano-san	ねじまき真野さん	転校生の真野翔子は、誰にも頼らず自立して生きたいと願っていた。だが隣の席の野田誠司に、飾りを壊した現場を撮られ、毎日彼を		
0.100	144294	nigennayo-oku-san	逃げんなよ、奥さん。	「俺たち、夫婦だろ…?」嫌っていたはずの同僚に、執拗な愛撫を仕掛けられる。心とは裏腹に、身体は彼を求めてしまう——嘘から	記憶喪失から始まった契約婚。夫を信じてもいいですか?	
0.100	90830	ore-ga-abunoomaru-kamo-shirenai-ken-ni-tsuite	俺がアブノーマルかもしれない件について	ユウキカズシは彼女に振られたばかり。外で別の男といる元カノを偶然見つけ、浮気を知ってしまう。理由は、彼のセックスが退屈だ		kare-ga-kanojo-o-tsukuranai-wake(彼が彼女を作らない理由)
0.100	149757	sakanai-hana-ni-mizu-yari	咲かない花に水やり	浅水浩は27歳。転職を機に引っ越した新しいアパートで、隣人が高校時代の初恋相手・桜庭剛人だと判明する。もう二度と会いたく	二度と会いたくなかった初恋の人が、隣の部屋に。目で追うのをやめられない27歳の、	
0.100	90145	toaru-joshidaisei-no-nichijou-ni-miru	とある女子大生の日常にみる	万年金欠の女子大生アキと友人マユ、そして大家とのやりとりを描く6編の連作短編。ほかに「ゴッドブルーマー」「おでこコンプレ		
0.100	107472	uramiya-honpo-revenge	怨み屋本舗REVENGE	理不尽な被害に遭い、晴らせぬ恨みを抱えた人々が頼るのは、謎の女・北条詩織が営む「怨み屋」。正当な報酬さえ払えば、相手をど		
0.105	142441	higurashi-no-naku-koro-ni-kizuna	ひぐらしのなく頃に絆	ニンテンドーDS同名ゲームを原作とする物語。日本各地で起こる奇妙な事件を捜査する婦人警官・箕内トモエの視点から鬼曝し編が	鬼曝し編を含む、ひぐらし新シリーズ開幕	
0.105	110519	miracle-niki	ミラクルニキ	新紀元672年、伝説のスタイリストにして王であったサイエットが三つの「遺産」を残して亡くなった。その至宝をめぐり諸国は争	ファッションがすべてを決める大陸へ	shoukan-suru-sekai(召喚する世界)
0.111	160289	akai-hana-2009	紅い花 やなぎ屋主人	「紅い花」をはじめ、ガロ誌に発表された情趣あふれる短編を収めた作品集。日常の片隅にある人々の暮らしや少女の姿を、静かな筆		
0.111	37523	ami-ban	その男、ワガママにつき あみ♂ばん	シイナとマコトの息子アミが、学校で友達との間に巻き起こす騒動や葛藤を描いたコメディ。		
0.111	81429	attouteki-darling	圧倒的ダーリン!	いつも超然として見える歯科医・三浦。だが実は治療のたびにひどく緊張している。ある日同僚とバーを訪れると、彼の元気のなさに		
0.111	54274	boys-be-l-co-op	Boys be…L co-op	「ボーイズ ビー…」シリーズの第3弾。女の子にまるで縁のない高校生3人組が、意中の一人をはじめ女子の気を引こうと、力を合	女の子にまるで縁のない高校生三人組。意中の子の気を引こうと、力を合わせてあの手こ	
0.111	32222	dog-style	Dog style	寺山ミキは、不良に絡まれていたテルを助けた。互いに別の相手に想いを寄せているはずが、ふとした弾みで二人は深い仲になってい	想い人は別にいるはずだった。なのに体は止まらない——飢えた野良犬のように愛を求め	
0.111	60525	door-o-aketara-satsui	ドアを開けたら殺意	美しいものを壊さずにいられない男、ヒロイン願望を抱く女、いつも失敗ばかりの少女、何者かに狙われるモデル、付き合う相手が必	美しいものを壊さずにいられない男、付き合う相手が必ず死ぬ女——背筋を冷やす五つの	shoujo-manga-no-hero-ni-naritai-noni-heroine-atsukai-dekiaisareru-ore(少女マンガのヒーローになりたいのにヒロイン扱いされる俺。)
0.111	204177	doushitemo-aiirenai	どうしても相容れない	世話焼きな隣人や馴れ馴れしい上司との、すれ違いながらも惹かれ合う関係を描いた恋愛模様。なかなか相容れない二人の距離が少し	犬猿の仲が今日から同居	kinmu-jikangai-rinjin-no-joushi-wa-kemono-ni-naru(勤務時間外、隣人の上司はケモノになる。)
0.111	45706	dr-wa-amai-kiss-o-suru	Dr.は甘いキスをする	北山大学病院には人気の医師たちがそろっている。タイプの異なる魅力的なドクターたちが繰り広げる、情熱的な恋の行方を描くラブ		
0.111	146728	eclair-orange	エクレアorange	さまざまな作家による百合の読み切りを集めたアンソロジーシリーズの一冊。仲谷鳰による表紙イラストと、16編の短編を収録。		
0.111	89217	final-fantasy-reishiki-gaiden-hyouken-no-shinigami	ファイナルファンタジー零式外伝氷剣の死神	『FINAL FANTASY 零式』のおよそ9年前を描く外伝。朱雀魔導院の学生時代から「朱雀四天王」の一人となるまでの、		
0.111	43951	gokujotsu	ゴクジョッ。	何かにつけて同級生に張り合いたがる高慢な女子高生・赤羽根アヤ。女子寮を舞台に、空回りばかりの日々を描くコメディ。	男子禁制、ヒミツの花園を覗いてみる?	
0.111	31094	inu-neko	イヌネコ。	高校生の主人公は、巨乳でスタイル抜群の先生に恋している。一方で「妹」は彼を慕っている。ところがある日、想いを寄せる先生と	憧れの美人先生と、自分を慕う「妹」。揺れる三角関係の只中で、ある日二人の魂が入れ	
0.111	100994	jigokuraku	地獄楽	忍びの里・岩隠れが生んだ最凶の暗殺者「画眉丸」。冷酷無比な腕を持つ彼は、ある裏切りから死罪を言い渡される。自由を得る唯一	不老不死の妙薬があるという、死罪人だけが送られる謎の島。生と死が交錯する極限の地	
0.111	79233	kare-to-kanojo-ga-uso-o-tsuku-hi	彼と彼女がウソをつく日	勉強だけが取り柄だったユイは、憧れの有馬の気を引こうと必死に努力し、ついに付き合うことに。だが母は二人の関係に反対で、し		inkya-no-ore-ga-sekigae-de-s-kyuu-bishoujo-ni-kakomaretara-himitsu-no-kankei-ga-hajimatta(陰キャの俺が席替えでS級美少女に囲まれたら秘密の関係が始まった。)
0.111	203344	kyuusai-furin	救済不倫	セックスレス、家庭内暴力、育児放棄、性差別——。女性にとって理不尽に満ちたこの世界。そんな世界から彼女たちを救えるものを		sekai-ka-kanojo-ka-erabenai(世界か彼女か選べない)
0.111	135246	lamp-no-shita	らんぷの下	らんぷの下、だんぶりの家、女傑往来など、1970年代のBIG COMICに発表された全八編を収録。市井に生きる人々の人生	明治の画布に燃える嫉妬と、女たちの自立	
0.111	120091	ore-no-jouwan-nitoukin-etchi-na-me-de-miteta-desho	俺の上腕二頭筋、エッチな目で見てたでしょ?	水泳選手の逞しい腕に抱きしめられ翻弄される様子を描いた成人向け作品。プールを舞台に、二人の距離が縮まっていく。		
0.111	33664	shin-daa-daa-daa	新・だぁ!だぁ!だぁ!	故郷オット星で暮らすルウのもとに、ワームホールを抜けて地球の少女ミウが迷い込む。彼女を家へ帰すため、二人の旅が始まる。	叔父の家に預けられたはずが、突然UFOが着陸し、可愛い赤ん坊とお守り役が出現!?	koe-ga-dasenai-shoujo-wa-kanojo-ga-yasashisugiru-to-omotte-iru(声がだせない少女は「彼女が優しすぎる」と思っている)
0.111	30719	slayers-special	スレイヤーズすぺしゃる	破天荒で危険な天才魔道士リナ＝インバースが、豪快で巨乳の白蛇のナーガと手を組む。お宝と美味い食事を求め、魔物や盗賊を相手		
0.111	195194	sono-koi-wa-kare-o-mushibamu	その恋は彼を蝕む	仕事帰り、ミネ・リョウタは誤って危険な公園に入り込み、襲われたところをソウマという青年に救われる。「俺の世界に近づくな」	愛しているのに伝わらない。想うほどすれ違う二人	
0.111	74037	the-idolm-ster	THE IDOLM@STER	プレイヤーがプロデューサーとなり13人のアイドルを導く音楽ゲーム『アイドルマスター』を題材にしたコミカライズ作品。	女の子に間違われる中性的な少年が選んだ逆転策は、まさかの男性アイドル。コンプレッ	
0.111	209026	torima-torimasu	とりまとります	医師の父と共に、山深い村の診療所へ越してきた少女ジュン。素敵な夏の始まりのはずが、診療所にまつわる怖い噂を耳にし、さらに		
0.111	124909	uchi-tama-uchi-no-tama-shirimasenka	うちタマ?!うちのタマ知りませんか?	日本のどこかの街、三丁目には尻尾の曲がった猫の写真と「タマを知りませんか?」の貼り紙がよく貼ってある。じっと見つめる少年	擬人化したタマたちの小さな大冒険	tatoeba-last-dungeon-mae-no-mura-no-shounen-ga-joban-no-machi-de-class-youna-monogatari(たとえばラストダンジョン前の村の少年が序盤の街で暮らすような物語)
0.111	84281	zoids-ss	ゾイドSS	電撃ホビーマガジン掲載のゾイドオリジナルコミック。小さな村で守られながら二体のミラージュフォックスと遊んで育った、ティス		
0.118	105701	himari-no-mawari	ひまりのまわり	効率よく生きるのが好きな高校2年生・相沢春希、16歳。夏休みのある日、突然「お兄ちゃん」と呼ぶ少女・相沢ひまりが現れ、妹	効率第一の高校生のもとに突然現れ「お兄ちゃん」と呼ぶ少女。父の再婚相手の連れ子だ	ryoushin-no-shakkin-o-katagawari-shite-morau-jouken-wa-nihonichi-kawaii-joshikousei-to-isshokenmei-ni-class-koto-deshita(両親の借金を肩代わりしてもらう条件は日本一可愛い女子高生と一緒に暮らすことでした。)
0.118	207490	tensei-nanmin-shoujo-wa-shiminken-o-0-kara-mezashite-hatarakimasu-comic	転生難民少女は市民権を0から目指して働きます!@COMIC	難民居住区に転生した少女リルは、今日もお腹を空かせていた。おまけに両親が働かないせいで仲間外れにされ、追放寸前!?居場所	脱難民を目指しコツコツ働く転生少女	bishoujo-ni-ts-tensei-shita-kara-dai-joyuu-o-mezasu(美少女にTS転生したから大女優を目指す!)
