slug	title	authors	canonical済	worst	page_shape	cluster_shape
eroika-yori-ai-o-komete	エロイカより愛をこめて	青池保子		10年 bunkobon 3巻(1998-02-10)→4巻(1988)	standard[通常版]/プリンセス・コミックス 39冊 1978-10〜2012-08-30 ; bunkobon[文庫版]/秋田文庫 23冊 1988〜2012-07 ; deluxe[デラックス版]/プリンセスコミックス デラックス 15冊 1995-04〜2000-02	sid40998/ed49400 standard[PRINCESS COMICS] 22冊 1982-07〜2012-08-30 ISBN20 || sid40998/ed49401 standard[プリンセス・コミックス] 19冊 1978-10〜1988-11 ISBN15 || sid40998/ed49402 bunkobon[秋田文庫] 20冊 1997-10〜2012-07 ISBN20 || sid40998/ed49403 deluxe[プリンセスコミックス デラックス] 15冊 1995-04〜2000-02 ISBN15 || sid40998/ed49404 standard[Akita Bunko] 3冊 1998-02-10〜1998-06-10 ISBN3 || sid40998/ed49405 standard[PRINCES COMICS] 1冊 1982-03-05〜1982-03-05 ISBN1
fuichin-san	フイチンさん	上田トシコ		18年 bunkobon 1巻(1976-11-26)→2巻(1958-11)	bunkobon[文庫版]/講談社の特選漫画文庫 2冊 1958-11〜1976-11-26 ; standard[通常版]/漫画名作館特選シリーズ 3冊 2009-04〜2009-04	sid46503/ed57115 standard[漫画名作館特選シリーズ] 3冊 1992-04-17〜1995-12-06 ISBN3 || sid46503/ed57116 bunkobon[講談社の特選漫画文庫] 1冊 1958-11〜1958-11 ISBN0 || sid46503/ed57117 bunkobon[講談社漫画文庫] 2冊 1976-11-26〜1977-02-28 ISBN0 || sid46503/ed57118 standard[COMIC・On・DEMANDS] 3冊 2009-04〜2009-04 ISBN3 || sid46503/ed57119 standard[BIG COMICS SPECIAL] 2冊 2015-06-03〜2015-07-05 ISBN2 || sid46503/ed57120 standard[虫コミックス] 1冊 -〜- ISBN0
fuji-santarou	フジ三太郎	サトウサンペイ		17年 standard 1巻(1991-10-01)→2巻(1974-06-20)	standard[通常版]/- 5冊 1974-06-20〜1991-10-01 ; bunkobon[文庫版]/ソノラマ漫画文庫 5冊 1976〜1976	sid6971/ed8164 standard[-] 6冊 1974-06-20〜1991-10 ISBN1 || sid6971/ed8165 bunkobon[ソノラマ漫画文庫] 5冊 1976〜1976 ISBN0
fukufuku-funyaan	ふくふくふにゃーん	こなみかなた		14年 standard 3巻(2007-10)→4巻(1993-08-10)	standard[通常版]/講談社コミックスビーラブ 12冊 1990-08-11〜2007-10 ; bunkobon[文庫版]/講談社漫画文庫 1冊 2004-12〜2004-12	sid46979/ed57771 standard[講談社コミックスビーラブ] 9冊 1990-08〜2004-08 ISBN9 || sid46979/ed57772 standard[講談社コミックスミー] 2冊 1991-05〜1993-08 ISBN2 || sid46979/ed57773 standard[ワイドKC Be・love] 2冊 1999-07〜1999-07 ISBN2 || sid46979/ed57774 standard[講談社コミックスDX] 3冊 2005-10〜2007-10 ISBN3 || sid46979/ed57775 standard[KCDX] 2冊 2012-04〜2013-04 ISBN2 || sid46979/ed57776 bunkobon[講談社漫画文庫] 4冊 2004-12〜2005-05 ISBN4 || sid128256/ed145398 standard[講談社コミックスビーラブ] 1冊 1996-10〜1996-10 ISBN1 || sid128256/ed145399 standard[講談社KCDX] 2冊 2010-04〜2011-04 ISBN2 || sid128256/ed145400 standard[講談社コミックスDX] 1冊 2009-04〜2009-04 ISBN1 || sid128256/ed145401 bunkobon[講談社漫画文庫] 2冊 2006-01〜2006-01 ISBN2
fukushuu-no-kyoujuu	復讐の兇獣	谷村ひとし		13年 standard 1巻(1995-09)→3巻(1982-10)	standard[通常版]/芳文社コミックス 6冊 1982-10〜1995-12	sid27390/ed32091 standard[芳文社コミックス] 9冊 1982-03〜1995-12 ISBN3
futtobooru-taka	フットボール鷹	川崎のぼる		11年 standard 1巻(1989-07-01)→4巻(1978-09-20)	(本番yml無し)	
game-center-arashi	ゲームセンターあらし	すがやみつる		19年 standard 1巻(2000-04-02)→5巻(1981-06-25)	standard[通常版]/てんとう虫コミックス 17冊 1981-06-25〜2000-08-04 ; bunkobon[文庫版]/小学館コロコロ文庫 3冊 1995-12-20〜1995-12-20	sid50390/ed62155 standard[-] 5冊 2000-04-02〜2007-06-30 ISBN4 || sid50390/ed62156 bunkobon[小学館コロコロ文庫] 3冊 1995-12〜1995-12 ISBN3 || sid50390/ed62157 standard[てんとう虫コミックス] 17冊 1980-02〜1983-12-25 ISBN6 || sid50390/ed62158 standard[もう一度読みたい!名作コミックシリーズ] 1冊 2014-08〜2014-08 ISBN1
gattsu-ranpei	ガッツ乱平	百里あきら		11年 standard 6巻(1995-01-19)→12巻(1984-02)	standard[通常版]/ジャンプ・コミックス 19冊 1984-02〜1995-06-19	sid75155/ed89655 standard[ジャンプ・コミックス・セレクション] 10冊 1994-09〜1995-06 ISBN10 || sid75155/ed89656 standard[ジャンプ・コミックス] 9冊 1983-10〜1986-12 ISBN9 || sid139873/ed157433 standard[ジャンプ・コミックス] 10冊 1980-03〜1983-04 ISBN1 || sid139873/ed157434 standard[ジャンプ・コミックス・セレクション] 1冊 1994-08〜1994-08 ISBN1
go-west-2004	Go!west	巣田祐里子		12年 standard 1巻(2004-01)→4巻(1992-06-28)	standard[通常版]/Out comics 6冊 1992-06-28〜2004-04	sid54236/ed67212 standard[Out comics] 4冊 1991-12〜1992-08 ISBN2 || sid54236/ed67213 standard[-] 3冊 1993-10〜2004-01 ISBN3 || sid129548/ed146767 standard[fukkan.com] 2冊 2004-02〜2004-04 ISBN2
gold-2004	GOLD	山本隆一郎		10年 standard 1巻(2011-12)→2巻(2001-08-15)	standard[通常版]/コミック 9冊 2001-08-15〜2011-12	sid15173/ed17766 standard[コミック] 1冊 2004-04〜2004-04 ISBN1 || sid15173/ed17767 standard[YK best] 6冊 2011-12〜2012-05 ISBN6 || sid122850/ed139677 standard[-] 2冊 -〜- ISBN2
gorilla-man	ゴリラーマン	ハロルド作石		18年 standard 16巻(2011-02)→17巻(1993-07-06)	standard[通常版]/ヤンマガKCスペシャル 19冊 1989-04-06〜2011-03-17 ; bunkobon[文庫版]/講談社漫画文庫 12冊 1999-10-09〜2000-03-10	sid39526/ed47503 standard[ヤンマガKC] 19冊 2010-08〜2011-03 ISBN19 || sid39526/ed47504 standard[ヤンマガKCスペシャル] 17冊 1989-04-06〜1993-09 ISBN17 || sid39526/ed47505 bunkobon[講談社漫画文庫] 12冊 1999-10〜2000-03 ISBN12 || sid39526/ed47506 standard[KPC] 19冊 2010-08〜2017-08 ISBN19 || sid39526/ed47507 standard[-] 2冊 -〜- ISBN2
gush-mania	GUSH mania	葛井美鳥・千歳ぴよこ		11年 standard 1巻(2015-06-25)→7巻(2004-03)	standard[通常版]/KAIOUSHA COMICS 8冊 2004-03〜2015-06-25	sid58919/ed72751 standard[GUSH mania comics] 4冊 2012-03〜2015-11 ISBN4 || sid58919/ed72752 standard[KAIOUSHA COMICS] 2冊 2008-07〜2010-07 ISBN2 || sid124537/ed141475 standard[KAIOUSHA COMICS] 1冊 2004-03〜2004-03 ISBN1 || sid131391/ed148692 standard[KAIOUSHA COMICS] 1冊 2004-07〜2004-07 ISBN1
hanappe-bazooka	花平バズーカ	永井豪		12年 standard 5巻(1994-08-24)→7巻(1982-04-25)	standard[通常版]/ヤングジャンプ特別編集 10冊 1980-08〜1994-09-19	sid47288/ed58235 standard[ヤングジャンプ COMICS] 6冊 1981-10-25〜1982-11-25 ISBN0 || sid47288/ed58236 standard[ヤングジャンプ特別編集] 1冊 1980-08〜1980-08 ISBN0 || sid56395/ed69976 standard[ヤングジャンプ・コミックス] 2冊 1981-04〜1981-07 ISBN0 || sid56395/ed69977 standard[ヤングジャンプ COMICS] 2冊 1980-10-25〜1981-01-25 ISBN0 || sid56395/ed69978 standard[ヤングジャンプ・コミックスセレクション] 3冊 1991-01〜1994-09 ISBN3
haru-chan	はるちゃん	青柳裕介		13年 standard 1巻(1996-10)→4巻(1983-07)	standard[通常版]/ビッグコミックス 5冊 1983-07〜1996-12	sid29334/ed34341 standard[ビッグコミックス] 5冊 1982-07〜1983-08 ISBN2 || sid29334/ed34342 standard[スーパービジュアル・コミックス] 3冊 1996-10〜1996-12 ISBN3 || sid69377/ed83610 standard[ビッグコミックス] 1冊 2005-11〜2005-11 ISBN1
haruchin	ハルチン	魚喃キリコ		12年 standard 1巻(2020-03-30)→2巻(2008-07)	standard[通常版]/Mag comics 2冊 2008-07〜2020-03-30	sid38626/ed46327 standard[-] 4冊 2008-07〜2020-03 ISBN4 || sid38626/ed46328 standard[Mag comics] 1冊 1998-03〜1998-03 ISBN1
heba-hello-chan	へば!Helloちゃん	小林まこと		11年 standard 2巻(2004-03-23)→3巻(1993-02-09)	standard[通常版]/ミスターマガジンKCDX 5冊 1992-04-09〜2004-03-23 ; deluxe[デラックス版]/ミスターマガジンKCデラックス 2冊 1992-09-09〜1993-08-09	sid42312/ed51259 deluxe[ミスターマガジンKCデラックス] 1冊 1992-09〜1992-09 ISBN1 || sid42312/ed51260 standard[ミスターマガジンKCDX] 3冊 1992-04-09〜1994-02 ISBN3 || sid42312/ed51261 standard[KCDX] 3冊 2004-02〜2004-04 ISBN3 || sid42312/ed51262 deluxe[ミスタターマガジンKCデラックス] 1冊 1993-08-09〜1993-08-09 ISBN1
hey-cathy	ヘーイ!キャシー	庄司陽子		10年 standard 1巻(1985-11-06)→2巻(1975-07)	standard[通常版]/講談社コミックスフレンド 3冊 1975-07〜1985-11-06 ; bunkobon[文庫版]/講談社漫画文庫 2冊 1999-05-12〜1999-05-12	sid46872/ed57613 bunkobon[講談社漫画文庫] 2冊 1999-05〜1999-05 ISBN2 || sid46872/ed57614 standard[KCスペシャル] 1冊 1985-12〜1985-12 ISBN1 || sid46872/ed57615 standard[KC special] 1冊 1985-11〜1985-11 ISBN1 || sid46872/ed57616 standard[講談社コミックス] 1冊 1975-08-15〜1975-08-15 ISBN1 || sid46872/ed57617 standard[講談社コミックスフレンド] 2冊 1975-04〜1975-07 ISBN1
hiko-densetsu	火子伝説	古城武司		16年 standard 1巻(2002-10)→3巻(1986-07-05)	standard[通常版]/- 5冊 1986-07-05〜2002-10	sid31261/ed36690 standard[-] 9冊 1985-09〜2002-10 ISBN5
hime-2006	姫	茶木ひろみ		10年 standard 1巻(1986-07-25)→2巻(1976-07-30)	standard[通常版]/アクション・コミックス 3冊 1976-07-30〜1986-07-25 ; bunkobon[文庫版]/ソノラマコミック文庫 1冊 2006-09〜2006-09	sid16685/ed19589 standard[蒼コミックスBLACK BUNKO] 2冊 1997-05-03〜1997-07 ISBN2 || sid16685/ed19590 standard[YKコミックス] 3冊 1991-07-15〜1992-04 ISBN3 || sid25979/ed30512 bunkobon[ソノラマコミック文庫] 2冊 2006-09〜2007-10 ISBN2 || sid36376/ed43285 standard[-] 3冊 1975-08-10〜1977-04-30 ISBN0 || sid36376/ed43286 standard[キュン!Comics] 2冊 1998-08-20〜1998-09-20 ISBN0 || sid36376/ed43287 standard[アクションコミックス] 2冊 1984-01-10〜1984-01-20 ISBN0 || sid151887/ed169733 standard[アクション・コミックス] 2冊 1976-07-30〜1983-01-10 ISBN0 || sid151888/ed169734 standard[マーガレットコミックス] 1冊 1986-07〜1986-07 ISBN1
hole-in-one	ホールインワン	金井たつお		11年 standard 7巻(1991-01-18)→9巻(1980-08)	standard[通常版]/ジャンプコミックス 13冊 1980-08〜1991-02-19 ; bunkobon[文庫版]/集英社文庫コミック版 6冊 2002-05〜2002-07	sid28216/ed33076 standard[ジャンプコミックス] 6冊 1978-07-31〜1979-11-15 ISBN0 || sid29905/ed35030 standard[ジャンプ・コミックス] 7冊 1980-02-15〜1981-07 ISBN0 || sid29905/ed35031 bunkobon[集英社文庫コミック版] 6冊 2002-05〜2002-07 ISBN6 || sid29905/ed35032 standard[Goma.comics] 1冊 2005-07〜2005-07 ISBN1 || sid29905/ed35033 standard[ジャンプ コミックス セレクション] 8冊 1990-07〜1991-02 ISBN8
honba-joshikou-manual	本場ぢょしこうマニュアル	有間しのぶ		16年 standard 1巻(2004-06-08)→2巻(1988-12-17)	standard[通常版]/KCデラックス 2冊 1988-12-17〜2004-06-08	sid18005/ed21195 deluxe[KCデラックス] 1冊 2004-06-08〜2004-06-08 ISBN0 || sid18005/ed21196 standard[-] 1冊 -〜- ISBN1
hyakuoku-no-hiru-to-senoku-no-yoru	百億の昼と千億の夜	萩尾望都		14年 bunkobon 1巻(1994-04-30)→2巻(1980-06-15)	standard[通常版]/少年チャンピオンコミックス 2冊 1977-11-20〜1985-06-20 ; bunkobon[文庫版]/秋田漫画文庫 2冊 1980-06-15〜1994-04-30	sid37998/ed45435 standard[-] 1冊 1984-09〜1984-09 ISBN1 || sid37998/ed45436 standard[PETIT COMICS] 1冊 1985-04〜1985-04 ISBN1 || sid110488/ed126661 bunkobon[秋田文庫] 1冊 1994-04-30〜1994-04-30 ISBN1 || sid110488/ed126662 standard[PETIT COMICS] 1冊 1985-06-20〜1985-06-20 ISBN1 || sid110488/ed126663 standard[少年チャンピオンコミックス] 1冊 1977-11-20〜1977-11-20 ISBN1 || sid110488/ed126664 bunkobon[秋田漫画文庫] 1冊 1980-06-15〜1980-06-15 ISBN1 || sid110488/ed126665 standard[Akita top comics wide] 1冊 2003-01〜2003-01 ISBN1 || sid110488/ed126666 standard[-] 1冊 2022-07〜2022-07 ISBN1 || sid160334/ed178396 bunkobon[秋田漫画文庫] 1冊 1980-06〜1980-06 ISBN0 || sid160334/ed178397 standard[少年チャンピオン・コミックス] 4冊 1978-01〜1978-01-20 ISBN0
hyouryuu-kansen-000	漂流幹線000	松本零士		12年 standard 1巻(1994-07)→4巻(1982-01-01)	standard[通常版]/ヒットコミックス 4冊 1982-01-01〜1994-07	sid43549/ed52936 standard[ヒットコミックス] 16冊 1982-01-01〜1984-01 ISBN0 || sid43549/ed52937 standard[St comics] 2冊 1994-07〜1994-07 ISBN2 || sid43549/ed52938 standard[-] 2冊 1999-07〜1999-07 ISBN2
ikiru	生きる	根本敬		15年 standard 1巻(2001-04)→2巻(1986-10)	standard[通常版]/- 2冊 1986-10〜2001-04	sid1143/ed1496 standard[-] 3冊 1986-06〜2001-04 ISBN2
inakappe-taishou	いなかっぺ大将	川崎のぼる		18年 standard 1巻(1994-10-31)→4巻(1976-06)	standard[通常版]/虫コミックス 7冊 1976-06〜1994-10-31 ; bunkobon[文庫版]/にちぶん文庫 3冊 1994-10〜1994-10	sid16027/ed18775 standard[ヒーロー・コミックス] 7冊 1981-05〜1981-09 ISBN0 || sid16027/ed18776 standard[ゴラク・コミックス] 4冊 1976-06〜1976-06 ISBN0 || sid16027/ed18777 standard[Wakaba comics] 3冊 1990-02〜1990-12 ISBN3 || sid16027/ed18778 bunkobon[にちぶん文庫] 3冊 1994-10〜1994-10 ISBN3 || sid16027/ed18779 standard[NICHIBUN COMICS BUNKO] 2冊 1994-10〜1994-10-31 ISBN2 || sid16027/ed18780 standard[ぴっかぴかコミックス カラー版] 2冊 2006-04-05〜2006-07-05 ISBN2 || sid16027/ed18781 standard[虫コミックス] 4冊 1970-07-30〜1970-09-30 ISBN0
isshokenmei-hajime-hajime-kun	いっしょけんめいハジメくん	コンタロウ		19年 standard 1巻(2002-11)→7巻(1983-03-25)	standard[通常版]/ヤングジャンプ COMICS 17冊 1983-03-25〜2002-11	sid6886/ed8073 standard[ヤングジャンプ・コミックス] 8冊 1983-06-25〜1985-06-25 ISBN7 || sid6886/ed8074 standard[ヤングジャンプ COMICS] 7冊 1981-05-25〜1983-03-25 ISBN1 || sid6886/ed8075 standard[ヤングジャンプ・コミックスBJ] 2冊 2002-11〜2003-06 ISBN2 || sid6886/ed8076 standard[-] 3冊 -〜- ISBN3 || sid6887/ed8077 standard[ビジネスジャンプ・コミックス] 8冊 1986-11〜1990-06 ISBN8
iyahayanantomo	イヤハヤ南友	永井豪・ダイナミック・プロ		10年 standard 1巻(1986-05-20)→5巻(1976-06-25)	standard[通常版]/講談社コミックス 7冊 1976-06-25〜1986-08-20 ; bunkobon[文庫版]/扶桑社文庫 1冊 1995-08-30〜1995-08-30	sid47153/ed57990 standard[SUNWIDE COMICS] 4冊 1986-05-20〜1986-08-20 ISBN4 || sid47153/ed57991 standard[パワァコミックス] 7冊 1980-02〜1981-06 ISBN0 || sid47153/ed57992 standard[講談社コミックス] 7冊 1976-06-25〜1976-07-20 ISBN0 || sid73567/ed87976 bunkobon[扶桑社文庫] 1冊 1995-08-30〜1995-08-30 ISBN1 || sid138999/ed156527 bunkobon[扶桑社文庫] 4冊 1995-09〜1995-12 ISBN4
jaiantotaifuu	ジャイアント台風	辻なおき		15年 standard 1巻(1999-05-25)→4巻(1984-10-01)	standard[通常版]/ヒットコミックス 12冊 1984-10-01〜1999-07-20 ; bunkobon[文庫版]/講談社漫画文庫 6冊 2002-05〜2002-07	sid27578/ed32315 standard[ヒットコミックス] 2冊 1969-10-31〜1969-11-30 ISBN0 || sid27578/ed32316 standard[KCスペシャル] 3冊 1990-01-08〜1990-05-06 ISBN0 || sid27578/ed32317 standard[ヒット・コミック] 2冊 -〜- ISBN0 || sid31224/ed36623 standard[KCスペシャル] 3冊 1990-02-06〜1990-07-06 ISBN0 || sid31224/ed36624 bunkobon[講談社漫画文庫] 6冊 2002-05〜2002-07 ISBN6 || sid31224/ed36625 standard[-] 3冊 1999-05-25〜1999-07-20 ISBN3 || sid77894/ed92519 standard[ヒットコミックス] 12冊 1984-09-01〜1985-02-01 ISBN0
jinnairyuu-juujutsu-butouden-majima-kun-suttobasu	陣内流柔術武闘伝 真島クンすっとばす!!	にわのまこと		10年 bunkobon 1巻(2006-12)→5巻(1996-04-04)	standard[通常版]/ジャンプ・コミックス 15冊 1995-07-04〜1998-03-04 ; bunkobon[文庫版]/宙コミック文庫 9冊 1996-04-04〜2007-01	sid4806/ed5710 standard[Nichibun comics] 5冊 2010-08〜2010-12 ISBN5 || sid4806/ed5711 bunkobon[宙コミック文庫] 9冊 2006-12〜2007-01 ISBN9 || sid4806/ed5712 standard[ジャンプ・コミックス] 13冊 1995-07〜1997-12-09 ISBN13 || sid165050/ed183223 standard[ジャンプ・コミックス] 2冊 1997-08〜1998-03 ISBN2
jiro-ga-yuku	ジロがゆく	真崎守		11年 standard 2巻(1987-01-20)→3巻(1976-02-28)	standard[通常版]/Now comics 3冊 1976-02-28〜1987-01-20 ; bunkobon[文庫版]/講談社漫画文庫 3冊 2007-04〜2007-11	sid23753/ed27911 bunkobon[宙コミック文庫] 3冊 2007-04〜2007-11 ISBN3 || sid23753/ed27912 bunkobon[講談社漫画文庫] 4冊 1976-11-26〜1977-01-31 ISBN0 || sid23753/ed27913 standard[サン・コミックス] 3冊 1974-10-23〜1976-02-28 ISBN0 || sid23753/ed27914 standard[SUN WIDE COMICS] 2冊 1986-12-20〜1987-01-20 ISBN2 || sid23753/ed27915 standard[Now comics] 1冊 1971-07-25〜1971-07-25 ISBN0 || sid23753/ed27916 standard[真崎守選集] 1冊 1979-09〜1979-09 ISBN0 || sid23753/ed27917 standard[2] 1冊 1971-08-10〜1971-08-10 ISBN0
kaettekita-kita-dora-neko	帰って来たどらン猫(こ)	はるき悦巳		13年 bunkobon 2巻(2022-11-10)→3巻(2009-07)	standard[通常版]/アクション・コミックス 1冊 2003-02-25〜2003-02-25 ; bunkobon[文庫版]/双葉文庫名作シリーズ 3冊 2009-07〜2022-11-10	sid46956/ed57741 bunkobon[双葉文庫名作シリーズ] 3冊 2007-11〜2009-07 ISBN3 || sid46956/ed57742 standard[アクション・コミックス] 1冊 2003-02-25〜2003-02-25 ISBN1 || sid128250/ed145392 bunkobon[双葉文庫] 5冊 2022-09〜2023-03 ISBN5
kaibutsu-kun-1988	怪物くん	藤子不二雄Ⓐ		14年 standard 1巻(2002-06)→19巻(1988-12-02)	standard[通常版]/中公コミックス 21冊 1988-12-02〜2002-12-28 ; aizoban[愛蔵版]/愛蔵版 2冊 1991-03-20〜1991-04-20	sid51908/ed64166 standard[藤子不二雄Aランド] 19冊 2002-06〜2002-12 ISBN19 || sid51908/ed64167 standard[ぴっかぴかコミックス カラー版] 6冊 2005-06-05〜2007-07-06 ISBN6 || sid51908/ed64168 aizoban[愛蔵版] 2冊 1991-03-20〜1991-04-20 ISBN2 || sid51908/ed64169 standard[-] 1冊 2007-08-30〜2007-08-30 ISBN0 || sid51908/ed64170 standard[中公コミックス] 6冊 1988-08-05〜1989-02-05 ISBN6 || sid51908/ed64171 standard[中公コミックス 藤子不二雄ランド] 1冊 1988-10-07〜1988-10-07 ISBN1 || sid99949/ed115633 standard[中公コミックス] 14冊 1987-06-05〜1988-07-01 ISBN13 || sid99949/ed115634 standard[てんとう虫コミックス] 37冊 1969-03-15〜1982-12 ISBN0 || sid99949/ed115635 standard[キング・コミックス] 2冊 1968-03-15〜1981-06-25 ISBN0 || sid99949/ed115636 standard[-] 1冊 -〜- ISBN0
kaijin-akkaaman	怪人アッカーマン	新田たつお		11年 standard 1巻(1991-03)→3巻(1980-05)	(本番yml無し)	
kaishouou	海商王	かざま鋭二		11年 standard 4巻(1987-01-07)→5巻(1976-11-30)	standard[通常版]/講談社コミックス 7冊 1976-11-30〜1987-01-07	sid3254/ed3880 standard[マガジン] 3冊 1976-11-30〜1977-06-20 ISBN0 || sid3254/ed3881 standard[講談社コミックス] 4冊 1976-03-25〜1976-09-20 ISBN0 || sid3254/ed3882 standard[さくらコミックス] 1冊 1999-11〜1999-11 ISBN1 || sid107128/ed123140 standard[KCスペシャル] 4冊 1986-10〜1987-01 ISBN4 || sid107128/ed123141 standard[さくらコミックス] 1冊 1999-11〜1999-11 ISBN1
kakurenbo-kiss	かくれんぼキッス	星野めみ・岡田さつき		11年 standard 1巻(1991-01-09)→2巻(1980-03-30)	standard[通常版]/マーガレットコミックス 8冊 1980-03-30〜1991-01-09 ; bunkobon[文庫版]/集英社文庫 4冊 2000-01〜2000-03-22	sid17594/ed20710 standard[マーガレットコミックス] 2冊 1980-02-28〜1981-04-30 ISBN0 || sid17594/ed20711 bunkobon[集英社文庫] 1冊 2000-01〜2000-01 ISBN1 || sid17594/ed20712 bunkobon[集英社文庫コミック版] 3冊 2000-01-23〜2000-03-22 ISBN3 || sid17594/ed20713 standard[SGコミックス] 1冊 1991-01〜1991-01 ISBN1 || sid134741/ed152143 standard[マーガレット・コミックス] 6冊 1980-03-30〜1981-06 ISBN0
kaminokokuin	神の刻印	村野守美		12年 standard 1巻(2009-11)→2巻(1997-10-10)	standard[通常版]/ひゅうまんコミックシリーズ 4冊 1997-10-10〜2009-11	sid18893/ed22267 standard[ひゅうまんコミックシリーズ] 4冊 1997-10-10〜1997-12-20 ISBN2 || sid111262/ed127487 standard[King series] 3冊 2009-11〜2009-12 ISBN3
kappa-no-sanpei	河童の三平	水木しげる・川島健三		13年 bunkobon 1巻(1988-06-28)→2巻(1975-10-12)	bunkobon[文庫版]/桜井文庫 8冊 1975-10-12〜1988-06-28 ; standard[通常版]/サンコミックス 8冊 1984-05-31〜1993-10-22 ; deluxe[デラックス版]/KCデラックス 1冊 1997-10-23〜1997-10-23	sid49696/ed61244 standard[-] 1冊 1996-07〜1996-07 ISBN1 || sid49696/ed61245 deluxe[KCデラックス] 1冊 1997-10-23〜1997-10-23 ISBN1 || sid49910/ed61543 standard[[怪BOOKS]] 3冊 2011-04-25〜2011-04-25 ISBN3 || sid49910/ed61544 standard[-] 9冊 1993-10-22〜2010-09 ISBN1 || sid49910/ed61545 bunkobon[桜井文庫] 8冊 1975-10-12〜1975-10-12 ISBN0 || sid49910/ed61546 standard[講談社コミックス] 1冊 1986-06-18〜1986-06-18 ISBN1 || sid49910/ed61547 standard[ホーム・コミックス] 4冊 1976-02〜1976-02-10 ISBN0 || sid49910/ed61548 bunkobon[サラ文庫昭和漫画傑作集] 4冊 1976〜1976 ISBN0 || sid49910/ed61549 standard[水木しげる貸本漫画傑作選] 8冊 1987-03-31〜2001-11 ISBN7 || sid49910/ed61550 standard[もん・りいぶる] 2冊 2006-08-28〜2006-11-20 ISBN2 || sid49910/ed61551 standard[サンコミックス] 4冊 1970-01-27〜1970-04-27 ISBN0 || sid49910/ed61553 bunkobon[ちくま文庫] 1冊 1988-06-28〜1988-06-28 ISBN1 || sid49910/ed61554 standard[Chuko☆comics] 1冊 1992-02-20〜1992-02-20 ISBN1 || sid158086/ed176094 standard[講談社コミックス] 4冊 1986-04-18〜1986-05-17 ISBN4 || sid158087/ed176095 standard[サンワイドコミックス] 1冊 1984-07-20〜1984-07-20 ISBN1 || sid158087/ed176096 standard[SUN WIDE COMICS] 2冊 1984-05-31〜1984-06-25 ISBN2
katakoi-saburou	片恋さぶろう	松森正		16年 standard 1巻(2008-10)→2巻(1992-07)	standard[通常版]/劇画キングシリーズ 6冊 1992-07〜2008-10	sid51622/ed63803 standard[King series] 4冊 2008-10〜2009-01 ISBN4 || sid56386/ed69961 standard[劇画キングシリーズ] 5冊 1992-07〜1993-07 ISBN5
kemonomichi-kagemaru	けものみち	影丸譲也		15年 standard 1巻(2001-06)→2巻(1986-09)	(本番yml無し)	
kikkai-kun	キッカイくん	永井豪・ダイナミックプロダクション		14年 standard 1巻(1987-06-20)→4巻(1973-10-16)	standard[通常版]/サンコミックス 6冊 1973-10-03〜1987-08-20 ; bunkobon[文庫版]/竹書房文庫 4冊 1995-12-11〜1995-12-18	sid47159/ed58006 standard[サンコミックス] 6冊 1973-10-03〜1973-11-05 ISBN0 || sid47159/ed58007 standard[永井豪撰集] 2冊 2008-01〜2008-01 ISBN0 || sid47159/ed58008 bunkobon[竹書房文庫] 4冊 1995-12〜1995-12-18 ISBN4 || sid47159/ed58009 standard[SUN WIDE COMICS] 3冊 1987-06-20〜1987-08-20 ISBN3
kirinkan-doori	希林館通り	塩森恵子・日高七緒		10年 standard 1巻(1990-09-05)→5巻(1980-09)	standard[通常版]/マーガレット・コミックス 8冊 1980-09〜1990-12-03 ; bunkobon[文庫版]/集英社文庫 コミック版 5冊 1997-05〜1997-07	sid12646/ed14852 bunkobon[集英社文庫 コミック版] 5冊 1997-05〜1997-07 ISBN5 || sid12646/ed14853 standard[SGコミックス] 4冊 1990-09〜1990-12 ISBN4 || sid12646/ed14854 standard[マーガレット・コミックス] 8冊 1979-08〜1980-12 ISBN0
koma-ga-mau	駒が舞う	大島やすいち		14年 standard 1巻(1999-06)→2巻(1985-05)	standard[通常版]/COMICMATE 5冊 1985-05〜1999-06	sid43230/ed52478 standard[COMICMATE] 2冊 1973-11-20〜1974-03-20 ISBN0 || sid43230/ed52479 standard[さくらコミックス] 3冊 1999-06〜1999-08 ISBN3 || sid43230/ed52480 standard[文華コミックス] 5冊 1985-04〜1985-08 ISBN4 || sid43230/ed52481 standard[コミック・メイト] 2冊 -〜- ISBN0
kouya-no-shounen-isamu	荒野の少年イサム	川崎のぼる		14年 standard 1巻(1987-03-24)→8巻(1973-09)	standard[通常版]/ジャンプ・コミックス 12冊 1973-09〜1987-09-24 ; bunkobon[文庫版]/集英社漫画文庫 12冊 1976-11-30〜1977-06-30	sid15070/ed17636 standard[復刻版コミックス] 5冊 2013-09〜2013-12 ISBN5 || sid15070/ed17637 bunkobon[集英社漫画文庫] 12冊 1976-11-30〜1977-06-30 ISBN0 || sid15070/ed17638 standard[ジャンプコミックスセレクション] 7冊 1987-03-24〜1987-09-24 ISBN7 || sid15070/ed17639 standard[ジャンプ・コミックス] 11冊 1972-04〜1974-03 ISBN0 || sid162817/ed180938 standard[ジャンプ・コミックス] 1冊 1973-09〜1973-09 ISBN0
