slug	title	authors	edition_type	imprint	publisher	vols	std_vols	ratio	cls	v1_date	v1_cover
shounen-no-1	少年No.1	関谷ひさし	shinsoban	マンガショップシリーズ	マンガショップ	3	6	0.50	圧縮(豪華本)	2007-09-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7759/77591186.jpg?_ex=300x300
shouwa-genroku-rakugo-shinjuu	昭和元禄落語心中	雲田はるこ	shinsoban	BE LOVE KC	講談社	5	10	0.50	圧縮(豪華本)	2025-02-13	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3353/9784065383353_1_4.jpg?_ex=300x300
shumari	シュマリ	手塚治虫	shinsoban	復刻版(2025)	復刊ドットコム	3	4	0.75	圧縮(豪華本)	2025-07-18	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9592/9784835459592_1_7.jpg?_ex=300x300
shuten-douji	手天童子	永井豪	shinsoban	復刊ドットコム版(2020)	復刊ドットコム	4	9	0.44	圧縮(豪華本)	2020-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7864/9784835457864.jpg?_ex=300x300
soul-drop-no-yuutai-kenkyuu	ソウルドロップの幽体研究	秋吉風鈴	shinsoban	バーズコミックススペシャル	幻冬舎コミックス	2	3	0.67	圧縮(豪華本)	2015-05-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4248/9784344834248.jpg?_ex=300x300
sp-security-police	SPセキュリティポリス	国友やすゆき	shinsoban	King series	小池書院	2	3	0.67	圧縮(豪華本)	2010-10	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/6893/2000002026893.jpg?_ex=300x300
star-red	スター・レッド	萩尾望都	shinsoban	Flower comics special	小学館	1	3	0.33	圧縮(豪華本)	2008-01-30	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0913/09131223.jpg?_ex=300x300
stop-hibari-kun	ストップ!!ひばりくん!	江口寿史	shinsoban	復刻版(2009)	小学館クリエイティブ	3	4	0.75	圧縮(豪華本)	2009-07-15	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1190/9784778031190_1_2.jpg?_ex=300x300
suikoden-sentaro	水滸伝	沼田清・真崎守	shinsoban	1988年版	講談社	1	7	0.14	圧縮(豪華本)	1988-08-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0620/06204050.jpg?_ex=300x300
suna-no-shiro	砂の城	一条ゆかり・中島みゆき	shinsoban	SGコミックス	集英社	3	6	0.50	圧縮(豪華本)	1989-09-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0015/9784088550015.jpg?_ex=300x300
super-sub	Superサブ	望月三起也	shinsoban	ホームコミックス	ホーム社	2	3	0.67	圧縮(豪華本)	1993-11-24	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0611/9784834230611.jpg?_ex=300x300
survival-shounen-s-no-kiroku	サバイバル 少年Sの記録	宮川輝	shinsoban	SPコミックス SP pocket wide	リイド社	2	5	0.40	圧縮(豪華本)	2022-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8712/9784845858712_1_3.jpg?_ex=300x300
susume-pirates	すすめ!!パイレーツ	江口寿史	shinsoban	Judy comics wide	小学館クリエイティブ	4	11	0.36	圧縮(豪華本)	2009-01-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1802/9784778011802_1_3.jpg?_ex=300x300
susume-pirates	すすめ!!パイレーツ	江口寿史	shinsoban	Rare mix comics	小学館クリエイティブ	4	11	0.36	圧縮(豪華本)	2012-09-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0374/9784778060374.jpg?_ex=300x300
taitei-no-ken	大帝の剣	夢枕獏・渡海	shinsoban	バーズコミックス	幻冬舎	4	5	0.80	圧縮(豪華本)	2013-09-24	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9145/9784344829145.jpg?_ex=300x300
target	ターゲット	園田光慶	shinsoban	MANGA Shop Series	マンガショップ	2	4	0.50	圧縮(豪華本)	2005-02-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7759/77591023.jpg?_ex=300x300
ten	天	福本伸行	shinsoban	近代麻雀コミックス	竹書房	13	18	0.72	圧縮(豪華本)	2015-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3215/9784801953215.jpg?_ex=300x300
tentoumushi-no-uta	てんとう虫の歌	川崎のぼる	shinsoban	てんとう虫コミックスライブラリー	小学館	2	3	0.67	圧縮(豪華本)	2004-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0914/09149881.jpg?_ex=300x300
tetsuwan-atom	鉄腕アトム	手塚治虫	shinsoban	オリジナル版(2021-23)	復刊ドットコム	16	20	0.80	圧縮(豪華本)	2021-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8243/9784835458243_1_6.jpg?_ex=300x300
tetsuwan-atom	鉄腕アトム	手塚治虫	shinsoban	復刊ドットコム版(2014)	復刊ドットコム	3	20	0.15	圧縮(豪華本)	2014-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1367/9784835451367.jpg?_ex=300x300
tezuka-osamu-no-kowai-hon	手塚治虫のこわい本	手塚治虫	shinsoban	MFRシリーズ	KADOKAWA	1	4	0.25	圧縮(豪華本)	2016-11-26	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5854/9784040685854.jpg?_ex=300x300
the-cop	ザ・コップ	叶精作	shinsoban	トクマコミックス	徳間書店	1	7	0.14	圧縮(豪華本)	2003-12-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1978/19780208.jpg?_ex=300x300
the-ultraman	ザ・ウルトラマン	内山まもる	shinsoban	単行本初収録&傑作選(小学館クリエイティブ)	小学館クリエイティブ	2	3	0.67	圧縮(豪華本)	2022-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8700/9784778038700_1_7.jpg?_ex=300x300
todoroke-ichiban	とどろけ!一番	のむらしんぼ	shinsoban	トラウママンガブックス	英知出版	2	7	0.29	圧縮(豪華本)	2002-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7542/75423204.jpg?_ex=300x300
toki-no-daichi	刻の大地	夜麻みゆき	shinsoban	MediBang COMICS	はちどり	1	8	0.12	圧縮(豪華本)	2019-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5467/9784073405467.jpg?_ex=300x300
toki-no-daichi	刻の大地	夜麻みゆき	shinsoban	復刊ドットコム版	復刊ドットコム	6	8	0.75	圧縮(豪華本)	2013-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9876/9784835449876.jpg?_ex=300x300
tokoharu-boys	常春boys	葉芝真己	shinsoban	バーズコミックス ルチルコレクション	幻冬舎コミックス	2	3	0.67	圧縮(豪華本)	2013-09-24	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9169/9784344829169.jpg?_ex=300x300
uchuu-kaizoku-captain-harlock	宇宙海賊キャプテンハーロック	松本零士	shinsoban	秋田書店版	秋田書店	3	5	0.60	圧縮(豪華本)	1992-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3800/9784253103800.jpg?_ex=300x300
ultra-seven	ウルトラセブン	桑田次郎	shinsoban	MANGA Shop Series	マンガショップ	3	6	0.50	圧縮(豪華本)	2004-12-25	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7759/77591016.jpg?_ex=300x300
ultra-seven	ウルトラセブン	桑田次郎	shinsoban	P-KC	講談社	1	6	0.17	圧縮(豪華本)	1998-02-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0634/06342017.jpg?_ex=300x300
ultra-seven	ウルトラセブン	桑田次郎	shinsoban	KCDX	講談社	2	6	0.33	圧縮(豪華本)	2016-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4948/9784063774948.jpg?_ex=300x300
ultra-seven-1978	ウルトラセブン	一峰大二	shinsoban	MANGA Shop Series	マンガショップ	3	6	0.50	圧縮(豪華本)	2004-12-25	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7759/77591016.jpg?_ex=300x300
ultra-seven-1978	ウルトラセブン	一峰大二	shinsoban	P-KC	講談社	1	6	0.17	圧縮(豪華本)	1998-02-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0634/06342017.jpg?_ex=300x300
ultra-seven-1978	ウルトラセブン	一峰大二	shinsoban	KCDX	講談社	2	6	0.33	圧縮(豪華本)	2016-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4948/9784063774948.jpg?_ex=300x300
ultraman-kazumine	ウルトラマン	一峰大二	shinsoban	秋田書店	秋田書店	2	3	0.67	圧縮(豪華本)	1997-07-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4293/9784253064293.jpg?_ex=300x300
umi-no-toriton	海のトリトン	手塚治虫	shinsoban	手塚治虫傑作選集	秋田書店	3	4	0.75	圧縮(豪華本)	1992-11-30	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3428/9784253103428.jpg?_ex=300x300
vampire	バンパイヤ	手塚治虫	shinsoban	手塚治虫・傑作選集	秋田書店	2	4	0.50	圧縮(豪華本)	1992-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3398/9784253103398.jpg?_ex=300x300
w3	W3	手塚治虫	shinsoban	手塚治虫傑作選集	秋田書店	2	3	0.67	圧縮(豪華本)	1993-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3480/9784253103480.jpg?_ex=300x300
w3	W3	手塚治虫	shinsoban	SUNDAY COMICS	秋田書店	2	3	0.67	圧縮(豪華本)	1968-06-30	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2039/9784253062039.jpg?_ex=300x300
w3	W3	手塚治虫	shinsoban	手塚治虫トレジャー・ボックス	国書刊行会	1	3	0.33	圧縮(豪華本)	2012-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4739/9784336054739.jpg?_ex=300x300
w3	W3	手塚治虫	shinsoban	P-KC	講談社	1	3	0.33	圧縮(豪華本)	1997-08-22	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0634/06342001.jpg?_ex=300x300
wakaoku-sama-to-seerusuman	若奥様とセールスマン	こいずみまり	shinsoban	ぶんか社版	ぶんか社	1	2	0.50	圧縮(豪華本)	2006-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8211/82118279.jpg?_ex=300x300
watari	ワタリ	白土三平	shinsoban	小学館叢書	小学館	4	5	0.80	圧縮(豪華本)	1995-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3610/9784091973610.gif?_ex=300x300
wild-7	ワイルド7	望月三起也	shinsoban	トクマコミックス	徳間書店	18	48	0.38	圧縮(豪華本)	2001-03-30	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/9754/2000005159754.jpg?_ex=300x300
x-men	X-MEN	レイニル・フランシス・ユー	shinsoban	ShoPro Books	小学館集英社プロダクション	3	9	0.33	圧縮(豪華本)	2024-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3918/9784796873918_1_3.jpg?_ex=300x300
x-men	X-MEN	レイニル・フランシス・ユー	shinsoban	ShoPro Books	小学館集英社プロダクション	3	9	0.33	圧縮(豪華本)	2022-11-25	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3123/9784796873123_1_3.jpg?_ex=300x300
yagyuu-juubei-shisu-2015	柳生十兵衛死す	石川賢	shinsoban	SPコミックス	リイド社	3	5	0.60	圧縮(豪華本)	2008-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8458/84583631.jpg?_ex=300x300
yakyuu-doahou-den	野球どアホウ伝	水島新司	shinsoban	スーパービジュアル・コミックス	小学館	3	5	0.60	圧縮(豪華本)	1992-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2213/9784091602213.gif?_ex=300x300
yamato-shouden	大和小伝	さいとう・たかを	shinsoban	小学館クリエイティブ版	小学館クリエイティブ	1	5	0.20	圧縮(豪華本)	2009-08-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1268/9784778031268_1_5.jpg?_ex=300x300
yami-kagishi	闇鍵師	赤名修	shinsoban	ACTION COMICS	双葉社	2	4	0.50	圧縮(豪華本)	2013-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6500/9784575996500.jpg?_ex=300x300
youseiou	妖精王	山岸凉子	shinsoban	山岸凉子スペシャルセレクション	潮出版社	3	5	0.60	圧縮(豪華本)	2011-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5681/9784267905681.jpg?_ex=300x300
yunohana-oyako	湯の花親子	山上たつひこ	shinsoban	2011年版	小学館クリエイティブ	2	4	0.50	圧縮(豪華本)	2011-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1763/9784778031763_1_5.jpg?_ex=300x300
zerozero-nine-one	009ノ1	石ノ森章太郎	shinsoban	秋田コミックス・セレクト	秋田書店	2	5	0.40	圧縮(豪華本)	1985-08	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/0618/2000002190618.jpg?_ex=300x300
adolf-ni-tsugu	アドルフに告ぐ	手塚治虫	wideban	手塚治虫の収穫 BIG COMIC SPECIAL(2008)	小学館	3	5	0.60	圧縮(豪華本)	2008-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0918/09182065.jpg?_ex=300x300
akai-pegasus	赤いペガサス	村上もとか	wideban	少年サンデーコミックスワイド版	小学館	6	14	0.43	圧縮(豪華本)	1991-04	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/5680/2000000205680.jpg?_ex=300x300
area-88	エリア88	新谷かおる	wideban	少年サンデーコミックス<ワイド版>	小学館	10	23	0.43	圧縮(豪華本)	1992-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7118/9784091237118.gif?_ex=200x200
arms	ARMS	皆川亮二・七月鏡一	wideban	少年サンデーコミックスワイド版	小学館	12	22	0.55	圧縮(豪華本)	2007-06-18	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0912/09121116.jpg?_ex=300x300
b-b	B.B	石渡治	wideban	少年サンデーコミックスワイド版	小学館	16	31	0.52	圧縮(豪華本)	1994-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8313/9784091238313.gif?_ex=200x200
chotto-yoroshiku	ちょっとヨロシク!	吉田聡	wideban	少年サンデーコミックスワイド版	小学館	6	12	0.50	圧縮(豪華本)	1997-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7513/9784091247513.gif?_ex=200x200
dash-kappei	ダッシュ勝平	六田登	wideban	少年サンデーコミックス<ワイド版>	小学館	9	17	0.53	圧縮(豪華本)	1998-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7710/9784091257710.gif?_ex=300x300
family	ファミリー!	渡辺多恵子	wideban	フラワーコミックスワイド版	小学館	6	11	0.55	圧縮(豪華本)	1991-04	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/4433/2000000214433.jpg?_ex=300x300
fashion-fade	ファンション・ファデ	名香智子	wideban	フラワーコミックスワイド版	小学館	4	8	0.50	圧縮(豪華本)	1991-01-20	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/7170/2000002207170.jpg?_ex=300x300
ganbare-genki	がんばれ元気	小山ゆう	wideban	少年サンデーコミックス<ワイド版>	小学館	12	28	0.43	圧縮(豪華本)	1992-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7217/9784091237217.gif?_ex=200x200
gsmikami	GS美神	椎名高志	wideban	少年サンデーコミックスワイド版	小学館	20	39	0.51	圧縮(豪華本)	2003-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8310/9784091268310.gif?_ex=200x200
gu-gu-ganmo	GU-GUガンモ	細野不二彦	wideban	少年サンデーコミックスワイド版	小学館	6	12	0.50	圧縮(豪華本)	1997-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7711/9784091247711.gif?_ex=200x200
h2	H2	あだち充	wideban	少年サンデーコミックスワイド版	小学館	17	34	0.50	圧縮(豪華本)	2004-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0912/09127781.jpg?_ex=200x200
hana-no-bijohime	花の美女姫	名香智子	wideban	フラワーコミックスワイド版	小学館	2	3	0.67	圧縮(豪華本)	1990-06	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/5715/2000002145715.jpg?_ex=300x300
hi-no-tama-boy	火の玉ボーイ	石渡治	wideban	少年サンデーコミックスワイド版	小学館	7	14	0.50	圧縮(豪華本)	1997-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7612/9784091247612.gif?_ex=200x200
honoo-no-tenkousei	炎の転校生	島本和彦	wideban	少年サンデーコミックスワイド版	小学館	3	12	0.25	圧縮(豪華本)	1998-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7413/9784091257413.gif?_ex=200x200
houchounin-ajihei	包丁人味平	ビッグ錠	wideban	SPコミックス SP pocket wide	リイド社	3	15	0.20	圧縮(豪華本)	2026-01-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0561/9784845870561_1_3.jpg?_ex=300x300
jesus	ジーザス	藤原芳秀	wideban	少年サンデーコミックスワイド版	小学館	7	13	0.54	圧縮(豪華本)	1999-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8014/9784091258014.gif?_ex=200x200
kenji	拳児	藤原芳秀	wideban	少年サンデーコミックス ワイド版	小学館	11	21	0.52	圧縮(豪華本)	1997-06-15	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7810/9784091247810.gif?_ex=200x200
kenta-yarimasu	健太やります!	満田拓也	wideban	少年サンデーコミックスワイド版	小学館	4	26	0.15	圧縮(豪華本)	1998-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7819/9784091257819.gif?_ex=200x200
koujirou	光路郎	村枝賢一	wideban	少年サンデーコミックスワイド版	小学館	4	7	0.57	圧縮(豪華本)	1999-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7116/9784091257116.gif?_ex=200x200
kyuukyoku-choujin-aaru	究極超人あ～る	ゆうきまさみ	wideban	少年サンデーコミックスワイド版	小学館	4	10	0.40	圧縮(豪華本)	1991-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7317/9784091227317.gif?_ex=200x200
lettuce-burger-please-ok-ok	レタスバーガープリーズ.OK,OK!	松田奈緒子	wideban	ヤングユーコミックス ワイド版	集英社	1	10	0.10	圧縮(豪華本)	2001-02-19	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5421/9784088645421.jpg?_ex=200x200
lolli-no-seishun	ロリィの青春	上原きみ子	wideban	フラワーコミックスワイド版	小学館	5	10	0.50	圧縮(豪華本)	1990-08-20	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/5765/2000000255765.jpg?_ex=300x300
megumi-no-daigo	め組の大吾	曽田正人	wideban	少年サンデーコミックスワイド版	小学館	10	20	0.50	圧縮(豪華本)	2001-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0912/09126761.jpg?_ex=200x200
miyuki	みゆき	あだち充	wideban	少年サンデーコミックスワイド版	小学館	5	12	0.42	圧縮(豪華本)	1990-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8215/9784091228215.gif?_ex=200x200
mobile-keisatsu-patlabor	機動警察パトレイバー	ゆうきまさみ	wideban	少年サンデーコミックスワイド版	小学館	11	22	0.50	圧縮(豪華本)	1995-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7216/9784091247216.gif?_ex=200x200
musashi-no-ken	六三四の剣	村上もとか	wideban	少年サンデーコミックスワイド版	小学館	11	24	0.46	圧縮(豪華本)	1992-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7613/9784091237613.jpg?_ex=200x200
nanka-youkai	なんか妖かい!?	里見桂	wideban	少年サンデーコミックスワイド版	小学館	5	11	0.45	圧縮(豪華本)	2000-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8519/9784091258519.gif?_ex=200x200
nijiiro-tougarashi	虹色とうがらし	あだち充	wideban	少年サンデーコミックスワイド版	小学館	6	11	0.55	圧縮(豪華本)	1996-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7414/9784091247414.gif?_ex=200x200
nine	ナイン	あだち充	wideban	少年サンデーコミックスワイド版	小学館	2	5	0.40	圧縮(豪華本)	1990-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8314/9784091228314.gif?_ex=200x200
obi-o-gyutto-ne	帯をギュッとね!	河合克敏	wideban	少年サンデーコミックスワイド版	小学館	15	30	0.50	圧縮(豪華本)	1998-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7215/9784091257215.gif?_ex=200x200
oda-nobunaga-2016	織田信長	ケン月影	wideban	SPコミックス ポケットワイド	リイド社	2	3	0.67	圧縮(豪華本)	2023-08-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2672/9784845862672_1_3.jpg?_ex=300x300
onihei-hankachou	鬼平犯科帳	さいとう・たかを・村田青・大原久澄	wideban	ワイド版(SPコミックス)	リイド社	65	128	0.51	圧縮(豪華本)	1999-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9317/9784845819317.jpg?_ex=300x300
onna-no-ko-monogatari	おんなのこ物語	森脇真末味	wideban	フラワーコミックスワイド版	小学館	3	5	0.60	圧縮(豪華本)	1990-12-20	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/2956/2000007612956.jpg?_ex=300x300
oretachi-no-field	俺たちのフィールド	村枝賢一	wideban	少年サンデーコミックスワイド版	小学館	18	34	0.53	圧縮(豪華本)	2000-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7214/9784091267214.gif?_ex=200x200
peppermint-age	ぺぱーみんと・エイジ	前田恵津子	wideban	フラワーコミックスワイド版	小学館	8	17	0.47	圧縮(豪華本)	1992-05	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/8058/2000002108058.jpg?_ex=300x300
phantom-burai	ファントム無頼	新谷かおる	wideban	少年サンデーコミックスワイド版	小学館	5	12	0.42	圧縮(豪華本)	1991-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7119/9784091227119.gif?_ex=200x200
rekka-no-honoo	烈火の炎	安西信行	wideban	少年サンデーコミックスワイド版	小学館	17	33	0.52	圧縮(豪華本)	2006-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2345/9784091202345.gif?_ex=200x200
rising	ライジング!	藤田和子	wideban	フラワーコミックスワイド版	小学館	7	15	0.47	圧縮(豪華本)	1991-09	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/8207/2000002108207.jpg?_ex=300x300
rough	ラフ	あだち充	wideban	少年サンデーコミックスワイド版	小学館	6	12	0.50	圧縮(豪華本)	1994-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8115/9784091238115.gif?_ex=200x200
sakamichi-nobore	坂道のぼれ!	高橋亮子	wideban	フラワー・コミックスワイド版	小学館	2	4	0.50	圧縮(豪華本)	1990-09-20	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/6986/2000000216986.jpg?_ex=300x300
sengoku-jieitai	戦国自衛隊	田辺節雄	wideban	SP pocket wide	リイド社	2	4	0.50	圧縮(豪華本)	2018-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3601/9784845853601.jpg?_ex=300x300
survival	サバイバル	さいとう・たかを	wideban	SPコミックス ワイド版	リイド社	7	22	0.32	圧縮(豪華本)	1994-08-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2982/9784845802982.jpg?_ex=300x300
tatoeba-konna-ravu-song	たとえばこんなラヴ・ソング	北崎拓	wideban	少年サンデーコミックスワイド版	小学館	4	6	0.67	圧縮(豪華本)	1999-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8113/9784091258113.gif?_ex=200x200
to-y	TO-Y	上條淳士	wideban	少年サンデーコミックスワイド版	小学館	5	10	0.50	圧縮(豪華本)	1991-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7010/9784091227010.gif?_ex=200x200
touch	タッチ	あだち充	wideban	少年サンデーコミックスワイド版	小学館	11	26	0.42	圧縮(豪華本)	1992-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0912/09123741.jpg?_ex=200x200
tsuraize-boku-chan	つらいぜ!ボクちゃん	高橋亮子	wideban	フラワーコミックスワイド版	小学館	3	6	0.50	圧縮(豪華本)	1990-06	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/0575/2000000250575.jpg?_ex=300x300
urusei-yatsura	うる星やつら	高橋留美子	wideban	少年サンデーコミックスワイド版	小学館	15	34	0.44	圧縮(豪華本)	1989-08-15	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8017/9784091228017.gif?_ex=300x300
ushio-to-tora	うしおととら	藤田和日郎	wideban	少年サンデーコミックスワイド版	小学館	18	33	0.55	圧縮(豪華本)	2000-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8618/9784091258618.gif?_ex=200x200
utchare-goshogawara	うっちゃれ五所瓦	なかいま強	wideban	少年サンデーコミックスワイド版	小学館	6	12	0.50	圧縮(豪華本)	1995-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8511/9784091238511.gif?_ex=200x200
yaiba	YAIBA	青山剛昌	wideban	少年サンデーコミックスワイド版	小学館	12	24	0.50	圧縮(豪華本)	1995-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7018/9784091247018.gif?_ex=300x300
yuke-nangoku-ice-hokkeebu	行け!!南国アイスホッケー部	久米田康治	wideban	少年サンデーコミックスワイド版	小学館	11	23	0.48	圧縮(豪華本)	2001-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0912/09126711.jpg?_ex=200x200
yuu-shiina-hyakkaten	㈲椎名百貨店	椎名高志	wideban	少年サンデーコミックスワイド版	小学館	1	3	0.33	圧縮(豪華本)	2000-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8410/9784091258410.gif?_ex=200x200
100-handred	100-HANDRED-	高畠エナガ	aizoban	愛蔵版コミックス	集英社	1			通常版なし	2012-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4780/9784087824780.jpg?_ex=200x200
akai-kemono	アカイケモノ	中平正彦	aizoban	愛蔵版コミックス	ホーム社	2			通常版なし	2016-02-19	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4546/9784834284546.jpg?_ex=200x200
akashiro-tsurubami	赤白つるばみ	楠本まき	aizoban	愛蔵版コミックス	集英社	2			通常版なし	2014-12-25	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0024/9784087920024.jpg?_ex=200x200
