tier	len	has_caption	anilist_id	slug	title	current_synopsis
severe	34	yes	203678	kimyou-de-kowai-hanashi	奇妙でこわい話	奇妙でこわい出来事を集めた、複数の作家による短編ホラーアンソロジー。
severe	35	yes	40178	nade-pro	ナデプロ!!	撫子プロダクション、通称ナデプロに所属する声優たちの日々を描いた漫画。
severe	35	yes	50464	jigoku-shoujo-returns	地獄少女R	「新・地獄少女」のその後を描く続編。怨みを晴らす地獄少女のホラー作品。
severe	35	yes	51534	little-busters-ecstasy-wonderbit-wandering	リトルバスターズ!EXワンダービットワンダリング	ゲーム「リトルバスターズ！エクスタシー」を題材にしたコミカライズ作品。
severe	35	yes	54290	misutaa-ajikko-2	ミスター味っ子Ⅱ	「ミスター味っ子」こと味吉陽一の息子を主人公に描く、料理をめぐる物語。
severe	35	yes	57225	aruitou	あるいとう	海を見下ろす丘、古き良き美しさを残す町で、新たに始まる優しい恋の物語。
severe	35	yes	59973	sakibiyori	咲日和	麻雀漫画『咲-Saki-』の番外編を、4コマ形式で描いた日常コメディ。
severe	35	yes	77234	tokkaten	特火点	「墓穴」「退屈な月」など、人生の機微をすくい取った短編を集めた作品集。
severe	35	yes	92124	fuwari-donpatchi	ふわり!どんぱっち	『ボボボーボ・ボーボボ』のドンパッチを主役にしたスピンオフ・コメディ。
severe	35	yes	93998	mebae	メバエ	百合をテーマに、 さまざまな漫画家が手がける短編を集めたアンソロジー。
severe	35	yes	94269	battle-spirits-shounen-gekiha-dan	バトルスピリッツ 少年激覇ダン	バンダイのトレーディングカードゲームを題材にしたバトルアクション漫画。
severe	35	yes	97792	iro-wa-nioedo	色は匂へど	複数の読み切りを収めた作品集。揺れる心を描くドラマティックなロマンス。
severe	35	yes	105199	manga-niku	マンガ肉	23人の漫画家がそれぞれに描いた物語を集めた、肉づくしのアンソロジー。
severe	35	yes	106209	mrs-mermaid	ミセス・マーメイド	人魚の伝説がいまも息づく港町を舞台に、幼なじみたちの姿を描くロマンス。
severe	35	yes	107548	kaa-sama-no-ie	母様の家	拝み屋の郷内心瞳が出会う怪異の数々を描く、ドラマと超常が交差する物語。
severe	35	yes	112210	tokimeki-tonight-etou-moori-no-kakeochi	ときめきトゥナイト 江藤望里の駆け落ち	「ときめきトゥナイト」の前日譚。江藤望里とその過去に焦点を当てた物語。
severe	35	yes	112696	tsuyameku-yami-to-oboreru-hikari	艶めく闇と溺れる光	謎を解こうとする一人の探偵と、自分自身を知らない男を描いたミステリー。
severe	35	yes	112974	toripiki	とりぴき	人間の秋瀬陽太と、天狗のアスパが一緒に暮らすことになった——コメディ。
severe	35	yes	115474	aku-musu	あくむす	『悪ノ娘』の世界を題材に、ユーモラスな「もしも」を描いた4コマ短編集。
severe	35	yes	118679	umigui	海喰い	「人食いの深海生物を生き延びろ！」をうたう、パニックサバイバルの物語。
severe	35	yes	124665	love-live-school-idol-diary-sekando-season	ラブライブ!School idol diaryセカンドシーズン	スクールアイドルたちの日々をつづったラブライブ!の物語、第二シーズン。
severe	35	yes	129173	kawauso-no-jitenshaya-san	かわうその自転車屋さん	かわうそが営む自転車屋さんをめぐる、ほのぼのとしたファンタジー日常譚。
severe	35	yes	151429	barahime	薔薇姫	表題作「薔薇姫」ほか、「空がこんなに青いとは」「くも」を収めた短編集。
severe	35	yes	158943	teito-kagemonogatari	帝都影物語	病弱な皇子に瓜二つの村の少年が、その身代わりを務めるよう頼まれる物語。
severe	35	yes	162007	chiguhagu-trick	チグハグトリック	大胆で露出好きな少女と、内気な読書好きの少年が繰り広げるラブコメディ。
severe	35	yes	166142	fullmetal-alchemist	Fullmetal alchemist	劇場版『鋼の錬金術師 ミロスの聖なる星』の劇場来場者に向けた特典漫画。
severe	35	yes	182479	kakugeibu	かくげいぶ!	中学の女子格闘ゲーム部を描く物語が、初めて書籍となって登場。コメディ。
severe	35	yes	194265	sentinel-loverse	Sentinel loverse	Sentinel Loverse——二人の関係を描くロマンス・ドラマ。
severe	35	yes	198913	otokojuku-gaiden-akaishi-gouji	男塾外伝赤石剛次	『魁!!男塾』のスピンオフ。塾生・赤石剛次にスポットを当てて描く物語。
severe	36	yes	41640	kingyoya-koshoten-suitouchou	金魚屋古書店出納帳	古書店を舞台に、人々の暮らしを穏やかに描いたスライス・オブ・ライフ作品。
severe	36	yes	45401	shinsengumi-jingishou-asagi	新選組刃義抄アサギ	幕末の動乱、明治維新の只中を生きた新選組の物語を描く、新たなマンガ作品。
severe	36	yes	53346	spotted-flower	Spotted Flower	新婚の働くオタク男性と、妊娠中の妻。そんな夫婦の結婚生活を描く日常漫画。
severe	36	yes	71687	otoko-toire-de-machiawase	男子トイレで待ち合わせ	男子トイレで待ち合わせる少女と少年——。その出会いを描いた同人発の物語。
severe	36	yes	85065	little-busters-end-of-refrain	リトルバスターズ!End of Refrain	放送されたTVシリーズに連なる『リトルバスターズ!』のコンパニオン漫画。
severe	36	yes	86314	henshin-no-news	変身のニュース	一見シュールでありながら純文学のような筆致で、人間の不思議を描く短編集。
severe	36	yes	88271	heroes-kamubakku	ヒーローズ・カムバック	2011年の東日本大震災復興支援企画として発表された特別編を集めた一冊。
severe	36	yes	95816	onii-chan-gacha	お兄ちゃん、ガチャ	ガシャポンの機械から「お兄ちゃん」を引き当てた小学生の少女をめぐる物語。
severe	36	yes	97451	ikinokore-shachiku-chan	いきのこれ!社畜ちゃん	社畜ちゃんと、その職場で繰り広げられる日々のドタバタを描く日常コメディ。
severe	36	yes	98250	subete-ga-chottozutsu-yasashii-sekai	すべてがちょっとずつ優しい世界	穏やかで素朴な村と、変化を求めたことが招く思いがけない結末を描いた寓話。
severe	36	yes	101958	isekai-elf-no-dorei-chan	異世界エルフの奴隷ちゃん	気弱で頼りない主人を持つ、二人の奴隷たちの暮らしを描いた異世界コメディ。
severe	36	yes	102803	kyou-o-aruku	今日を歩く	ありふれた日本の郊外を、一人の老人のまなざしを通して静かに見つめる物語。
severe	36	yes	104445	shoujo-akuma-to-naru-niwa	少女、悪魔となるには	悪魔と、何としても悪魔になろうとする少女の物語を描くファンタジーホラー。
severe	36	yes	104695	shiroi-kyotou	白い巨塔	大阪を舞台に新たに描き直された、医療界の権力と人間模様を描く名作ドラマ。
severe	36	yes	105376	suiyoubi	水曜日	やる気のない女子高生たちの、ゆるやかな日常を描くスライス・オブ・ライフ。
severe	36	yes	105702	reimachi-ki-tan	霊街奇譚	心霊探偵と、その助手を務める女子高生の物語。怪異とミステリーが交差する。
severe	36	yes	107354	kumauchi-no-onna	クマ撃ちの女	千秋はハンター。日本最強の生き物を狙う、一人の女の狩りを描くアクション。
severe	36	yes	107788	tennouji-san-wa-bodoge-ga-shitai	天王寺さんはボドゲがしたい	可愛い女の子たちがボードゲームに興じる、ほのぼのとした日常を描いた漫画。
severe	36	yes	108311	kainis-no-kin-no-tori	カイニスの金の鳥	19世紀のイングランドを舞台に、作家になる夢を追う一人の少女を描く物語。
severe	36	yes	109738	gyanpurin	ぎゃんぷりん	ギャンブルと気ままな生活を愛する四人の若い女性たちの、日常を描いた作品。
severe	36	yes	111634	doraemon-nobita-no-shin-kyouryuu-eiga-story	ドラえもんのび太の新恐竜	2020年3月公開の映画「ドラえもん のび太の新恐竜」を漫画化した作品。
severe	36	yes	112438	dear-boys-over-time	DEAR BOYS OVER TIME	バスケットボール漫画「DEAR BOYS」の、その後を描くエピローグ集。
severe	36	yes	113388	pokettomonsutaa-satoshi-to-gou-no-monogatari	ポケットモンスター～サトシとゴウの物語!～	2019年放送のアニメ『ポケットモンスター』をもとにした新たな漫画作品。
severe	36	yes	115781	puchi-gonabisu	ぷちゴナビス	ARGONAVISプロジェクトのキャラクターたちの日常を描く4コマ漫画。
severe	36	yes	121546	kukoku-no-juushi	九国のジュウシ	戦国時代を舞台に、狼に育てられた獣のような野生児を描く歴史活劇コメディ。
severe	36	yes	123030	eeaaru-maruchipuru-savaivu	AR/MS(マルチプル・サヴァイヴ)!!	Webマンガ部門で「次にくるマンガ大賞2020」にノミネートされた作品。
severe	36	yes	123842	yasashi-isekai	優し異世界	それぞれに違う「優しい」異世界での暮らしを描いた、和友市友による短編集。
severe	36	yes	130585	maki-to-mami	マキとマミ	上司が衰退ジャンルのオタク仲間だった——そんな二人を描いた日常コメディ。
severe	36	yes	131213	manga-day-to-day	MANGA Day to Day	109人の漫画家たちが、コロナ禍以降のそれぞれの日常を描いたオムニバス。
severe	36	yes	134438	nozokiana	のぞき穴	鍵、花喰い、鏡の世界など、複数の作家による怪奇短編を集めたアンソロジー。
severe	36	yes	136176	romeo-to-juliet-isakawa-2014	ロミオとジュリエット	シェイクスピアの不朽の名作戯曲「ロミオとジュリエット」を漫画化した作品。
severe	36	yes	140907	psycho-pass-3	PSYCHO-PASS サイコパス 3	近未来、人間の心理状態を数値化し管理する社会を舞台にしたSFミステリー。
severe	36	yes	164465	maru-sankaku-shikaku-higashimura-2024	まるさんかくしかく	昭和の宮崎を舞台に、小学四年生の林晶子の日々を描くエッセイコメディ漫画。
severe	36	yes	165032	kamisakka-murasakishikibu-no-arienai-hibi	神作家・紫式部のありえない日々	源氏物語の作者・紫式部を主人公に描く、平安時代を舞台にした歴史コメディ。
severe	36	yes	166704	antoroposen-no-inudorobou	アントロポセンの犬泥棒	「野豚物語」「犬泥棒」など、人と動物をめぐる幻想的な短編を集めた作品集。
severe	36	yes	176530	ore-no-hanamuko-wa-omae-janai	俺の花婿はお前じゃない	傍若無人な「理想の男」と、素直になれないエリート男との結婚をめぐる物語。
severe	36	yes	176944	hanabi-yoshihara-2021	花火	「花火」をはじめ、雪女や四月馬鹿などをモチーフにした短編を集めた作品集。
severe	36	yes	181149	higouhou-romance	非合法ロマンス	彼は42歳の独身男性。女子大の憲法学教授との、燃え上がるようなロマンス。
severe	36	yes	185788	parashoppers	パラショッパーズ	謎のアプリで超能力を売買しながら、命を懸けて戦う高校生を描くアクション。
severe	36	yes	186436	musashino-lost-highway	武蔵野ロストハイウェイ	「夜明けの人々」を序章に、桶川、稲城、自由が丘など各地を巡る連作短編集。
severe	36	yes	197343	isekai-cheat-suit-ando-mahoutsukai	異世界チート戦士&魔法使い	『異世界チート魔術師』の作者・内田健による、新たな「異世界チート」物語。
severe	36	yes	202443	yonagahime-to-mimiotoko	夜長姫と耳男	長者の招きやモノノケ——古き世の人々の業や情念を描いた、幻想的な短編集。
severe	36	yes	203522	akumu-no-yakata-e-youkoso	悪夢の館へようこそ	「3人目はあなた」ほか、複数の作家による恐怖の物語を収めたホラー短編集。
severe	37	yes	45498	shounen-yo-tanbi-o-egake	少年よ耽美を描け	BL漫画を共作する4人の男子高校生を描く、4コマのスローライフ・コメディ。
severe	37	yes	48243	eien-no-jewel	永遠のジュエル	「真夜中のジュエル」シリーズの第3弾となる続編。甘く色づく恋の物語が続く。
severe	37	yes	55038	ziggurat	Ziggurat	女怪盗と、熱血な高校生探偵。二人が織りなすミステリー・チェイスアクション。
severe	37	yes	67745	tono-chan-no-shimashima-eburidi	TONOちゃんのしましまえぶりでぃ	野良猫を拾った少女を描く、ほのぼのとした日常もの。スローライフ・コメディ。
severe	37	yes	74495	idol-master-cinderella-girls-ensemble	アイドルマスターシンデレラガールズあんさんぶる!	携帯ゲーム『アイドルマスター シンデレラガールズ』を題材にした4コマ漫画。
severe	37	yes	79511	odoru-keikan	踊る警官	気軽に楽しく読める一編。一人の警官が、怒りの音に合わせて踊り出してしまう。
severe	37	yes	91865	aparuto-mate	アパルトめいと	一つのアパートに、一人の男と一人の女。さて、何が起こるのか——。ロマンス。
severe	37	yes	98646	misoji-to-lady	三十路とレディ	「あの日」、すべては始まった。女子高生と教師の、瑞々しい恋を描くロマンス。
severe	37	yes	99487	hatsuetchi-no-oaite-wa-masaka-no-houtaiotoko	初エッチのお相手は…まさかの包帯男!?	Note: 第1巻から第3巻のみ「はじめての」というタイトルが付いた作品。
severe	37	yes	105338	arune-no-file	アルネの事件簿	吸血鬼の探偵アルネが、相棒のリンとともに奇妙な事件の数々に挑むミステリー。
severe	37	yes	105498	shashinya-kafuka	写真屋カフカ	黒づくめの男が、古いカメラで過去の写真を撮っていく。その姿を描いたドラマ。
severe	37	yes	105794	watashi-to-watashi	私と私	「私と私」をはじめ、いくつかの物語を収めた短編集。恋と日常をめぐるドラマ。
severe	37	yes	111714	reidobakkaazu-motomaou-ran-chan-no-isekai-seikatsu	LAIDBACKERS-レイドバッカーズ-～元魔王らんちゃんの異世界せいかつ～	元魔王が小学生として転生してしまう。のんびり異世界スローライフ・コメディ。
severe	37	yes	113930	3b-no-koibito	3Bの恋人	付き合ってはいけない職業の男子たちとの、恋の駆け引きを描いたラブコメディ。
severe	37	yes	114489	haru-wa-mijikashi-koiseyo-otoko	春は短し恋せよ男子。	恋愛経験がまるでない4人の高校生男子。彼らの日常と恋の行方を描くロマンス。
severe	37	yes	115600	mizuki-shigeru-kaiki-to-fuushi-sakuhinshuu	水木しげる怪奇と風刺作品集	「地獄の鈴」「神様」など、怪奇と風刺をテーマにした全22編を収めた作品集。
severe	37	yes	116395	tapris-sugar-step	タプリスシュガーステップ	『ガヴリールドロップアウト』のスピンオフ。タプリスに焦点をあてて描く一作。
severe	37	yes	117735	muscle-grill-the-comic	マッスルグリルTHE COMIC	日本のYouTubeチャンネル「マッスルグリル」を題材にしたコメディ漫画。
severe	37	yes	127551	pocket-monsters-bw-good-partners	ポケットモンスターB・W	ゲーム『ポケットモンスター ブラック・ホワイト』をもとにしたポケモン漫画。
severe	37	yes	138058	tafu-bangaihen-yawara-no-show	TOUGH番外編柔の章	東京パラリンピック2020を目指す、盲目の柔道家の歩みを描いたスピンオフ。
severe	37	yes	140760	shibuya-near-family	シブヤニアファミリー	渋谷に暮らす小学三年生の女の子とその家族の生活を、いきいきと描いた日常譚。
severe	37	yes	143513	surechigai-mo-koi-no-uchi	スレチガイも恋のうち	漫画家・屋乃啓人による読み切り作品を集めたコメディ・ラブストーリー短編集。
severe	37	yes	144329	yuko	YUKO	夕雨子のころ、魔都、ピアス——人間の業や情念を見つめた短編を集めた作品集。
severe	37	yes	145135	caramel-comic-book-edition	からめる	Karameruのショート動画が織りなすクレイジーな世界が、ついに漫画化。
severe	37	yes	152029	seishun-kafeteria	青春カフェテリア	甘く優しくて思わずうっとりしてしまう、ふわふわなショートラブストーリー集。
severe	37	yes	164705	bonkura-onmyouji-no-oniyome	ぼんくら陰陽師の鬼嫁	秋田みやびのライトノベルを原作とする、ぼんくらな陰陽師と鬼嫁をめぐる物語。
severe	37	yes	175857	kuzu-gedou-no-ore-wa-sennou-skill-de-bishoujo-o-nugasu-koto-ni-shita	クズ外道の俺は、洗脳スキルで美少女を脱がすことにした。	洗脳スキルを手にした主人公が、美少女を相手に繰り広げる異世界ファンタジー。
severe	37	yes	182266	rasubosu-tachi-no-kakushi-go	ラスボスたちの隠し仔	プログラミングのスキルで魔法が使える世界で、魔王城に転生してしまった物語。
severe	37	yes	183425	oki-ni-mesu-mama-2019	お気に召すまま	「bonds or ties」などを収めた、母を題材にした成人向け短編集。
severe	38	yes	40809	suzumiya-haruhi-chan-no-yuuutsu	涼宮ハルヒちゃんの憂鬱	「涼宮ハルヒ」シリーズを下敷きにした、ぷよによる公式四コマとコメディ短編集。
severe	38	yes	45099	high-score	HIGH SCORE	とある高校に集う、ナンセンスな個性派たちを描くテンポの良い4コマギャグ漫画。
severe	38	yes	53703	mayonaka-no-jewel	真夜中のジュエル	ルリと怪盗クロウをめぐる物語を収めた続編。彼らの新たなエピソードが描かれる。
severe	38	yes	58897	steins-gate-shijou-saikyou-no-slight-fever	STEINS;GATE 史上最強のスライトフィーバー	「STEINS;GATE」の世界を舞台に、牧瀬紅莉栖の視点から語られる物語。
severe	38	yes	62431	eden-de-aou	エデンで会おう	美術を学ぶ学生・大庭たま子が、美術系の高校で過ごした日々の経験を語るドラマ。
severe	38	yes	76422	roppan	ろっぱん!!	小学生の仲良し6人組が繰り広げる、かわいくてやんちゃな日々を描いたコメディ。
severe	38	yes	77575	hajimete-o-anata-to	初めてをあなたと	「初めてをあなたと」をはじめ、淡い恋心と触れ合いを描いた短編を収めた恋愛集。
severe	38	yes	85960	naisho-ja-tarinaiyo	ナイショじゃたりないよ	表題作「ナイショじゃたりないよ」ほか、ときめきの恋を描いた短編を集めた一冊。
severe	38	yes	86158	shigatsu-wa-kimi-no-uso-coda	四月は君の嘘Coda	「四月は君の嘘」の特別編。公生とつばきの幼い日々を描いた、ほっと和める一編。
severe	38	yes	87196	chibichuki	ちびちゅき!	Type-Moon作品の数々のキャラクターが学園を舞台に集結するギャグ漫画。
severe	38	yes	90808	tokyo-ravens-girls-photograph	東京レイヴンズ-Girls Photograph-	「東京レイヴンズ」の女性キャラクターたちに焦点をあてたスピンオフ・コメディ。
severe	38	yes	92290	jaba-uokkii-1914	ジャバウォッキー1914	『ジャバウォッキー』の続編。舞台を20世紀へと移し、新たな物語が幕を開ける。
severe	38	yes	92629	chikai-no-kisu-wa-16-sai	誓いのキスは、16歳	誓いのキスをめぐる表題作ほか、ときめく恋を描いた短編を収めた少女向け作品集。
severe	38	yes	93026	kantai-collection-kancolle-tomarigi-no-chinjufu	艦隊これくしょん-艦これ-止まり木の鎮守府	「艦これ」を題材に、 重巡洋艦の姉妹・鈴谷と熊野を中心に描くスピンオフ漫画。
severe	38	yes	96305	hontou-ni-atta-shougeki-no-kyoufu-taiken	本当にあった衝撃の恐怖体験	身近にひそむ衝撃の恐怖体験を集めた、複数の作家による短編ホラーアンソロジー。
severe	38	yes	97538	ureshon	うれしょん!	ある少年が、公衆の場で立ち小便をする少女を目撃し、その彼女に恋をしてしまう。
severe	38	yes	98111	momopuro-z	ももプロZ	人気アイドルグループ「ももいろクローバーZ」のメンバー五人の活動を追う漫画。
severe	38	yes	100194	light-shimai	ライト姉妹	姉が、妹を小説家に育て上げようと奮闘する。そんな姉妹の日常を描いたコメディ。
severe	38	yes	105231	gal-isha-ayappe	ギャル医者あやっぺ	「このマンガがすごい!」2020年版のマンガ部門にノミネートされたコメディ。
severe	38	yes	105872	girls-und-panzer-saishuushou-keizoku-koukou-harapeko-shokujidou	ガールズ&パンツァー最終章継続高校はらぺこ食事道	『ガールズ＆パンツァー』に登場する学校をめぐるグルメシリーズ。日常コメディ。
severe	38	yes	107375	koi-ni-dokubari	恋に毒針	本当の恋は、甘いだけのものではないと思う——。そんな想いから始まるロマンス。
severe	38	yes	109309	joou-no-jouken	王女の条件	王位継承を巡って争う、腹違いの姉妹二人。愛憎渦巻く王権のドラマを描いた一作。
severe	38	yes	109493	konna-black-jack-wa-iya-da	#こんなブラック・ジャックはイヤだ	ブラック・ジャックをはじめとする手塚キャラクターたちが登場するパロディ作品。
severe	38	yes	109959	sensei-wa-koukousei	センセイは高校生	別冊フレンドに掲載された、春木さきの新シリーズ。先生と高校生をめぐる恋物語。
severe	38	yes	113014	otokojuku-gaiden-daigouin-jaki	男塾外伝大豪院邪鬼	『魁!!男塾』のスピンオフ作品。大豪院邪鬼に焦点を当てて描かれるアクション。
severe	38	yes	113694	bartender-6stp	バーテンダー6stp	世界を放浪してきた青年・酒井瞬が、佐治間錬の営むバーで働き始める日常ドラマ。
severe	38	yes	114520	hadakaikkan-tsuzui-san	裸一貫!つづ井さん	作者・つづ井が、一人の女性として歩んできた人生の様々な時期を綴る自伝的漫画。
severe	38	yes	114785	shanghai-hakujatei-ki-tan	上海白蛇亭奇譚	架空の1920年代上海の茶館を舞台に繰り広げられる、オカルト・ファンタジー。
severe	38	yes	116154	uchi-ni-oideyo	部屋においでよ	出会ったその日から、同じ部屋で暮らすことになった二人。そんな男女を描く物語。
severe	38	yes	120312	lemon-erou	レモンエロウ	エロティシズムが禁じられた日本。その現実を変えようと決意した一人の男の物語。
severe	38	yes	121260	mannaka-no-ritsu-kun	まんなかのりっくん	いたずら好きの少年りっくんと、その風変わりな家族を中心に描くホームコメディ。
severe	38	yes	121871	nakasete-kurenai-kamiya-san	鳴かせてくれない上家さん	放課後の雀荘部で繰り広げられる、四角関係の恋の行方は——。麻雀ラブコメディ。
severe	38	yes	125475	gensen-tanpenshuu-gougasa	幻選短編集 豪画沙GOGASHA	悪魔騎士やシレーヌちゃん、ヴァンパイアコップなど、多彩な作品を集めた短編集。
severe	38	yes	134065	baki-gaiden	バキ外伝	格闘漫画『バキ』の外伝。中国拳法の達人・烈海王が、異世界へ転生する姿を描く。
severe	38	yes	134227	shitsuji-to-watashi-no-mainichi-gohan	執事と私の毎日ごはん	少女エミリーと、毎日彼女のために料理をする執事の、心温まる日常を描いた物語。
severe	38	yes	134715	sono-mogari-wa-netsu-o-shiranai	そのモガリは熱を知らない	進路に悩む研修医が、医師免許を持つ探偵と出会う。そこから動き出すミステリー。
severe	38	yes	138112	tengen-toppa-gurenragan-lagann-do-ahou-hen	天元突破グレンラガン 男どアホウ!編	アニメのキャラクターたちを、大グレン学園の野球選手として再構築したコメディ。
severe	38	yes	138210	jimikon	ジミ婚	「逆プロポーズ花嫁」「ふたりじめ花嫁」など、花嫁をめぐる物語を集めた短編集。
severe	38	yes	141043	takachiho-honoka-senpai-ga-suki-de-suki-de-iroiro-gaman-dekinai	高千穂ほのか先輩が好きで好きで色々ガマンできない。	高千穂ほのか先輩への抑えきれない想いを描く、コメディタッチのラブストーリー。
severe	38	yes	145050	buruubaado-5	ブルーバード5	1940年代のベルギーを舞台に、古城に暮らす少女を描く第二次世界大戦の物語。
severe	38	yes	148483	mahou-shoujo-misoji	魔法少女三十路	ある日突然魔法少女になってしまった、35歳のオフィスレディの奮闘を描く物語。
severe	38	yes	154981	nukarumi-no-shokutaku	泥濘の食卓	自己肯定感がまるでない一人の女性が、どうにかして幸せを見つけようとする物語。
severe	38	yes	161864	zessei-no-akujo-wa-ma-ouji-sama-ni-chouai-dekiaisareru	絶世の悪女は魔王子さまに寵愛される	「悪女」として恐れられる美しい女性と、魔王子の織りなすファンタジーロマンス。
severe	38	yes	165207	toorima-1991	通り魔1991	表題作「通り魔1991」や「女神が落ちた日」など、複数の短編を収めた作品集。
severe	38	yes	180264	arunosaaju	アルノサージュ	ゲーム「シェルノサージュ」と「アルノサージュ」のあいだの物語を描くSF作品。
severe	38	yes	196621	pan-ga-nakereba-yakeba-ii	パンがなければ焼けばいい	祖母のパン屋を受け継いだ若い女性が、働く中で思いがけない助けを得ていく物語。
severe	38	yes	202089	fushigi-tales-garden	不思議テイルズガーデン	番外編1編と、読み切り「コイカミ～レベル1～」を収録したファンタジー作品集。
severe	38	yes	209147	30-debut	30デビュー	30歳を機に始まる恋を描いた表題作をはじめ、甘くせつない恋愛を集めた短編集。
severe	39	yes	37514	hamster-no-kenkyuu-report	ハムスターの研究レポート	可愛い物語を読みながら、ハムスターについての面白い豆知識が学べるコメディ漫画。
severe	39	yes	65623	onigiri-tsuushin	おにぎり通信	二ノ宮知子の家族——夫と息子との暮らしを下敷きにした、可愛らしいエッセイ漫画。
severe	39	yes	85362	nee-darenimo-himitsu-dayo	ねぇ、誰にもヒミツだよ	表題作「ねぇ、誰にもヒミツだよ」をはじめ、ときめく恋を描いた短編を集めた一冊。
severe	39	yes	99114	watashi-wa-kimi-o-nakasetai	私は君を泣かせたい	出会ったことのない者同士を「涙」が結ぶ。優等生と不良が涙を通じてつながる物語。
severe	39	yes	99117	oshigotoowari-ni-gohoubi-o	お仕事おわりにごほうびを	恋に落ちる喜びと、まるごと愛される幸せを「ごほうび」のように届ける恋愛短編集。
severe	39	yes	99177	ookumo-chan-flash-back	大蜘蛛ちゃんフラッシュ・バック	高校一年生の鈴木みのるは、ときおり、高校生だった自分の母の過去の光景が見える。
severe	39	yes	101173	farao	ファラ夫	ファラオが現代日本で目を覚ました。そこから巻き起こる、抱腹絶倒の日常コメディ。
severe	39	yes	101559	iron-ghost-no-shoujo	アイアン・ゴーストの少女	三上レイによる最新ホラーシリーズ。奇妙な機械人形を操る女子高生・天里澪の物語。
severe	39	yes	104821	koisuru-michiru-ojou-sama	恋するみちるお嬢様	ミチルお嬢様は、家庭教師の榊に恋している。そんな二人の日常を描くラブコメディ。
severe	39	yes	105077	chrono-magia-mugen-no-haguruma	クロノマギア∞の歯車	スマホゲーム『CHRONO MA:GIA』を原作とするアクションファンタジー。
severe	39	yes	105225	gesokon-tantei	ゲソコン探偵	新人探偵が、足フェチを持つ若き靴職人の力を借りて事件を解決していくミステリー。
severe	39	yes	105232	bentenbashi-minami-shoutengai-joshi-puroresu	弁天橋南商店街女子プロレス!!	引退したアイドルレスラーが、今は商店街で働いている。そんな彼女を描くコメディ。
severe	39	yes	107801	mobile-suit-moon-gundam	機動戦士ムーンガンダム	宇宙世紀の後半に、月の光が射し込む。新たなガンダム・サーガが、今ここに始まる。
severe	39	yes	108589	zeppin-ramen-musume	絶品!らーめん娘	「裸エプロン」を制服とする、若い女性スタッフだけのラーメン店をめぐるコメディ。
severe	39	yes	109545	sara-zanmai	さらざんまい	アニメ「さらざんまい」を、キャラクターデザインのMiggyが描くコミカライズ。
severe	39	yes	110232	wan-piisu-kobii-ni-no-kohiyama	ONE PIECEコビー似の小日山	『ONE PIECE』のキャラ・コビーにそっくりな中学生を主役にしたコメディ。
severe	39	yes	110612	houkago-toxic	放課後トキシック	不良少年と、何も知らない少女の、危うく毒のような恋愛模様を描くラブストーリー。
severe	39	yes	111561	sayonara-alter	さよならオルタ	一卵性双生児の葬儀——死んだのはどちらの少女なのか。その問いから始まるドラマ。
severe	39	yes	111924	after-5-no-jououtachi	アフター5の女王たち	昼はOL、夜はSMの女王（見習い）。二重生活を送るマドカの日常を描くコメディ。
severe	39	yes	112540	take-it-easy-2000	テイクイットイージー	「テイクイットイージー」を表題に、いくつかの恋の物語を収めたロマンスの作品集。
severe	39	yes	116146	nobunaga-sensei	ノブナガ先生	現代の日本で、織田信長が教師として働く――。そんな設定を軸に描かれるコメディ。
severe	39	yes	116477	pocket-monsters-special-sword-shield	ポケットモンスターSPECIALソード・シールド	「ソード・シールド」編は、ツルギ・ソウドとタテ・シルドミリアの冒険を描く物語。
severe	39	yes	116621	oniyome-to-kekkon-shite-shimatta-kekka	鬼嫁と結婚してしまった結果	智之が結婚した相手は、文字どおり本物の鬼。鬼の嫁との暮らしを描くラブコメディ。
severe	39	yes	117736	hidan-no-aria-shiden-no-majo	緋弾のアリア 紫電の魔女	「緋弾のアリア」漫画版の続編。原作7巻から9巻までを描いたアクションコメディ。
severe	39	yes	118379	tsuranaru-stella	つらなるステラ	「マイ・ボーイ」の高野ひとみが、恋を描くBL短編集。表題作ほか数編を収録する。
severe	39	yes	120826	caramel-cinnamon-popcorn	キャラメルシナモンポップコーン	映画会社の宣伝部に勤めるカンナが、有名俳優と出会う。そんな二人を描くロマンス。
severe	39	yes	123586	peiru-blue-dot	ペイル・ブルー・ドット	「バトルアスリーテス大運動会」を題材にしたSFスポーツ作品。番外編を1話収録。
severe	39	yes	124300	ougishima-saijiki	扇島歳時記	1866年。長崎の遊郭に生まれた一人の少女が、大人になる瞬間を追って描く物語。
severe	39	yes	133681	sonotoki-shuraba-ga-ugoita	そのとき修羅場が動いた	恋に正解も間違いもない——。きっとお気に入りのヒロインが見つかるラブコメディ。
severe	39	yes	133824	darling-wa-71-sai	ダーリンは71歳	「ダーリンは70歳」シリーズの第二弾。年の差夫婦の暮らしを綴ったエッセイ漫画。
severe	39	yes	133826	darling-wa-73-sai	ダーリンは73歳	「ダーリンは70歳」シリーズの第四作。年を重ねた夫婦の日常を綴るエッセイ漫画。
severe	39	yes	133827	darling-wa-74-sai	ダーリンは74歳	「ダーリンは70歳」シリーズの第五作。年を重ねた夫婦の日常を綴るエッセイ漫画。
severe	39	yes	138553	nanikato-mujikaku-na-joshi	何かと無自覚な女子	若く見える店長と、ウェイトレス。喫茶店を舞台にした、ささやかな日常を描く物語。
