slug	頁題	頁最大巻	巻	isbn	発売日	楽天題	楽天副題	楽天著者	出版社	レーベル	見送り理由
muv-luv-unlimited	マブラヴアンリミテッド	2	4	9784840238328	2007-03-27	マブラヴ　アンリミテッド（4）		緋呂河　とも/アージュ	KADOKAWA	電撃コミックス	G2:レーベル不一致(電撃コミックス≠DENGEKI COMICS)
nagai-gou-world	永井豪world	1	2	9784777190447	2006-06-15	永井豪WORLD（2）		永井豪	ゴマブックス	Goma　comics	G3:日付逆行(2006-06-15<2008-10)
nagai-gou-world	永井豪world	1	3	9784777190454	2006-07-15	永井豪WORLD（3）		永井豪	ゴマブックス	Goma　comics	G3:日付逆行(2006-07-15<2008-10)
nagai-gou-world	永井豪world	1	4	9784777190461	2006-08-12	永井豪WORLD（4）		永井豪	ゴマブックス	Goma　comics	G3:日付逆行(2006-08-12<2008-10)
nagai-gou-world	永井豪world	1	5	9784777190478	2006-09-15	永井豪WORLD（5）		永井豪	ゴマブックス	Goma　comics	G3:日付逆行(2006-09-15<2008-10)
nagai-gou-world	永井豪world	1	6	9784777190485	2006-10-14	永井豪WORLD（6）		永井豪	ゴマブックス	Goma　comics	G3:日付逆行(2006-10-14<2008-10)
nagira-kenichi-bachiatari-no-hirumazake	なぎら健壱バチ当たりの昼間酒	1	3	9784785962500	2018-07	なぎら健壱バチ当たりの昼間酒（その3）		魚乃目三太/なぎら健壱	少年画報社	思い出食堂コミックス	G2:レーベル不一致(思い出食堂コミックス≠Comic) / G3:日付逆行(2018-07<2022-10)
naniwa-joshidaisei-club	なにわ女子大生倶楽部	2	3	9784812452479	1998-12-07	なにわ女子大生倶楽部（3）		胡桃ちの	竹書房	バンブーコミックス	G2:レーベル不一致(バンブーコミックス≠Bamboo comics)
naniwa-ooeru-funsenki	なにわOL奮戦記	4	5	9784812459478	2004-04	なにわOL奮戦記（5）		胡桃ちの	竹書房	バンブーコミックス	G2:レーベル不一致(バンブーコミックス≠Bamboo comics)
naomi-damon	ナオミだもん	14	15	9784832261730	2000-06-02	ナオミだもん（15）		こだま学	芳文社	マンガタイムコミックス	G2:レーベル不一致(マンガタイムコミックス≠まんがタイムコミックス)
nazuna-no-neiro	なずなのねいろ	2	3	9784199502309	2011-02	なずなのねいろ（3）		ナヲコ	徳間書店	リュウコミックス	G2:レーベル不一致(リュウコミックス≠Ryu comics)
neko-no-te-kashimasu	猫の手貸します!	2	3	9784812455555	2001-09	猫の手貸します！（3）		さんりようこ	竹書房	バンブーコミックス	G2:レーベル不一致(バンブーコミックス≠Bomboo comics)
neko-no-te-kashimasu	猫の手貸します!	2	4	9784812458839	2003-11	猫の手貸します！（4）		さんりようこ	竹書房	バンブーコミックス	G2:レーベル不一致(バンブーコミックス≠Bomboo comics)
neko-no-te-kashimasu	猫の手貸します!	2	5	9784812460207	2004-09	猫の手貸します！（5）		さんりようこ	竹書房	バンブーコミックス	G2:レーベル不一致(バンブーコミックス≠Bomboo comics)
neko-no-te-kashimasu	猫の手貸します!	2	6	9784812460306	2004-10	猫の手貸します！（6）		さんりようこ	竹書房	バンブーコミックス	G2:レーベル不一致(バンブーコミックス≠Bomboo comics)
nekomata-jirushi-no-somemonoya-san	ねこまた印の染物屋さん	1	2	9784801990432	2026-08-17	ねこまた印の染物屋さん（2）		宇仁田ゆみ	竹書房	バンブーコミックス	G2:レーベル不一致(バンブーコミックス≠Bamboo comics)
nijiko-lullaby	虹子ララバイ	9	10	9784796286831	1994-02-16	虹子ララバイ（10）		志賀公江	スコラ	スコラ・レディス・コミックス	G2:レーベル不一致(スコラ・レディス・コミックス≠スコラレディースコミックス)
nijiko-lullaby	虹子ララバイ	9	11	9784796286978	1994-09-16	虹子ララバイ（11）		志賀公江	スコラ	スコラ・レディス・コミックス	G2:レーベル不一致(スコラ・レディス・コミックス≠スコラレディースコミックス)
nijiko-lullaby	虹子ララバイ	9	12	9784796287012	1994-12-19	虹子ララバイ（12）		志賀公江	スコラ	スコラ・レディス・コミックス	G2:レーベル不一致(スコラ・レディス・コミックス≠スコラレディースコミックス)
ningen-club	人間倶楽部	14	15	9784872872132	1998-01-09	人間倶楽部（15）		寺館和子	宙出版	エメラルドコミックス	G2:レーベル不一致(エメラルドコミックス≠Emerald comics Hi)
nintou-homura-den	忍闘炎伝	1	2	9784056019261	1998-06-26	忍闘炎伝（2）		長谷川裕一（漫画家）	Gakken	NORAコミックス	G2:レーベル不一致(NORAコミックス≠ノーラコミックス)
nintou-homura-den	忍闘炎伝	1	3	9784056019612	1998-09-07	忍闘炎伝（3）		長谷川裕一（漫画家）	Gakken	NORAコミックス	G2:レーベル不一致(NORAコミックス≠ノーラコミックス)
noroi-no-shoutaijou	呪いの招待状	3	9	9784821181056	2004-09-17	幸福狩り	呪いの招待状　9	曽祢まさこ	ぶんか社	ホラーMコミックス	G3:日付逆行(2004-09-17<2006-08)
noroi-no-shoutaijou	呪いの招待状	3	10	9784821182312	2005-12-01	白雪地獄変	呪いの招待状　10	曽祢まさこ	ぶんか社	ホラーMコミックス	G3:日付逆行(2005-12-01<2006-08)
noroi-no-shoutaijou	呪いの招待状	3	11	9784821182879	2006-04-17	瑪瑙の呪い	呪いの招待状　11	曽祢まさこ	ぶんか社	ホラーMコミックス	G3:日付逆行(2006-04-17<2006-08)
noroware-koushaku-to-suterareta-hanayome-no-saiaikon	呪われ公爵と捨てられた花嫁の最愛婚	1	2	9784910617756	2026-06-17	呪われ公爵と捨てられた花嫁の最愛婚2		汀よしの/歪牙龍尾	ファンギルド	comic スピラ	G2:レーベル不一致(comic スピラ≠SPIRA COMICS)
obake	オバケ	3	4	9784063283099	1992-12-18	オバケ（4）		畑中純	講談社	モーニングKC	G3:日付逆行(1992-12-18<2008-10)
obatalian	オバタリアン	12	13	9784812451908	1998-03-27	オバタリアン（13）		堀田かつひこ	竹書房	バンブーコミックス	G2:レーベル不一致(バンブーコミックス≠Bamboo comics)
ochikobore-fruits-tart	おちこぼれフルーツタルト	8	9	9784832297432	2026-08-27	おちこぼれフルーツタルト　9		浜弓場 双	芳文社	まんがタイムKRコミックス	G2:レーベル不一致(まんがタイムKRコミックス≠Kirara menu)
oda-nobunaga-2016	織田信長	2	3	9784845833788	2007-06	織田信長（3）		ケン月影/久保田千太郎	リイド社	ＳＰコミックス	G3:日付逆行(2007-06<2016-04)
oishii-mizu	おいしい水	4	5	9784821196517	1998-02-13	おいしい水（5）		柳沢きみお	ぶんか社	ぶんか社コミックス	G2:レーベル不一致(ぶんか社コミックス≠Bunka comics)
oishii-mizu	おいしい水	4	6	9784821196852	1998-07-15	おいしい水（6）		柳沢きみお	ぶんか社	ぶんか社コミックス	G2:レーベル不一致(ぶんか社コミックス≠Bunka comics)
oishii-mizu	おいしい水	4	7	9784821196968	1998-09-18	おいしい水（7）		柳沢きみお	ぶんか社	ぶんか社コミックス	G2:レーベル不一致(ぶんか社コミックス≠Bunka comics)
oishii-mizu	おいしい水	4	8	9784821197330	1999-03-03	おいしい水（8）		柳沢きみお	ぶんか社	ぶんか社コミックス	G2:レーベル不一致(ぶんか社コミックス≠Bunka comics)
oki-ni-mesu-mama	お気に召すまま	2	4	9784063175813	1992-11-13	お気に召すまま（4）		布浦翼	講談社	BE　LOVE　KC	G2:レーベル不一致(BE　LOVE　KC≠講談社コミックスビーラブ)
oki-ni-mesu-mama	お気に召すまま	2	5	9784063175899	1993-01-13	お気に召すまま（5）		布浦翼	講談社	BE　LOVE　KC	G2:レーベル不一致(BE　LOVE　KC≠講談社コミックスビーラブ)
oki-ni-mesu-mama	お気に召すまま	2	6	9784063175967	1993-03-13	お気に召すまま（6）		布浦翼	講談社	BE　LOVE　KC	G2:レーベル不一致(BE　LOVE　KC≠講談社コミックスビーラブ)
ol-kyousoukyoku	OL狂騒曲	1	2	9784575937800	2002-05	OL狂騒曲（2）		岡田がる	双葉社	アクションコミックス	G2:レーベル不一致(アクションコミックス≠ACTION COMICS)
ol-kyousoukyoku	OL狂騒曲	1	3	9784575938890	2004-04	OL狂騒曲（3）		岡田がる	双葉社	アクションコミックス	G2:レーベル不一致(アクションコミックス≠ACTION COMICS)
ol-kyousoukyoku	OL狂騒曲	1	4	9784575939910	2006-01	OL狂騒曲（4）		岡田がる	双葉社	アクションコミックス	G2:レーベル不一致(アクションコミックス≠ACTION COMICS)
onmyouji-takiyashahime	陰陽師 瀧夜叉姫	6	7	9784199504853	2016-01-13	陰陽師瀧夜叉姫（7）		睦月ムンク/夢枕獏	徳間書店	リュウコミックス	G2:レーベル不一致(リュウコミックス≠Ryu comics)
onmyouji-takiyashahime	陰陽師 瀧夜叉姫	6	8	9784199504860	2016-01-13	陰陽師瀧夜叉姫（8）		睦月ムンク/夢枕獏	徳間書店	リュウコミックス	G2:レーベル不一致(リュウコミックス≠Ryu comics)
ookami-kun-no-ai-wa-chotto-fukigen	狼くんの愛はちょっと不機嫌	2	3	9784801990593	2026-08-28	狼くんの愛はちょっと不機嫌3-アイドル編ー		二目	竹書房	バンブーコミックス moment	G2:レーベル不一致(バンブーコミックス moment≠Bamboo comics)
ore-dake-wa-matomo-kun	オレだけはマトモくん	4	5	9784091497963	2024-11-28	オレだけはマトモくん（5）		中村 夏寿紀	小学館	てんとう虫コミックス（少年）	G2:レーベル不一致(てんとう虫コミックス（少年）≠コロコロコミックス)
orient	オリエント	21	22	9784065374177	2024-11-08	オリエント（22）		大高 忍	講談社	講談社コミックス	G2:レーベル不一致(講談社コミックス≠SHONEN MAGAZINE COMICS)
osabori-jouzu-na-komukai-san-wa-ore-o-nigasanai	おサボり上手な小向井さんは俺を逃さない!!	3	4	9784801989696	2026-09-16	おサボり上手な小向井さんは俺を逃さない!!（4）		睦月	竹書房	バンブーコミックス	G2:レーベル不一致(バンブーコミックス≠Bamboo comics)
osakana-march	おさかなマーチ	2	3	9784056015157	1997-02-07	おさかなマーチ（3）		都築和彦	Gakken	NORAコミックス	G2:レーベル不一致(NORAコミックス≠ノーラコミックス)
osananajimi-to-sefure-keiyaku	幼なじみとセフレ契約	5	6	9784098707690		幼なじみとセフレ契約（6）		宮城杏奈	小学館	フラワーCアルファ	G2:レーベル不一致(フラワーCアルファ≠モバフラフラワーコミックスα) / G3:日付逆行(<2019-10)
osaru-de-wan	おサルでワン!	1	2	9784821198221	2000-05-11	おサルでワン！（2）		小林じんこ	ぶんか社	ぶんか社コミックス	G2:レーベル不一致(ぶんか社コミックス≠Bunkasha comics)
osoto-gohan-o-goissho-ni	おそとごはんをご一緒に	2	3	9784758027984	2024-11-18	おそとごはんをご一緒に(3)		はづき	一迅社	百合姫コミックス	G2:レーベル不一致(百合姫コミックス≠IDコミックス)
osuwari-yoku-dekimashita	おすわり、よくできました	2	3	9784801989542		おすわり、よくできました（3）		三栖よこ	竹書房	バンブーコミックス moment	G2:レーベル不一致(バンブーコミックス moment≠Bamboo comics) / G3:日付逆行(<2022-12)
otoko-no-hinkaku	男子の品格	1	2	9784091284587		男子の品格（2）		星野真	小学館	サンデーうぇぶりSSC	G2:レーベル不一致(サンデーうぇぶりSSC≠サンデーうぇぶり少年サンデーコミックス) / G3:日付逆行(<2018-05)
otoko-no-iru-heya	オトコのいる部屋	2	3	9784776712589	2004-04	オトコのいる部屋（3）		たかの宗美	宙出版	エメラルドコミックス	G3:日付逆行(2004-04<2016-01)
otoko-no-iru-heya	オトコのいる部屋	2	4	9784776714934	2004-12	オトコのいる部屋（4）		たかの宗美	宙出版	エメラルドコミックス	G3:日付逆行(2004-12<2016-01)
otoko-no-iru-heya	オトコのいる部屋	2	5	9784776717829	2005-10	オトコのいる部屋（5）		たかの宗美	宙出版	エメラルドコミックス	G3:日付逆行(2005-10<2016-01)
ou-dorobou-jing	王ドロボウJING	7	8	9784063238686	1999-04	王ドロボウJING　8		熊倉　裕一	講談社	コミックボンボン	G2:レーベル不一致(コミックボンボン≠講談社コミックスボンボン)
pachisuro-hitoritabi	パチスロひとり旅	15	16	9784865352924	2015-09	パチスロひとり旅（16）		奥田渓竜/名波誠	ガイドワークス	GWコミックス	G2:レーベル不一致(GWコミックス≠白夜コミックス)
pairon	白龍	3	1	9784056016574	1997-06-06	白龍（1）		衣谷遊/和田慎二	Gakken	NORAコミックス	G2:レーベル不一致(NORAコミックス≠ノーラコミックス)
papa-wa-nandaka-wakaranai	パパはなんだかわからない	1	2	9784812455371	2001-07	パパはなんだかわからない（2）		山科けいすけ	竹書房	バンブーコミックス	G2:レーベル不一致(バンブーコミックス≠Bamboo comics)
partner-1999	パートナー	6	7	9784091690470	2001-08-23	パートナー 7	進め！ソラ	麻乃 真純	小学館	ジュディー コミックス	G2:レーベル不一致(ジュディー コミックス≠Judy comics)
pin-pin-pin	ピン!ピン!ピン!	1	2	9784845812790	1996-09-05	ピン！ピン！ピン！（2）		大島岳詩	リイド社	SPコミックス	G6:override固定
pin-pin-pin	ピン!ピン!ピン!	1	3	9784845812929	1996-10-04	ピン！ピン！ピン！（3）		大島岳詩	リイド社	SPコミックス	G6:override固定
pink-no-usagi	ピンクのうさぎ	6	7	9784061755062	1990-01-08	ピンクのうさぎ（7）		森谷幸子	講談社	BE　LOVE　KC	G2:レーベル不一致(BE　LOVE　KC≠BLKC)
pink-no-usagi	ピンクのうさぎ	6	8	9784061755079	1990-02-06	ピンクのうさぎ（8）		森谷幸子	講談社	BE　LOVE　KC	G2:レーベル不一致(BE　LOVE　KC≠BLKC)
pink-no-usagi	ピンクのうさぎ	6	9	9784061755086	1990-03-06	ピンクのうさぎ（9）		森谷幸子	講談社	BE　LOVE　KC	G2:レーベル不一致(BE　LOVE　KC≠BLKC)
pink-no-usagi	ピンクのうさぎ	6	10	9784061755093	1990-04-06	ピンクのうさぎ（10）		森谷幸子	講談社	BE　LOVE　KC	G2:レーベル不一致(BE　LOVE　KC≠BLKC)
pokkii-kun	ポッキーくん	12	13	9784884756987	1994-02	ポッキーくん　13		田中　しょう	竹書房	バンブー・コミックス	G2:レーベル不一致(バンブー・コミックス≠Bamboo comics)
ponkotsu-outaishi-no-mobu-ane-joou-rashiikedo-akuyaku-reijou-ga-kawaisou-nanode-tasukeyou-to	ポンコツ王太子のモブ姉王女らしいけど、悪役令嬢が可哀想なので助けようと思います～王女ルートがない!?なら作ればいいのよ!～@COMIC	4	5	9784867949856	2026-05-01	ポンコツ王太子のモブ姉王女らしいけど、悪役令嬢が可哀想なので助けようと思います?王女ルートがない！？なら作ればいいのよ！?＠COMIC 第5巻		海原ゆた	TOブックス	Celicaコミックス	G2:レーベル不一致(Celicaコミックス≠コロナ・コミックス)
premier	プレミア	0	2	9784796243803	1996-06-29	プレミア（2）		遊人	スコラ	バーガーSC	G1:standard版なし
premier	プレミア	0	5	9784796243919	1996-09-28	プレミア（5）		遊人	スコラ	バーガーSC	G1:standard版なし
premier	プレミア	0	6	9784796243957	1996-10-29	プレミア（6）		遊人	スコラ	バーガーSC	G1:standard版なし
pretty-monkey	プリティー・モンキー	1	2	9784870311824	1994-06	プリティー・モンキー（2）		塚本知子	飛鳥新社	デイリーアスカコミックス	G3:日付逆行(1994-06<1998-07)
raijuu-biribiri	雷獣びりびり	5	6	9784199504686	2015-08-12	雷獣びりびり　6		高橋由太/亜沙美	徳間書店	リュウコミックス	G2:レーベル不一致(リュウコミックス≠Ryu comics)
rave	Rave	35	0	9784063344653	2001-10	RAVE　0	Ｔｈｅ　ｇｕｉｄｅ　ｂｏｏｋ　ｓｐｅｃｉａｌ	真島ヒロ/週刊少年マガジン編集部	講談社	ＫＣデラックス　少年マガジン	G2:レーベル不一致(ＫＣデラックス　少年マガジン≠講談社コミックス) / G3:穴の日付不整合(2001-10 vs ..1999-11)
refreme	REFREME	3	4	9784821197750	1999-09-27	Refreme（4）		遊人	ぶんか社	ぶんか社コミックス	G3:日付逆行(1999-09-27<1999-10)
rights	rights	2	3	9784065372203	2024-11-15	rights（3）		神堂 潤	講談社	KCデラックス	G2:レーベル不一致(KCデラックス≠月刊少年マガジン)
riiman-senki-dokushinsan	リーマン戦記独身3	1	2	9784575827835	2002-12	リーマン戦記独身3（2）		ロドリゲス井之介	双葉社	アクションコミックス	G3:日付逆行(2002-12<2003-11)
riiman-senki-dokushinsan	リーマン戦記独身3	1	4	9784575828856	2003-09	リーマン戦記独身3（4）		ロドリゲス井之介	双葉社	アクションコミックス	G3:日付逆行(2003-09<2003-11)
rikon-yotei-no-keiyaku-kon-nanoni-reikoku-koushaku-sama-ni-shuuchaku-sarete-imasu	離婚予定の契約婚なのに、冷酷公爵様に執着されています	4	5	9784821112029	2026-07-16	離婚予定の契約婚なのに、冷酷公爵様に執着されています（5）		紡木すあ/琴子	ぶんか社	ぶんか社コミックス　PRIMO　COMICS	G2:レーベル不一致(ぶんか社コミックス　PRIMO　COMICS≠Bunkasha comics)
risou-no-otonari-san	理想のおとなりさん	1	2	9784821159505	2024-11-25	理想のおとなりさん（2）		佐野妙	ぶんか社	ぶんか社コミックス	G2:レーベル不一致(ぶんか社コミックス≠Bunkasha comics)
rockman-world	ロックマンワールド	0	3	9784063216738	1993-06-04	ロックマンワールド3		池原しげと	講談社	コミックボンボンKC	G1:standard版なし
rosumarin-no-densetsu	ロスマリンの伝説	1	2	9784061064348	1978-03-10	ロスマリンの伝説（2）		神奈幸子	講談社	別冊フレンドKC	G2:レーベル不一致(別冊フレンドKC≠講談社コミックスフレンドB) / G3:日付逆行(1978-03-10<1986-06) / G6:override固定
ryuu-no-toride	龍の砦	1	2	9784056019841	1998-10-26	龍の砦（2）		柴田昌弘	Gakken	NORAコミックス	G2:レーベル不一致(NORAコミックス≠ノーラコミックス)
sagashiya-no-nyoubou	探し屋の女房	1	2	9784845824205	2003-11-25	探し屋の女房（2）	江戸うせもの控	大島やすいち	リイド社	ＳＰコミックス	G3:日付逆行(2003-11-25<2013-03)
sagashiya-no-nyoubou	探し屋の女房	1	3	9784845824212	2004-09-24	探し屋の女房（3）	江戸うせもの控	大島やすいち	リイド社	ＳＰコミックス	G3:日付逆行(2004-09-24<2013-03)
sagashiya-no-nyoubou	探し屋の女房	1	4	9784845824229	2005-02-24	探し屋の女房（4）	江戸うせもの控	大島やすいち	リイド社	ＳＰコミックス	G3:日付逆行(2005-02-24<2013-03)
saiindoku-sister-to-vampire	催淫毒～シスターとヴァンパイア～	2	3	9784592156239	2024-10-04	催淫毒〜シスターとヴァンパイア〜 3		暁	白泉社	白泉社レディース・コミックス	G2:レーベル不一致(白泉社レディース・コミックス≠HLC Silky presents)
saijakushoku-ga-zense-no-chishiki-de-sekai-saikyou	最弱職が前世の知識で世界最強	4	5	9784408642444	2026-08-20	最弱職が前世の知識で世界最強（5）	〜俺だけレベル限界がないので無限に強くなる無双ライフ〜	相野　仁/アオエナ	実業之日本社	ジャルダンコミックス	G2:レーベル不一致(ジャルダンコミックス≠Jardin COMICS)
saitou-san	斉藤さん	13	14	9784420152273	2011-03-18	斉藤さん（14）		小田ゆうあ	集英社クリエイティブ	オフィスユーコミックス	G2:レーベル不一致(オフィスユーコミックス≠office YOU COMICS)
sakura-yoroshiku	さくらよろしく	1	2	9784088751122	1992-04-17	さくらよろしく（2）		八潮路つとむ	集英社	ヤングジャンプコミックス	G2:レーベル不一致(ヤングジャンプコミックス≠ヤングジヤンプ・コミックス・スペシャル)
sakura-yoroshiku	さくらよろしく	1	3	9784088751139	1992-05-19	さくらよろしく（3）		八潮路つとむ	集英社	ヤングジャンプコミックス	G2:レーベル不一致(ヤングジャンプコミックス≠ヤングジヤンプ・コミックス・スペシャル)
sakusesu-tappei	サクセス辰平	5	6	9784575817072	1991-03-12	サクセス辰平（6）		石井さだよし/鏡丈二	双葉社	アクションコミックス	G2:レーベル不一致(アクションコミックス≠ACTION COMICS)
sakusesu-tappei	サクセス辰平	5	7	9784575817379	1991-08-08	サクセス辰平（7）		石井さだよし/鏡丈二	双葉社	アクションコミックス	G2:レーベル不一致(アクションコミックス≠ACTION COMICS)
sanadadamashii	真田魂	4	5	9784592162506	2025-04-28	真田魂 5		重野 なおき	白泉社	ヤングアニマルコミックス	G2:レーベル不一致(ヤングアニマルコミックス≠Jets comics)
sarai	サライ	3	4	9784785919641	1999-12-18	サライ（4）		柴田昌弘	少年画報社	ヤングキングコミックス	G2:レーベル不一致(ヤングキングコミックス≠Y K コミックス)
sarai	サライ	3	5	9784785919955	2000-05-24	サライ（5）		柴田昌弘	少年画報社	ヤングキングコミックス	G2:レーベル不一致(ヤングキングコミックス≠Y K コミックス)
sarai	サライ	3	6	9784785920647	2001-03-03	サライ（6）		柴田昌弘	少年画報社	ヤングキングコミックス	G2:レーベル不一致(ヤングキングコミックス≠Y K コミックス)
sarai	サライ	3	7	9784785921125	2001-08	サライ（7）		柴田昌弘	少年画報社	ヤングキングコミックス	G2:レーベル不一致(ヤングキングコミックス≠Y K コミックス)
sarai	サライ	3	8	9784785921736	2002-03	サライ（8）		柴田昌弘	少年画報社	ヤングキングコミックス	G2:レーベル不一致(ヤングキングコミックス≠Y K コミックス)
sarai	サライ	3	9	9784785922320	2002-09	サライ（9）		柴田昌弘	少年画報社	ヤングキングコミックス	G2:レーベル不一致(ヤングキングコミックス≠Y K コミックス)
sarai	サライ	3	10	9784785922788	2003-02	サライ（10）		柴田昌弘	少年画報社	ヤングキングコミックス	G2:レーベル不一致(ヤングキングコミックス≠Y K コミックス)
sarai	サライ	3	11	9784785923785	2003-11	サライ（11）		柴田昌弘	少年画報社	ヤングキングコミックス	G2:レーベル不一致(ヤングキングコミックス≠Y K コミックス)
sarai	サライ	3	12	9784785924324	2004-06	サライ（12）		柴田昌弘	少年画報社	ヤングキングコミックス	G2:レーベル不一致(ヤングキングコミックス≠Y K コミックス)
sarai	サライ	3	13	9784785925048	2005-01	サライ（13）		柴田昌弘	少年画報社	ヤングキングコミックス	G2:レーベル不一致(ヤングキングコミックス≠Y K コミックス)
sarai	サライ	3	14	9784785925505	2005-06	サライ（14）		柴田昌弘	少年画報社	ヤングキングコミックス	G2:レーベル不一致(ヤングキングコミックス≠Y K コミックス)
sarai	サライ	3	15	9784785925918	2005-12	サライ（15）		柴田昌弘	少年画報社	ヤングキングコミックス	G2:レーベル不一致(ヤングキングコミックス≠Y K コミックス)
sarai	サライ	3	16	9784785926717	2006-08	サライ（16）		柴田昌弘	少年画報社	ヤングキングコミックス	G2:レーベル不一致(ヤングキングコミックス≠Y K コミックス)
sarai	サライ	3	17	9784785927622	2007-04	サライ（17）		柴田昌弘	少年画報社	ヤングキングコミックス	G2:レーベル不一致(ヤングキングコミックス≠Y K コミックス)
sarai	サライ	3	18	9784785929060	2008-01	サライ（18）		柴田昌弘	少年画報社	ヤングキングコミックス	G2:レーベル不一致(ヤングキングコミックス≠Y K コミックス)
sarai	サライ	3	19	9784785929541	2008-05	サライ（19）		柴田昌弘	少年画報社	ヤングキングコミックス	G2:レーベル不一致(ヤングキングコミックス≠Y K コミックス)
sasaki-sama-ni-negai-o	ササキ様に願いを	5	6	9784812453810	2000-04-27	ササキ様に願いを（6）		みずしな孝之	竹書房	バンブーコミックス	G2:レーベル不一致(バンブーコミックス≠Bamboo comics) / G6:canonical
sasara-saya	ささらさや	0	2	9784344803640	2004-02	ささらさや（2）		碧也ぴんく/加納朋子	幻冬舎コミックス	バーズコミックス　ガールズコレクション	G1:standard版なし
seinaru-mono-e	聖なる者へ	1	2	9784575821581	1996-06-12	聖なる者へ（2）		たかもちげん	双葉社	アクションコミックス	G2:レーベル不一致(アクションコミックス≠ACTION COMICS)
seinaru-mono-e	聖なる者へ	1	3	9784575821666	1996-07-11	聖なる者へ（3）		たかもちげん	双葉社	アクションコミックス	G2:レーベル不一致(アクションコミックス≠ACTION COMICS)
seishounen-ashibe	青少年アシベ	8	9	9784575860627	2025-02-27	青少年アシベ（9）		笑平/森下裕美	双葉社	アクションコミックス	G2:レーベル不一致(アクションコミックス≠ACTION COMICS)
seishun-no-shokutaku	セイシュンの食卓	3	4	9784889912159	1991-04-01	セイシュンの食卓（4）		たけだみりこ	リクル-ト		G3:日付逆行(1991-04-01<1991-05)
seishunbinta	青春ビンタ!	3	4	9784785923228	2003-06	青春ビンタ！（4）		私屋カヲル	少年画報社	ヤングキングコミックス	G2:レーベル不一致(ヤングキングコミックス≠YOUNGKING COMICS)
seishunbinta	青春ビンタ!	3	5	9784785924164	2004-04	青春ビンタ！（5）		私屋カヲル	少年画報社	ヤングキングコミックス	G2:レーベル不一致(ヤングキングコミックス≠YOUNGKING COMICS)
seishunbinta	青春ビンタ!	3	6	9784785924713	2004-09	青春ビンタ！（6）		私屋カヲル	少年画報社	ヤングキングコミックス	G2:レーベル不一致(ヤングキングコミックス≠YOUNGKING COMICS)
sekkachi-kun	セッカチくん	1	2	9784575933000	1992-06-12	セッカチくん（2）		田中しょう	双葉社	アクションコミックス	G2:レーベル不一致(アクションコミックス≠ACTION COMICS)
sensei-to-watashi-2000	せんせいとわたし	1	2	9784812457221	2002-10	せんせいとわたし（2）		小笠原朋子	竹書房	バンブーコミックス	G2:レーベル不一致(バンブーコミックス≠Bamboo comics)
shanghai-rhapsody	上海ラプソディー	2	3	9784575829426	2004-02	上海ラプソディー（3）	男の純情	渡辺敏（漫画家）/大城一晃	双葉社	アクションコミックス	G2:レーベル不一致(アクションコミックス≠ACTION COMICS) / G3:日付逆行(2004-02<)
shiawase-no-jikan	幸せの時間	5	13	9784575824797	2000-01-08	幸せの時間（13）		国友やすゆき	双葉社	アクションコミックス	G6:canonical
shiawase-no-jikan	幸せの時間	5	14	9784575824896	2000-04-12	幸せの時間（14）		国友やすゆき	双葉社	アクションコミックス	G6:canonical
shiawase-no-jikan	幸せの時間	5	15	9784575825060	2000-07-12	幸せの時間（15）		国友やすゆき	双葉社	アクションコミックス	G6:canonical
shiawase-no-jikan	幸せの時間	5	16	9784575825206	2000-10-12	幸せの時間（16）		国友やすゆき	双葉社	アクションコミックス	G6:canonical
shiawase-no-jikan	幸せの時間	5	17	9784575825343	2000-12-08	幸せの時間（17）		国友やすゆき	双葉社	アクションコミックス	G6:canonical
shiawase-no-jikan	幸せの時間	5	18	9784575825473	2001-02-13	幸せの時間（18）		国友やすゆき	双葉社	アクションコミックス	G6:canonical
shiawase-no-jikan	幸せの時間	5	19	9784575825596	2001-04-12	幸せの時間（19）		国友やすゆき	双葉社	アクションコミックス	G6:canonical
shiibasu-1-2-3	シーバス1-2-3	6	7	9784840214018	1999-12-16	シーバス1-2-3（7）		あかほり　さとる	KADOKAWA	電撃コミックス	G2:レーベル不一致(電撃コミックス≠DENGEKI COMICS)
shikabane-kaigo	屍介護	2	3	9784045002236	2026-08-20	屍介護　3		三卜　和貴/三浦　晴海/香魚子	KADOKAWA	青騎士コミックス	G2:レーベル不一致(青騎士コミックス≠AOKISHI COMIX)
shin-gyaku-hakkenden-outcolors	新逆八犬伝アウトカラーズ	1	2	9784785931520	2009-04	新逆八犬伝アウトカラーズ（2）		石田敦子	少年画報社	ヤングキングコミックス	G2:レーベル不一致(ヤングキングコミックス≠YKコミックス)
shin-gyaku-hakkenden-outcolors	新逆八犬伝アウトカラーズ	1	3	9784785932367	2009-10	新逆八犬伝アウトカラーズ（3）		石田敦子	少年画報社	ヤングキングコミックス	G2:レーベル不一致(ヤングキングコミックス≠YKコミックス)
shin-hana-yasha	新 華夜叉	3	4	9784253097246	2007-05	新華夜叉（4）	安倍晴明異聞	田辺真由美	秋田書店	ボニータコミックス	G2:レーベル不一致(ボニータコミックス≠BONITA COMICS)
shin-piihyoro-ikka	新・ぴーひょろ一家	5	6	9784872872545	1998-09-05	新・ぴーひょろ一家（6）		姫木薫理	宙出版	ミッシィコミックス	G3:日付逆行(1998-09-05<) / G6:canonical
