a_id	key	verdict	reason
208789	name:マヒロタバ|name:享年82歳の異世界転生!?	keep	同一・副題差のみ
145431	name:ミユキルリア|name:極点の炎魔術師	keep	表記一致
188427	name:メアリー|name:お局令嬢と朱夏の季節	keep	表記一致
160161	name:メソポたみあ|name:ようこそ『追放者ギルド』へ	keep	表記一致
182291	name:メノタ|name:メリー・ウィッチーズ・ライフ	keep	表記一致
182873	name:モノクロウサギ|name:推しにささげるダンジョングルメ	keep	表記一致
88282	name:モーリス・ルブラン|name:怪盗ルパン伝アバンチュリエ 登場編	keep	同一シリーズの巻区分
200597	name:ヤマモリニシロ|name:転生聖女は推し活がしたい!	keep	表記一致
161877	name:ヨシモフ郎|name:ドベとノラ	keep	表記一致
180156	name:リバー・スラン|name:ダンジョンエルフ	keep	題一致
77551	name:レベルファイブ|name:ダンボール戦機ウォーズ	drop	別ゲーム作の別漫画
192661	name:レルクス|name:王都ワンオペゴーレムマスター。まさかの追放!?～自由の身になったので弟子の美人勇者たちと一緒に最強ゴーレム作ります。戻ってこいと言われてももう知らん!～@COMIC	keep	表記一致
186134	name:ロゼ|name:ヒロインが来る前に妊娠しました	keep	表記一致
122663	name:一二三書房|name:異世界ゆるっとサバイバル生活	keep	表記一致
174721	name:一分咲|name:無能才女は悪女になりたい	keep	表記一致
207265	name:一城れもん|name:実は私、溺愛されてました!?	keep	表記一致
193175	name:一森一輝|name:ノロマ魔法と呼ばれた魔法使いは重力魔法で無双する	keep	表記一致
142144	name:一色孝太郎|name:町人Aは悪役令嬢をどうしても救いたい	keep	表記一致
121314	name:七六|name:ティアのスペシャリテ	keep	副題追加のみ
173781	name:七沢またり|name:みつばものがたり	keep	副題追加のみ
197493	name:七瀬藍|name:婚約破棄された魔法薬師は炎の騎士に溺愛される	keep	副題追加のみ
95974	name:七竈アンノ|name:裸者と裸者	keep	副題追加のみ
196406	name:七篠龍|name:調教師は魔物に囲まれて生きていきます。	keep	副題追加のみ
186131	name:七緒たつみ|name:お出かけ先は異世界ですか?	keep	著者・題一致
132380	name:七緒リヲン|name:今日からオマエは俺の嫁	keep	副題追加のみ
131321	name:七緒リヲン|name:発情する運命	keep	副題追加のみ
179116	name:七谷レン|name:超難関ダンジョンで10万年修行した結果、世界最強に	keep	副題追加のみ
165162	name:三上康明|name:メイドなら当然です。	keep	副題追加のみ
158981	name:三上康明|name:学園騎士のレベルアップ!	keep	副題追加のみ
121204	name:三十三十|name:異世界賢者の転生無双	keep	副題追加のみ
85230	name:三原みつき|name:魔技科の剣士と召喚魔王(ヴァシレウス)	keep	同一タイトル一致
207773	name:三國大和|name:我輩は猫魔導師である	keep	副題追加のみ
180086	name:三園七詩|name:ほっといて下さい	keep	副題追加のみ
188900	name:三好宏平|name:ハナバス	keep	副題追加のみ
150641	name:三嶋しょう子|name:いじめられっ子の悪役令嬢転生記	keep	副題追加のみ
207995	name:三枝霞|name:姉の代わりの急造婚約者ですが、辺境の領地で幸せになります!	keep	副題追加のみ
183545	name:三藤孝太郎|name:男女比1:5の世界でも普通に生きられると思った?	keep	副題追加のみ
196655	name:上山ジョジョ|name:社畜剣聖、配信者になる	keep	副題追加のみ
145188	name:上林眞|name:宮廷鍛冶師の幸せな日常	keep	副題追加のみ
187581	name:上田勇李|name:追放された錬金術師、アダルトグッズで世界を救う	keep	副題追加のみ
113885	name:不二原理夏|name:最強の鑑定士って誰のこと?	keep	副題追加のみ
122063	name:不二涼介|name:シャングリラフロンティア	keep	表記差のみ
152397	name:不手折家|name:亡びの国の征服者	keep	副題追加のみ
187740	name:中将慶次|name:カノンレディ	keep	副題追加のみ
50848	name:中村浩二郎|name:機動戦士ガンダムクライマックスU.C.-紡がれし血統-	keep	表記差のみ
164248	name:中谷チカ|name:転生したらスライムだった件美食伝	keep	副題追加のみ
145714	name:中野晴行|name:漫画家たちが描いた怪談	keep	同アンソロジー本体一致
148119	name:丸山りん|name:異世界ではじめる二拠点生活	keep	表記一致
187035	name:久園亀代|name:男子禁制ゲーム世界で俺がやるべき唯一のこと	keep	表記一致
123591	name:之貫紀|name:Dジェネシス	keep	副題追加のみ
145675	name:乍藤和樹|name:片田舎のおっさん、剣聖になる	keep	副題追加のみ
208229	name:九重ヤエ|name:公爵家は義兄が継げばいい	keep	表記一致
141343	name:九頭七尾|name:万能「村づくり」チートでお手軽スローライフ	keep	表記一致
194428	name:五月やみ|name:元貴族の四兄弟はくじけない!	keep	表記一致
188866	name:五月やみ|name:追放されたおっさん鍛冶師、なぜか伝説の大名工になる	keep	表記一致
179106	name:五木たすく|name:クラス全員で魔王転生!	keep	表記一致
194168	name:五色安未|name:シャドウ・アサシンズ・ワールド	keep	表記一致
115042	name:五里蘭堂|name:異世界NTR	keep	表記一致
115042	name:五里蘭堂|name:異世界NTR(ネトラレ)|sub:親友のオンナを最強スキルで堕とす方法	keep	表記一致
129988	name:井原西鶴|name:男色大鑑	drop	武士編という別冊にリンク
166128	name:井山くらげ|name:後宮茶妃伝	keep	表記一致
197074	name:井山ゆー|name:極と蕾	keep	表記一致
152629	name:井手久美子|name:徳川おてんば姫	keep	表記一致
194643	name:井村なるみ|name:後悔するならご勝手に	keep	表記一致
91619	name:京極夏彦|name:ルー=ガルー	keep	表記一致
125534	name:人間まお|name:私、オペ看なんですけど異世界で役に立ちますか?	keep	著者一致・略題のみ
191719	name:仁美慧|name:それってどうかと思います!	keep	副題追加のみ
195929	name:今仲華月|name:異世界仕立て屋ソフィア	keep	表記一致
211618	name:今慈ムジナ|name:ただの門番、実は最強だと気づかない	keep	表記一致
188498	name:伊咲ウタ|name:俺、勇者じゃないですから。	keep	表記一致
110031	name:伊月慶悟|name:天医無縫	drop	別パート(絆)にリンク
180896	name:伊藤祐靖|name:邦人奪還	keep	表記一致
138156	name:伊賀和洋|name:哀国戦争	keep	表記一致
200691	name:伊香透|name:追放された付与魔法使いの成り上がり	keep	表記一致
161858	name:伏瀬1975-|name:転生したらスライムだった件番外編	keep	副題完全一致
86399	name:伏瀬1975-|name:転生したらスライムだった件異聞	drop	異聞は別作への誤リンク
113127	name:伏見和真|name:推理系女子の探偵試験	keep	副題追加のみ
196619	name:住川惠|name:魔導具師ダリヤはうつむかない	drop	別スピンオフ王立高等学院編
84843	name:佐々木勝|name:Dr.DMAT	keep	表記一致
184264	name:佐倉涼|name:天空の異世界ビストロ店	keep	表記一致
191828	name:佐島勤|name:魔法科高校の劣等生	drop	別作画者の外伝スピンオフ
72913	name:佐木飛朗斗|name:特攻の拓	keep	本編タイトル一致
121580	name:佐木飛朗斗|name:疾風伝説特攻の拓外伝	keep	同一外伝タイトル一致
197014	name:佐槻奏多|name:薬で幼くなったおかげで冷酷公爵様に拾われました	keep	表記一致
181156	name:佐糖アメ|name:隣の席の陰キャ女子が推し歌い手だった	keep	副題追加のみ
204859	name:佐藤もぶ|name:注文の多い魔法使い	keep	副題追加のみ
170106	name:佐藤ゼロ|name:災悪のアヴァロン	keep	副題追加のみ
147596	name:佐藤勇|name:高校生WEB作家のモテ生活	keep	副題追加のみ
154396	name:佐藤由幸|name:ロバストネス	keep	副題追加のみ
189940	name:佐藤駿光|name:国を追われた竜師さん、拾われた隣国でうっかり無双してしまう。	keep	副題追加のみ
187880	name:依空まつり|name:サイレント・ウィッチ	drop	別作家のスピンオフ
202501	name:信長アキラ|name:ムショぼけ	keep	副題追加のみ
164807	name:倉一ひや|name:百鬼調書	keep	副題追加のみ
168271	name:倉橋ユウス|name:スキルがなければレベルを上げる	keep	副題追加のみ
160091	name:光原ひつじ|name:夢中でつながる午前4時	keep	表記一致
159943	name:兎塚エイジ|name:追放魔術師のその後	keep	副題追加のみ
120960	name:兎山もなか|name:才川夫妻の恋愛事情	keep	副題追加のみ
160216	name:児玉幸多|name:少年少女日本の歴史	keep	版元冠のみ差異
159272	name:八手三郎|name:真の安らぎはこの世になく	keep	完全題一致
179768	name:八茶橋らっく|name:魔力絶無の竜拳使い	keep	副題追加のみ
153147	name:六つ花えいこ|name:彼女と彼の関係	keep	同題+副題
146238	name:六つ花えいこ|name:死に戻りの魔法学校生活を、元恋人とプロローグから	keep	同題+副題
161741	name:六志麻あさ|name:追放されたチート付与魔術師は気ままなセカンドライフを謳歌する。	keep	同題+副題
187191	name:内富拓地|name:薩摩転生	keep	副題追加のみ
170932	name:冬月光輝|name:復讐姫ローラ	keep	副題追加のみ
202664	name:冬森雪湖|name:嫌われ令嬢は銀の王子に甘やかされる	keep	副題追加のみ
50217	name:冲方丁|name:サンクチュアリ	keep	著者一致・副題差
188202	name:出雲大吉|name:地獄の沙汰も黄金次第	keep	副題追加のみ
195335	name:別所ユウイチ|name:今日もビールでがんばらない	keep	副題追加のみ
208571	name:刺身ナカミ|name:私のこと嫌いって言いましたよね!?	keep	副題追加のみ
212038	name:前田アラン|name:おまんのナカは極上じゃ	keep	副題追加のみ
145369	name:創-taro|name:濁る瞳で何を願う	keep	著者一致・副題追加
90889	name:劇場版モーレツ宇宙海賊製作委員会|name:モーレツ宇宙海賊	keep	唯一の漫画化と判断
188647	name:北乃ゆうひ|name:魔剣技師バッカス	keep	副題追加のみ
151191	name:北原健世|name:WORST外伝サブロクサンタ	keep	外伝名一致
189207	name:北岡寛己|name:チャイルドリリーバー	keep	副題追加のみ
59391	name:北爪宏幸|name:機動戦士ΖガンダムDefineシャア・アズナブルグリプス戦役	keep	同作内エピソード名
188802	name:十一屋翠|name:元魔王様の南国スローライフ	keep	副題追加のみ
135240	name:十凪高志|name:妖怪ごはん	keep	副題追加のみ
111769	name:千歳四季|name:神の子らの懺悔(リグレット)	drop	ONE_SHOT版・別実体
200049	name:南々瀬なつ|name:偽物令嬢の復讐	keep	副題追加のみ
211705	name:南志都|name:塩対応幼馴染に甘過ぎボディを食べられました	keep	副題追加のみ
194200	name:原田繭|name:ムクカノ	keep	表記一致
146249	name:又市マタロー|name:オールラウンダーズ!!	keep	副題追加のみ
160439	name:友野ヒロ|name:エイジング	keep	副題追加のみ
177846	name:友麻碧|name:傷モノの花嫁	keep	副題追加のみ
157360	name:友麻碧|name:水無月家の許嫁	keep	副題追加のみ
133392	name:双葉はづき|name:私が聖女?いいえ、悪役令嬢です!	keep	副題追加のみ
122915	name:双葉はづき|name:転生したら武闘派令嬢!?	keep	題の後半省略のみ
196798	name:古知屋|name:聖女ヴィクトリアの考察	keep	表記一致
177399	name:右腹|name:週に一度クラスメイトを買う話	keep	表記一致
37014	name:叶のりこ|name:もっとみだらなご主人様	drop	別題の作品にリンク
154644	name:叶依恭|name:ギラつき上司と偽装結婚!?	keep	表記一致
151177	name:吉村悠希|name:皇帝陛下のお世話係	keep	表記一致
86276	name:吉沢メガネ|name:姫騎士がクラスメート!	keep	表記一致
31297	name:吉沼美恵|name:医龍	keep	同一作品の別巻範囲
193247	name:君塚力|name:帰りの会をはじめます。	keep	表記一致
186097	name:和宮玄|name:神の使いでのんびり異世界旅行	keep	同題+副題
194055	name:和田フミエ|name:婚活とミシン	keep	同題+副題
199951	name:咲宮|name:姉に悪評を立てられましたが、何故か隣国の大公に溺愛されています	keep	副題追加のみ
199740	name:善丸ミフク|name:神獣騎士様の専属メイド	keep	副題追加のみ
167945	name:四つ目|name:引き籠り錬金術師は引き籠れない	keep	副題追加のみ
194316	name:四季ムツコ|name:聖森聖女	keep	副題追加のみ
198032	name:四葉夕卜|name:没落令嬢のお気に召すまま	keep	副題追加のみ
200833	name:園太デイ|name:ねこねこ幼女の愛情ごはん	keep	表記一致
208515	name:土偶の友|name:転生幼女はお願いしたい	keep	副題追加のみ
110031	name:地引かずや|name:天医無縫	drop	絆は続編で別作品と確認
194111	name:坂巻あきむ|name:転生料理研究家は今日もマイペースに料理を作る	keep	副題追加のみ
132598	name:坂木原レム|name:リスタート!	keep	副題追加のみ
176270	name:坂木持丸|name:世界最強の魔女、始めました	keep	副題追加のみ
212107	name:坂田信弘|name:大志	keep	副題追加のみ
118725	name:士土幽太郎|name:一億年ボタンを連打した俺は、気付いたら最強になっていた	keep	副題追加のみ
184195	name:壱原ちぐさ|name:シテの花	keep	表記一致
200608	name:夕日|name:わたくしのことが大嫌いな義弟が護衛騎士になりました	keep	同題+副題
197248	name:夜分長文|name:ゴミ以下だと追放された使用人、実は前世賢者です	keep	副題追加のみ
103238	name:夜州|name:転生貴族の異世界冒険録アンソロジーコミック|sub:自重を知らない神々の使途	drop	アンソロジーで本編と別物
204790	name:夜風さらら|name:狐の窓	keep	副題追加のみ
38075	name:夢枕獏|name:混沌 (カオス) の城	keep	表記差のみ
146492	name:夢枕獏|name:漫画ゆうえんち	keep	著者一致で外伝確認
181165	name:大前田助|name:35歳の選択	keep	副題追加のみ
151311	name:大原一歩|name:千里の道も-アジアへの道-	keep	長期連載内の一部
151311	name:大原一歩|name:千里の道も-研修生時代-	keep	長期連載内の一部
199471	name:大川なぎ|name:偽りの悪女ですが末永く幸せになりましょう	keep	副題追加のみ
85634	name:大森藤ノ|name:ソード・オラトリア	keep	外伝名一致
200191	name:大沼田伊勢彦|name:織田家の長男に生まれました	keep	副題追加のみ
130736	name:大熊猫介|name:脱法テイマーの成り上がり冒険譚|sub:Sランク美少女冒険者が俺の獣魔になっテイマす : THE COMIC	keep	副題一致
199750	name:大菊小菊|name:二番手の女	keep	副題追加のみ
115232	name:天ケ江ルチカ|name:まんがグリム童話	drop	著者不一致で別巻の疑い
188205	name:天池のぞむ|name:最強は田舎農家のおっさんでした	keep	副題追加のみ
201840	name:天瀬颯月|name:うちの犬はもっと可愛かった	keep	副題追加のみ
67729	name:天王寺大|name:ミナミの帝王　ヤング編	drop	ヤング編は別スピンオフ確認
67729	name:天王寺大|name:ミナミの帝王　ヤング編 利権空港スペシャル	drop	ヤング編は別スピンオフ確認
67729	name:天王寺大|name:ミナミの帝王最強スペシャル	drop	総集編スペシャルで別物
75561	name:天王寺大|name:白竜LEGENDスペシャル	drop	スペシャルは別スピンオフ確認
199929	name:天野アンジェラ|name:デミルカ様はごりつよ悪役令嬢	keep	副題追加のみ
180615	name:天野ハザマ|name:キコリの異世界譚	keep	副題追加のみ
159943	name:天音ナツシロ|name:追放魔術師のその後	keep	副題追加のみ
144287	name:太田ぐいや|name:ばくおん!!台湾編	drop	台湾編は別スピンオフ確認
195274	name:太盛|name:英雄女騎士に有能とバレた俺の美人ハーレム騎士団	keep	副題追加のみ
130938	name:奏ヨシキ|name:経験値貯蓄でのんびり傷心旅行	keep	著者一致・副題追加
191214	name:奧山哲矢|name:K-9	keep	同題+副題
108119	name:如月芳規|name:恋の罪	keep	副題追加のみ
196697	name:妹尾尻尾|name:ジェノヴァの弟子	keep	副題追加のみ
128879	name:子安秀明|name:探偵オペラミルキィホームズ	keep	作画者一致・同一作
127321	name:子鹿ゆずる|name:アンメット	keep	副題追加のみ
111080	name:孫之手ランプ|name:穏やか貴族の休暇のすすめ。@COMIC	keep	@COMIC形式差のみ
162073	name:宇月あい|name:十億のアレ。	keep	表記一致
161327	name:守月史貴|name:キミイロ×ライバー	keep	副題追加のみ
64169	name:安斎秀|name:信長協奏曲	keep	表記一致
182215	name:宗像夏潼|name:ウミガミ	keep	副題追加のみ
179318	name:実川えむ|name:山、買いました	keep	副題追加のみ
109884	name:室長サオリ|name:モノノケ!!!!	drop	著者不一致・別作品
188482	name:宮之みやこ|name:隠れ才女は全然めげない	keep	表記一致
183933	name:宮沢賢治|name:銀河鉄道の夜 初期形 ブルカニロ博士篇	drop	最終形版と別の稿にリンク
30159	name:宮部みゆき|name:ブレイブ・ストーリー	keep	新説版で作者一致
197143	name:宵町めめ|name:アウターQ	keep	副題追加のみ
163553	name:富士屋カツヒト|name:しょせん他人事ですから	keep	副題追加のみ
30351	name:富野由悠季|name:機動戦士ガンダムSEEDスペシャルエディション	keep	特別版で同一作
182892	name:寺里甘|name:泥船貴族のご令嬢	keep	副題追加のみ
194027	name:小塚敦子|name:おわるうございます	keep	空白差・副題追加
206013	name:小川悟|name:転生前のチュートリアルで異世界最強になりました。	keep	副題追加のみ
203672	name:小日向江麻|name:旦那様はエリート外科医	keep	副題追加のみ
104353	name:小松原千鳥|name:きれいなオネエさんは野獣でした!?	keep	表記差のみ一致
204857	name:小津カヲル|name:王子様の訳あり会計士	keep	副題追加のみ
179317	name:小狐ミナト|name:S級鑑定士なのにパーティー追放されたので猫耳娘と農業スローライフしようと思います。	keep	副題追加のみ
156215	name:小田ヒロ|name:草魔法師クロエの二度目の人生	keep	副題追加のみ
187318	name:小田菜摘|name:帝室宮殿の見習い女官	keep	副題追加のみ
100752	name:小雨大豆|name:九十九の満月	drop	全く別題の作品
108740	name:小鳩まり|name:なめこ文學全集	keep	副題追加のみ
130971	name:屋丸やす子|name:転生侯爵令嬢奮闘記	keep	表記一致
209123	name:屋月トム伽|name:竜陛下のお妃はお断りしたい!	keep	表記一致
161811	name:山内コウタロウ|name:サメゾン	keep	副題追加のみ
183953	name:山村基毅|name:クマグス	keep	著者一致・題略記のみ
156718	name:山浦柊|name:転生したら最強種たちが住まう島でした。	keep	副題追加のみ
30221	name:山田風太郎|name:バジリスク	keep	定番副題一致
47091	name:岡崎みな|name:漫画版サマーウォーズ	keep	映画漫画化で同一
103271	name:岡田伸一|name:大奴隷区	keep	表記一致
55217	name:岩中督|name:最上の明医	keep	表記一致
189516	name:岩本薫|name:Ωの花燭	keep	表記一致
141245	name:岩飛猫|name:透明男と人間女	keep	表記一致
111080	name:岬pub.|name:穏やか貴族の休暇のすすめ。@COMIC	keep	@COMIC形式差のみ
137762	name:峰岸とおる|name:新・空手三国志	drop	新・は続編で別作品
106343	name:島田フミカネ|name:ストライクウィッチーズ	keep	著者一致で該当作確認
173268	name:島袋ユミ|name:夜伽の双子	keep	副題追加のみ
157544	name:川島健三（水野プロ）|name:コンポラ先生Ⅱ大ちゃんJR	drop	続編で本編と別作品
195298	name:左藤さなゆき|name:プリフェクトの熾火	keep	読み仮名注記差のみ
139537	name:市川けい|name:インディゴブルーのグラデーション|sub:ブルースカイコンプレックス番外編	keep	語順違いのみ一致
138143	name:市田実|name:僕らはそれを越えてゆく|sub:天彦野球部グラフィティー	keep	異体字差のみ一致
181374	name:干野ワニ|name:転生ナイチンゲールは夜明けを歌う	keep	表記一致
131550	name:平井和正|name:幻魔大戦 Rebirth	drop	Rebirthは別作品
106268	name:平井和正|name:超犬リープ	keep	表記差のみ
104023	name:平山夢明|name:DINER ダイナー	keep	副題省略のみ
104023	name:平山夢明|name:DINERダイナー	keep	副題省略のみ
201864	name:平瀬伶|name:私はただの侍女ですので	keep	副題追加のみ
127224	name:平石六|name:難攻不落の魔王城へようこそ	keep	副題追加のみ
111332	name:広里かな|name:オメガポルノcase. 千昭	drop	別ケースの巻にリンク
159472	name:弱電波|name:ドラゴンに三度轢かれた俺の転生職人ライフ|sub:慰謝料でチート&ハーレム	keep	表記差のみ一致
160376	name:彩戸ゆめ|name:信長公弟記	keep	副題追加のみ
126349	name:彭傑|name:殲滅魔導の最強賢者	keep	同題+副題
106144	name:彭傑|name:転生賢者の異世界ライフ	keep	同題+副題
52824	name:御上裕真|name:ユンボル	keep	表記一致
186989	name:御国紗帆|name:宮廷魔術師の婚約者	keep	表記一致
126536	name:御影獏|name:超次元ゲイムネプテューヌはろーにゅーわーるど	drop	別冊の勇者本にリンク
55217	name:徳重甫|name:最上の明医	keep	副題追加のみ
40750	name:志村泰央|name:アラタ カンガタリ	keep	原作タイトル一致
183930	name:志村泰央|name:アラタカンガタリ	keep	リマスター版・同一作
142488	name:愛坂タカト|name:全員俺のソロパーティ	keep	表記一致
196950	name:戸浦|name:贄の聖女と救済の契り	keep	表記一致
126468	name:押目祥樹|name:デュエル・マスターズバーサス	drop	別シーズン(VS)にリンク
115750	name:文倉十|name:狼と羊皮紙	keep	著者一致し略題確認
187773	name:文月いつか|name:かみあそび!	keep	副題追加のみ
74539	name:斉藤麻実子|name:後宮デイズ	keep	副題追加のみ
151802	name:新人|name:魔王令嬢の教育係	keep	副題追加のみ
152468	name:新堂アラタ|name:劣等職の最強賢者	keep	副題追加のみ
107856	name:新堂アラタ|name:千のスキルを持つ男	keep	副題追加のみ
196392	name:新奈シオ|name:悪役王女の竜騎士団生活	keep	副題追加のみ
109954	name:新薫|name:強性結婚	keep	副題追加のみ
212161	name:新薫|name:絶倫陸奥くんは大きいクリが好き	keep	副題追加のみ
89128	name:旅井とり|name:めしばな刑事 (デカ) タチバナ	keep	表記差のみ同一
208333	name:日暮|name:山奥育ちの俺のゆるり異世界生活	keep	副題追加のみ
47390	name:日本ファルコム|name:英雄伝説 空の軌跡 SC	keep	著者一致でSC版と確認
204504	name:日車メレ|name:死に戻り令嬢の仮初め結婚	keep	副題追加のみ
204013	name:日野塔子|name:ある日夫が別人に	keep	副題追加のみ
201643	name:日野彰|name:転生アラサー女子の異世改活	keep	副題追加のみ
189637	name:日高十三男|name:21XX年墾田永年私財法	keep	表記差のみ
88608	name:早川光|name:きららの仕事	keep	版元冠のみ差異
132402	name:旭太郎|name:火星探険	keep	同音異字の同一作
180911	name:明日かかん|name:天才錬金術師は気ままに旅する	keep	副題追加のみ
180758	name:星くずし|name:冒険者パーティーを追放された回復士の少女を拾って育成したら、まさかの最強職業に転職!?	keep	題の後半省略のみ
144077	name:星彼方|name:悪食令嬢と狂血公爵	keep	副題追加のみ
179264	name:星文ろの|name:私の婚約者様の毒舌が過ぎる	keep	副題追加のみ
209768	name:星見うさぎ|name:落ちこぼれダメ令嬢は溺愛されて生まれ変わります!?	keep	副題追加のみ
78471	name:春乃えり|name:サバンナゲーム	keep	The Comic付加のみ
189612	name:春宮ぱんだ|name:ペテン伯爵の囲われ姫	keep	副題追加のみ
166575	name:春宮アン|name:寮則は恋に甘し	keep	副題追加のみ
132298	name:時野洋輔|name:勘違いの工房主(アトリエマイスター)|sub:英雄パーティの元雑用係が、実は戦闘以外がSSSランクだったというよくある話	keep	副題完全一致
194804	name:有村雨|name:歴史裁判	keep	同題+副題のみ差
174179	name:望月秋五郎|name:魔術ギルド総帥	keep	副題追加のみ
199383	name:朝月アサ|name:捨てられた聖女はダンジョンで覚醒しました	keep	副題追加のみ
140574	name:木南ユカ|name:五輪の女神さま	keep	副題追加のみ
184449	name:木友奏多|name:武神伝	keep	副題追加のみ
116735	name:木村りん|name:みにみに部	keep	副題追加のみ
187938	name:朱城怜一|name:戦場の聖女	keep	副題追加のみ
169696	name:朱村咲|name:ヤングダイヤル	keep	著者一致・副題追加
184922	name:朱神宝|name:愛でて春	keep	副題追加のみ
142169	name:杉乃紘|name:追放の賢者、世界を知る	keep	副題追加のみ
106955	name:村上ゆいち|name:ドロップ!!	keep	副題追加のみ
189793	name:村上晶|name:漣蒼士に処女を捧ぐ	keep	副題追加のみ
189793	name:村上晶|name:漣蒼士に処女を捧ぐ|sub:さぁ、じっくり愛でましょうか	keep	副題完全一致
161896	name:村松麻由|name:余りモノ異世界人の自由生活	keep	副題追加のみ
192736	name:杞憂千|name:運命のカラダと別れたい。	keep	同題+副題
188594	name:来須みかん|name:社交界の毒婦とよばれる私	keep	同題+副題
44500	name:東宮千子|name:プラトニック	keep	唯一作品で一致確認済
44494	name:東宮千子|name:日本を休もう	keep	副題追加のみ
63309	name:松智洋|name:パパのいうことを聞きなさい! 路上観察研究日誌	drop	別作画の異題版に誤リンク
107824	name:松竜|name:少女たちは荒野を目指す	keep	著者一致・副題追加
85766	name:松駒|name:ニーチェ先生	keep	著者一致・副題追加
159085	name:林たかあき|name:バキ外伝ガイアとシコルスキー	keep	同題+副題
197038	name:林たかあき|name:マツケンクエスト	keep	同題+副題
200599	name:柏みなみ|name:初恋の人との晴れの日に令嬢は裏切りを知る	keep	副題追加のみ
137986	name:柚月裕子|name:孤狼の血	drop	LEVEL2は別作品
100117	name:栄田健人|name:ゴブリンスレイヤー外伝	keep	同一外伝作品
171024	name:栖夜まろみ|name:うしろの席のぎゃるに好かれてしまった。	keep	副題追加のみ
146121	name:桑島黎音|name:縁の下のチカラモチャー	keep	表記一致
40612	name:桜川園子|name:俺様天国!	drop	番外編スピンオフに誤リンク
172338	name:桜田霊子|name:黒崎くんは独占したがる	keep	副題追加のみ
82005	name:梅村真也|name:ちるらん新撰組鎮魂歌 (レクイエム)	keep	表記差のみ
119377	name:森こさち|name:これは経費で落ちません!	keep	著者一致・副題追加
202471	name:森月いち|name:祝・聖女になれませんでした。	keep	副題追加のみ
182237	name:森永ミキ|name:ルビー・オンザ・ケーキ	keep	副題追加のみ
133019	name:椋野わさび|name:勇者パーティーを追放された白魔導師、Sランク冒険者に拾われる	keep	副題追加のみ
96775	name:椎名優|name:本好きの下剋上|sub:司書になるためには手段を選んでいられません : 公式コミックアンソロジー	drop	アンソロジーで本編と別物
154597	name:榛名丼|name:悪役令嬢と悪役令息が、出逢って恋に落ちたなら	keep	副題追加のみ
176720	name:樽見京一郎|name:オルクセン王国史	keep	副題追加のみ
193045	name:橋浦健太|name:サキュバス・リップ	keep	表記一致
185375	name:櫻井音衣|name:いきなり婚	keep	同題+副題
164956	name:正璽|name:転生したら序盤で死ぬ中ボスだった	keep	副題追加のみ
53947	name:武内崇|name:空の境界	keep	英題併記のみ
202919	name:水垣するめ|name:貴方に未練はありません!	keep	副題追加のみ
112103	name:水野光博|name:新・ちいさいひと	keep	著者一致・副題追加
48469	name:氷室冴子|name:なんて素敵にジャパネスク人妻編	keep	長期作内の一編
31297	name:永井明|name:医龍	keep	表記一致
92080	name:永井豪&ダイナミックプロ|name:激マン!スペシャル	drop	別章(マジンガーZ編)にリンク
59285	name:永尾まる|name:猫絵十兵衛	keep	表記一致
72221	name:池波正太郎|name:剣客商売ベストセレクション	drop	ベストセレクションで本編でない
173492	name:沖ノ輔|name:あのとき助けていただいたモンスター娘です。	keep	表記一致
163477	name:沙月|name:青薔薇(ブルーローズ)アンティークの小公女	keep	括弧注記差のみ
161594	name:沢辺有司|name:地政学ボーイズ	keep	副題追加のみ
176007	name:河田ひより|name:世界樹の魔物使い	keep	表記一致
189756	name:泉里侑希|name:死ぬ運命にある悪役令嬢の兄に転生したので、妹を育てて未来を変えたいと思います	keep	副題追加のみ
144644	name:浅田有皆|name:バトル・ロワイアル-執行者たちエンフォーサーズ-	keep	表記差のみ一致
189961	name:海法紀光|name:放課後異世界ふたり旅	keep	表記一致
100357	name:海道左近|name:インフィニット・デンドログラム	keep	表記一致
182921	name:添宋|name:追放された鍛冶師はチートスキルで伝説を作りまくる	keep	副題追加のみ
116638	name:清水めりぃ|name:ブラック企業の社員が猫になって人生が変わった話〈モフ田くんの場合〉	keep	著者一致・題一部一致
180758	name:清露|name:冒険者パーティーを追放された回復士の少女を拾って育成したら、まさかの最強職業に転職!?|sub:おまけに彼女の様子が何やらおかしくて…	keep	題の後半省略のみ
54121	name:渡辺瑞樹|name:不機嫌な名探偵	keep	division-0は同作内区分
125773	name:湯気|name:レムシータ・ブレイブス・オンライン～スローライフに憧れる俺のままならないVR冒険記～@COMIC	keep	@COMIC形式差のみ
121920	name:満月シオン|name:異世界で手に入れた生産スキルは最強だったようです。	keep	副題追加のみ
174054	name:漂月|name:マスケットガールズ!	keep	副題追加のみ
161047	name:灰島シゲル|name:この世界がいずれ滅ぶことを、俺だけが知っている	keep	表記一致
152218	name:烏羽雨|name:永年雇用は可能でしょうか	keep	表記一致
160037	name:熊谷純|name:テイルズ・オブ・クレストリア	keep	表記一致
163419	name:片倉響|name:俺の『全自動支援(フルオートバフ)』で仲間たちが世界最強	keep	副題追加のみ
123071	name:片瀬平太|name:王様の仕立て屋	keep	副題追加のみ
194772	name:犬田かんこ|name:極妻はお断り	keep	表記一致
121109	name:狂zip|name:怪物体質	keep	表記一致
185895	name:狛犬はやと|name:ベアフェイス	keep	表記一致
212395	name:猫又しょう|name:最高の一夜から始める恋	keep	副題追加のみ
