slug	title	ours	rakuten	year	isbn
zange-kano-hattashiuk	懺悔	鹿乃しうこ	初田しうこ	2000	9784812452127
akane-chan-over-drive	あかねちゃん OVER DRIVE	河下水希	桃栗みかん	1999	9784088470481
banzai	BANZAI	鈴木大	鈴木ダイ	1999	9784253057059
bx	BX	おかざき真里	オカザキマリ	1999	9784088471631
caramel-august	キャラメル・オーガスト	田渕由美子	田淵由美子	1999	9784088624594
childragon	Childragon	東直輝	あずまけいしん	1999	9784088728018
d-triangle	D-triangle	いーだ俊嗣	すんぢ	1999	9784897993454
daisukingu	大好王	道元宗紀	道元むねのり	1999	9784088727394
dark-edge	DARK EDGE	相川有	有川　有	1999	9784840211291
denei-yuugi	電影遊戯	関﨑俊三	関崎俊三	1999	9784592133049
digimon-adventure-v-tamer-01	デジモンアドベンチャーVテイマー01	やぶのてんや / 井沢ひろし	薮野てんや	1999	9784088060170
drops	DROPS	高嶋ひろみ	南京ぐれ子	1999	9784789781855
fire-candy	ファイヤーキャンディ	米倉けんご	今村夏央	1999	9784253146296
fire-emblem-seisen-no-keifu	ファイアーエムブレム聖戦の系譜	うさ銀太郎	大沢　美月	1999	9784889917321
fly	FLY	ニシカワ醇	西川ジュン	1999	9784821197705
ginga-ojou-sama-densetsu-yuna	銀河お嬢様伝説ユナ	いづみひろの / 明貴美加	いいづみ　蜜	1999	9784073106401
grass-breath	Grass Breath	コージィ城倉	城倉浩司	1999	9784063367942
hagaki-suit-janpudan	ハガキ戦士ジャンプ団	編著	井沢ひろし	1999	9784088727011
heian-joururi-monogatari	平安情瑠璃物語	竹宮惠子	竹宮恵子	1999	9784091721129
himitsu-no-kemonotachi	ひみつのケモノたち	極楽院櫻子	さくらあしか	1999	9784773005868
houkago-date-club	放課後デート倶楽部	浦嶋嶺至	浦島礼仁	1999	9784883860289
inochi-mijikashi-koiseyo-otome	いのち短し恋せよおとめ	新名昭彦	新名あき	1999	9784789782050
isola	Isola	厘のミキ / 貴志祐介	凛野ミキ	1999	9784048531672
kamakiri-yakata-no-sangeki	蟷螂館の惨劇	函岬誉	瀬口恵子	1999	9784063310405
kaoru-mizu	香る水	遠野一実	遠野一生	1999	9784088644332
kimi-no-naka-de-nemurasete	君の中で眠らせて	かやまゆみ	加山弓	1999	9784882717126
kogal-busters	コギャルバスターズ	オキモト・シュウ	沖本秀子	1999	9784253164580
kumi-chan-no-otsukai	くみちゃんのおつかい	吉田ふらわ	軽部華子	1999	9784257903901
lena-maria	レーナ・マリア	あべさより	ビヤネール 多美子	1999	9784092700154
lingerie-publicity	ランジェリー・パブリシティ	なかはら★ももた	なかはら桃太	1999	9784834261196
love-no-miko-chan	恋愛の美子ちゃん	小阪かおる	小坂かおる	1999	9784063258325
lupin-iii-y	ルパン三世Y	山上正月	モンキー・パンチ	1999	9784575936186
maboroshi-no-hata	まぼろしの旗	竹宮惠子	竹宮恵子	1999	9784091881113
mahoromateikku	まほろまてぃっく	ぢたま(某) / 中山文十郎	ぢたま某	1999	9784847033261
mahoutsukai-yousei-senmon-magic-star-gakuin	魔法使い養成専門マジックスター学院	南澤久佳	南澤ミヅキ	1999	9784757501386
manha-head	マッハヘッド	高橋秀武	瑳川恵一	1999	9784088727660
marijun	マリジュン	花津ハナヨ	桜井明子	1999	9784061789265
matatabisou-wa-nekoyashiki	またたび荘は猫屋敷	新名昭彦	新名あき	1999	9784821197736
odamari-chiba-1999	ODAMARI	千葉きよかず	千葉潔和	1999	9784537098518
ol-paradise	OLパラダイス	杜菜りの	千葉なおこ	1999	9784832261266
pink-lips-chaps	ピンクリップスチャップス	なかはら★ももた	なかはら桃太	1999	9784088644585
qp	QP	髙橋ヒロシ	高橋ヒロシ	1999	9784785919054
rorentsuo-no-yuri	ロレンツォの百合	函岬誉	瀬口恵子	1999	9784821197637
sega-no-game-wa-sekaiichiiii	セガのゲームは世界いちぃぃぃ!	吉松孝博	サムシング吉松	1999	9784797311105
shinin-shinjuu	死人心中	函岬誉	瀬口恵子	1999	9784408433004
shinjuku-gyoin-bat	新宿ギョインバット	くじらいいく子	くじらいいくこ	1999	9784091881311
shinkaigyo	身海魚	たなかかなこ	田中加奈子	1999	9784088727035
shounen-venus	少年ヴィーナス	瑞垣みずほ	なるも　みずほ	1999	9784049248029
sonnano-aijanai	そんなの愛じゃない	内田一奈	内田一菜	1999	9784882718741
super-doll-licca-chan	スーパードール・リカちゃん	征海美亜	征海未亜	1999	9784061789173
tanoshiku-nakayoku-yasashikune	たのしくなかよくやさしくね	杉基イクラ	くおん摩緒	1999	9784905965978
tekichuu	的中	能田茂 / 田原成貴	のだしげる	1999	9784063460179
terigaki	照柿	久保田眞二 / 高村薫	久保田真二	1999	9784845817566
the-big-o	THEビッグオー	ありがひとし / 矢立肇	有賀ヒトシ	1999	9784063490053
twins	TWINS	影崎由那	影崎夕那	1999	9784871823647
akechi-shounosuke-tanteisha	明智将之介探偵社	小川こうじ	小川浩司	1998	9784088725130
alichino	Alichino	珠黎皐夕	珠黎こうゆ	1998	9784834261011
anata-dake-ga-suki	あなただけがすき	極楽院櫻子	さくらあしか	1998	9784773005622
big-waver	Big Waver	関口裕行	関口裕之	1998	9784063126150
chuubou-ga-futari	チュー坊がふたり	田渕由美子	田淵由美子	1998	9784062607940
daikuu-maryuu-gaiking	大空魔竜ガイキング	尾瀬あきら / 小林檀 / 杉野昭夫 / 中谷国夫	松本めぐむ / 永井豪	1998	9784575935745
daisuki-tamagotchi	だいすき・たまごっち	河井リツ子	りっち	1998	9784092532717
dear-sweet-heart	Dear sweet heart	計奈恵	和猫	1998	9784882718536
deki-no-ii-kiss-warui-kiss	できのいいキス悪いキス	鹿乃しうこ	初田しうこ	1998	9784872872347
desertification	Desertification	いーだ俊嗣	すんぢ	1998	9784897992846
dragon-quest-princess-aleana	ドラゴンクエスト～プリンセスアリーナ～	天麻灯 / 小松崎康弘	八坂麻美子	1998	9784870252660
electric-hands	Electric Hands	つだみきよ	蔵王大志	1998	9784403660108
garow	画・row	水元あきつぐ	水元昭嗣	1998	9784088725475
geinou-1-daa-land-idol-ichiban	芸能ワンダーランドアイドル1番	上重☆さゆり	じょうさゆり	1998	9784091494412
generous-kiss	GENEROUS KISS	かんべあきら	栗栖ひとみ / 藤たまき	1998	9784756712219
happy-omajinai-comic	ハッピーおまじないコミック	上重☆さゆり	じょうさゆり	1998	9784092532991
hebi	蛇	楳図かずお	井口かのん	1998	9784408432632
heroine	ヒロイン	函岬誉	瀬口恵子	1998	9784408432649
ijigen-no-sekai-eruhazaado	異次元の世界エルハザード	企画	桂木すずし	1998	9784789791281
itsumo-miteiru-mono-dakara	いつもみているものだから	内田カヲル	内田かおる	1998	9784812452653
kaze-no-denshousha	風の伝承者	山本サトシ / 若桑一人	山本智	1998	9784091254511
ketsueki-shoujo	血液少女	ニシカワ醇	西川ジュン	1998	9784821196791
knight	ナイト	千葉きよかず / 松田康志	千葉潔和	1998	9784537097962
koi-seiki-apple-tender	恋世紀アップルテンダー	大槻メグミ	大槻恵	1998	9784253078580
koko-ga-sekai-no-mannaka-da	ここが世界のまんなかだ	内田カヲル	内田かおる	1998	9784812451717
kyojinjuu	ザ・パラノイド 巨人獣	石川球太	石川球人	1998	9784872333886
kyuuki-z	球鬼Z	藤澤勇希	藤沢勇希	1998	9784253145978
lupin-iii-1998	ルパン三世	山本修生 / 高口里純	モンキー・パンチ	1998	9784575935684
majutsu-no-princess-hikita-tenkou	魔術のプリンセス引田天功	飛鳥幸子 / 福瀬くに子	ジャン・ボーノワイエ / 岡田好惠	1998	9784795294233
manga-sangokushi	マンガ三国志	とみ新蔵	臣新蔵	1998	9784837917427
mesu-no-kiba-shinde-moraimasu	牝の牙・死んでもらいます	花小路ゆみ	花小路小町	1998	9784253156714
mitarai-san-to-ishioka-kun-ga-iku	御手洗さんと石岡君が行く	さちみりほ	島田荘司 / 今井ゆきる	1998	9784562030668
momoko-ni-tsuite	桃子について	田渕由美子	田淵由美子	1998	9784088624204
monster-faamu-4-koma-manga-gekijou	モンスターファーム 4コママンガ劇場	神田達志	エニックス出版局	1998	9784870256958
mother-lucy	マザー・ルーシー	山崎紗也夏	沖さやか	1998	9784091522214
nakanonchi-no-tameiki	ナカノんちのため息	高橋和希	たかはしかずき	1998	9784592131830
nekoteki-seikatsu-12-kagetsu	猫的生活12か月	川崎苑子	北村夏	1998	9784796288545
pocket-monster-pipipi-adventure	ポケットモンスターpipipi☆アドベンチャー	つきりのゆみ	月梨野ゆみ	1998	9784091358417
poketsuto-no-naka-no-0080-sou	機動戦士ガンダム0080	池原しげと / 矢立肇 / 富野由悠季	サンライズ	1998	9784751101308
r-shitei	R指定	須本壮一	本そういち	1998	9784160900332
rasetsu-no-ie	羅刹の家	井出智香恵	井出知香恵	1998	9784391920420
rensen	恋泉	皇名月	皇なつき	1998	9784048529020
seifuku-max	制服max	花小路ゆみ	花小路小町	1998	9784253144674
shanai-love-no-arukikata	社内恋愛の歩き方	小阪かおる	小坂かおる	1998	9784063257915
shin-hanamaru-den	新・花マル伝	いわしげ孝	岩重孝	1998	9784091523310
shounan-genjiroo	湘南ゲンジロー	くじらいいく子	くじらいいくこ	1998	9784160900295
smile-1998-2	Smile!	かやまゆみ	加山弓	1998	9784882717690
soshite-boku-wa-tohou-ni-kureru	そして僕は途方に暮れる	かやまゆみ	加山弓	1998	9784882718352
soukaigi	双界儀	霧嶋珠生	霧島珠樹	1998	9784048529341
speed-connection	SPEEDコネクション	池沢早人師	池沢さとし	1998	9784088570389
sunuupiitachi-no-kokoro-no-soudanshitsu	スヌーピーたちの心の相談室	チャールズ M.シュルツ	チャールズ・モンロー・シュルツ / 谷川俊太郎	1998	9784062690300
super-robot-comic-getter-robo-hen	スーパーロボットコミック ゲッターロボ編	石川賢 / 永井豪 / ダイナミックプロダクション	G．G．C．	1998	9784575935622
tickets	Tickets	いーだ俊嗣	すんぢ	1998	9784897992976
ultra-choudensetsu	ウルトラ超伝説	居村眞二	居村真二	1998	9784886531063
ultra-seven-productions-1998	ウルトラセブン	伊東章夫 / 桑田二郎 / 中沢啓治 / 福元一義	桑田次郎	1998	9784063420173
uwasa-ni-naritai	ウワサになりたい!	ツバキアンナ	椿アンナ	1998	9784088487694
wappa-rendetsu-bakuzou	わっぱ烈伝爆造	高橋幸慈	高橋幸二	1998	9784088757230
b-play	B-play	ツインテール	万利休	1997	9784756707109
bio-luminescence	バイオ・ルミネッセンス	漆原友紀	志摩冬青	1997	9784897992587
black-guard-1997	Black guard	霧嶋珠生	霧島　珠樹	1997	9784049247008
burari-tessen-torimonochou	ぶらり鉄扇捕物帳	佐佐木あつし	ささきあつし	1997	9784088587660
c-darwin	C・Darwin	櫻林子 / 橘瑞樹	橘水樹	1997	9784882716426
choujin-gakuen-goukaizaa	超人学園ゴウカイザー	村正みかど / 大張正己	村正帝	1997	9784198301576
colors-side-k	Colors side-K	麻宮騎亜	菊池通隆	1997	9784896012606
dakishimete-kureru-nara	抱きしめてくれるなら	榎本ナリコ	野火ノビタ	1997	9784882716341
diamond-century	Diamond century	櫻林子 / 橘瑞樹	橘水樹	1997	9784403614828
doruhira	ドルヒラ	井上行広	堀井秀人	1997	9784088723013
dragon-knight4	Dragon Knight4	冨樫	富樫	1997	9784073058281
eternal-melody	エターナルメロディ	森下要	遊演体	1997	9784073057390
fair	Fair	きらたかし	吉良たかし	1997	9784886729811
feauei-no-samurai	フェアウェイの侍	池沢早人師	池沢さとし	1997	9784529030052
fujiko-efu-fujio	藤子・F・不二雄	さいとうはるお	藤子プロ	1997	9784092701113
ganso-doku-typhoon	元祖Dr.タイフーン	かざま鋭二 / かざま鋭二＆堀井ひろし / 高橋三千綱 / 堀井ひろし	かざまプロ	1997	9784575822762
genghis-khan-1997	チンギスハン	石ノ森章太郎	石森プロ	1997	9784418975020
gpx	GPX	佐野まさき / わたなべ京	佐野真砂輝	1997	9784403614859
gyo-tto-paradise	ぎょ!っとパラダイス	紺野比奈子	ひな。	1997	9784897992501
hanagumi-ninkyouden	花組仁侠伝	鹿乃しうこ	初田しうこ	1997	9784391315936
hanakouji-komachi	花小路小町	花小路ゆみ	花小路小町	1997	9784575287585
happy-nanako	Happy菜々子	村祖俊一	如月次郎	1997	9784537097535
hayako-sakemichi-o-iku	ハヤ子サケ道をいく	玉川重機	玉川敏秀	1997	9784063141559
hermes-no-michi	エルメスの道	竹宮惠子	竹宮恵子	1997	9784120026720
inu-mayuge-de-ikou	犬マユゲでいこう	石塚2祐子	石塚祐子	1997	9784088060149
inugami	犬神	外薗昌也	外園昌也	1997	9784063141474
ishi-kuu-otoko	石喰う男	カラスヤサトシ	片岡聰	1997	9784838709274
jinrou-tensei	人狼転生	函岬誉	瀬口恵子	1997	9784063310313
kaettekita-hitosarai	帰って来たひとさらい	榎本ナリコ	野火ノビタ	1997	9784882716518
kakeru	カケル	竹下けんじろう	竹下堅次朗	1997	9784091521712
kiseijin	寄生人	杉本五郎	つゆきサブロー	1997	9784872333503
kouu-1997	項羽	石ノ森章太郎	石森プロ	1997	9784418975013
loose	Loose	なかはら★ももた	なかはら桃太	1997	9784088487281
love-experience	Love experience	國居亨	國居享	1997	9784832280410
mad-jam	MAD JAM	岩田やすてる	岩田康照	1997	9784091521514
mahou-shoujo-pretty-sammy	魔法少女プリティサミー	蒔野靖弘	牧野　靖弘 / 林　宏樹 / 鹿住　忠広 / 黒田　洋介 / 倉田　英之	1997	9784047121300
mikkusu-muteki-no-duo	MIX!無敵のデュオ	樹本祐季	中村月人	1997	9784056014983
mobile-suit-gundam-dai-08-ms-shoutai	機動戦士ガンダム第08MS小隊	アクアロード	サンライズ	1997	9784886412126
morishita-tsuushin-kanameeru	森下通信かなめーる	森下要	もりしたかなめ	1997	9784894251595
nakamurabashi-doubutsu-byouin-no-inu	中村橋動物病院の犬	高倉あつこ	高倉あつ子	1997	9784575822731
nozomi-s-life	望'sらいふ	富田安紀子	富田安紀良	1997	9784592137894
onna-kenji-reona	女検事・玲緒奈	鷲尾和哉	たむろ未知 / 北原雄二	1997	9784253161510
otete-tsunaide	お手てつないで	富田安紀子	富田安紀良	1997	9784592137900
pink-tornado	PINKトルネード	竹内未来	海月未来	1997	9784091372413
rabukome	愛米	コージィ❤城倉	コージィ城倉	1997	9784091521910
reimia-yorozu-company	レイミア よろずカンパニー	新名昭彦	山桜桃	1997	9784882715375
remics-time-mix	REMICS TIME MIX	いーだ俊嗣	すんぢ	1997	9784897992419
ringo	Ringo	こいおみなと	恋緒みなと	1997	9784063366822
saikena-natsu-o-yokohama-de	サイケな夏を横浜で	ツバキアンナ	椿アンナ	1997	9784088486635
saikou-no-kankei	最高の関係	あさいもとゆき	浅井裕	1997	9784575822410
saint-exupery	サン=テグジュペリ	ひらまつおさむ	鈴木 一郎	1997	9784092700123
sengoku-no-kaze	戦国の疾風	山本航暉	山本晃	1997	9784063124262
seven	Seven	なかはら★ももた	なかはら桃太	1997	9784088486475
shikoutei	始皇帝	石ノ森章太郎	石森プロ	1997	9784418975037
shin-f1-guranpuri-tengoku	新F1グランプリ天国	村山文夫	村山文男	1997	9784575960365
shin-oretacha-dragons	新おれたちゃドラゴンズ	倉橋寛	くらはしかん	1997	9784833111027
shin-san	新さん	ねてる	泉昌之	1997	9784838709519
sora-no-seibun	空の成分	河下水希	桃栗みかん	1997	9784088623665
star-wars-1998	スター・ウォーズ	工藤俊生 / LucasGeorge	田巻久雄	1997	9784073065616
supercar-no-ookami	スーパーカーの狼	池沢早人師	池沢さとし	1997	9784845814015
taka-o-kukurouka	たかをくくろうか	内田カヲル	内田かおる	1997	9784812451182
takamura-koutarou-chieko	高村光太郎・智恵子	村野守美	北川 太一	1997	9784092701083
transit	Transit	いーだ俊嗣	すんぢ	1997	9784897992525
tsuda-umeko	津田梅子	みやぞえ郁雄	津田塾大学・津田梅子資料室	1997	9784092701120
akashingou-chokushin-shimasutsu	赤信号直進しますっ	ぬまじりよしみ	めまじりよしみ	1996	9784575332094
ashuu-kouryuu-denki	亜州黄龍伝奇	菅野博之 / 狩野あさみ	菅野博士 / 狩野あざみ	1996	9784198301248
bakuhatsu-sunzen-yoshie-chan	爆発寸前!よしえちゃん	くら☆りっさ	くらりっさ	1996	9784897992051
bang-2	Bang!!!2	鈴木大	鈴木ダイ	1996	9784253047067
beppin-in-the-box	べっぴん IN THE BOX	春野まみ	春野まゆ	1996	9784199600173
chou-kakutou-densetsu-ashita-kagayake	超格闘伝説あした輝け!!	高橋幸慈	高橋幸二	1996	9784088754819
crystalize	Crystalize	みなみ遥	南かずか	1996	9784896012330
dag-boys	ダグ・ボーイズ	樹要	芹沢要	1996	9784756706133
dr-mordrid	Dr.モードリッド	外薗昌也	外園昌也	1996	9784796297004
enoshima-joshikou-ragubiibu	江の島女子高ラグビー部!!	くじらいいく子	くじらいいくこ	1996	9784063366259
eyes-kingin-youdou	Eyes金銀妖瞳	高橋ユキ	高橋　由紀	1996	9784592123644
faasu-akechi-hakase-boukenki	FARCE!明智博士冒険記	赤井里美	紗夢猫	1996	9784047121218
gakkou-no-kaidan-2	学校の怪談2	井上大助	いのうえだいすけ	1996	9784063197297
genshi-shounen-gyao	原始少年ギャオ	穴久保幸作	榎本有紀	1996	9784334803032
goryou-toushi-ooki-den	五霊闘士オーキ伝	☆よしみる / 土門弘幸	よしみる　徳隆	1996	9784073046974
haruo	ハルオ	榎本ナリコ	野火ノビタ	1996	9784872332438
himitsu-no-chikashitsu	秘密の地下室	中ノ尾恵	矢追町成増	1996	9784756705723
honda-souichirou	本田宗一郎	ひきの真二	竹内 均	1996	9784092701090
hottoiteyo-mama	ほっといてよ!ママ	富田安紀子	富田安紀良	1996	9784088754505
iceman	アイスマン	くじらいいく子	くじらいいくこ	1996	9784091520012
kachou-fuugetsu-1996	花鳥風月	神奈幸子	JET	1996	9784253161206
kakeru-kun-wake-up	翔くんWake up!!	あさいもとゆき	浅井裕	1996	9784845814596
kaze-densetsu-hikoza-kaze-no-shichiseiken	疾風伝説彦佐 疾風の七星剣	山本航暉	山本晃	1996	9784063122756
kennedy	ケネディ	ひらまつおさむ	鳥越 俊太郎 / 平松 おさむ / 菅谷惇夫	1996	9784092700017
kinka-gyokujou-ohanamori	金科玉条!?お花守	五十嵐あぐり	曽我あきお	1996	9784870256347
kishou-tenketsu-monogatari	奇笑天傑物語	大羽快	原淳	1996	9784870256354
kitsunebi	狐火	千葉きよかず	千葉潔和	1996	9784812450161
kosaaju	こさあじゅ	田渕由美子	田淵由美子	1996	9784086172622
kyuuketsuki-no-kisu	吸血鬼のキス	紫垣まゆみ	柴垣まゆみ	1996	9784821194810
last-kisu-kara-hajimeyou	ラストキスから始めよう	鹿乃しうこ	初田しうこ	1996	9784812450376
laura-ingalls	ローラ・インガルス	後藤ユタカ	服部 奈美	1996	9784092700079
lemon-chan-saga	レモンちゃんSaGa	赤井里美	紗夢猫	1996	9784047121270
mankai-sakurako	Mankai桜子	蒔野靖弘	牧野靖弘	1996	9784886536198
miboujin-wa-ogenkijirushi	未亡人はお元気印	村祖俊一	如月次郎	1996	9784537096279
minakata-kumagusu-1996	南方熊楠	みやぞえ郁雄	荒俣 宏	1996	9784092701045
minus	マイナス	山崎紗也夏	沖さやか	1996	9784091517814
miyazawa-kenji	宮沢賢治	村野守美	畑山 博	1996	9784092701069
mutant-turtles-gaiden	ミュータントタートルズ外伝	菅野博之	菅野　博士	1996	9784073040071
na-na	Na Na	綱渕貴仁	綱淵貴仁	1996	9784063335262
nikkan-tenshoku-panic	日刊転職パニック	宮川総一郎	水谷潤	1996	9784795218321
noumiso-purun	脳みそプルン!	川口けんご	川口憲吾	1996	9784063123432
omajinai-neko-chakura-kun	おまじないネコ・チャクラくん	上重☆さゆり	じょうさゆり	1996	9784091492418
oretsuu-ei-tou-zetto	オレ通A to Z	こいおみなと	恋緒みなと	1996	9784063366150
oudo-no-kishi-no-moto	黄土の旗幟のもと	皇名月	皇なつき	1996	9784048526753
peanuts-essence-1996	ピーナッツ・エッセンス	チャールズ・M.シュルツ	チャールズ・モンロー・シュルツ / 谷川俊太郎	1996	9784062650014
purple	Purple	竹下けんじろう	竹下堅次朗	1996	9784091517517
putchin-fruits	ぷっちんフルーツ	ゆかりがわ弓夜	紫川弓夜	1996	9784872780550
rakushou-hyper-doll-1996	楽勝!ハイパー★ドール	伊東伸平	伊藤伸平	1996	9784198301507
rockman-remix	ロックマンリミックス	ありがひとし	有賀ヒトシ	1996	9784063196948
satsui-no-soko	殺意の底	竹宮惠子	竹宮恵子	1996	9784122027084
second-kiss	セカンド・キス	込由野しほ	夢野まこと	1996	9784091364746
seisouken-no-tomoshibi	成層圏の灯	鳥人ヒロミ	鳥人弥巳	1996	9784882714774
shimarisu-kansatsu-nikki	シマリス観察日記	ゴブリン	ゴゴリン	1996	9784796287449
shin-happy-people	新ハッピーピープル	釋英勝	釈英勝	1996	9784088753515
shin-kaitei-gunkan	新海底軍艦	飯島祐輔	飯島ゆうすけ	1996	9784047131064
shinkou-endan-shinshiroku	神光援団紳士録	岩田やすてる	岩田康照	1996	9784088720821
shinsekai-blood-street	新世界ブラッドストリート	尾上龍太郎	尾上竜太郎	1996	9784893675033
shokatsu-koumei-1996	諸葛孔明	石ノ森章太郎	石森プロ	1996	9784418965182
smile-de-arukou	スマイルで歩こう!!	高橋もとこ	福田素子	1996	9784253161336
soushouguu	双晶宮	遠野一実	遠野一生	1996	9784030142800
sunuupii-no-nonki-ga-ichiban	スヌーピーののんきが一番	チャールズ・M.シュルツ	チャールズ・モンロー・シュルツ / 谷川俊太郎	1996	9784062561556
tanpa-kun	タンパ君	霧嶋珠生	霧島　珠樹	1996	9784049245974
tenchi-souzou	天地創造	天麻灯	八坂麻美子	1996	9784870255692
tenshin-ranman	天真ラン漫!	太田早紀	ほんだちはる	1996	9784091364326
tezuka-osamu-1996	手塚治虫	伴俊男	小学館	1996	9784092701038
the-spy-s-family	THE SPY’S FAMILY	松枝尚嗣	堀井覚司	1996	9784253039109
the-x-files	THE X FILES	望月三起也 / クリス・カーター	かきざき和美	1996	9784198301125
toto-to-poncho	トトとポンチョ	タイガー立石	タイガ-立石	1996	9784834013832
tottegorannasai	採ってごらんなさい!	高倉あつこ	高倉あつ子	1996	9784063281224
toyotomi-hideyoshi-chiba-1996	豊臣秀吉	大林かおる	小和田 哲男	1996	9784092701014
tsuburaya-age	円谷英二	小林たつよし	市川 森一	1996	9784092701076
uemura-naomi	植村直己	本庄敬	中出水 勲	1996	9784092701021
uta-ha-yo-ni-tsure-kimi-ni-tsure	歌は世につれキミにつれ	ツバキアンナ	椿アンナ	1996	9784088485058
vampire-2004	ヴァンパイア	高橋ユキ	高橋　由紀	1996	9784592127291
yosano-akiko	与謝野晶子	あべさより	入江春行	1996	9784092701106
zero-site-muhou-chitai	Xero site（無法恥帯）	ツインテール	ぺるそな	1996	9784576960937
amiteeji-the-saado	アミテージ・ザ・サード	大棚ザラエ / 大棚ザラエ+池上竜矢 / 池上竜矢 / 越智博之 / 小中千昭	池上竜也	1995	9784198300968
baacha-fighter-kage	バーチャファイター影	来留間慎一	秋恭摩	1995	9784198300791
butchou-baby	仏頂baby	鹿乃しうこ	初田しうこ	1995	9784391915402
catch-ball	キャッチ★ボール	小泉ヤスヒロ	小泉裕洋	1995	9784088582702
crows-gaiden	クローズ外伝	髙橋ヒロシ / 矢部享祐	高橋ヒロシ	1995	9784253043984
daikaijuu-gamera	大怪獣ガメラ	どろんぱ / 高橋二三	ただし	1995	9784198300470
doraemon-no-taiiku-omoshiro-kouryaku	ドラえもんの体育おもしろ攻略	鈴木伸一 / 藤子プロ / 村田ヒロシ	立木 正	1995	9784092531574
doragu-kyouryuuken	ドラグ恐竜剣	永井豪	船戸明里 / 友谷蒼	1995	9784344802926
double-half	ダブル・ハーフ	霧嶋珠生	霧島　珠樹	1995	9784049244878
gakkou-kaidan	学校怪談	高橋葉介	高橋兼介	1995	9784253053747
garou-densetsu-special-bakusho-4-koma-game-gag-comics	餓狼伝説SPECIAL 爆笑4コマゲームギャグコミックス	やましたたかひろ	山下高弘	1995	9784091740717
garudia	ガルダイヤ	山崎峰水	山崎浩	1995	9784047131187
golf-jinsei	ゴルフ・人生	いけうち誠一	セイ	1995	9784575850550
goreijou-kanezaki-reiko	御令嬢金崎麗子	はやしりえこ	林倫恵子	1995	9784088582467
gouketsuji-ichizoku-2	豪血寺一族2	氏賀Y太	古葉美一	1995	9784881992098
hikou-shounenzu	飛行少年ズ	榎本ナリコ	野火ノビタ	1995	9784872332162
kakedashita-cupid	駆けだしたCupid	太田早紀	ほんだちはる	1995	9784091364319
kenpee-kun	ケンペーくん	睦月影郎	奈良谷隆	1995	9784947681010
kimi-ni-kisushitai	君にKissしたい	かやまゆみ	加山弓	1995	9784882713258
kiru	斬る!!	流水凜子	流水りんこ	1995	9784048525572
kyoujuu-no-kiba	凶獣の牙	根本テツヤ / 鍋島雅治	鍋島雅春 / 根本哲也	1995	9784537039733
love-rendetsu	恋愛烈伝	斎藤なずな	齋藤なずな	1995	9784091890627
makasete-darling	まかせてダーリン	鈴木がんま	鈴木雅洋	1995	9784091424112
mama-ganbatte	ママがんばって	みずの圭	水野圭	1995	9784093112215
manga-gaishoku-ou-rendetsu	マンガ外食王列伝	石ノ森章太郎 / 日経レストラン編集部	石森プロ	1995	9784822230029
model	Model	不破慎理 / 企画	茶屋町勝呂	1995	9784048525954
nanakongu	ななコング	山崎紗也夏	沖さやか	1995	9784091517012
nirvana-panic	ニルヴァーナ・パニック	伊藤勢	伊藤努	1995	9784198300975
onnakui	女喰い	みね武 / 広山義慶 / 広尾満 / 小嶋悟	向後つぐお / 伊東恒久	1995	9784832227132
operation-w	オペレーションW	みずき健	あづみ享 / ぶるまほげろー	1995	9784897991733
osawagase-prism-lady	おさわがせプリズムレディ	新名昭彦	新名あき	1995	9784796243216
pekin-reijin-show	燕京伶人抄	皇名月	皇なつき	1995	9784048525770
pingu-comic	Pingu Comic	ミッシェル・ニー	ミシェル・ニー	1995	9784789709965
rinneman	輪廻男	流水凜子	流水りんこ	1995	9784257985778
shin-megami-tensei-ifu	真・女神転生if…	柳澤一明 / ATLUS	アスキー	1995	9784756111319
shounen-ninja-basara-kun-fuyouhime-taikutsuki	「少年忍者バサラくん」芙蓉姫退屈記	よしみいく / ADA	義見依久	1995	9784334802592
shounen-ninja-basara-kun	少年忍者バサラくん	よしみいく / ADA	義見依久	1995	9784334803001
shousetsu-fajji	小説FUDGE	原田やよい	梶本ほこら	1995	9784756709424
simoom	SIMOOM	青樹緫	青樹総	1995	9784199600012
sora-yori-takaku	天より高く	宮下あきら	浅美裕子	1995	9784088574110
street-fighter-tsuu-bui-rendetsu	ストリートファイターⅡ V列伝	馬場康誌	馬場　康士	1995	9784063340037
sukatto-saibaemon	すかっとサイバえもん	吉松孝博	サムシング吉松	1995	9784056009347
susume-dainaman	すすめ!!ダイナマン	川野匠	池田匠	1995	9784870256002
teddy-boy	テディ・ボーイ	やぎざわ梨穂	源氏街子	1995	9784812400470
tsuki-no-hikari-hoshi-no-michi	月の光星の道	浅見侑	Lee	1995	9784756709288
usagi-no-shiro	兎の城	鹿乃しうこ	初田しうこ	1995	9784882712961
who-is-fuou	Who is 風生!?	なかざき冬	なかざきふゆ	1995	9784063335026
yatsu-no-na-ha-maria	奴の名はMARIA	道元宗紀	道元むねのり	1995	9784088715780
yoru-no-ryourinin	夜の料理人	たがわ靖之	たきがわ靖之	1995	9784832227279
youjuuki	妖獣姫	函岬誉	瀬口恵子	1995	9784063310047
youshin-kourin	妖神降臨	SYUFO / 朝松健 / ゴブリン松本 / 藤川守 / 来雅環 / いつきたかし / 桜水樹	板橋しゅうほう	1995	9784756111517
