最終発売日	slug	title	著者	巻数	status	adult
2026-08-12	imiou-no-hanayome	忌王の花嫁	松本花	2	ongoing	
2026-08-12	i-sekai-de-oni-no-dorei-toshite-kawaigarareru-seikatsu	異世界で鬼の奴隷として可愛がられる生活	周防	1	ongoing	
2026-08-12	hana-mo-sakari-no-o-toshigoro	花もサカりのお年頃	クリハラコマリ	1	ongoing	
2026-08-12	gyakkou-shita-moto-akuyaku-reijou-seikaku-no-warusa-wa-naosazu-shokei-end-kaihi-	逆行した元悪役令嬢、性格の悪さは直さず処刑エンド回避します！	笹野すずめ	1	ongoing	
2026-08-12	genshou-x	現象X	温泉　中也	3	ongoing	
2026-08-12	fuji-to-umi-saikai-to-aishuu	藤と海 -再会と愛執ー	MKR.	1	ongoing	
2026-08-12	downer-na-kouhai-wa-sex-da-to	ダウナーな後輩はセックスだと×××	盛山 タルタル	1	ongoing	
2026-08-12	20-seiki-kai-jiken-annai	20世紀怪事件案内	ドリヤス工場	1	completed	
2026-08-10	yumemiru-seijo-wa-oujisama-no-soine-gakari-ni-erabaremashita	夢見る聖女は王子様の添い寝係に選ばれました	白瀬やや	2	ongoing	
2026-08-10	yamiochi-reijou-wa-maou-no-musume-alice-ni-tensei	闇落ち令嬢は魔王の娘アリスに転生したので王都で暗躍することにしました	島崎無印	1	ongoing	
2026-08-10	tsurezure-children-color-ban	徒然チルドレン　カラー版	若林 稔弥	8	ongoing	
2026-08-10	toudousan-to-jinaichan	藤堂さんと仁愛ちゃん	水島ライカ	1	ongoing	
2026-08-10	tokimeki-gohan-nipponshu-to-o-sushi	ときめきごはん　日本酒とお寿司	アンソロジー	1	ongoing	
2026-08-10	tensai-bishoujo-san-shimai-wa-isourou-ni-dake-choro-kawaii	天才美少女三姉妹は居候にだけちょろ可愛い。	絢瀬　あとり	1	ongoing	
2026-08-10	supadari-osananajimi-wa-dekiai-nikushoku-danshi	スパダリ幼馴染は溺愛肉食男子	峰万史郎	1	ongoing	
2026-08-10	ryuu-no-nie-yome	龍の贄嫁	碧水雪乃	2	ongoing	
2026-08-10	oku-man-chouja-no-negaigoto	億万長者の願い事	藤田和子	1	ongoing	
2026-08-10	mushoku-no-watashi-to-tennen-haabu-ouji-no-majo-recipe	無職の私と天然ハーブ王子の魔女レシピ	桐原いづみ	2	ongoing	
2026-08-10	kyokuken-no-slash	極剣のスラッシュ	rioka	2	ongoing	
2026-08-10	kyokuhoku-no-geroi	極北のゲロイ	柿崎正澄	2	ongoing	
2026-08-10	koi-wa-sugu-soba-ni	恋はすぐそばに	こいでみえこ	1	ongoing	
2026-08-10	kizoku-no-sannan-dekunobou-kara-saikyou-majutsushi-e-parameter-o-chousetsu-shi-t	貴族の三男、でくの坊から最強魔術士へ。パラメーターを調節して、すべての魔術を魔改造!	鳴汐ユウ	1	ongoing	
2026-08-10	kataware-reijou-ga-dansou-suru-wake	かたわれ令嬢が男装する理由	ソラジマ	6	completed	
2026-08-10	kamimachi-mekurumeku	神街めくるめく	日々曜	2	ongoing	
2026-08-10	juu-hachisai-no-shiroki-kekkon	十八歳の白き結婚	長崎真央子	1	ongoing	
2026-08-10	hatamoto-kaikaku-otoko	旗本改革男	荒吐巌	1	ongoing	
2026-08-10	hanayome-wa-nise-no-chikai-ni-namidasuru	花嫁は偽の誓いに涙する	麻生　歩	1	ongoing	
2026-08-10	gourmet-keibu-no-bishoku-sousa	グルメ警部の美食捜査	斎藤千輪	1	ongoing	
2026-08-10	binbou-reijou-wa-noroi-no-hakushaku-to-kekkon-shitai	貧乏令嬢は呪いの伯爵と結婚したい	海野はな	1	ongoing	
2026-08-10	aware-aishi-te-ooshimasan	哀れ愛して大島さん	宮内 漣	1	ongoing	
2026-08-10	amoutokijima	あもうときじま	桐島 豊	3	completed	
2026-08-08	uruwashi-no-koutei-heika-no-tsugai-ni-erabarete-shimatta-no-desu-mada-shigoto-ga-shitai-node	麗しの皇帝陛下の番に選ばれてしまったのですが、まだ仕事がしたいので秘密です!	吉田しゃけ	3	ongoing	
2026-08-08	dare-nimo-aisarenakatta-shuuwai-reijou-ga-shiawase-ni-naru-made	誰にも愛されなかった醜穢令嬢が幸せになるまで	青季ふゆ	4	ongoing	
2026-08-08	dakara-watashi-itta-wa-yo-ne	だから、私言ったわよね?	屋形	1	ongoing	
2026-08-08	8-sai-kara-hajimeru-mahougaku	8歳から始める魔法学	ゆうなぎ	6	ongoing	
2026-08-07	zensei-ga-saikyou-madoushi-datta-ore-i-sekai-mahou-de-musou-suru	前世が最強魔導師だった俺、異世界魔法で無双する！	安康 マイ	1	ongoing	
2026-08-07	yowai-tokoro-mo-marugoto-zenbu	弱いトコロもまるごと全部	野萩あき	1	ongoing	
2026-08-07	watashi-no-shujin-wa-ookina-inukei-kishisama	私の主人は大きな犬系騎士様	天夜葎	1	ongoing	
2026-08-07	unaji-ni-koi-no-ato	うなじに恋の痕	永乃 あづみ	1	ongoing	
2026-08-07	tsuihou-reijou-craft-shi-nagara-camping-car-de-i-sekai-o-tabi-shimasu	追放令嬢、クラフトしながらキャンピングカーで異世界を旅します	関口太郎	1	ongoing	
2026-08-07	tasogare-machi-purizunaazu	黄昏町プリズナーズ	藤モロホシ	5	ongoing	
2026-08-07	shiro-tengu-no-nieyome	白天狗の贄嫁	朝比奈 希夜	2	ongoing	
2026-08-07	shinjite-ita-nakamatachi-ni-dungeon-okuchi-de-korosarekaketaga-gift-mugen-gacha-de-level-9999-no	信じていた仲間達にダンジョン奥地で殺されかけたがギフト『無限ガチャ』でレベル9999の仲間達を手に入れて元パーティーメンバーと世界に復讐&『ざまぁ!』します!	大前貴史	23	ongoing	
2026-08-07	senpai-to-kouhai-dai-abare-no-hibi	先輩と後輩、大暴れの日々	横森 もよこ	1	ongoing	
2026-08-07	otome-gee-sekai-wa-mobu-ni-kibishii-sekaidesu	乙女ゲー世界はモブに厳しい世界です	三嶋　与夢	2	ongoing	
2026-08-07	ooedo-innovation	大江戸イノベーション	樋田　よしなり	2	ongoing	
2026-08-07	neno-kuni-no-yui-bino-miko	ネノ國の結ビノ巫女	大崎 崇人	1	ongoing	
2026-08-07	nakama-o-tsuyoku-suru-tame-shien-ni-tesshiteita-chuunen-boukensha	仲間を強くするため支援に徹していた中年冒険者、追放され自分だけの最強ギルドを作る	深谷飛鳥	1	ongoing	
2026-08-07	mukashi-totta-kinezuka-de-to-iinagara-musou-suru-teishokuya-no-ossan-jitsuha-den	昔取ったきねづかで...と言いながら無双する定食屋のおっさん、実は伝説のダンジョン攻略者	九頭 七尾	2	ongoing	
2026-08-07	maoujou-no-ryouriban	魔王城の料理番	ワイエム系	6	ongoing	
2026-08-07	koushaku-reijou-wa-waga-michi-o-baatari-teki-ni-yuku	公爵令嬢は我が道を場当たり的に行く	高瀬雛	5	ongoing	
2026-08-07	konyakushasama-oujosama-o-yuusen-surunara-o-suki-ni-douzo	婚約者様、王女様を優先するならお好きにどうぞ（※ただし、私も王子様を優先しますが…）	やさき衣真	1	ongoing	
2026-08-07	kimi-ga-mata-kakidasu-sen	君がまた描きだす線	加藤羽入	3	ongoing	
2026-08-07	kawabe-no-eva-to-ijintachi	川辺のエヴァと異人たち	猪川朱美	1	ongoing	
2026-08-07	jingai-karute-1	人外カルテ1	西塚　em	1	ongoing	
2026-08-07	isekai-maou-to-shoukan-shoujo-no-dorei-majutsu	異世界魔王と召喚少女の奴隷魔術	福田直叶	30	ongoing	
2026-08-07	i-sekai-de-otto-no-ai-wa-omoi-kedo-kawaii-kodomo-o-honobono-tanoshiku-sodatetai	異世界で、夫の愛は重いけど可愛い子どもをほのぼの楽しく育てたい	ヌガー沼	1	ongoing	
2026-08-07	hokou-danshi	補講男子	荻野スミ	1	ongoing	
2026-08-07	hida-mari-no-joufutachi	ひだまりの情夫たち	七生 えむ	1	ongoing	
2026-08-07	gokuto-jihen-shuui-hanashi-akujiki	獄都事変 拾遺噺 -悪食ー	みひろ	1	ongoing	
2026-08-07	goku-kano	極カノ	しがの 夷織	3	ongoing	
2026-08-07	garanonogarajou	ガラノノガラ上	ナコ	1	ongoing	
2026-08-07	end-mark-no-tsuzuki-kara	エンドマークの続きから	伊香亞紀	1	ongoing	
2026-08-07	eeranku-party-o-ridatsu-shita-ore-wa-motooshiegotachi-to-meikyuu-shinbu-o-mezasu	Aランクパーティを離脱した俺は、元教え子たちと迷宮深部を目指す。	ユーリ	13	ongoing	
2026-08-07	destiny-unchain-online	Destiny Unchain Online	ヤチモト	13	ongoing	
2026-08-07	card-game-de-sekai-ga-horobu-sekai-ni-tensei-shite-card-shop-o-kaiten-shitara	カードゲームで世界が滅ぶ世界に転生してカードショップを開店したら、周囲から前作主人公だと思われている	三神みかみ	1	ongoing	
2026-08-07	blue-print	ブループリント	中井 あさがお	1	ongoing	
2026-08-07	bakuado-umareta-chokugo-kara-saikyou-akuryou-to-nounai-battle-shitetara	【爆アド】生まれた直後から最強悪霊と脳内バトルしてたら魔力量が測定可能域を超えてました	田崎 辰	3	completed	
2026-08-07	anti-dynamics	アンチ・ダイナミクス！	琢磨	1	ongoing	
2026-08-07	akuyaku-reijou-o-enjiteimasuga-oshiga-kirattekuremasen	悪役令嬢を演じていますが推しが嫌ってくれません	たなせたな	1	ongoing	
2026-08-07	afternoon-tea-wa-ikagadesu-ka-watashi-to-senpai-no-fujun-de-ichizuna-futari-kura	アフタヌーンティーはいかがですか？ 私と先輩の、不純で一途なふたり暮らし	文尾　文	1	ongoing	
2026-08-06	yuiitsu-muni-no-seirei-kajishi-ga-saikyou-no-bugu-o-tsukuru-made	唯一無二の精霊鍛冶師が最強の武具を創るまで	すかいふぁーむ	3	ongoing	
2026-08-06	wide-ban-nee-piyochan-natsuyasumi	ワイド版ねえ、ぴよちゃん 夏休み	青沼貴子	1	ongoing	
2026-08-06	watashi-no-kaidanshi-wa-ponkotsu-kawaii	私の怪談師はポンコツ可愛い	石川扇	1	ongoing	
2026-08-06	watashi-kumo-na-monster-o-tame-shita-node-spider-silk-de-saihou-o-ganbarimasu	私、蜘蛛なモンスターをテイムしたので、スパイダーシルクで裁縫を頑張ります!	あきさけ	3	ongoing	
2026-08-06	tonari-no-heya-no-jo-kishi-wa-i-sekaijin-de-nomi-tomodachi	隣の部屋の女騎士は、異世界人で飲み友達	穂尾ふくろ	1	ongoing	
2026-08-06	sekai-saikyou-no-debuff-ukeoinin	世界最強のデバフ請負人	日之影ソラ	3	ongoing	
2026-08-06	sekai-o-sukuu-tame-ni-watashi-to-asachun-dekimasu-ka	世界を救うために亜人(わたし)と朝チュンできますか?	音井れこ丸	10	ongoing	adult
2026-08-06	seijo-no-ane-desu-ga-imouto-no-tame-no-tokushu-maseki-ya-tokushu-yakusou	聖女の姉ですが、妹のための特殊魔石や特殊薬草の採取をやめたら、隣国の魔術師様の元で幸せになりました！（コミック）	かのん	3	ongoing	
2026-08-06	rirei-sama-no-monban	リレイ様の門番	ヤマトヨウ	1	ongoing	
2026-08-06	oshi-no-seitai-hiroimashita	推しの声帯拾いました	9℃	2	ongoing	
2026-08-06	osananajimi-ni-kage-de-tsugou-no-yoi-otoko-yobawari-sareta-ore-wa-koui-o-reset-s	幼馴染に陰で都合の良い男呼ばわりされた俺は、好意をリセットして普通に青春を送りたい	野良うさぎ	1	ongoing	
2026-08-06	ore-nojurini-furenaide	俺のじゅりに、ふれないで	つきみ らぼ	1	ongoing	
2026-08-06	nobunaga-no-yome-hajimemashita-ponkotsu-majo-no-sengoku-naiseiden	信長の嫁、はじめました ポンコツ魔女の戦国内政伝	九條葉月	1	ongoing	
2026-08-06	nenpi-ga-warui-seijodesu-ga-koushakusama-ni-hiroware-te-shiawasedesu	燃費が悪い聖女ですが、公爵様に拾われて幸せです!(ごはん的に♪)	狭山ひびき	1	ongoing	
2026-08-06	marimo-kyoudai-no-sahanji	まりも兄弟の茶飯事	蔵人幸明	10	ongoing	
2026-08-06	mannen-f-rank-tsuuyaku-skill-mochi-teihen-boukensha	万年Fランク【通訳】スキル持ち底辺冒険者、異種族の最強美少女たちとパーティーを組んで才能に開花し無双する	はにゅう	3	ongoing	
2026-08-06	mahou-jogakuen-no-baiten-de-hataraku-ore	魔法女学園の売店ではたらく俺は、異世界から召喚された『ハーレム先生』です。	タイフーンの目	2	ongoing	
2026-08-06	ma-ken-no-hanayome	魔剣の花嫁	青橋由高	1	ongoing	
2026-08-06	koukyuu-no-o-toiawase-madoguchi	後宮のお問い合わせ窓口	アベンゼン	1	ongoing	
2026-08-06	kono-hoshi-furu-tengoku-de	この星降る天国で	板倉　アユミ	1	ongoing	
2026-08-06	kobayashi-san-chi-no-maidragon-iruru-wa-koi-toka-wakarimasen	小林さんちのメイドラゴン イルルは恋とかわかりません！	クール教信者	2	ongoing	
2026-08-06	kishi-ni-akogareta-saikyou-no-kenshi	騎士に憧れた最強の剣士、騎士家系の落ちこぼれ令嬢に転生する。	楓原こうた	2	ongoing	
2026-08-06	kenkyaku-shoubai-premium-ka	剣客商売プレミアム 家	大島やすいち	1	ongoing	
2026-08-06	jinsei-mierukahyou-de-jikan-no-muda-ga-nakunarimashita	「人生見える化表」で、時間のムダがなくなりました	堀内三佳	1	ongoing	
2026-08-06	inaka-de-hajimeru-kyuu-katsu-slow-life	田舎ではじめる休活スローライフ	錬金王	1	ongoing	
2026-08-06	i-sekai-fukushuu	異世界復讐	せなか太郎	1	ongoing	
2026-08-06	heisei-haizanhei-sumire-chan	平成敗残兵すみれちゃん	里見U	11	ongoing	
2026-08-06	girls-vampire	ガールズ×ヴァンパイア	みかみてれん	1	ongoing	
2026-08-06	furerareru-to-shinu-to-iwareta-watashi	『触れられると死ぬ』と言われた私、王子に触れたら最強の大聖女になりました。ところで殿下の愛が重い	宮之みやこ	2	ongoing	
2026-08-06	elf-ni-sodaterare-te-jinrui-yuiitsu-no-seireijutsushi-ni-narimashita	エルフに育てられて人類唯一の精霊術師になりました	すかいふぁーむ	1	ongoing	
2026-08-06	dragon-to-yamagurashi-kyuujitsu-wa-i-sekai-de-camp-life	ドラゴンと山暮らし 休日は異世界でキャンプライフ	EDA（HJノベルス／ホビージャパン刊）	2	ongoing	
2026-08-06	daisuki-na-hito-nanoni-sefure-keiyaku-musunjaimashita	大好きな人なのにセフレ契約結んじゃいました…	雪村むぎこ	4	ongoing	
2026-08-06	cool-na-hikami-san-wa-semaritai	クールな氷上さんは迫りたい	にゃけ彦	2	ongoing	
2026-08-05	zombie-no-afureta-sekai-de-ore-dake-ga-osowarenai-tokiko-if-story-vol	ゾンビのあふれた世界で俺だけが襲われない 時子 IF STORY vol.	近藤ろぼ	1	ongoing	
2026-08-05	tsuchikaburi-no-elena-hime	土かぶりのエレナ姫	晴海ひつじ	8	ongoing	
2026-08-05	tensei-shita-wakiyaku-heibonna-boku-wa-bikei-dai-ni-ouji-o-yandere-ni-shiteshima	転生した脇役平凡な僕は、美形第二王子をヤンデレにしてしまった	岩奇しゃけ	2	ongoing	
2026-08-05	tensei-akujo-no-kurorekishi	転生悪女の黒歴史	冬夏アキハル	19	ongoing	
2026-08-05	tadashii-onara-no-tsukaikata	ただしい　おならの　つかいかた	なかつかみお	1	ongoing	
2026-08-05	otsu-san-wa-uzeen-da-yo-tte-guild-kara-tsuihousareta-shita-kuseni-ato-kara-fukki-yousei-o	おっさんはうぜぇぇぇんだよ!ってギルドから追放したくせに、後から復帰要請を出されても遅い。最高の仲間と出会った俺はこっちで最強を目指す!	羽鳥ぴよこ	5	ongoing	
2026-08-05	omae-no-sub-ni-sasero-yo	お前のSubにさせろよ	つし子	1	ongoing	
2026-08-05	kuga-keiichi-to-takane-no-otto	久我慶一と高嶺の夫	黒井つむじ	1	ongoing	
2026-08-05	kazoku-ni-aisarenakatta-watashi-ga-henkyou-no-chi-de	家族に愛されなかった私が、辺境の地で氷の軍神騎士団長に溺れるほど愛されています	鳴宮野々花	1	ongoing	
2026-08-05	kakato-otoshi-reijou-wa-cheat-na-kakato-de-musou-suru	かかと落とし令嬢はチートな踵で無双する	餅西うまし	1	ongoing	
2026-08-05	imouto-ni-kekkon-o-oshitsukerareta-techigai-no-tsumadesu-ga-itsunomanika-henkyou	妹に結婚を押し付けられた手違いの妻ですが、いつの間にか辺境伯に溺愛されてました	瑞貴	1	ongoing	
2026-08-05	ikie-niyoru-mofumofu-moukin-shiikuki-i-sekai-trip-shitara-hime-miko-shoukan-no-o	生き餌によるモフモフ猛禽飼育記 異世界トリップしたら、姫巫女召喚のおまけでした	瀬尾優梨	1	ongoing	
2026-08-05	hoshigari-jouzu-no-love-call	欲しがり上手のラブコール	佐倉まめもち	1	ongoing	
2026-08-05	hitojichi-seikatsu-kara-hajimeru-slow-life-o-kawari	人質生活から始めるスローライフ おかわり！	小賀いちご(ツギクル)	1	ongoing	
2026-08-05	dekisokonai-no-majo-wa-shishi-koushaku-to-mitsu-kon-suru	出来損ないの魔女は獅子公爵と蜜婚する	水谷 京子	1	ongoing	
2026-08-05	crystal-ojou-sama-wa-otokonoko	クリスタルお嬢様は男の子	JeonEona	4	ongoing	
2026-08-04	saikyou-jump-ryuu-e-no-egakikata-kouza-edou	最強ジャンプ流 絵の描き方講座「絵道」	中川 中丸	1	ongoing	
2026-08-04	kuchi-nikansuru-ankeeto	口に関するアンケート	押見 修造	1	ongoing	
2026-08-04	kemono-jihen	怪物(けもの)事変	藍本松	25	ongoing	
2026-08-03	zutto-mae-kara-aideshita	ずっと前から愛でした	椛嶋ユウニ	1	ongoing	
2026-08-03	slime-taikou-to-botsuraku-reijou-no-angai-shiawase-na-konyaku	スライム大公と没落令嬢のあんがい幸せな婚約	狸田にそ	6	ongoing	
2026-08-03	rikon-suruhazu-ga-reikoku-kishi-no-dannasama-ni-dekiai-sare-teitayoudesu	離婚するはずが、冷酷騎士の旦那さまに溺愛されていたようです	鹿 雨里	1	ongoing	
2026-08-03	resurrection-kindai-igaku-no-kaijin-john-hunter	レザレクション　-近代医学の怪人ジョン・ハンターー	てぃーろんたろん	1	ongoing	
2026-08-03	o-hisama-to-choushoku	お日さまと朝食	アンソロジー	1	ongoing	
2026-08-03	niji-no-hashi-kara-tsutaetaikoto	虹の橋から伝えたいこと	かなつ久美	1	ongoing	
2026-08-03	meshimoku	メシモク	おぐりイコ	1	ongoing	
2026-08-03	ma-mikachan-ga-kuru	魔美華ちゃんが来る！	高橋　葉介	1	ongoing	
2026-08-03	kuchi-ni-dashichau-se-usagiguchi-senpai	口に出しちゃう瀬兎口先輩	奥田 枠	1	ongoing	
2026-08-03	koi-nante-wasureteta	恋なんて忘れてた	山路伴	1	ongoing	
2026-08-03	ii-ko-ni-suru-kara-ore-ni-idakare-te	いいこにするから俺に抱かれて	御山めちる	1	ongoing	
2026-08-03	haiiro-to-aka	灰色と赤	パース	1	ongoing	
2026-08-03	chuu-inu-dom-wa-higashi-shunin-o-amayakashitai	忠犬Domは東主任を甘やかしたい	夜鳴フニャ	1	ongoing	
2026-08-01	tensei-saki-wa-korosareru-hazu-no-mobu-reijou-deshita	転生先は殺されるはずのモブ令嬢でした	シンキロウ	2	ongoing	
2026-08-01	shiniyaku-wa-gomenna-node-suki-ni-sase-temoraimasu	死に役はごめんなので好きにさせてもらいます	島藤ゆかり	1	ongoing	
2026-08-01	akuyaku-reijou-ni-zamaa-saretakunai-node-oshiro-zutome-no-koukyuutori-o-mezasu	悪役令嬢にざまぁされたくないので、お城勤めの高給取りを目指すはずでした	小森 薫	1	ongoing	
2026-07-31	yami-no-honoo-ni-dakarete-shinda-to-omottara-musume-ga-dekiteimashita	闇の炎に抱かれて死んだと思ったら、娘ができていました	倉本朔良	2	ongoing	
2026-07-31	tsuihou-sareta-dragon-suki-reijou-wa-hoppou-henkyou-haku-no-ai-ni-kizukanai	追放されたドラゴン好き令嬢は、北方辺境伯の愛に気づかない	さくら　真呂	1	ongoing	
2026-07-31	tensei-chuushi-no-saishokuki	転生厨師の彩食記	高岡　ゆう	2	ongoing	
2026-07-31	taikou-no-goumansugiru-kyuukon	大公の傲慢すぎる求婚	内田一奈	1	ongoing	
2026-07-31	sultan-to-tsuki-no-sabaku-de	スルタンと月の沙漠で	小越なつえ	1	ongoing	
2026-07-31	subete-no-negative-o-plus-ni-kaeru-otto-hige-taihennatoki-koso-ookiku-hen-wareru	全てのネガティブをプラスに変える夫 髭「大変な時こそ大きく変われるから」編	B.B軍曹	1	ongoing	
2026-07-31	star-train-natsuoka2026	スター☆トレイン	夏丘　しゅん	1	ongoing	
2026-07-31	seimei-sama-no-ossharu-koto-ni-wa	晴明様のおっしゃることには	いなる	1	ongoing	
2026-07-31	osananajimi-de-akumana-kishi-wa-watashi-nokoto-ga-daikirai	幼馴染みで悪魔な騎士は、私のことが大嫌い	柴咲　まる	1	ongoing	
2026-07-31	omoiagarimo-hodohodo-ni-jimi-reijou-ame-ria-no-shiawasena-konyaku	思い上がりも程々に。地味令嬢アメリアの幸せな婚約	ごろごろみかん。	2	ongoing	
2026-07-31	okusama-ni-suterareta-hakushaku-sama	奥様に捨てられた伯爵様	セメント食べ太郎	2	ongoing	
2026-07-31	mijukuna-hanayome	未熟な花嫁	JET	1	ongoing	
2026-07-31	manga-de-wakaru-hajimete-no-ninchishou-kea-to-assessment	マンガでわかるはじめての認知症ケアとアセスメント	ソファちゃん	1	ongoing	
2026-07-31	kusogee-akuyaku-reijou	クソゲー悪役令嬢	美琴アヤ	2	ongoing	
2026-07-31	kurohyou-denka-pheromone-ga-dadamore-desu	黒豹殿下、フェロモンがダダ漏れです！　淫紋持ち神子ですが、毎晩迫ってこられても困ります	猫田れお	2	ongoing	
2026-07-31	koushaku-reijou-aguri-cartia-wa-sazukatta-cheat-skill	侯爵令嬢アグリ・カルティアは授かったチートスキルでこっそり農業を謳歌する	えにし	1	ongoing	
2026-07-31	kawaii-kimi-ni-taberaretai	かわいい君に食べられたい	めぎむら	1	ongoing	
2026-07-31	kanteishi-roi-no-kojiraseai-wa-kyou-mo-karei-ni-sora-mawaru	鑑定士ロイのこじらせ愛は今日も華麗に空回る	べっこ	1	ongoing	
2026-07-31	hito-ka-kera-no-koi	ひとかけらの恋	神奈アズミ	1	ongoing	
2026-07-31	hinekure-koushaku-wa-noroware-otome-ni-kudokareru	ひねくれ公爵は呪われ乙女に口説かれる	百々地ぱむ	1	ongoing	
2026-07-31	dannasama-rien-wa-ok-desu-ga-slow-life-wa-keizoku-kiboudesu-migawari-oujo-wa-dok	旦那様、離縁はOKですがスローライフは継続希望です！身代わり王女は毒使いの力で人生を謳歌する	香月あこ	1	ongoing	
2026-07-31	bekkyo-kon	別居婚	高倉知子	1	ongoing	
2026-07-31	atami-sensei-wa-nasu-sensei-ga-o-suki	熱海先生は那須先生がお好き	あずみ　つな	1	ongoing	
2026-07-31	ai-o-nusunda-shinshi	愛を盗んだ紳士	みなみ恵夢	1	ongoing	
2026-07-30	you-chuui-kanojo-yumemichan	要注意彼女　夢見ちゃん	豚箱ゑる子	4	ongoing	
2026-07-30	yakuza-wa-sauna-ni-hairemasuka	ヤクザはサウナに入れますか？	奧村じーたろー	4	ongoing	
2026-07-30	tsukame-daman-family	つかめ！ ダマンファミリー	シン・テフン	1	ongoing	
2026-07-30	tsuihou-sareta-danshaku-shisoku-no-kareinaru-ryouchi-kaikaku-kuzu-oyaji-ni-munou	追放された男爵子息の華麗なる領地改革 クズ親父に無能と罵られたけど、実は世界最強の龍魔法使いです	シャル	1	ongoing	
2026-07-30	thailand-ijuu-ni-idomu-around-forty-gakeppuchi-joshi-no-kunan	タイ移住に挑む、アラフォー崖っぷち女子の苦難	プル子	1	ongoing	
2026-07-30	tenshi-keibi-hoshou-ame-nochi-hare	天使警備保障　雨のち晴れ	吉川　冬果	1	ongoing	
2026-07-30	senkounoboukensha	閃光の冒険者	挿座	2	ongoing	
2026-07-30	perfect-glitter	パーフェクトグリッター	をのひなお	5	ongoing	
2026-07-30	jakudan-boku-to-mora-zuma	弱男	田辺チカ	3	ongoing	
2026-07-30	imouto-ni-nanimokamo-ubawaretara-shinyuu-ga-dekimashita	妹に何もかも奪われたら親友が出来ました。虐げられ令嬢と呪われドレスの謎令嬢	平坂 はるか	2	completed	
2026-07-30	i-sekai-tensei-shitara-oshi-no-tekiyaku-no-maid-ni-narimashita	異世界転生したら、推しの敵役のメイドになりました	Moomon	4	ongoing	
2026-07-30	hodokenumono	ほどけぬもの	祐木すずこ	1	ongoing	
2026-07-30	hai-baiyoushi-mizuiro	胚培養士ミズイロ	おかざき真里	11	ongoing	
2026-07-30	gyakuten-reijou-sheriaane	逆転令嬢シェリアーネ	宮前　葵	1	ongoing	
2026-07-30	family-show	ファミリー・ショー	松尾あき	6	ongoing	
2026-07-30	abarenbou-princess	暴れん坊プリンセス	木村裕一	4	ongoing	
2026-07-29	maougun-wa-white-kigyou	魔王軍はホワイト企業	スガラジカル	5	ongoing	
2026-07-28	yomei-senkoku-o-uketa-node-watashi-o-kaeriminai-kazoku-to-konyakusha	余命宣告を受けたので私を顧みない家族と婚約者に執着するのをやめることにしました	猫倉ありす	2	ongoing	
2026-07-28	ya-o-rogu	やおログ!!	丸木 けーいち	1	ongoing	
2026-07-28	seiryaku-yori-ai-o-eranda-kekkon	政略より愛を選んだ結婚。	大庭ジョルジョ	1	ongoing	
2026-07-28	manga-o-egaku-ni-wa-neko-ga-hitsuyou	マンガを描くには猫が必要。	林らいす	1	ongoing	
2026-07-28	honjitsu-anata-o-aisuruno-o-yamemasu	本日、貴方を愛するのをやめます	八咫緑	2	ongoing	
2026-07-28	hazure-yome-wa-saikyou-no-tensai-koushakusama-to-saikon-shimashita	ハズレ嫁は最強の天才公爵様と再婚しました。	ナツキシホ	1	ongoing	
2026-07-28	gyakuten-baribaribaasu	逆転バリバリバース	掛丸 翔	1	ongoing	
2026-07-28	girls-error-kodamanaoko-tan-henshuu	ガールズ・エラー コダマナオコ短編集	コダマ ナオコ	1	ongoing	
2026-07-28	duel-masters-keikou-shoujo-neon-light-girl	Duel Masters 蛍光少女ーネオンライトガールー	ささき ゆうちゃん	1	ongoing	
2026-07-28	dragon-musume-ni-naritakunai	ドラゴン娘になりたくないっ!	さいとうなおき	4	ongoing	
2026-07-28	chibi-godzilla-no-gyakushuu	ちびゴジラの逆襲	ひこちゃん	2	ongoing	
2026-07-28	boku-wa-youkai-ni-naritai	僕は妖怪になりたい	コドモペーパー	1	ongoing	
2026-07-27	shinitai-anata-ni-danshi-daigakusei-ga-oniku-o-gochisou-shitekureru	死にたいあなたに男子大学生がお肉をごちそうしてくれるだけのお話	信豆　めき	2	completed	
2026-07-27	shiawase-torimingu	しあわせ鳥見んぐ	わらびもちきなこ	4	ongoing	
2026-07-27	omoide-shokudou-katsu-sando-to-beer-hen	思い出食堂　カツサンドとビール！編	アンソロジー	1	ongoing	
2026-07-27	maou-sama-to-sunadokei	魔王様と砂時計	森野どんぐり	3	ongoing	
2026-07-27	kanojo-ni-shitai-joshi-ichii-no-tonari-de-mitsuketa-amari-chan	彼女にしたい女子一位、の隣で見つけたあまりちゃん	寝巻　ネルゾ	2	ongoing	
2026-07-27	kagami-no-tokushu-shounen-kousei-shisetsu-the-escape-begins	かがみの特殊少年更生施設 The Escape Begins	木林　みあ	2	ongoing	
2026-07-27	hana-taba	ハナタバ	斎藤　栞	1	ongoing	
2026-07-27	goji	五時	山本直樹	1	ongoing	
2026-07-27	esukyuu-guild-o-tsuihousareta-sareta-kedo-jitsu-wa-ore-dake-dragon-no-kotoba-ga-wakaru-no-de	S級ギルドを追放されたけど、実は俺だけドラゴンの言葉がわかるので、気付いたときには竜騎士の頂点を極めてました。	三木なずな	8	ongoing	
