class	isbn13	n_pages	group_shared_n	group_ratio	author_rel	isolated_side	num_mismatch	version_side	pages	group_id
GRAFT_ISOLATED	9784253108317	2	1	100%	著者不一致	ninpou-jiyuuban-shiyoubu			ninpou-jiyuuban-shiyoubu[忍法十番勝負] ed=standard/秋田コミックスACセレクト vol=1 ed_vols=1 page_vols=1 date=1988-04-15 | ninpou-juuban-shoubu-shirato[忍法十番勝負] ed=shinsoban/秋田コミックスACセレクト vol=1 ed_vols=1 page_vols=7 date=1988-04-15	ninpou-jiyuuban-shiyoubu+ninpou-juuban-shoubu-shirato
GRAFT_ISOLATED	9784253177139	2	1	100%	著者不一致	ninpou-juuban-shoubu-2003			ninpou-juuban-shoubu-2003[忍法十番勝負] ed=bunkobon/秋田文庫 vol=1 ed_vols=1 page_vols=1 date=2003-06-10 | ninpou-juuban-shoubu-shirato[忍法十番勝負] ed=bunkobon/秋田文庫 vol=1 ed_vols=1 page_vols=7 date=2003-06-10	ninpou-juuban-shoubu-2003+ninpou-juuban-shoubu-shirato
GRAFT_ISOLATED	9784061759107	2	1	100%	共通著者あり	shougaku-ichinenseiban	1		shougaku-ichinenseiban[ユニコ 小学一年生版] ed=standard/手塚治虫漫画全集 vol=1 ed_vols=1 page_vols=1 date=1993-02-17 | unico[ユニコ] ed=standard/手塚治虫漫画全集 vol=3 ed_vols=3 page_vols=10 date=1993-02-17	shougaku-ichinenseiban+unico
GRAFT_ISOLATED	9784101901053	2	1	100%	著者不一致	sugata-sanshirou-1987			sugata-sanshirou[姿三四郎] ed=bunkobon/新潮文庫 vol=1 ed_vols=1 page_vols=21 date=1987-07-25 | sugata-sanshirou-1987[姿三四郎] ed=bunkobon/新潮文庫 vol=1 ed_vols=1 page_vols=2 date=1987-07-25	sugata-sanshirou+sugata-sanshirou-1987
GRAFT_ISOLATED	9784845801978	2	1	100%	共通著者あり	survival-another-story	1		survival[サバイバル] ed=wideban/SPコミックス ワイド版 vol=7 ed_vols=7 page_vols=81 date=1995-06-23 | survival-another-story[サバイバル Another Story] ed=standard/リイド社 vol=1 ed_vols=1 page_vols=1 date=1995-07-23	survival+survival-another-story
GRAFT_ISOLATED	9784840112482	2	1	100%	共通著者あり	uchuu-senkan-yamato-aratanaru-tabidachi	1		uchuu-senkan-yamato[宇宙戦艦ヤマト] ed=bunkobon/MF文庫 宇宙戦艦ヤマトライブラリー vol=5 ed_vols=6 page_vols=16 date=2005-04 | uchuu-senkan-yamato-aratanaru-tabidachi[宇宙戦艦ヤマト 新たなる旅立ち] ed=bunkobon/MF文庫 vol=1 ed_vols=1 page_vols=3 date=2005-04	uchuu-senkan-yamato+uchuu-senkan-yamato-aratanaru-tabidachi
GRAFT_ISOLATED	9784840112581	2	1	100%	共通著者あり	yamato-yo-eien-ni	1		uchuu-senkan-yamato[宇宙戦艦ヤマト] ed=bunkobon/MF文庫 宇宙戦艦ヤマトライブラリー vol=6 ed_vols=6 page_vols=16 date=2005-05 | yamato-yo-eien-ni[ヤマトよ永遠に] ed=standard/サンコミックス vol=1 ed_vols=1 page_vols=1 date=2005-05	uchuu-senkan-yamato+yamato-yo-eien-ni
GRAFT_ISOLATED	9784835454849	2	1	100%	共通著者あり	wild-7-1969			wild-7[ワイルド7] ed=kanzenban/復刊ドットコム vol=1 ed_vols=16 page_vols=168 date=2017-04 | wild-7-1969[ワイルド7 1969] ed=standard/復刊ドットコム vol=1 ed_vols=1 page_vols=1 date=2017-04	wild-7+wild-7-1969
GRAFT_ISOLATED	9784835454948	2	1	100%	共通著者あり	wild-7-1970-71	1		wild-7[ワイルド7] ed=kanzenban/復刊ドットコム vol=2 ed_vols=16 page_vols=168 date=2017-07 | wild-7-1970-71[ワイルド7 1970-71] ed=standard/復刊ドットコム vol=1 ed_vols=1 page_vols=1 date=2017-07	wild-7+wild-7-1970-71
NUMBER_MISMATCH	9784049247268	2	1	25%	共通著者あり		1		daitokai-ni-hoero[大都会にほえろ] ed=standard/ASUKA COMICS vol=9 ed_vols=9 page_vols=9 date=1998-06-17 | yu-no-hana-tubame[湯の花つばめ] ed=standard/あすかコミックス vol=3 ed_vols=4 page_vols=4 date=1998-04-17	daitokai-ni-hoero+yu-no-hana-tubame
NUMBER_MISMATCH	9784575850550	2	1	25%	共通著者あり		1		golf-jinsei[ゴルフ・人生] ed=standard/ACTION COMICS vol=1 ed_vols=4 page_vols=4 date=1995-06 | pastel-kazoku[パステル家族] ed=standard/ACTION COMICS vol=6 ed_vols=15 page_vols=15 date=2017-11-10	golf-jinsei+pastel-kazoku
PAGE_DUP	9784845823260	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=1 ed_vols=35 page_vols=35 date=2002-07 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=1 ed_vols=35 page_vols=35 date=2002-07	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845823277	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=2 ed_vols=35 page_vols=35 date=2002-08 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=2 ed_vols=35 page_vols=35 date=2002-08	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845823284	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=3 ed_vols=35 page_vols=35 date=2002-12 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=3 ed_vols=35 page_vols=35 date=2002-12	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845823291	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=4 ed_vols=35 page_vols=35 date=2002-12 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=4 ed_vols=35 page_vols=35 date=2002-12	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845823307	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=5 ed_vols=35 page_vols=35 date=2003-02 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=5 ed_vols=35 page_vols=35 date=2003-02	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845823314	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=6 ed_vols=35 page_vols=35 date=2003-04 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=6 ed_vols=35 page_vols=35 date=2003-04	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845823321	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=7 ed_vols=35 page_vols=35 date=2003-07 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=7 ed_vols=35 page_vols=35 date=2003-07	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845823338	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=8 ed_vols=35 page_vols=35 date=2003-10 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=8 ed_vols=35 page_vols=35 date=2003-10	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845823345	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=9 ed_vols=35 page_vols=35 date=2003-12 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=9 ed_vols=35 page_vols=35 date=2003-12	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845823352	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=10 ed_vols=35 page_vols=35 date=2004-03 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=10 ed_vols=35 page_vols=35 date=2004-03	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845823369	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=11 ed_vols=35 page_vols=35 date=2004-07 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=11 ed_vols=35 page_vols=35 date=2004-07	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845823376	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=12 ed_vols=35 page_vols=35 date=2004-12 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=12 ed_vols=35 page_vols=35 date=2004-12	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845823383	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=13 ed_vols=35 page_vols=35 date=2005-03 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=13 ed_vols=35 page_vols=35 date=2005-03	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845823390	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=14 ed_vols=35 page_vols=35 date=2005-05 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=14 ed_vols=35 page_vols=35 date=2005-05	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845823406	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=15 ed_vols=35 page_vols=35 date=2005-07 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=15 ed_vols=35 page_vols=35 date=2005-07	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845823413	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=16 ed_vols=35 page_vols=35 date=2005-10 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=16 ed_vols=35 page_vols=35 date=2005-10	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845824236	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=17 ed_vols=35 page_vols=35 date=2006-02 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=17 ed_vols=35 page_vols=35 date=2006-02	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845824243	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=18 ed_vols=35 page_vols=35 date=2006-04 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=18 ed_vols=35 page_vols=35 date=2006-04	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845832842	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=19 ed_vols=35 page_vols=35 date=2007-02 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=19 ed_vols=35 page_vols=35 date=2007-02	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845832859	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=20 ed_vols=35 page_vols=35 date=2007-09 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=20 ed_vols=35 page_vols=35 date=2007-09	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845832866	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=21 ed_vols=35 page_vols=35 date=2008-02 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=21 ed_vols=35 page_vols=35 date=2008-02	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845832873	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=22 ed_vols=35 page_vols=35 date=2008-05 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=22 ed_vols=35 page_vols=35 date=2008-05	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845832880	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=23 ed_vols=35 page_vols=35 date=2008-11 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=23 ed_vols=35 page_vols=35 date=2008-11	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845832897	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=24 ed_vols=35 page_vols=35 date=2009-04 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=24 ed_vols=35 page_vols=35 date=2009-04	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845832903	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=25 ed_vols=35 page_vols=35 date=2009-11 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=25 ed_vols=35 page_vols=35 date=2009-11	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845832910	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=26 ed_vols=35 page_vols=35 date=2010-08 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=26 ed_vols=35 page_vols=35 date=2010-08	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845840687	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=27 ed_vols=35 page_vols=35 date=2010-11 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=27 ed_vols=35 page_vols=35 date=2010-11	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845840694	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=28 ed_vols=35 page_vols=35 date=2011-06 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=28 ed_vols=35 page_vols=35 date=2011-06	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845840700	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=29 ed_vols=35 page_vols=35 date=2011-11 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=29 ed_vols=35 page_vols=35 date=2011-11	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845840717	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=30 ed_vols=35 page_vols=35 date=2012-09 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=30 ed_vols=35 page_vols=35 date=2012-09	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845840724	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=31 ed_vols=35 page_vols=35 date=2013-01 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=31 ed_vols=35 page_vols=35 date=2013-01	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845840731	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=32 ed_vols=35 page_vols=35 date=2013-05 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=32 ed_vols=35 page_vols=35 date=2013-05	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845840748	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=33 ed_vols=35 page_vols=35 date=2013-11 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=33 ed_vols=35 page_vols=35 date=2013-11	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845840755	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=34 ed_vols=35 page_vols=35 date=2014-07 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=34 ed_vols=35 page_vols=35 date=2014-07	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784845840762	2	35	100%	共通著者あり				shikakenin-fujieda-baian-saitou[仕掛人藤枝梅安] ed=standard/SPコミックス vol=35 ed_vols=35 page_vols=35 date=2015-01 | shikakenin-fujieda-baian-saitou2002[仕掛人藤枝梅安] ed=standard/SPコミックス vol=35 ed_vols=35 page_vols=35 date=2015-01	shikakenin-fujieda-baian-saitou+shikakenin-fujieda-baian-saitou2002
PAGE_DUP	9784048525305	2	17	100%	著者不一致				seimaden[聖魔伝] ed=standard/あすかコミックスDX vol=1 ed_vols=10 page_vols=17 date=1994-12 | seimaden-1984[聖魔伝] ed=standard/あすかコミックスDX vol=1 ed_vols=10 page_vols=25 date=1994-12	seimaden+seimaden-1984
PAGE_DUP	9784048525633	2	17	100%	著者不一致				seimaden[聖魔伝] ed=standard/あすかコミックスDX vol=2 ed_vols=10 page_vols=17 date=1995-04-01 | seimaden-1984[聖魔伝] ed=standard/あすかコミックスDX vol=2 ed_vols=10 page_vols=25 date=1995-04-01	seimaden+seimaden-1984
PAGE_DUP	9784048525640	2	17	100%	著者不一致				seimaden[聖魔伝] ed=standard/あすかコミックスDX vol=3 ed_vols=10 page_vols=17 date=1995-08-01 | seimaden-1984[聖魔伝] ed=standard/あすかコミックスDX vol=3 ed_vols=10 page_vols=25 date=1995-08-01	seimaden+seimaden-1984
PAGE_DUP	9784048526265	2	17	100%	著者不一致				seimaden[聖魔伝] ed=standard/あすかコミックスDX vol=4 ed_vols=10 page_vols=17 date=1995-11 | seimaden-1984[聖魔伝] ed=standard/あすかコミックスDX vol=4 ed_vols=10 page_vols=25 date=1995-11	seimaden+seimaden-1984
PAGE_DUP	9784048526760	2	17	100%	著者不一致				seimaden[聖魔伝] ed=standard/あすかコミックスDX vol=5 ed_vols=10 page_vols=17 date=1996-05 | seimaden-1984[聖魔伝] ed=standard/あすかコミックスDX vol=5 ed_vols=10 page_vols=25 date=1996-05	seimaden+seimaden-1984
PAGE_DUP	9784048527675	2	17	100%	著者不一致				seimaden[聖魔伝] ed=standard/あすかコミックスDX vol=6 ed_vols=10 page_vols=17 date=1996-12-01 | seimaden-1984[聖魔伝] ed=standard/あすかコミックスDX vol=6 ed_vols=10 page_vols=25 date=1996-12-01	seimaden+seimaden-1984
PAGE_DUP	9784048528535	2	17	100%	著者不一致				seimaden[聖魔伝] ed=standard/あすかコミックスDX vol=7 ed_vols=10 page_vols=17 date=1997-08 | seimaden-1984[聖魔伝] ed=standard/あすかコミックスDX vol=7 ed_vols=10 page_vols=25 date=1997-08	seimaden+seimaden-1984
PAGE_DUP	9784048529372	2	17	100%	著者不一致				seimaden[聖魔伝] ed=standard/あすかコミックスDX vol=8 ed_vols=10 page_vols=17 date=1998-05 | seimaden-1984[聖魔伝] ed=standard/あすかコミックスDX vol=8 ed_vols=10 page_vols=25 date=1998-05	seimaden+seimaden-1984
PAGE_DUP	9784048530552	2	17	100%	著者不一致				seimaden[聖魔伝] ed=standard/あすかコミックスDX vol=9 ed_vols=10 page_vols=17 date=1999-03 | seimaden-1984[聖魔伝] ed=standard/あすかコミックスDX vol=9 ed_vols=10 page_vols=25 date=1999-03	seimaden+seimaden-1984
PAGE_DUP	9784048531139	2	17	100%	著者不一致				seimaden[聖魔伝] ed=standard/あすかコミックスDX vol=10 ed_vols=10 page_vols=17 date=1999-08 | seimaden-1984[聖魔伝] ed=standard/あすかコミックスDX vol=10 ed_vols=10 page_vols=25 date=1999-08	seimaden+seimaden-1984
PAGE_DUP	9784344811201	2	17	100%	著者不一致				seimaden[聖魔伝] ed=bunkobon/幻冬舎コミックス漫画文庫 vol=1 ed_vols=7 page_vols=17 date=2007-09 | seimaden-1984[聖魔伝] ed=bunkobon/幻冬舎コミックス漫画文庫 vol=1 ed_vols=7 page_vols=25 date=2007-09	seimaden+seimaden-1984
PAGE_DUP	9784344811218	2	17	100%	著者不一致				seimaden[聖魔伝] ed=bunkobon/幻冬舎コミックス漫画文庫 vol=2 ed_vols=7 page_vols=17 date=2007-09 | seimaden-1984[聖魔伝] ed=bunkobon/幻冬舎コミックス漫画文庫 vol=2 ed_vols=7 page_vols=25 date=2007-09	seimaden+seimaden-1984
PAGE_DUP	9784344811829	2	17	100%	著者不一致				seimaden[聖魔伝] ed=bunkobon/幻冬舎コミックス漫画文庫 vol=3 ed_vols=7 page_vols=17 date=2007-12 | seimaden-1984[聖魔伝] ed=bunkobon/幻冬舎コミックス漫画文庫 vol=3 ed_vols=7 page_vols=25 date=2007-12	seimaden+seimaden-1984
PAGE_DUP	9784344811836	2	17	100%	著者不一致				seimaden[聖魔伝] ed=bunkobon/幻冬舎コミックス漫画文庫 vol=4 ed_vols=7 page_vols=17 date=2007-12 | seimaden-1984[聖魔伝] ed=bunkobon/幻冬舎コミックス漫画文庫 vol=4 ed_vols=7 page_vols=25 date=2007-12	seimaden+seimaden-1984
PAGE_DUP	9784344813007	2	17	100%	著者不一致				seimaden[聖魔伝] ed=bunkobon/幻冬舎コミックス漫画文庫 vol=5 ed_vols=7 page_vols=17 date=2008-03 | seimaden-1984[聖魔伝] ed=bunkobon/幻冬舎コミックス漫画文庫 vol=5 ed_vols=7 page_vols=25 date=2008-03	seimaden+seimaden-1984
PAGE_DUP	9784344813014	2	17	100%	著者不一致				seimaden[聖魔伝] ed=bunkobon/幻冬舎コミックス漫画文庫 vol=6 ed_vols=7 page_vols=17 date=2008-03 | seimaden-1984[聖魔伝] ed=bunkobon/幻冬舎コミックス漫画文庫 vol=6 ed_vols=7 page_vols=25 date=2008-03	seimaden+seimaden-1984
PAGE_DUP	9784344813625	2	17	100%	著者不一致				seimaden[聖魔伝] ed=bunkobon/幻冬舎コミックス漫画文庫 vol=7 ed_vols=7 page_vols=17 date=2008-06 | seimaden-1984[聖魔伝] ed=bunkobon/幻冬舎コミックス漫画文庫 vol=7 ed_vols=7 page_vols=25 date=2008-06	seimaden+seimaden-1984
PAGE_DUP	9784124101454	2	13	100%	著者不一致				kaibutsu-kun[怪物くん] ed=standard/キング・コミックス vol=1 ed_vols=14 page_vols=14 date=1987-06-05 | kaibutsu-kun-1988[怪物くん] ed=standard/中公コミックス vol=1 ed_vols=21 page_vols=65 date=1987-06-05	kaibutsu-kun+kaibutsu-kun-1988
PAGE_DUP	9784124101492	2	13	100%	著者不一致				kaibutsu-kun[怪物くん] ed=standard/キング・コミックス vol=2 ed_vols=14 page_vols=14 date=1987-07-03 | kaibutsu-kun-1988[怪物くん] ed=standard/中公コミックス vol=2 ed_vols=21 page_vols=65 date=1987-07-03	kaibutsu-kun+kaibutsu-kun-1988
PAGE_DUP	9784124101539	2	13	100%	著者不一致				kaibutsu-kun[怪物くん] ed=standard/キング・コミックス vol=3 ed_vols=14 page_vols=14 date=1987-08-07 | kaibutsu-kun-1988[怪物くん] ed=standard/中公コミックス vol=3 ed_vols=21 page_vols=65 date=1987-08-07	kaibutsu-kun+kaibutsu-kun-1988
PAGE_DUP	9784124101577	2	13	100%	著者不一致				kaibutsu-kun[怪物くん] ed=standard/キング・コミックス vol=4 ed_vols=14 page_vols=14 date=1987-09-04 | kaibutsu-kun-1988[怪物くん] ed=standard/中公コミックス vol=4 ed_vols=21 page_vols=65 date=1987-09-04	kaibutsu-kun+kaibutsu-kun-1988
PAGE_DUP	9784124101614	2	13	100%	著者不一致				kaibutsu-kun[怪物くん] ed=standard/キング・コミックス vol=5 ed_vols=14 page_vols=14 date=1987-10-02 | kaibutsu-kun-1988[怪物くん] ed=standard/中公コミックス vol=5 ed_vols=21 page_vols=65 date=1987-10-02	kaibutsu-kun+kaibutsu-kun-1988
PAGE_DUP	9784124101652	2	13	100%	著者不一致				kaibutsu-kun[怪物くん] ed=standard/キング・コミックス vol=6 ed_vols=14 page_vols=14 date=1987-11-06 | kaibutsu-kun-1988[怪物くん] ed=standard/中公コミックス vol=6 ed_vols=21 page_vols=65 date=1987-11-06	kaibutsu-kun+kaibutsu-kun-1988
PAGE_DUP	9784124101690	2	13	100%	著者不一致				kaibutsu-kun[怪物くん] ed=standard/キング・コミックス vol=7 ed_vols=14 page_vols=14 date=1987-12-04 | kaibutsu-kun-1988[怪物くん] ed=standard/中公コミックス vol=7 ed_vols=21 page_vols=65 date=1987-12-04	kaibutsu-kun+kaibutsu-kun-1988
PAGE_DUP	9784124101737	2	13	100%	著者不一致				kaibutsu-kun[怪物くん] ed=standard/キング・コミックス vol=8 ed_vols=14 page_vols=14 date=1988-01-08 | kaibutsu-kun-1988[怪物くん] ed=standard/中公コミックス vol=8 ed_vols=21 page_vols=65 date=1988-01-08	kaibutsu-kun+kaibutsu-kun-1988
PAGE_DUP	9784124101775	2	13	100%	著者不一致				kaibutsu-kun[怪物くん] ed=standard/キング・コミックス vol=9 ed_vols=14 page_vols=14 date=1988-02-05 | kaibutsu-kun-1988[怪物くん] ed=standard/中公コミックス vol=9 ed_vols=21 page_vols=65 date=1988-02-05	kaibutsu-kun+kaibutsu-kun-1988
