優先度	分類	位置	slug	題	版idx	版type	imprint	出版社	ISBN帯	版の巻数	逸脱巻	逸脱ISBN	発売日	前の正常ISBN	次の正常ISBN	逸脱幅	日付整合	帯era	帯era差	帯当年数	楽天題	楽天叢書	楽天発売日	楽天判型	特装signal	題不一致
C	SPIKE_1	内部	arata-kangatari	アラタカンガタリ	0	standard	少年サンデーコミックス	小学館	978409	24	3	9784091220202	2009-06-23	9784091216298	9784091217493	271	整合	2007	2	479	アラタカンガタリ〜革神語〜（3）	少年サンデーコミックス	2009年06月18日	コミック		
C	SPIKE_1	内部	gekkou-jourei	月光条例	0	standard	少年サンデーコミックス	小学館	978409	29	5	9784091220189	2009-07-22	9784091216106	9784091217479	271	整合	2007	2	479	月光条例（5）	少年サンデーコミックス	2009年07月17日	コミック		
C	SPIKE_1	内部	mixim-11	MIXIM☆11	0	standard	少年サンデーコミックス	小学館	978409	12	4	9784091220196	2009-06-23	9784091216175	9784091217486	271	整合	2007	2	479	MIXIM☆11（4）	少年サンデーコミックス	2009年06月	コミック		
C	SPIKE_1	内部	dragon-collection-ryuu-o-suberu-mono	ドラゴンコレクション 竜を統べるもの	0	standard	SHONEN MAGAZINE COMICS	講談社	978406	6	2	9784063849196	2012-02	9784063845884	9784063846614	258	整合	2013	1	1594	ドラゴンコレクション 竜を統べるもの（2）	週刊少年マガジンKC	2012年02月	コミック		
C	SPIKE_1	内部	yajikita-in-deep	弥次喜多 in DEEP	0	standard	アスペクトコミックス	エンターブレイン	97847577	8	5	9784757702622	2001-02	9784757704954	9784757705401	233	★日付も逆行	2000	1	21	弥次喜多　in　DEEP（5）	ビームコミックス	2001年02月	コミック		
C	SPIKE_1	内部	34sai-mushokusan	34歳無職さん	0	standard	MFコミックス	KADOKAWA	978404	7	4	9784040662848	2014-02-22	9784040665160	9784040668567	232	整合	2018	4	439	34歳無職さん　4	MFコミックス フラッパーシリーズ	2014年02月22日	コミック		
C	SPIKE_1	内部	3gatsu-no-lion	3月のライオン	0	standard	Jets comics	白泉社	9784592	18	10	9784592147503	2014-12	9784592145196	9784592145219	229	整合	2012	2	188	3月のライオン（10）	ジェッツコミックス	2014年11月28日頃	コミック		
C	SPIKE_1	内部	golden-age	GOLDEN☆AGE	0	standard	少年サンデーコミックス	小学館	978409	15	14	9784091220080	2009-07-22	9784091216281	9784091217806	228	整合	2007	2	479	GOLDEN・AGE（14）	少年サンデーコミックス	2009年07月	コミック		
C	SPIKE_1	内部	pintokona	ぴんとこな	0	standard	Cheese!フラワーコミックス	小学館	978409	16	5	9784091336323	2011-07-26	9784091338600	9784091341976	228	整合	2005	6	813	ぴんとこな（5）	フラワーコミックス・チーズ！	2011年07月26日	コミック		
C	SPIKE_1	内部	i-ll	I'll	0	standard	ジャンプ・コミックス	集英社	978408	14	4	9784088720647	1997-11-04	9784088722870	9784088725604	223	整合	2004	7	800	I’ll（4）	ジャンプコミックス	1997年11月04日頃	コミック		
C	SPIKE_1	内部	kyoutei-shoujo	競艇少女	0	deluxe	ジャンプ・コミックスデラックス	集英社	978408	14	4	9784088582252	1997-12-04	9784088584485	9784088590097	223	整合	1995	2	331	競艇少女（4）	ジャンプコミックスデラックス	1997年12月04日頃	コミック		
C	SPIKE_1	内部	shiritsu-shouei-gakuen-otoko-koutoubu-kurashina-sensei-no-junan	私立翔瑛学園男子高等部倉科先生の受難	0	standard	Be-boy comics	リブレ出版	978486263	4	3	9784862630476	2006-10	9784862632524	9784862634764	205	★日付も逆行			4	私立翔瑛学園男子高等部倉科先生の受難（3）	Be・boy　comics	2006年10月	コミック		
C	SPIKE_1	内部	ocha-nigosu	お茶にごす。	0	standard	少年サンデーコミックス	小学館	978409	11	8	9784091218988	2009-04-22	9784091215932	9784091217004	198	整合	2007	2	479	お茶にごす。（8）	少年サンデーコミックス	2009年04月17日	コミック		
C	SPIKE_1	内部	blush-dc	/Blush-DC	0	standard	愛蔵版コミックス	集英社	978408	10	7	9784087925289	2019-04-19	9784087927221	9784087927320	194	整合	2021	2	69	Blush-DC 7 〜秘・蜜〜	愛蔵版コミックス	2019年04月19日頃	コミック		
C	SPIKE_1	内部	kongou-banchou	金剛番長	0	standard	少年サンデーコミックス	小学館	978409	12	6	9784091218995	2009-04-22	9784091215956	9784091217073	192	整合	2007	2	479	金剛番長（6）	少年サンデーコミックス	2009年04月	コミック		
C	SPIKE_1	内部	jotei-yuna	女帝由奈	0	standard	フラワーコミックスα・スペシャル	小学館	978409	12	5	9784091343772	2012-08-09	9784091345608	9784091350534	183	整合	2005	7	831	女帝 由奈（5）	フラワーCアルファ〔セブン〕	2012年08月09日	コミック		
C	SPIKE_1	内部	dien-bien-phu	ディエンビエンフー	0	standard	ニュータイプ100%コミックス	小学館	978409	12	8	9784091883308	2010-11	9784091885104	9784091885500	180	整合	2005	5	782	ディエンビエンフー（8）	IKKI COMIX	2010年10月29日	コミック		
C	SPIKE_1	内部	i-am-sherlock	I AM SHERLOCK	0	standard	ゲッサン少年サンデーコミックススペシャル	小学館	978409	4	2	9784091280657	2018-01-12	9784091277701	9784091278968	169	整合	2007	11	1024	I AM SHERLOCK（2）	ゲッサン少年サンデーコミックス	2018年01月12日	コミック		
C	SPIKE_1	内部	hanayoi-douchuu	花宵道中	0	standard	フラワーコミックスα・スペシャル	小学館	978409	6	5	9784091333995	2011-02-10	9784091335678	9784091366269	168	整合	2005	6	813	花宵道中（5）	フラワーコミックスα・スペシャル	2011年02月10日	コミック		
C	SPIKE_1	内部	sex-pistols	SEX PISTOLS	0	standard	Super be-boy comics	リブレ出版	978486263	6	5	9784862630865	2006-12-09	9784862632548	9784862638540	168	★日付も逆行			5	SEX　PISTOLS（5）	Super　be・boy　comics	2006年12月09日頃	コミック		
C	SPIKE_1	内部	namida-usagi	なみだうさぎ	0	standard	Sho-Comiフラワーコミックス	小学館	978409	10	6	9784091338341	2011-05	9784091335289	9784091336705	164	整合	2005	6	813	なみだうさぎ〜制服の片想い〜（6）	フラワーコミックス	2011年04月26日	コミック		
C	SPIKE_1	内部	sekai-de-ichiban-daikirai	世界でいちばん大嫌い	0	standard	花とゆめCOMICS	白泉社	9784592	13	12	9784592177913	2001-07	9784592171317	9784592176299	162	整合	2002	1	383	世界でいちばん大嫌い（第12巻）	花とゆめコミックス	2001年07月	コミック		
C	SPIKE_1	内部	the-go-ro	ジ・ゴ・ロ	0	standard	SPコミックス	リイド社	97848458	31	28	9784845815418	1997-04-02	9784845813483	9784845813803	161	整合	1998	1	41	ジ・ゴ・ロ（28）	SPコミックス	1997年04月02日頃	コミック		
C	SPIKE_1	内部	diamond-no-a-act-2	ダイヤのA act 2	0	standard	SHONEN MAGAZINE COMICS	講談社	978406	34	16	9784065152980	2019-04-17	9784065134894	9784065151402	158	整合	2019	0	3500	ダイヤのA　act2（16）	講談社コミックス	2019年04月17日	コミック		
C	SPIKE_1	内部	jumbor	ユンボル	0	standard	ジャンプ・コミックス	集英社	978408	8	2	9784088702322	2011-05-07	9784088700816	9784088700823	150	★日付も逆行	2004	7	1139	ユンボル -JUMBOR-（2）	ジャンプコミックス	2011年05月	コミック		
C	SPIKE_1	内部	ai-yori-aoshi	藍より青し	0	standard	Jets comics	白泉社	9784592	17	11	9784592132912	2003-06	9784592134404	9784592134428	149	整合	1998	5	145	藍より青し（11）	ジェッツコミックス	2003年05月29日頃	コミック		
C	SPIKE_1	内部	shuuen-no-shiori	終焉ノ栞	0	standard	MFコミックス	KADOKAWA	978404	7	3	9784040661247	2013-11-27	9784040662718	9784040665986	147	整合	2018	5	247	終焉ノ栞3	MFコミックス ジーンシリーズ	2013年11月27日	コミック		
C	SPIKE_1	内部	inazuma-eleven	イナズマイレブン	0	standard	てんとう虫コミックス	小学館	978409	10	9	9784091410641	2011-07-03	9784091412041	9784091413475	140	整合	2005	6	229	イナズマイレブン（第9巻）	コロコロコミックス	2011年06月	コミック		
C	SPIKE_1	内部	tales-of-etaania-premium-stories	テイルズオブエターニア プレミアムストーリーズ	0	standard	GANGAN WING COMICS SPECIAL	エニックス	97847575	6	3	9784757508644	2003-02	9784757505315	9784757507302	134	★日付も逆行	2003	0	68	テイルズオブエターニア（3）	ガンガンWINGコミックス	2003年01月	コミック		
C	SPIKE_1	内部	crescent-2	CRESCENT	0	standard	マイコミックスパートナー	東京三世社	978488570	20	8	9784885703591		9784885702365	9784885702426	117	日付なし									
C	SPIKE_1	内部	guranpuri-tengoku	グランプリ天国	0	standard	NEWS MOOK	三栄書房	97847796	5	2	9784779609534	2010-07-15	9784779606816	9784779608414	112	★日付も逆行			2						
C	SPIKE_1	内部	boukyou-tarou	望郷太郎	0	standard	モーニングKC	講談社	978406	15	11	9784065359563	2024-06-21	9784065343692	9784065358474	109	整合	2024	0	4393	望郷太郎（11）	モーニング　KC	2024年06月21日	コミック		
C	SPIKE_1	内部	katayoku-no-labyrinth	片翼のラビリンス	0	standard	Sho-Comiフラワーコミックス	小学館	978409	10	9	9784091386267	2016-06-29	9784091382757	9784091385178	109	整合	2005	11	870	片翼のラビリンス（9）	フラワーコミックス	2016年06月24日頃	コミック		
C	SPIKE_1	内部	shiunjike-no-kodomotachi	紫雲寺家の子供たち	0	standard	YOUNG ANIMAL COMICS	白泉社	9784592	10	2	9784592168034	2023-08	9784592167013	9784592167037	100	整合	2022	1	247	紫雲寺家の子供たち 公式アンソロジー付き特装版 2	ヤングアニマルコミックス	2023年07月14日	コミック	特装	
C	SPIKE_1	内部	tennis-no-oji-sama-kanzenban-season-3	テニスの王子様 完全版 season 3	0	aizoban	愛蔵版コミックス	集英社	978408	12	8	9784087824360	2012-10	9784087823349	9784087823363	100	整合	2002	10	124	テニスの王子様完全版Season3（08）限定ピンズ付Sp	愛蔵版コミックス	2012年10月	コミック	限定,完全版	
C	SPIKE_1	内部	pandora-hearts	Pandora hearts	0	standard	G fantasy comics	スクウェア・エニックス	97847575	24	18	9784757536821	2012-07	9784757533585	9784757535848	98	整合	2012	0	75	Pandora　Hearts（18）	Gファンタジーコミックス	2012年07月	コミック		
C	SPIKE_1	内部	nanako-santeki-na-nichijou-rivaivaru	菜々子さん的な日常REVIVAL	0	standard	ビッグスピリッツコミックススペシャル	小学館	978409	4	2	9784091873859	2016-01-12	9784091872555	9784091872937	92	整合	2005	11	951	菜々子さん的な日常REVIVAL（2）	ビッグ コミックス	2016年01月12日頃	コミック		
C	SPIKE_1	内部	cross-fight-b-daman	クロスファイトビーダマン	0	standard	コロコロコミックス	小学館	978409	3	2	9784091416759	2013-07-03	9784091415134	9784091415844	91	整合	2005	8	223	クロスファイトビーダマン（第2巻）	コロコロコミックス	2013年06月28日頃	コミック		
C	SPIKE_1	内部	wild-pitch	WILD PITCH!!!	0	standard	ビッグコミックス	小学館	978409	16	5	9784091894861	2017-05	9784091893369	9784091894007	86	整合	2005	12	806	WILD PITCH！！！（5)	ビッグ コミックス	2017年04月28日頃	コミック		
C	SPIKE_1	内部	tonari-no-801chan	となりの801ちゃん	0	standard	Next comics	宙出版	97847767	6	4	9784776796619	2009-09	9784776794936	9784776795766	85	整合	2015	6	1	となりの801ちゃん＋（4）	Next　comics	2015年12月	単行本		
C	SPIKE_1	内部	cobra-1995	COBRA	1	deluxe	Jump comics deluxe	集英社	978408	11	9	9784088592602	2002-02	9784088590219	9784088591803	80	★日付も逆行	1995	7	450	COBRA（VOL．9）	ジャンプコミックスデラックス	2002年02月	コミック		
C	SPIKE_1	内部	zettai-bl-ni-naru-sekai-vs-zettai-bl-ni-naritakunai-otoko	絶対BLになる世界vs絶対BLになりたくない男	0	standard	FC jam	新潮社	978410	6	4	9784107726254	2023-08-08	9784107726964	9784107727572	71	★日付も逆行	2017	6	295	絶対BLになる世界VS絶対BLになりたくない男 4	バンチコミックスコラル	2023年08月08日	コミック		
C	SPIKE_1	内部	dragon-jam	DRAGON JAM	0	standard	ビッグコミックス	小学館	978409	16	6	9784091846488	2012-09	9784091843104	9784091845801	68	整合	2005	7	811	DRAGON JAM（06）	ビッグ コミックス	2012年08月30日	コミック		
C	SPIKE_1	内部	wraith-sweeper-cross	レイスイーパーCROSS	0	standard	CR comics	ジャイブ	978486176	7	3	9784861764585	2007-11	9784861765254	9784861765261	67	★日付も逆行			3	レイスイーパーCROSS　3	CR　COMICS	2007年11月	コミック		
C	SPIKE_1	内部	orenosora	俺の空	8	shinsoban	ヤングジャンプ・コミックス・スペシャル	集英社	978408	8	5	9784088751757	1993-10	9784088751177	9784088751191	56	整合	2004	11	504	俺の空（三四郎編5）	ヤングジャンプコミックス	1993年10月19日頃	コミック		
C	SPIKE_1	内部	period	Period	0	standard	IKKI COMICS	小学館	978409	5	3	9784091884374	2009-02	9784091884923	9784091885241	55	整合	2005	4	797	period（3）	IKKI COMIX	2009年01月30日	コミック		
C	SPIKE_1	内部	saikon-shounin-o-youkyuu-shimasu	再婚承認を要求します	0	standard	ジャンプコミックス	集英社	978408	9	4	9784088844831	2025-03-24	9784088842974	9784088844282	55	整合	2021	4	1152	再婚承認を要求します 4	ジャンプコミックス	2025年03月04日	コミック		
C	SPIKE_1	内部	wazaguu	わざぐぅ!	0	standard	コロコロコミックス	小学館	978409	6	3	9784091416384	2013-04-02	9784091415004	9784091415851	53	整合	2005	8	223	わざぼー最終章わざぐぅ！（第3巻）	コロコロコミックス	2013年03月28日頃	コミック		
C	SPIKE_1	内部	zurui-hito-ni-hirowaremashita	ずるい男に拾われました	0	standard	Tulle Comics	ブライト出版	978486123	3	2	9784861239496	2022-08-19	9784861238956	9784861238963	53	★日付も逆行			3	続・ずるい男に拾われました（2）	Tulle　Comics	2022年08月19日	コミック		
C	SPIKE_1	内部	yebisu-celebrities	Yebisuセレブリティーズ	0	standard	Be-boy comics	リブレ出版	978486263	5	3	9784862630261	2006-08-10	9784862630773	9784862632210	51	★日付も逆行			5	Yebisuセレブリティーズ（3rd）	Be-boy　comics	2006年08月10日頃	コミック		
C	SPIKE_1	内部	kusatta-kyoushi-no-houteishiki	腐った教師の方程式	0	standard	Be-boy comics	ビブロス	978488271	7	6	9784882719571	1999-04-12	9784882718123	9784882719076	50	整合			5	腐った教師の方程式（6）	Be-boy　comics	1999年04月12日頃	コミック		
C	SPIKE_1	内部	hachiwan-diver	ハチワンダイバー	0	standard	ヤングジャンプ・コミックス	集英社	978408	35	29	9784088796994	2013-06-19	9784088795324	9784088796505	49	整合	2004	9	1041	ハチワンダイバー 29	ヤングジャンプコミックス	2013年06月19日頃	コミック		
C	SPIKE_1	内部	tora-to-mike	トラとミケ	0	standard		小学館	978409	7	6	9784093965064	2024-08-01	9784093965552	9784093965576	49	整合	2020	4	3	トラとミケ（6）		2024年08月01日頃	単行本		
C	SPIKE_1	内部	aho-girl	アホガール	0	standard	SHONEN MAGAZINE COMICS	講談社	978406	12	11	9784065106297	2017-11-09	9784065102398	9784065105832	46	整合	2019	2	1857	アホガール（11）	講談社コミックス	2017年11月09日頃	コミック		
C	SPIKE_1	内部	kaitou-joker	怪盗ジョーカー	0	standard	てんとう虫コミックス	小学館	978409	26	16	9784091416223	2013-12-03	9784091416674	9784091417756	45	整合	2005	8	223	怪盗ジョーカー（16）	コロコロコミックス	2013年11月28日頃	コミック		
C	SPIKE_1	内部	asahina-san-no-bentou-tabetai	朝比奈さんの弁当食べたい	0	standard	ヤングジャンプコミックス	集英社	978408	3	2	9784088932293	2024-03-18	9784088927091	9784088931852	44	整合	2021	3	1164	朝比奈さんの弁当食べたい 2	ヤングジャンプコミックス	2024年03月18日	コミック		
C	SPIKE_1	内部	love-m-de	LOVE MОDE	0	standard	Be-boy comics	ビブロス	978488271	6	5	9784882719472	1999-03-10	9784882718321	9784882719038	44	整合			7	LOVE　MODE（5）	Be-boy　comics	1999年03月10日頃	コミック		
C	SPIKE_1	内部	coral	コーラル	0	standard	眠れぬ夜の奇妙な話コミックス	朝日新聞社	978402	5	4	9784022142108	2014-04	9784022131782	9784022141675	43	整合	2013	1	53	コーラル（4）	Nemuki＋コミックス	2014年04月	コミック		
C	SPIKE_1	内部	mahoromateikku	まほろまてぃっく	0	standard		ワニブックス	97848470	8	5	9784847033704	2002-06	9784847034138	9784847034404	43	整合	2000	2	9	まほろまてぃっく（5）		2002年06月	コミック		
C	SPIKE_1	内部	banyuu-inryoku	蛮勇引力	0	standard	Jets comics	白泉社	9784592	4	3	9784592133568	2002-10	9784592133971	9784592134244	41	整合	1998	4	150	蛮勇引力（3）	ジェッツコミックス	2002年09月	コミック		
C	SPIKE_1	内部	ikki-tousen	一騎当千	0	standard	Gum comics	ワニブックス	97848470	24	5	9784847033889	2002-12	9784847034299	9784847034527	41	整合	2000	2	9	一騎当千（第5巻）	ガムコミックス	2002年12月	コミック		
C	SPIKE_1	内部	eejanai-ka	ええじゃない課	0	standard	SHONEN CHAMPION COMICS	秋田書店	9784253	6	4	9784253039956	1983-03-10	9784253039543	9784253039567	39	整合	1981	2	120						
C	SPIKE_1	内部	watashi-ga-motenai-no-wa-dou-kangaetemo-omaera-ga-warui	私がモテないのはどう考えてもお前らが悪い!	0	standard	GC ONLIN	スクウェア・エニックス	97847575	27	5	9784757540644	2013-09	9784757539808	9784757540255	39	整合	2013	0	79	私がモテないのはどう考えてもお前らが悪い！（5）	ガンガンコミックスONLINE	2013年09月	コミック		
C	SPIKE_1	内部	nippon-chinbotsu	日本沈没	0	standard	ビッグコミックス	小学館	978409	15	10	9784091820471	2008-05-01	9784091817068	9784091820105	37	整合	2005	3	808	日本沈没（10）	ビッグコミックス	2008年04月	コミック		
C	SPIKE_1	内部	death-note	DEATH NOTE	0	standard		集英社	978408	13	12	9784088741314	2006-07-09	9784088740416	9784088740959	36	整合	2004	2	944	DEATH NOTE 12	ジャンプコミックス	2006年07月04日			
C	SPIKE_1	内部	tales-of-destiny	テイルズオブデスティニー	0	standard	BROS.COMICS	エンターブレイン	97847577	6	5	9784757701489	2000-09-08	9784757701809	9784757702585	32	★日付も逆行	2000	0	28	テイルズオブデスティニー（5）	ブロスコミックス	2000年09月	コミック		
C	SPIKE_1	内部	koutei-no-mago-ni-tensei-suru-koutei	皇帝の孫に転生する皇帝	0	standard	ヤングジャンプコミックス	集英社	978408	8	5	9784088941868	2026-02-16	9784088937656	9784088941578	29	整合	2021	5	693	皇帝の孫に転生する皇帝 5	ヤングジャンプコミックス	2026年02月19日	コミック		
C	SPIKE_1	内部	sagara	サガラ	0	standard	モーニングKC	講談社	978406	8	7	9784065218662	2020-12-23	9784065203842	9784065218372	29	整合	2021	1	2246	サガラ〜Sの同素体〜（7）	モーニング　KC	2020年12月23日	コミック		
C	SPIKE_1	内部	tenpai	天牌	0	standard	Nichibun comics	日本文芸社	9784537	118	35	9784537105872	2006-10-06	9784537105087	9784537105582	29	整合	2006	0	331	天牌（35）	ニチブンコミックス	2006年10月06日頃	コミック		
C	SPIKE_1	内部	jibaku-kun	ジバクくん	0	standard	BROS.COMICS	エンターブレイン	97847577	6	5	9784757700574	2000-07	9784757700857	9784757702844	28	★日付も逆行	2000	0	16	ジバクくん（5）	ブロスコミックス	2000年07月	コミック		
C	SPIKE_1	内部	hawkwood	ホークウッド	0	standard	MFコミックス	KADOKAWA	978404	6	5	9784040665474	2014-04	9784040665740	9784040668772	27	整合	2018	4	439	ホークウッド（5）	MFコミックス フラッパーシリーズ	2014年04月	コミック		
C	SPIKE_1	内部	akarito-shirono-shinrei-yawa	あかりとシロの心霊夜話	0	standard	エルジーエーコミックス	青泉社	97847663	9	9	9784766333572	2008-08	9784766333831	9784766334494	26	★日付も逆行	2008	0	9	あかりとシロの心霊夜話（9）	LGAコミックス	2008年08月	コミック		
C	SPIKE_1	内部	tailor-mori	テラモリ	0	standard	裏少年サンデーコミックス	小学館	978409	10	8	9784091280466	2017-12-12	9784091277480	9784091280220	24	整合	2007	10	950	テラモリ 8	裏少年サンデーコミックス	2017年12月12日	コミック		
C	SPIKE_1	内部	gugure-kokkuri-san	繰繰れ!コックリさん	0	standard	ガンガンコミックスjoker	スクウェア・エニックス	97847575	12	8	9784757545076	2014-12-22	9784757544192	9784757544888	19	整合	2015	1	87	繰繰れ！コックリさん（8）	ガンガンコミックスJOKER	2014年12月22日頃	コミック		
C	SPIKE_1	内部	netsuai-prince-oniichan-wa-kimi-ga-suki	熱愛プリンス お兄ちゃんはキミが好き	0	standard	ネクストFコミックス	ネクストF	978486715	17	15	9784867150184	2020-07-01	9784867150375	9784867150436	19	整合	2020	0	8	熱愛プリンス お兄ちゃんはキミが好き 15	ネクストFコミックス	2020年07月01日	コミック		
C	SPIKE_1	内部	ebiten	えびてん	1	kanzenban	角川コミックス・エース	角川グループパブリッシング	978404	4	3	9784041204054	2012-09-21	9784041203200	9784041203903	15	整合	2013	1	691	えびてん　公立海老栖川高校天悶部　フルカラー　（3）	角川コミックス・エース	2012年09月21日頃	コミック		
C	SPIKE_1	内部	genjuu-no-kuni-monogatari	幻獣の國物語	0	standard	ミッシィコミックスDX	主婦と生活社	978487287	5	13	9784872871753	1997-07-10	9784872870855	9784872871609	15	整合			4	幻獣の國物語（13）	ミッシィコミックス	1997年06月06日頃	コミック		
C	SPIKE_1	内部	zabieru-yamada-no-ai-no-izumi	ザビエル山田の愛の泉	0	standard	Business jump	集英社	978408	4	2	9784088751931	1993-09-17	9784088751313	9784088751795	14	整合	2004	11	504	ザビエル山田の愛の泉（2）	ヤングジャンプコミックスBJ	1993年09月17日頃	コミック		
C	SPIKE_1	内部	danjonmeshi	ダンジョン飯	0	standard	BEAM COMIX	KADOKAWA	978404	14	7	9784047356399	2019-04-12	9784047351318	9784047356269	13	整合	2021	2	398	ダンジョン飯　7巻	ハルタコミックス	2019年04月12日	コミック		
C	SPIKE_1	内部	embryon-road	エンブリヲン・ロード	0	standard	Gum comics	ワニブックス	97848470	7	2	9784847033414	2000-03	9784847033179	9784847033285	13	整合	2000	0	30	エンブリヲン・ロード（2）	Gum　comics	2000年03月	コミック		
C	SPIKE_1	内部	risou-no-himo-seikatsu	理想のヒモ生活	0	standard	角川コミックス・エース	KADOKAWA	978404	26	9	9784041094761	2020-06-04	9784041087053	9784041094631	13	整合	2017	3	670	理想のヒモ生活　（9）	角川コミックス・エース	2020年06月04日	コミック		
C	SPIKE_1	内部	rozen-maiden	Rozen Maiden	0	standard	BIRZ COMICS	集英社	978408	10	8	9784088795751	2012-12	9784088774619	9784088795638	12	整合	2004	8	1189	ローゼンメイデン（8）	ヤングジャンプコミックス	2012年12月	コミック		
C	SPIKE_1	内部	star-ocean-second-story	スターオーシャン セカンドストーリー	0	standard	エニックススーパーコミック劇場 v.25	エニックス	97847575	3	5	9784757503830	2001-01-22	9784757502406	9784757503724	11	整合	2000	1	55	スターオーシャンセカンドストーリー（5）	ガンガンコミックス	2001年01月22日頃	コミック		
C	SPIKE_1	内部	west-end	West end	0	standard	Super be-boy comics	ビブロス	978488271	5	4	9784882719137	1998-11-10	9784882717836	9784882719021	11	整合			4	West　end（4）	Super　be-boy　comics	1998年11月10日頃	コミック		
C	SPIKE_1	内部	galaxy-angel-2nd	ギャラクシーエンジェル2nd	0	standard	CR COMICS	ジャイブ	978486176	4	3	9784861762406	2005-10	9784861761799	9784861762307	10	整合			3						
C	SPIKE_1	内部	kei-no-seishun	ケイの凄春	3	deluxe	アクション・コミックス・デラックス	双葉社	9784575	10	6	9784575815641	1989-06	9784575815450	9784575815542	10	整合	1990	1	202	あっち向いて！PAR（3）	アクションコミックス	1989年08月09日頃	コミック		★別題
C	SPIKE_1	内部	chaos-damonne	カオスだもんね!	0	standard	EYE-COM BOOKS	アスキー	97847561	16	3	9784756130280	1997-09	9784756108821	9784756130198	9	整合			1						
C	SPIKE_1	内部	akaya-akashiya-ayakashi-no	あかやあかしやあやかしの	0	standard	MFコミックス	KADOKAWA	978404	10	4	9784040662565	2014-01-27	9784040662640	9784040668413	8	整合	2018	4	439	あかやあかしやあやかしの　4	MFコミックス ジーンシリーズ	2014年01月27日	コミック		
C	SPIKE_1	内部	prince-standard	PRINCE STANDARD	0	standard		ワニブックス	97848470	7	5	9784847034282	2002-05	9784847034077	9784847034206	8	整合	2003	1	44	Prince　standard（5）		2002年04月	コミック		
C	SPIKE_1	内部	jyajya	ジャジャ	0	standard	サンデーGXコミックス	小学館	978409	40	7	9784091570499	2006-06	9784091570567	9784091570871	7	整合	2005	1	327	ジャジャ 7	サンデーGXコミックス	2006年05月19日	コミック		
C	SPIKE_1	内部	bakumatsu-tobaku-barubaroi	幕末賭博バルバロイ	0	standard	JUMP COMICS+	集英社	978408	5	3	9784088834740	2023-01-04	9784088833323	9784088834689	6	整合	2021	2	1178	幕末賭博バルバロイ 3	ジャンプコミックス	2023年01月04日	コミック		
C	SPIKE_1	内部	montorihito	モントリヒト	0	standard	CR comics	ジャイブ	978486176	5	4	9784861767029	2009-08	9784861766008	9784861766961	6	整合			6	モントリヒト〜月の翼　4	CR　COMICS	2009年08月	コミック		
C	SPIKE_1	内部	shiyounan-bakusouzoku	湘南爆走族	0	standard	少年KING Animeコミックス	少年画報社	97847859	5	5	9784785946494	1990-11-01	9784785945923	9784785946432	6	★日付も逆行	1994	4	21	湘南爆走族（5）		1990年11月01日頃	単行本		
C	SPIKE_1	内部	tsumujimagari-spring	つむじまがり×すぷりんぐ	0	standard	ヤンマガKC	講談社	978406	5	4	9784065258507	2021-11-05	9784065247624	9784065258446	6	整合	2021	0	3839	つむじまがり×すぷりんぐ（4）	ヤンマガKCスペシャル	2021年11月05日	コミック		
C	SPIKE_1	内部	banou	バンオウ-盤王-	0	standard	JUMP COMICS+	集英社	978408	8	6	9784088840628	2024-04-04	9784088838687	9784088840574	5	整合	2021	3	1242	バンオウー盤王ー 6	ジャンプコミックス	2024年04月04日	コミック		
C	SPIKE_1	内部	wild-7	ワイルド7	1	shinsoban	トクマコミックス	徳間書店	978419	18	17	9784197801091	2001-11-07	9784197800971	9784197801046	5	整合	2001	0	28	ワイルド7（17（緑の墓編））	TOKUMA　FAVORITE　COMICS	2001年11月07日頃	コミック		
C	SPIKE_1	内部	wilderness	Wilderness	0	standard	サンデーGXコミックス	小学館	978409	9	5	9784091570703	2006-12	9784091570741	9784091571168	4	整合	2005	1	327	WILDERNESS（ワイルダネス）（5）	サンデーGXコミックス	2006年11月17日	コミック		
C	SPIKE_1	内部	ankoku-delta	暗黒デルタ	0	standard	ジャンプコミックス	集英社	978408	5	4	9784088845043	2025-03-24	9784088843063	9784088845012	3	整合	2021	4	1152	暗黒デルタ 4	ジャンプコミックス	2025年03月04日	コミック		
C	SPIKE_1	内部	keishichou-soushi	警視庁草紙	0	standard	モーニングKC	講談社	978406	13	11	9784065325421	2023-07-21	9784065314807	9784065325391	3	整合	2024	1	3464	警視庁草紙ー風太郎明治劇場ー（11）	モーニング　KC	2023年07月21日	コミック		
C	SPIKE_1	内部	mansions-and-dragons	マンションズ＆ドラゴンズ	0	standard	GUM COM!CS	ワニブックス	97848470	6	3	9784847034152	2001-11	9784847033797	9784847034121	3	整合	2003	2	24	マンションズ＆ドラゴンズ（3）		2001年11月	コミック		
C	SPIKE_1	内部	tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru	追放されたチート付与魔術師は気ままなセカンドライフを謳歌する。	0	standard	月刊少年マガジン	講談社	978406	20	8	9784065350829	2024-03-08	9784065344385	9784065350799	3	整合	2024	0	4393	追放されたチート付与魔術師は気ままなセカンドライフを謳歌する。　〜俺は武器だけじゃなく、あらゆるものに『強化ポイント』を付与できるし、俺の意思でいつでも効果を解除できるけど、残った人たち大丈夫？〜（8）	KCデラックス	2024年03月08日	コミック		
