巻数,タイトル,最新巻発売月,未発売,状態,著者,出版社,総巻数(全版合計),slug,URL
8,最高難度迷宮でパーティに置き去りにされたSランク剣士、本当に迷いまくって誰も知らない最深部へ,2026-05,,ongoing,toi8/quiet/ムロコウイチ,square-enix,8,saikou-nando-meikyuu-de-party-ni-okizari-ni-sareta-esu-rank-kenshi-hontou-ni-mayoimakutte-daremo,https://mangal.shuichi0725.workers.dev/manga/saikou-nando-meikyuu-de-party-ni-okizari-ni-sareta-esu-rank-kenshi-hontou-ni-mayoimakutte-daremo
8,洞窟王からはじめる楽園ライフ,2025-12,,ongoing,苗原一/出店宇生,kadokawa,8,doukutsu-ou-kara-hajimeru-rakuen-life,https://mangal.shuichi0725.workers.dev/manga/doukutsu-ou-kara-hajimeru-rakuen-life
8,無能と呼ばれた『精霊たらし』,2026-06,,ongoing,佐藤謙羊/タバタグランドキャニオン,mag-garden,8,munou-to-yobareta-seirei-tarashi,https://mangal.shuichi0725.workers.dev/manga/munou-to-yobareta-seirei-tarashi
8,無自覚聖女は今日も無意識に力を垂れ流す,2026-07,,ongoing,あーもんど/えとうヨナ,earth-star,8,mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tarenagasu,https://mangal.shuichi0725.workers.dev/manga/mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tarenagasu
8,無駄飯食らい認定されたので愛想をつかし、帝国に移って出世する,2026-07,,ongoing,相野仁/澄沢ソウタ,shueisha,8,mudameshigurai-nintei-sareta-node-aiso-o-tsukashi-teikoku-ni-utsutte-shusse-suru,https://mangal.shuichi0725.workers.dev/manga/mudameshigurai-nintei-sareta-node-aiso-o-tsukashi-teikoku-ni-utsutte-shusse-suru
8,爆笑戦士!SDガンダム,2026-04,,completed,佐藤元,kodansha,12,bakushou-suit-sd-gundam,https://mangal.shuichi0725.workers.dev/manga/bakushou-suit-sd-gundam
8,王子様に溺愛されて困ってます,2026-04,,ongoing,三浦ひらく/月神サキ,ichijinsha,8,ouji-sama-ni-dekiaisarete-komattemasu,https://mangal.shuichi0725.workers.dev/manga/ouji-sama-ni-dekiaisarete-komattemasu
8,現実(リアル)もたまには嘘をつく,2026-02,,completed,にいち,kadokawa,8,real-mo-tamaniwa-uso-o-tsuku,https://mangal.shuichi0725.workers.dev/manga/real-mo-tamaniwa-uso-o-tsuku
8,異世界の貧乏農家に転生したので、レンガを作って城を建てることにしました,2026-07,,ongoing,カンチェラーラ/槙島ギン,to-books,8,isekai-no-binbou-nouka-ni-tensei-shita-node-renga-o-tsukutte-shiro-o-tateru-koto-ni-shima,https://mangal.shuichi0725.workers.dev/manga/isekai-no-binbou-nouka-ni-tensei-shita-node-renga-o-tsukutte-shiro-o-tateru-koto-ni-shima
8,異世界領地改革,2025-12,,ongoing,布袋三郎/さくら夏希,coamix,8,isekai-ryouchi-kaikaku,https://mangal.shuichi0725.workers.dev/manga/isekai-ryouchi-kaikaku
8,織田ちゃんと明智くん,2026-08,,ongoing,常盤魚,kodansha,8,oda-chan-to-akechi-kun,https://mangal.shuichi0725.workers.dev/manga/oda-chan-to-akechi-kun
8,聖闘士(セイント)星矢冥王異伝ダークウィング,2025-12,,ongoing,車田正美/サイトウケンジ/上田信舟,akita,8,saint-seiya-meiou-iden-dark-wing,https://mangal.shuichi0725.workers.dev/manga/saint-seiya-meiou-iden-dark-wing
8,花唄メモワール,2026-11,予約,ongoing,一ノ瀬けい,houbunsha,8,hanauta-memoir,https://mangal.shuichi0725.workers.dev/manga/hanauta-memoir
8,調教師は魔物に囲まれて生きていきます。,2026-01,,ongoing,七篠龍/尾切美月,starts-shuppan,8,choukyoushi-wa-mamono-ni-kakomarete-ikite-ikimasu,https://mangal.shuichi0725.workers.dev/manga/choukyoushi-wa-mamono-ni-kakomarete-ikite-ikimasu
8,贅沢三昧したいのです!,2026-04,,ongoing,みわかず,earth-star,8,zeitaku-zanmai-shitai-no-desu,https://mangal.shuichi0725.workers.dev/manga/zeitaku-zanmai-shitai-no-desu
8,転生してから40年。そろそろ、おじさんも恋がしたい。,2026-03,,ongoing,清露/えむあ,earth-star,8,tensei-shite-kara-40-nen-sorosoro-san-mo-koi-ga-shitai,https://mangal.shuichi0725.workers.dev/manga/tensei-shite-kara-40-nen-sorosoro-san-mo-koi-ga-shitai
8,転生ババァは見過ごせない!,2026-07,,ongoing,文月路亜/ナカノムラアヤスケ,seiunsha,8,tensei-babaa-wa-misugosenai,https://mangal.shuichi0725.workers.dev/manga/tensei-babaa-wa-misugosenai
8,青薔薇アンティークの小公女,2026-05,,ongoing,道草家守,kadokawa,8,aobara-antique-no-shoukoujo,https://mangal.shuichi0725.workers.dev/manga/aobara-antique-no-shoukoujo
8,魔物を従える帝印を持つ転生賢者,2025-09,,ongoing,中村基/苗原一,square-enix,8,mamono-o-shitagaeru-teiin-o-motsu-tensei-kenja,https://mangal.shuichi0725.workers.dev/manga/mamono-o-shitagaeru-teiin-o-motsu-tensei-kenja
7,0日婚でも恋したい,2026-05,,completed,青山理砂,bunkasha,7,0nichikon-demo-koishitai,https://mangal.shuichi0725.workers.dev/manga/0nichikon-demo-koishitai
7,13回目の足跡,2026-03,,completed,三部敬,kadokawa,7,13-kaime-no-ashiato,https://mangal.shuichi0725.workers.dev/manga/13-kaime-no-ashiato
7,2LDKイケメン付き物件あります。,2025-04,,completed,志連ユキ枝,bunkasha,7,2ldk-ikemen-tsuki-bukken-arimasu,https://mangal.shuichi0725.workers.dev/manga/2ldk-ikemen-tsuki-bukken-arimasu
7,3秒後、野獣。,2025-12,,completed,百瀬こあ,seiunsha,7,3-byougo-yajuu,https://mangal.shuichi0725.workers.dev/manga/3-byougo-yajuu
7,AR/MS(マルチプル・サヴァイヴ)!!,2026-08,,ongoing,祐佑,got,7,eeaaru-maruchipuru-savaivu,https://mangal.shuichi0725.workers.dev/manga/eeaaru-maruchipuru-savaivu
7,Nyaight of the living cat,2025-07,,ongoing,ホークマン,mag-garden,7,nyaight-of-the-living-cat,https://mangal.shuichi0725.workers.dev/manga/nyaight-of-the-living-cat
7,〈急募〉猜疑王の契約王妃〈※短期のお仕事です〉,2025-04,,completed,乙川れい/新矢りん,flex-comix,7,kyuubo-saigiou-no-keiyaku-ouhi,https://mangal.shuichi0725.workers.dev/manga/kyuubo-saigiou-no-keiyaku-ouhi
7,「美人でお金持ちの彼女が欲しい」と言ったら、ワケあり女子がやってきた件。,2026-06,,completed,小宮地千々/白鷺六羽,kadokawa,7,bijin-de-okanemochi-no-kanojo-ga-hoshii-to-ittara-wake-ari-joshi-ga-yattekita-ken,https://mangal.shuichi0725.workers.dev/manga/bijin-de-okanemochi-no-kanojo-ga-hoshii-to-ittara-wake-ari-joshi-ga-yattekita-ken
7,いつでも自宅に帰れる俺は、異世界で行商人をはじめました,2025-12,,ongoing,霜月緋色/明地雫,hobby-japan,7,itsu-demo-jitaku-ni-kaereru-ore-wa-isekai-de-gyoushounin-o-hajimemashita,https://mangal.shuichi0725.workers.dev/manga/itsu-demo-jitaku-ni-kaereru-ore-wa-isekai-de-gyoushounin-o-hajimemashita
7,おせん　和な女,2027-03,予約,ongoing,きくち正太,gentosha-comics,7,osen-wana-hito,https://mangal.shuichi0725.workers.dev/manga/osen-wana-hito
7,しなのんちのいくる,2026-01,,ongoing,仲曽良ハミ,kadokawa,7,shinanonchi-no-ikuru,https://mangal.shuichi0725.workers.dev/manga/shinanonchi-no-ikuru
7,その初恋は甘すぎる,2026-06,,ongoing,itoka/陽華エミ,harpercollins-japan,7,sono-hatsukoi-wa-amasugiru,https://mangal.shuichi0725.workers.dev/manga/sono-hatsukoi-wa-amasugiru
7,ななしの皇女と冷酷皇帝,2025-07,,completed,藍上イオタ/赤佐たな,futabasha,7,nanashi-no-koujo-to-reikoku-koutei,https://mangal.shuichi0725.workers.dev/manga/nanashi-no-koujo-to-reikoku-koutei
7,ぼくは異世界で付与魔法と召喚魔法を天秤にかける,2026-07,,ongoing,横塚司/ツカモリシュウジ,kadokawa,7,boku-wa-isekai-de-fuyo-mahou-to-shoukan-mahou-o-tenbin-ni-kakeru,https://mangal.shuichi0725.workers.dev/manga/boku-wa-isekai-de-fuyo-mahou-to-shoukan-mahou-o-tenbin-ni-kakeru
7,めぐみとつぐみ,2025-12,,ongoing,S井ミツル,takeshobo,7,megumi-to-tsugu-mi,https://mangal.shuichi0725.workers.dev/manga/megumi-to-tsugu-mi
7,ゆるふわ農家の文字化けスキル,2025-12,,ongoing,白石新/綾月ツナ,square-enix,7,yuru-fuwa-nouka-no-mojibake-skill,https://mangal.shuichi0725.workers.dev/manga/yuru-fuwa-nouka-no-mojibake-skill
7,ウラミン,2025-11,,ongoing,飯星シンヤ,bunkasha,7,uramin,https://mangal.shuichi0725.workers.dev/manga/uramin
7,エロゲの世界でスローライフ,2025-10,,completed,白石新/ツタロー,shueisha,7,eroge-no-sekai-de-slow-life,https://mangal.shuichi0725.workers.dev/manga/eroge-no-sekai-de-slow-life
7,ガテン農家と朝まで絶倫H,2025-03,,completed,ななみあいす,daitosha,7,gaten-nouka-to-asa-made-zetsurin-h,https://mangal.shuichi0725.workers.dev/manga/gaten-nouka-to-asa-made-zetsurin-h
7,ガンドランダー,2025-09,,completed,雅叉丸/友杉達也,kodansha,11,gundlander,https://mangal.shuichi0725.workers.dev/manga/gundlander
7,キミの撫で方躾け方,2026-04,,ongoing,かさいちあき,kaiohsha,7,kimi-no-nadekata-shitsukekata,https://mangal.shuichi0725.workers.dev/manga/kimi-no-nadekata-shitsukekata
7,ギャルがシルバニアファミリーを溺愛したら。,2026-01,,ongoing,岡野く仔,kodansha,7,gal-ga-sylvanian-family-o-dekiai-shitara,https://mangal.shuichi0725.workers.dev/manga/gal-ga-sylvanian-family-o-dekiai-shitara
7,クラス《無職》の英雄譚,2026-05,,ongoing,アメカワリーチ/Salah-D,akita,7,class-mushoku-no-eiyuu-tan,https://mangal.shuichi0725.workers.dev/manga/class-mushoku-no-eiyuu-tan
7,コロコロ創刊伝説,2026-07,,ongoing,のむらしんぼ,shogakukan,7,korokoro-soukan-densetsu,https://mangal.shuichi0725.workers.dev/manga/korokoro-soukan-densetsu
7,デビルズライン2〈逆襲〉,2025-09,,ongoing,花田陵,kodansha,7,devils-line-2-gyakushuu,https://mangal.shuichi0725.workers.dev/manga/devils-line-2-gyakushuu
7,プリンセスくんとナイトさん,2026-06,,ongoing,ヨコザワ,shogakukan-creative,7,princess-kun-to-knight-san,https://mangal.shuichi0725.workers.dev/manga/princess-kun-to-knight-san
7,ペンと手錠(ワッパ)と事実婚,2026-05,,ongoing,椹木伸一/ガス山タンク,hakusensha,7,pen-to-wappa-to-jijitsukon,https://mangal.shuichi0725.workers.dev/manga/pen-to-wappa-to-jijitsukon
7,マンガサ道,2025-04,,ongoing,タナカカツキ,kodansha,7,manga-sadou,https://mangal.shuichi0725.workers.dev/manga/manga-sadou
7,万能「村づくり」チートでお手軽スローライフ,2026-06,,ongoing,九頭七尾/蚕堂j1,square-enix,7,bannou-murazukuri-cheat-de-otegaru-surooraifu,https://mangal.shuichi0725.workers.dev/manga/bannou-murazukuri-cheat-de-otegaru-surooraifu
7,不死王はスローライフを希望します,2026-04,,ongoing,小狐丸/小滝カイ,seiunsha,7,fushiou-wa-slow-life-o-kibou-shimasu,https://mangal.shuichi0725.workers.dev/manga/fushiou-wa-slow-life-o-kibou-shimasu
7,世界最強の執事,2026-06,,ongoing,昼行燈/kamui,shueisha,7,sekai-saikyou-no-shitsuji,https://mangal.shuichi0725.workers.dev/manga/sekai-saikyou-no-shitsuji
7,両親の借金を肩代わりしてもらう条件は日本一可愛い女子高生と一緒に暮らすことでした。,2026-06,,ongoing,美月めいあ/雨音恵,kadokawa,7,ryoushin-no-shakkin-o-katagawari-shite-morau-jouken-wa-nihonichi-kawaii-joshikousei-to-isshokenmei-ni-class-koto-deshita,https://mangal.shuichi0725.workers.dev/manga/ryoushin-no-shakkin-o-katagawari-shite-morau-jouken-wa-nihonichi-kawaii-joshikousei-to-isshokenmei-ni-class-koto-deshita
7,二度追放された冒険者、激レアスキル駆使して美少女軍団を育成中!,2026-06,,ongoing,南野雪花/青木千尋,bunkasha,7,nido-tsuihousareta-sareta-boukensha-gekirea-skill-kushi-shite-bishoujo-gundan-o-ikusei-chuu,https://mangal.shuichi0725.workers.dev/manga/nido-tsuihousareta-sareta-boukensha-gekirea-skill-kushi-shite-bishoujo-gundan-o-ikusei-chuu
7,伯爵令嬢はヤンデレ旦那様と当て馬シナリオを回避する!!,2025-09,,ongoing,島田莉音/森本鉄道,kodansha,7,hakushaku-reijou-wa-yandere-danna-sama-to-ateuma-scenario-o-kaihi-suru,https://mangal.shuichi0725.workers.dev/manga/hakushaku-reijou-wa-yandere-danna-sama-to-ateuma-scenario-o-kaihi-suru
7,俺にトラウマを与えた女子達がチラチラ見てくるけど、残念ですが手遅れです,2026-07,,ongoing,いちたか/御堂ユラギ,overlap,7,ore-ni-trauma-o-ataeta-joshi-tachi-ga-chirachira-mitekuru-kedo-zannen-desu-teokure-desu,https://mangal.shuichi0725.workers.dev/manga/ore-ni-trauma-o-ataeta-joshi-tachi-ga-chirachira-mitekuru-kedo-zannen-desu-teokure-desu
7,俺は知らないうちに学校一の美少女を口説いていたらしい,2025-07,,completed,午前の緑茶/あたる,square-enix,7,ore-wa-shiranai-uchi-ni-gakkou-ichi-no-bishoujo-o-kudoite-ita-rashii,https://mangal.shuichi0725.workers.dev/manga/ore-wa-shiranai-uchi-ni-gakkou-ichi-no-bishoujo-o-kudoite-ita-rashii
7,四姉妹(エルフ)は夜をおまちかね,2026-02,,ongoing,保住圭/Bcoca,kadokawa,7,yonshimai-elf-wa-yoru-o-omachikane,https://mangal.shuichi0725.workers.dev/manga/yonshimai-elf-wa-yoru-o-omachikane
7,悪役令嬢のお気に入り王子……邪魔っ,2026-03,,ongoing,緋色の雨/椎名南,shufu-to-seikatsu,7,akuyaku-reijou-no-okiniiri-ouji-jama,https://mangal.shuichi0725.workers.dev/manga/akuyaku-reijou-no-okiniiri-ouji-jama
7,泣いてみろ、乞うてもいい,2026-10,予約,ongoing,LINE Digital Frontier株式会社/VAN JI/Solche,kadokawa,7,naitemiro-koutemo-ii,https://mangal.shuichi0725.workers.dev/manga/naitemiro-koutemo-ii
7,深愛なるF(ファントム)へ,2025-03,,completed,七尾美緒,shogakukan,7,shinai-naru-phantom-e,https://mangal.shuichi0725.workers.dev/manga/shinai-naru-phantom-e
7,異世界じゃスローライフはままならない,2026-08,,ongoing,夏柿シン/ひなた丸だいや,seiunsha,7,isekai-ja-slow-life-wa-mamanaranai,https://mangal.shuichi0725.workers.dev/manga/isekai-ja-slow-life-wa-mamanaranai
7,異世界でチート能力(スキル)を手にした俺は、現実世界をも無双する,2025-12,,ongoing,美紅/港川一臣,kadokawa,7,isekai-de-cheat-nouryoku-skill-o-te-ni-shita-ore-wa-genjitsu-sekai-womo-musou-suru,https://mangal.shuichi0725.workers.dev/manga/isekai-de-cheat-nouryoku-skill-o-te-ni-shita-ore-wa-genjitsu-sekai-womo-musou-suru
7,異世界でテイムした最強の使い魔は、幼馴染の美少女でした,2026-07,,ongoing,すかいふぁーむ/長谷川,jitsugyo-no-nihon,7,isekai-de-tame-shita-saikyou-no-tsukaima-wa-osananajimi-no-bishoujo-deshita,https://mangal.shuichi0725.workers.dev/manga/isekai-de-tame-shita-saikyou-no-tsukaima-wa-osananajimi-no-bishoujo-deshita
7,異世界に落とされた…浄化は基本!@COMIC,2026-10,予約,ongoing,ほのぼのる500/中島鯛,to-books,7,isekai-ni-otosareta-jouka-wa-kihon-attomaaku-comic,https://mangal.shuichi0725.workers.dev/manga/isekai-ni-otosareta-jouka-wa-kihon-attomaaku-comic
7,異世界最高の貴族、ハーレムを増やすほど強くなる,2026-08,,ongoing,木下聡志/三木なずな,shueisha,7,isekai-saikou-no-kizoku-harem-o-fuyasu-hodo-tsuyoku-naru,https://mangal.shuichi0725.workers.dev/manga/isekai-saikou-no-kizoku-harem-o-fuyasu-hodo-tsuyoku-naru
7,白豚貴族ですが前世の記憶が生えたのでひよこな弟育てます@COMIC,2025-07,,ongoing,やしろ/よこわけ,to-books,7,shirobuta-kizoku-desu-zense-no-kioku-ga-haeta-node-hiyoko-na-otouto-sodatemasu-attomaaku-comic,https://mangal.shuichi0725.workers.dev/manga/shirobuta-kizoku-desu-zense-no-kioku-ga-haeta-node-hiyoko-na-otouto-sodatemasu-attomaaku-comic
7,着物ちゃんとロリータちゃん,2025-05,,completed,岡野く仔,mandarakerazahenshuubu,7,kimono-chan-to-lolita-chan,https://mangal.shuichi0725.workers.dev/manga/kimono-chan-to-lolita-chan
7,空気が(「読める」)新入社員と無愛想な先輩,2025-11,,ongoing,鳥原習,ichijinsha,7,kuuki-ga-yomeru-shinnyuu-shine-to-buaiso-na-senpai,https://mangal.shuichi0725.workers.dev/manga/kuuki-ga-yomeru-shinnyuu-shine-to-buaiso-na-senpai
7,竜女戦記,2025-07,,completed,都留泰作,heibonsha,7,ryuujo-senki,https://mangal.shuichi0725.workers.dev/manga/ryuujo-senki
7,結婚商売,2026-10,予約,ongoing,Antstudio/KEN,kadokawa,7,kekkon-shoubai,https://mangal.shuichi0725.workers.dev/manga/kekkon-shoubai
7,聖女様をお探しでしたら妹で間違いありません。さあどうぞお連れください、今すぐ。,2026-05,,ongoing,伊賀海栗/足戸手斗,kodansha,7,seijo-sama-o-osagashi-deshitara-imouto-de-machigai-arimasen-saa-douzo-otsure-kudasai-imasugu,https://mangal.shuichi0725.workers.dev/manga/seijo-sama-o-osagashi-deshitara-imouto-de-machigai-arimasen-saa-douzo-otsure-kudasai-imasugu
7,舞ちゃんのお姉さん飼育ごはん。,2026-02,,ongoing,秋津貴央,takeshobo,7,mai-chan-no-onee-san-shiiku-gohan,https://mangal.shuichi0725.workers.dev/manga/mai-chan-no-onee-san-shiiku-gohan
7,落ちこぼれ〈☆1〉魔法使いは、今日も無意識にチートを使う,2026-02,,ongoing,右薙光介/ももしか藤子,seiunsha,7,ochikobore-hoshi-1-mahoutsukai-wa-kyou-mo-muishiki-ni-cheat-o-tsukau,https://mangal.shuichi0725.workers.dev/manga/ochikobore-hoshi-1-mahoutsukai-wa-kyou-mo-muishiki-ni-cheat-o-tsukau
7,覇界王-ガオガイガー対ベターマン-the comic,2025-12,,ongoing,矢立肇/竹田裕一郎/藤沢真行,hobby-japan,7,hakaiougaogaigaa-tai-betaamanthe-comic,https://mangal.shuichi0725.workers.dev/manga/hakaiougaogaigaa-tai-betaamanthe-comic
7,詰んでる元悪役令嬢はドS王子様から逃げ出したい,2026-02,,ongoing,うすいかつら/かーみら,gentosha,7,tsunderu-moto-akuyaku-reijou-wa-dos-ouji-sama-kara-nigedashitai,https://mangal.shuichi0725.workers.dev/manga/tsunderu-moto-akuyaku-reijou-wa-dos-ouji-sama-kara-nigedashitai
7,転生したら皇帝でした～生まれながらの皇帝はこの先生き残れるか～@COMIC,2026-06,,ongoing,櫛灘ゐるゑ/魔石の硬さ,to-books,7,tensei-shitara-koutei-deshita-umarenagara-no-koutei-wa-konosaki-ikinokoreru-ka-comic,https://mangal.shuichi0725.workers.dev/manga/tensei-shitara-koutei-deshita-umarenagara-no-koutei-wa-konosaki-ikinokoreru-ka-comic
7,転生してあらゆるモノに好かれながら異世界で好きな事をして生きて行く,2026-08,,ongoing,都尾　琉/御峰。,kadokawa,7,tensei-shite-arayuru-mono-ni-sukarenagara-i-sekai-de-sukinakoto-o-shite-ikiteiku,https://mangal.shuichi0725.workers.dev/manga/tensei-shite-arayuru-mono-ni-sukarenagara-i-sekai-de-sukinakoto-o-shite-ikiteiku
7,転生先で捨てられたので、もふもふ達とお料理しますR,2025-02,,ongoing,桜井悠/壬明,futabasha,7,tenseisaki-de-suterareta-node-mofumofutachi-to-oryouri-shimasu-aaru,https://mangal.shuichi0725.workers.dev/manga/tenseisaki-de-suterareta-node-mofumofutachi-to-oryouri-shimasu-aaru
7,追放貴族は、外れスキル〈古代召喚〉で英霊たちと辺境領地を再興する,2026-05,,ongoing,たかたちひろ/三神みかみ,starts-shuppan,7,tsuihousareta-kizoku-wa-hazure-skill-kodai-shoukan-de-eireitachi-to-henkyou-ryouchi-o-saikou-suru,https://mangal.shuichi0725.workers.dev/manga/tsuihousareta-kizoku-wa-hazure-skill-kodai-shoukan-de-eireitachi-to-henkyou-ryouchi-o-saikou-suru
7,遊☆戯☆王OCG(オフィシャルカードゲーム)STORIES,2026-07,,completed,三好直人/吉田伸,shueisha,7,yuugiou-ooshiijii-stories,https://mangal.shuichi0725.workers.dev/manga/yuugiou-ooshiijii-stories
7,高校生WEB作家のモテ生活,2026-04,,completed,茨木野/佐藤勇,square-enix,7,koukousei-uebu-sakka-no-mote-seikatsu,https://mangal.shuichi0725.workers.dev/manga/koukousei-uebu-sakka-no-mote-seikatsu
6,Fate/Grand Order-Epic of Remnant-亜種特異点1悪性隔絶魔境新宿 新宿幻霊事件,2025-07,,completed,TYPE-MOON/佐々木少年,kadokawa,6,fate-grand-order-epic-of-remnant-ashu-tokuiten-1-akusei-kakuzetsu-makyou-shinjuku-shinjuku-genrei,https://mangal.shuichi0725.workers.dev/manga/fate-grand-order-epic-of-remnant-ashu-tokuiten-1-akusei-kakuzetsu-makyou-shinjuku-shinjuku-genrei
6,Fate/Grand Order-Epic of Remnant-亜種特異点3/亜種並行世界 屍山血河舞台 下総国 英霊剣豪七番勝負,2026-04,,ongoing,TYPE-MOON/渡れい,kodansha,6,fate-grand-order-epic-of-remnant-ashu-tokuiten-3-ashu-heikou-sekai-shizan-ketsuga-butai,https://mangal.shuichi0725.workers.dev/manga/fate-grand-order-epic-of-remnant-ashu-tokuiten-3-ashu-heikou-sekai-shizan-ketsuga-butai
6,HACKING GHOST,2026-06,,ongoing,六壱/マサイ,kodansha,6,hacking-ghost,https://mangal.shuichi0725.workers.dev/manga/hacking-ghost
6,K-9,2026-06,,ongoing,奧山哲矢,kodansha,6,k-9,https://mangal.shuichi0725.workers.dev/manga/k-9
6,〈パクパクですわ〉追放されたお嬢様の『モンスターを食べるほど強くなる』スキルは、1食で1レベルアップする前代未聞の最強スキルでした。3日で人類最強になりましたわ～!,2026-05,,ongoing,音速炒飯/島知宏,kodansha,6,pakupaku-desuwa-tsuihousareta-sareta-ojousama,https://mangal.shuichi0725.workers.dev/manga/pakupaku-desuwa-tsuihousareta-sareta-ojousama
6,「赤毛の役立たず」とクビになった魔力なしの魔女ですが、「薬草の知識がハンパない!」と王立研究所に即採用されました。,2026-10,予約,ongoing,広路なゆる/天宮こなつ,hakusensha,6,akage-no-yakutatazu-to-kubi-ni-natta-maryoku-nashi-no-majo-desu-yakusou-no-chishiki-ga-hanpanai-to,https://mangal.shuichi0725.workers.dev/manga/akage-no-yakutatazu-to-kubi-ni-natta-maryoku-nashi-no-majo-desu-yakusou-no-chishiki-ga-hanpanai-to
6,えっちなお尻じゃダメですか?,2025-03,,completed,鳩屋タマ,kaiohsha,6,etchina-oshiri-ja-dame-desuka,https://mangal.shuichi0725.workers.dev/manga/etchina-oshiri-ja-dame-desuka
6,おくちがエッチな弱点だって、ライバルのエリート同僚にバレてしまいました,2025-09,,ongoing,あわいぽっぽ,shodensha,6,okuchi-ga-etchi-na-jakuten-datte-rival-no-elite-douryou-ni-barete-shimaimashita,https://mangal.shuichi0725.workers.dev/manga/okuchi-ga-etchi-na-jakuten-datte-rival-no-elite-douryou-ni-barete-shimaimashita
6,かたわれ令嬢が男装する理由,2026-08,,completed,ソラジマ/雨宮レイ/MONA,futabasha,6,kataware-reijou-ga-dansou-suru-wake,https://mangal.shuichi0725.workers.dev/manga/kataware-reijou-ga-dansou-suru-wake
6,この冒険者、人類史最強です,2025-12,,ongoing,みやけりく/日之影ソラ,akita,6,kono-boukensha-jinruishi-saikyou-desu,https://mangal.shuichi0725.workers.dev/manga/kono-boukensha-jinruishi-saikyou-desu
6,しーちゃんとねこ,2026-03,,ongoing,たかなししずえ,shonen-gahosha,6,shii-chan-to-neko,https://mangal.shuichi0725.workers.dev/manga/shii-chan-to-neko
6,たかが子爵嫡男に高貴な人たちがグイグイきて困る@COMIC,2026-05,,ongoing,あぐにゅん/宮須弥,to-books,6,takaga-shishaku-chakunan-ni-kouki-na-hitotachi-ga-guigui-kite-comic,https://mangal.shuichi0725.workers.dev/manga/takaga-shishaku-chakunan-ni-kouki-na-hitotachi-ga-guigui-kite-comic
6,ちはやふるplus,2026-04,,ongoing,末次由紀,kodansha,6,chihayafuru-plus,https://mangal.shuichi0725.workers.dev/manga/chihayafuru-plus
6,となりはふつうのニジカ〈ちゃん〉,2026-02,,completed,柚原瑞香,shueisha,6,tonari-wa-futsuu-no-nijika-chan,https://mangal.shuichi0725.workers.dev/manga/tonari-wa-futsuu-no-nijika-chan
6,ふたごの魔法使い,2026-07,,ongoing,中井はるの/TurMíriam Bonastre,gakken-2,6,futago-no-mahoutsukai,https://mangal.shuichi0725.workers.dev/manga/futago-no-mahoutsukai
6,みんなが輝くために,2025-07,,completed,梅田真理/河西哲郎,manabirinku,6,minna-ga-kagayaku-tame-ni,https://mangal.shuichi0725.workers.dev/manga/minna-ga-kagayaku-tame-ni
6,よくある令嬢転生だと思ったのに,2026-09,,ongoing,LINE Digital Frontier株式会社/DOYOSAY/Lemonfrog,kadokawa,6,yoku-aru-reijou-tensei-da-to-omotta-noni,https://mangal.shuichi0725.workers.dev/manga/yoku-aru-reijou-tensei-da-to-omotta-noni
6,りえさん手帖,2025-09,,completed,西原理恵子,mainichi,6,rie-san-techou,https://mangal.shuichi0725.workers.dev/manga/rie-san-techou
6,イツやめ,2025-11,,ongoing,こしあん,bright-shuppan,6,itsu-yame,https://mangal.shuichi0725.workers.dev/manga/itsu-yame
6,オフ会したらとんでもないやつが来た話,2025-01,,completed,miim,kodansha,6,ofukai-shitara-tondemonai-yatsu-ga-kita-hanashi,https://mangal.shuichi0725.workers.dev/manga/ofukai-shitara-tondemonai-yatsu-ga-kita-hanashi
6,カードファイト!!ヴァンガードスカイライド,2026-09,,ongoing,大円坊真,shogakukan,6,cardfight-vanguard-skyride,https://mangal.shuichi0725.workers.dev/manga/cardfight-vanguard-skyride
6,キグナスの乙女たち,2025-09,,ongoing,佐島勤/La-na,kadokawa,6,kigunasu-no-otometachi,https://mangal.shuichi0725.workers.dev/manga/kigunasu-no-otometachi
6,ギャルに優しいオタク君,2026-03,,ongoing,草中/138ネコ,square-enix,6,gal-ni-yasashii-wotaku-kun,https://mangal.shuichi0725.workers.dev/manga/gal-ni-yasashii-wotaku-kun
6,クトゥルーとか全然わからない俺が、邪神の力で爆乳女子と無双する,2026-11,予約,ongoing,サイトウミチ,hifumi-shobo,6,kutouruu-toka-zenzen-wakaranai-ore-ga-jashin-no-chikara-de-bakunyuu-joshi-to-musou-suru,https://mangal.shuichi0725.workers.dev/manga/kutouruu-toka-zenzen-wakaranai-ore-ga-jashin-no-chikara-de-bakunyuu-joshi-to-musou-suru
6,クロの戦記2,2026-06,,ongoing,サイトウアユム/ユリシロ,kadokawa,6,kuro-no-senki-2,https://mangal.shuichi0725.workers.dev/manga/kuro-no-senki-2
6,ゲーム中盤で死ぬ悪役貴族に転生したので、外れスキル〈テイム〉を駆使して最強を目指してみた,2026-07,,ongoing,月山可也/八又ナガト,kodansha,6,game-chuuban-de-shinu-akuyaku-kizoku-ni-tensei-shita-no-de-hazure-skill-tame-o-kushi-shite-saikyou,https://mangal.shuichi0725.workers.dev/manga/game-chuuban-de-shinu-akuyaku-kizoku-ni-tensei-shita-no-de-hazure-skill-tame-o-kushi-shite-saikyou
