slug	title	現行	Gemini案	bad_tags	desc
alien-no-daishinjitsu	エイリアンの大真実	["mystery", "supernatural"]	["sci-fi"]	[]	飛鳥昭雄による、宇宙人やUFOの存在を解説するオカルト・科学読み物。
all-about-mangatchi	All aboutマンガっち	["comedy"]	["essay"]	[]	マンガの歴史や技法、周辺文化を解説したエッセイ漫画。
all-colour-but-the-black	All colour but the black	["other"]	[]	[]	久保帯人の『BLEACH』画集。
all-in	オールイン	["drama", "sports"]	["mind-game"]	[]	麻雀を題材とした勝負漫画。
all-kusemono	オール曲者	["comedy"]	["essay"]	[]	山藤章二による似顔絵とエッセイを収録した作品集。
all-last	ALL-LAST	["action"]	["drama"]	[]	死刑囚が死の直前に過去を回想するオムニバス形式の人間ドラマ。
all-stars	All stars	["romance"]	["fantasy", "sci-fi"]	[]	眠田直の初期短編集。SFやファンタジー要素を含む短編が収録されている。
allergy	アレルジィ	["drama"]	["comedy", "gag", "slice-of-life"]	[]	玖保キリコによる短編集。日常の些細な出来事を描く。
alpha-2004	Alpha	["drama", "romance"]	["fantasy", "slice-of-life"]	[]	天野こずえの初期短編集。ファンタジーや日常系など複数の短編を収録。
amai-wana-1994	甘い罠	["ecchi"]	["drama", "romance"]	[]	魔木子による短編集。表題作を含む複数の読み切り作品を収録。
amasia	Amasia	["drama"]	["fantasy", "sci-fi"]	[]	「空想」をテーマにした豪華作家陣によるアンソロジー作品。
amayaka-na-yoru-no-otogibanashi	甘やかな夜のおとぎ話	["drama", "romance"]	["bl"]	[]	辰巳仁によるBL作品。短編集。
amazing-grace	アメイジング・グレイス	["drama", "fantasy"]	["slice-of-life"]	[]	梱枝りこによる、少女たちの絆や日常を描いた作品。
amazonesu-no-matsuei	女戦士の末裔	["action", "fantasy"]	["drama", "romance"]	[]	女戦士の血を引く女性が、現代社会で葛藤しながら生きる姿を描いた人間ドラマ。
ameta	雨太	["drama"]	["fantasy"]	[]	正木秀尚による、雨を操る少年を描いたファンタジー作品。
ametora-ametora	AMETORA-雨寅-	["drama", "romance"]	["action", "fantasy"]	[]	雨を操る力を持つ少年と、彼を狙う組織との戦いを描いたファンタジー作品。
ana-ga-aiteru	穴があいてる	["comedy", "ecchi"]	["drama"]	[]	実業之日本社から刊行された増田剛による短編集。
anata-mo-honpouna-onna-to-yobareyou	あなたも奔放な女と呼ばれよう	["drama"]	["essay"]	[]	内田春菊による、自身の恋愛や結婚観を綴ったエッセイ漫画。
anata-no-to-nari-no-yami-sekai	あなたのとなりの闇世界	["horror"]	["essay"]	[]	実話系ライター鈴木智彦が裏社会の住人たちを取材したルポルタージュ漫画。
anata-no-tonari-ni-suwarasete	あなたの隣に座らせて	["drama"]	["bl", "romance"]	[]	蓮川愛によるボーイズラブ作品。
anata-no-tonari-no-satsui	あなたのとなりの殺意	["drama"]	["mystery", "suspense"]	[]	万里村奈加によるサスペンス・ミステリー作品。
anata-to-watashi-no-tanteisha	アナタとわたしの探偵社	["mystery"]	["drama", "romance"]	[]	探偵社を舞台に、男女の恋愛模様や人間関係を描いた柴門ふみの短編集。
anata-to-watashi-wa-waruku-nai	あなたと私は悪くない	["drama", "ecchi"]	["school", "slice-of-life"]	[]	女子高生たちの日常や人間関係を描いた作品。
angel-wars	エンジェルウォーズ	["action", "fantasy"]	["drama", "romance"]	[]	秋田書店から刊行された、真崎春望による少女漫画作品。
angura	あんぐら	["drama", "slice-of-life"]	["4-koma", "comedy", "school"]	[]	女子高生たちの日常や部活動を描いた4コマ漫画作品。
anima-ni-aru	アニマニアル	["comedy"]	["romance", "school"]	[]	山川あいじのデビュー作を含む短編集。
animal-channel	アニマルチャンネル	["comedy"]	["fantasy"]	[]	動物と会話ができる少女を描いたファンタジー作品。
animal-mania	アニマルマニア	["comedy"]	["essay"]	[]	動物好きの著者が様々な動物との触れ合いや生態を描くエッセイ漫画。
anime-952	アニメ95.2	["drama", "sci-fi"]	["comedy", "gag"]	[]	春原ロビンソンによる、アニメ制作を題材としたコメディ作品。
anime-no-jikan	アニメの時間	["comedy"]	["drama", "slice-of-life"]	[]	アニメ制作会社を舞台に、新人制作進行の奮闘を描くお仕事漫画。
ankokusei	暗黒星	["action", "sci-fi"]	["horror", "supernatural", "suspense"]	[]	秋田書店のサスペンス・ホラー系作品。超常的な現象や怪奇を扱った短編連作。
anno-moyoko-taidanshuu-ronpaasu-room	安野モヨコ対談集ロンパースルーム	["other"]	["essay"]	[]	安野モヨコが様々な著名人と対談した様子を収録した対談集。
ano-akuma	あの悪魔	["horror", "supernatural"]	["drama", "school", "slice-of-life"]	[]	小山田いくの短編集。表題作のほか、日常や青春を描いた短編が収録されている。
ano-sendan-o-oe	あの船団を追え	["drama"]	["action", "war"]	[]	太平洋戦争を舞台にした戦記漫画。魚雷艇の活躍を描く。
anoa-no-mori	アノアの森	["drama"]	["adventure", "fantasy"]	[]	森を舞台に、不思議な力を持つ少女アノアと仲間たちの冒険を描いたファンタジー作品。
anon	Anon	["drama"]	["comedy", "gag"]	[]	メディアックスから刊行された遠山光の短編集。
anpanman-no-sekai	アンパンマンの世界	["adventure"]	[]	[]	アンパンマンのキャラクターや世界観を解説した絵本・図鑑形式の書籍。
anpanman-to-mimi-sensei	アンパンマンとみみせんせい	["adventure", "comedy"]	["fantasy"]	[]	アンパンマンのキャラクター、みみせんせいが登場する絵本作品。
anpanman-to-piichikumori	アンパンマンとぴいちくもり	["adventure", "comedy"]	["fantasy"]	[]	アンパンマンが空飛ぶ雲の子供ぴいちくもりを助ける絵本作品。
anta-no-dorei-no-mama-de-ii	アンタのドレイのママでイイ	["ecchi"]	["bl"]	[]	トウテムポールによる成人向けBL作品。
anti-virgin-desu-nanika	アンチ・バージンですが,なにか?	["comedy", "romance"]	["romcom", "school"]	[]	女子高生の恋愛模様を描いた少女漫画作品。
ao-meikyuu-fumi-meikyuu	青迷宮・文迷宮	["fantasy", "mystery"]	["drama", "romance"]	[]	神谷悠による短編集。表題作を含む複数の読み切りを収録。
ao-meikyuu	青迷宮	["fantasy", "mystery"]	["drama", "romance"]	[]	神谷悠による短編集。表題作のほか数編が収録されている。
aoi-tori-no-densetsu-1989	青い鳥の伝説	["fantasy", "romance"]	["baseball", "sports"]	[]	秋田書店より刊行された、上田久治による少年漫画作品。
aoike-yasuko-kareinaru-genga-no-sekai	青池保子華麗なる原画の世界	["other"]	[]	[]	青池保子の画業を振り返る原画集。カラーイラストやインタビューを収録。
aoki-daichi-bufu	蒼き大地ブフ	["action", "historical"]	["adventure", "fantasy"]	[]	異世界を舞台にしたファンタジー冒険譚。
aoki-honoo-1991	蒼き炎	["drama", "sports"]	["action", "fantasy"]	[]	週刊少年ジャンプで連載された、炎を操る能力を持つ少年を描いた格闘アクション。
aozora-kaa-chan	青空母ちゃん	["comedy"]	["drama", "slice-of-life"]	[]	母と子の絆や日常を描いたヒューマンドラマ作品。
aozora-kazoku	あおぞら家族	["comedy"]	["drama", "slice-of-life"]	[]	大鳥書院から刊行された、家族をテーマにした漫画作品。
aozora-no-gurifon	蒼空のグリフォン	["drama", "sports"]	["adventure", "fantasy"]	[]	ファンタジー世界を舞台にした冒険活劇。
aozora-zukan	青空ずかん	["comedy"]	["drama", "fantasy"]	[]	少年と不思議な力を持つ少女の交流を描くファンタジー作品。
api	Api	["comedy", "slice-of-life"]	["4-koma"]	[]	芳文社のアンソロジーコミックシリーズ。
appare-satsuki	あっぱれ皐月	["drama"]	["romance", "school"]	[]	集英社の少女漫画誌に掲載された、三山節子による全1巻の作品。
apple-cinderella	アップル・シンデレラ	["fantasy", "romance"]	["action", "sci-fi"]	[]	近未来を舞台にしたSFアクション作品。
aquarium	Aquarium	["drama"]	["slice-of-life"]	[]	須藤真澄による短編集。日常の機微を描いた作品群。
arafifu-mangaka-kounenki-kato-omottara-ninshin-shitemashita	アラフィフ漫画家更年期かと思ったら妊娠してました	["comedy"]	["essay", "slice-of-life"]	[]	アラフィフで妊娠・出産した著者の実体験を描くエッセイ漫画。
arajin-ee-salaryman-kintarou-king-parusaa-moubaku-gosanke-daikouryaku	アラジンA・サラリーマン金太郎・キングパルサー猛爆御三家大攻略	["comedy"]	[]	[]	パチスロ機の攻略法を解説した実用書・攻略本。
arakure-neverland	荒くれネバーランド	["action", "drama"]	["adventure", "comedy", "fantasy"]	[]	サンカクヘッドによる、ネバーランドを舞台にしたファンタジー作品。
aran-iyan-naito	アランイヤンナイト	["fantasy"]	["drama", "romance"]	[]	西尚美による短編集。表題作のほか、少女漫画的な情緒を持つ作品が収録されている。
aranzi-hour	アランジアワー	["comedy"]	["essay", "gag"]	[]	アランジアロンゾのキャラクターが登場するエッセイ・コミック。
arasa-batsuichionna-ga-mashou-no-neko-no-aijin-ni-natte-aisarekata-o-osowaru-made	アラサーバツイチ女が魔性の猫の愛人になって愛され方を教わるまで	["comedy", "fantasy"]	["essay", "slice-of-life"]	[]	バツイチ女性が猫との生活を通じて自己肯定感を高める実録エッセイ。
arashi-bunpai	嵐・分配	["action", "drama"]	[]	[]	地方自治や行政の仕組みを解説する学習漫画。
arigatou-honobono-kun	ありがとうほのぼの君	["comedy"]	["4-koma", "gag"]	[]	中日新聞等で連載された佃公彦による4コマ漫画作品。
arika-alive	アリカアライブ	["ecchi"]	["school"]	[]	女子高生がネットアイドルとして活動する姿を描いた作品。
arisa-to-maria	亜里沙とマリア	["drama", "romance"]	["mystery", "supernatural"]	[]	和田慎二の短編集。表題作のほか、初期の読み切り作品などが収録されている。
arknights-rhodes-kitchen	アークナイツロドスキッチン	["comedy"]	["gourmet", "slice-of-life"]	[]	ゲーム『アークナイツ』のオペレーターたちが料理を通じて交流する日常系スピンオフ。
arnold	アーノルド	["comedy"]	["drama", "slice-of-life"]	[]	本秀康の短編集。表題作のほか、音楽や日常をテーマにした作品が収録されている。
artificial-memory	アータフィシャル・メモリィ	["drama"]	["sci-fi"]	[]	島田ひろかずによる短編集。白夜書房より刊行。
aru-asa-panic	ある朝パニック	["drama"]	["comedy", "horror"]	[]	日常の些細な出来事が突如として不条理なパニックへと変貌する短編集。
arufabettochichi-no-omote-to-ura	#アルファベット乳の、オモテとウラ。	["comedy"]	["romance", "slice-of-life"]	[]	山科ティナによる、恋愛や日常をテーマにした短編集。
arugamama	あるがまま	["drama"]	["sports"]	[]	大島やすいちによる、ゴルフを題材としたスポーツ漫画。
aruiha-azuma-hideo-de-ippai-no-azuma-hideo	あるいは吾妻ひでおでいっぱいの吾妻ひでお	["comedy"]	["gag", "sci-fi"]	[]	吾妻ひでおの短編作品を収録したアンソロジー的短編集。
aruki-henro-zukan	アルキヘンロズカン	["adventure", "essay"]	["drama", "slice-of-life"]	[]	歩き遍路を題材にした、四国八十八ヶ所巡礼を描く旅の物語。
asa-made-isshokenmei	朝までいっしょ	["romance"]	["romcom", "school"]	[]	女子高生と教師の恋愛を描いたラブコメディ作品。
asagaya-kaiwai-kaijin-guraidaa	阿佐谷界隈怪人ぐらいだあ	["comedy"]	["drama", "slice-of-life"]	[]	阿佐谷を舞台に、奇妙な住人たちとの交流を描いた永島慎二の短編集。
asagaya-zippy	阿佐ヶ谷Zippy	["drama", "romance"]	["fantasy", "slice-of-life"]	[]	阿佐ヶ谷を舞台に、不思議な力を持つ少年と仲間たちの日常を描くファンタジー。
asagi-no-kazaoto	浅葱の風音	["fantasy", "historical"]	["drama"]	[]	篠原烏童による短編集。表題作のほか、独特の空気感を持つ短編が収録されている。
asahi-no-youni-sawayakani	朝日のようにさわやかに	["comedy", "slice-of-life"]	["essay", "gag"]	[]	妻の急死という悲劇を、独特のユーモアを交えて描いた自伝的エッセイ漫画。
asatte-kun	アサッテ君	["comedy", "slice-of-life"]	["4-koma", "gag"]	[]	毎日新聞で長年連載された、サラリーマン・アサッテ君の日常を描く4コマ漫画。
asechiren-lamp-no-yoru	アセチレン・ランプの夜	["drama"]	[]	[]	手塚治虫の作品世界を米沢嘉博が解説・考察する評論・対談形式の書籍。
ashita-haru-kara	あした春から!	["drama", "romance"]	["comedy", "slice-of-life"]	[]	竹書房から刊行された永松潔による漫画作品。
ashita-no-joe-shinrigaku-gairon	「あしたのジョー」心理学概論	["other"]	["essay"]	[]	『あしたのジョー』を題材に心理学的な観点から分析・考察を行った評論・解説書。
asobi-shimashou	アソビ、しましょう	["comedy", "romance"]	["drama", "horror"]	[]	長浜幸子による短編集。表題作ほか収録。
astro-twin	アストロツイン	["drama"]	["fantasy", "sci-fi"]	[]	双子の姉妹が宇宙を舞台に繰り広げるSFファンタジー作品。
asura-1986	アスラ	["action", "fantasy"]	["sports"]	[]	ボクシングを題材としたスポーツ漫画。
at-home	@ホーム	["comedy"]	["romcom", "school"]	[]	平凡な高校生が、ある事情から女子高生と一つ屋根の下で暮らすことになるラブコメ。
atakushi-enikki-bougetsu-boujitsu	アタクシ絵日記忘月忘日	["comedy", "slice-of-life"]	["essay", "gag"]	[]	山藤章二による、世相や日常を風刺・観察したエッセイ漫画。
atarashii-kokugo-ichinen	あたらしいこくご一年	["other"]	[]	["action", "adventure", "fantasy", "sci-fi", "mystery", "horror", "gag", "comedy", "romcom", "romance", "drama", "slice-of-life", "school", "sports", "baseball", "soccer", "historical", "samurai", "mecha", "yokai", "gourmet", "4-koma", "essay", "isekai", "bl", "suspense", "music", "supernatural", "ecchi", "mind-game", "mahou-shoujo", "war"]	東京書籍発行の小学校1年生用国語教科書。
atashi-ga-densetsu	あたしが伝説	["school", "sports"]	["drama", "music"]	[]	売れない歌手が伝説のスターを目指すサクセスストーリー。
atashi-ha-pet	あたしはペット。	["ecchi", "romance"]	["romcom", "school"]	[]	女子高生と、彼女に拾われた美少年の同居生活を描くラブコメディ。
atatte-kudakero-1995	あたって砕けろ!!	["comedy"]	["essay", "slice-of-life"]	[]	伊藤理佐による日常や仕事を描いたエッセイ漫画。
atchi-muite-paa	あっち向いて!Par	["comedy"]	["baseball", "sports"]	[]	ゴルフを題材にしたスポーツ漫画。
atomic	アトミック?	["drama"]	["sci-fi", "suspense"]	[]	カネコアツシの初期短編集。独特のタッチで描かれるSFやサスペンス要素のある短編を収録。
atomosufia	アトモスフィア	["drama", "romance"]	["mystery", "supernatural", "suspense"]	[]	超能力を持つ少女と、彼女を狙う組織との戦いを描いたサスペンス作品。
atsu-kaze	あっ、風。	["comedy", "sports"]	["romance", "school", "slice-of-life"]	[]	女子高生の日常や恋愛模様を描いた80年代の少女漫画。
atsumu-toitaun	あつむトイタウン	["comedy"]	["fantasy", "slice-of-life"]	[]	おもちゃ屋を舞台に、不思議な力を持つ店主と客たちが織りなす日常系ファンタジー。
attack-pta	アタックPTA	["comedy", "drama"]	["essay", "slice-of-life"]	[]	著者の実体験に基づいたPTA活動の奮闘を描くエッセイ漫画。
avjou-to-mousou-ol	AV嬢と妄想OL	["drama", "ecchi"]	["comedy", "slice-of-life"]	[]	AV女優と妄想癖のあるOLの交流を描いたコメディ作品。
ayakashi-no-mitsurin	妖かしの密林	["fantasy", "supernatural"]	["horror", "mystery", "suspense"]	[]	高階良子のホラー・サスペンス短編集。
ayashii-hana	妖しい花	["drama"]	["mystery", "suspense"]	[]	柳沢きみおによる短編ミステリー作品集。
ayashii-hito-ni-attekimashita	あやしい人に遭ってきました。	["comedy"]	["essay"]	[]	著者が怪しい人物や場所を取材・体験するルポルタージュ漫画。
ayashii-shuzai-ni-ittekimashita	あやしい取材に逝ってきました。	["comedy"]	["essay", "horror"]	[]	心霊スポットや怪奇現象の現場を突撃取材するルポルタージュ漫画。
ayuko	AYUKO	["drama", "romance", "sports"]	["comedy", "school"]	[]	女子高生アユコを主人公とした学園コメディ。
azatokutte-hentai	あざとくって、変態	["ecchi", "romance"]	["romcom", "school"]	[]	あざとい女子高生と、彼女に翻弄される男子生徒の恋愛模様を描いた作品。
azuma-hideo-shiidii-romu-world	吾妻ひでおCD-ROM WORLD	["other"]	[]	[]	吾妻ひでおのイラストや漫画を収録したPC用マルチメディアソフト。
azumi-manma-miia	あずみマンマ・ミーア	["action", "historical", "samurai"]	["comedy", "school"]	[]	女子高生あずみが巻き起こすドタバタな日常を描いたコメディ作品。
b-heroes	<B+>HEROES.	["drama", "romance"]	["action", "school"]	[]	女子高生がヒーローに変身して戦う学園アクション作品。
b-q	B.Q.	["comedy", "drama"]	["action", "mystery", "suspense"]	[]	殺し屋の少女と彼女を追う男を描いた、スタイリッシュなバイオレンス・アクション。
b-w	B/W	["drama", "romance"]	["horror", "mystery", "supernatural"]	[]	霊能力を持つ主人公が様々な怪奇事件を解決していくオカルト・ホラー作品。
b	B	["drama"]	["sci-fi", "suspense"]	[]	記憶を失った少年が、謎の組織や能力者と関わるSFサスペンス。
baadosutoraiku	ばーどすとらいく!	["school", "sports"]	["4-koma", "comedy", "slice-of-life"]	[]	女子高生たちがバードウォッチングを楽しむ日常系4コマ漫画。
baajinjinseidokuhon	バージン人生読本	["comedy", "drama"]	["essay", "gag"]	[]	現代洋子による、自身の体験や日常を綴ったエッセイ漫画。
baakittsuviru-7	バーキッツヴィル7	["drama", "fantasy"]	["horror", "mystery"]	[]	映画『ブレア・ウィッチ・プロジェクト』の世界観を基にしたホラー作品。
baby-bitch	Baby bitch!	["comedy", "romcom"]	["romance", "school"]	[]	女子高生と年上の男性との恋愛を描いた作品。
baby	ベイビィ	["drama", "romance"]	["comedy", "school", "slice-of-life"]	[]	女子高生と赤ん坊の交流を描いたハートフルな物語。
bachikaburihime	ばちかぶり姫	["comedy", "fantasy"]	["drama"]	[]	山本夜羽音による、少女を主人公とした短編集。
bachiware-isa	バチワレ!いさ	["drama", "sports"]	["comedy", "gag"]	[]	破天荒な主人公・伊佐が活躍する、ドタバタ劇を描いたコメディ作品。
bad-moon	Bad moon	["drama", "fantasy"]	["action", "sci-fi"]	[]	近未来を舞台にしたSFアクション作品。
badge	バッジ	["drama"]	[]	[]	竹書房から刊行された萩原玲二の短編集。
bakappuru-taisenki	バカップル大戦記	["comedy", "romance"]	["romcom", "school"]	[]	藤原ゆかの初期短編集。表題作のほか、複数の読み切り作品が収録されている。
bakarei-dogs-loser	バカレイドッグスLoser	["comedy", "drama"]	["action", "mystery", "suspense"]	[]	臓器売買を題材にしたクライムサスペンス作品。
bakarei-dogs	バカレイドッグス	["action", "comedy", "drama"]	["mystery", "suspense"]	[]	死体から記憶を読み取る能力を持つ青年と、その相棒の死体職人が事件を追うサスペンス。
bakeneko-anzu-chan	化け猫あんずちゃん	["slice-of-life", "supernatural"]	["comedy", "fantasy", "yokai"]	[]	寺の住職に拾われた、人間のように暮らす化け猫あんずちゃんの日常。
bakka-no-yarakashi-nikki	×華のやらかし日記	["comedy"]	["essay", "slice-of-life"]	[]	発達障害を持つ著者の日常や体験を描いたエッセイ漫画。
bakkurennayotsu	ばっくれんなよっ!	["action", "drama"]	["comedy", "school"]	[]	不良少年たちの日常や喧嘩を描いた学園・青春漫画。
baku-to-komugi	バクとコムギ	["drama"]	["fantasy"]	[]	夢を食べるバクと少女コムギの交流を描くファンタジー。
baku	バク!	["drama", "sports"]	["horror", "supernatural"]	[]	夢を食べる怪物バクを巡る、怪奇・幻想的な物語。
bakusai-slump	博砕スランプ	["comedy"]	["action", "mind-game"]	[]	ギャンブルを題材にした作品。
bakusou-kanojo	爆走彼女	["action", "romance"]	["comedy", "romcom"]	[]	実業之日本社から刊行された、むつきつとむによる全1巻の漫画作品。
bakuten-denju-bureedaa-dj	爆転伝授ブレーダーDJ	["action", "comedy"]	["sports"]	[]	ベイブレードの遊び方やテクニックを解説する学習漫画。
ballet-ryusu	バレエ・リュス	["historical", "music"]	["drama", "romance"]	[]	バレエ・リュスを題材に、ダンサーたちの情熱や葛藤を描いた人間ドラマ。
ban-bon	BAN BON!	["comedy", "romance"]	["sports"]	[]	女子高生が主人公の、バスケットボールを題材にしたスポーツ漫画。
ban-gohan-taberu	晩ゴハン、食べる?	["comedy"]	["gourmet", "slice-of-life"]	[]	独身女性の日常と食卓を描いたグルメ漫画。
ban	BAN!	["action", "comedy"]	["sports"]	[]	週刊少年マガジンで連載された、バスケットボールを題材にしたスポーツ漫画。
banana-hakusho	バナナ白書	["drama"]	["comedy", "gag", "school"]	[]	週刊少年ジャンプに連載された、高校生を主人公とした学園コメディ作品。
bang	Bang!	["comedy", "romance"]	["bl"]	[]	ビブロスから刊行された田中夕子の漫画作品。
banguradeshu-de-tamanokoshi	バングラデシュで玉の輿	["comedy", "romance"]	["essay", "slice-of-life"]	[]	バングラデシュ人男性と結婚した著者の現地での生活を描いた実録エッセイ漫画。
bansen	番線	["comedy"]	["essay"]	[]	著者の日常や趣味、仕事にまつわるエピソードを描いたエッセイ漫画。
bara-bi-shoujo	薔薇美少女	["drama"]	["comedy", "romcom", "school"]	[]	美少女に囲まれた主人公の日常を描く、柳沢きみおの学園ラブコメディ。
bara-kessha	薔薇結社	["mystery", "supernatural"]	["drama", "romance"]	[]	井出智香恵による少女漫画作品。全1巻。
bara-no-kobeya-ni-yurino-shindai	薔薇の小部屋に百合の寝台	["ecchi"]	["drama", "romance"]	[]	宮西計三による短編集。耽美的な作風の作品が収録されている。
barakamon-18-plus-1	ばらかもん18+1	["comedy"]	[]	[]	『ばらかもん』のファンブック。設定資料や描き下ろし漫画などを収録。
baron-de-rirondo	バロンドリロンド	["drama", "sports"]	["action", "fantasy"]	[]	少年が不思議な力を持つ人形と出会い、戦いに巻き込まれるファンタジー作品。
basuruumu-no-ihoujin	バスルームの異邦人	["drama"]	["mystery", "suspense"]	[]	長浜幸子による短編集。表題作ほか数編を収録。
batsu-monogatari	×物語	["drama"]	["horror", "mystery", "supernatural"]	[]	秋田書店のサスペンス・ホラー作品。不可解な事件や怪異を扱った短編連作。
batten	×天	["action", "supernatural"]	["drama", "fantasy"]	[]	死神の少女と、死ぬ運命にある少年が織りなすファンタジー作品。
battle-machine	バトル・マシーン	["action", "sci-fi"]	["horror", "suspense"]	[]	朝日ソノラマから刊行されたホラー・サスペンス系の短編集。
bauhaus	バウハウス	["historical"]	["drama"]	[]	羽央による、バウハウスを題材とした作品。
baunsaazu	ばうんさーず	["drama", "sports"]	["comedy", "slice-of-life"]	[]	警備会社を舞台に、個性的な警備員たちの活躍を描くお仕事漫画。
bb-paradise	B.B.天国	["drama", "romance"]	["comedy", "romcom", "school"]	[]	女子高生と謎の美少年が繰り広げるドタバタラブコメディ。
be-monster	Be monster	["horror"]	["bl"]	[]	本間アキラによるBL作品。全1巻。
behind-master	BEHIND MASTER	["drama", "mystery"]	["action", "sports"]	[]	格闘技を題材にしたスポーツ漫画。
beisutaryuu	ベイスタ流	["comedy", "sports"]	["baseball", "essay", "gag"]	[]	横浜DeNAベイスターズを応援する、みずしな孝之による野球エッセイ漫画。
belladonna	ベラドンナ	["drama", "fantasy"]	["mystery", "suspense"]	[]	大陸書房から刊行された望月玲子の単行本。
belles-ruelles	BELLES RUELLES	["drama", "romance"]	["fantasy", "slice-of-life"]	[]	猫の姿をした住人が暮らす不思議な街「銀ねこ通り」を舞台にしたファンタジー。
bengo-star	ベンゴ☆スター	["action", "comedy", "sports"]	["drama"]	[]	弁護士の主人公が様々な事件を解決する法廷ドラマ。
bessatsu-hetaria	別冊ヘタリア	["comedy"]	[]	[]	『ヘタリア』のイラストや設定資料を収録したムック本。
beyblade	ベイブレード	["adventure", "comedy"]	["action", "sports"]	[]	ベイブレードを用いた競技に打ち込む少年たちの熱いバトル漫画。
biaku-no-hana-special	美悪の華special	["drama"]	["action"]	[]	檜垣憲朗による、極道や裏社会を描いたバイオレンス・アクション作品。
biba-akanechiyan	VIVA!あかねちゃん	["sports"]	["comedy", "romance", "school"]	[]	明るく元気な少女あかねちゃんの日常や恋を描いた少女漫画。
bibouzu	びぼうず	["comedy", "school"]	["fantasy", "slice-of-life"]	[]	美少年たちが織りなす、少し不思議な日常を描いたファンタジー作品。
big	BIG	["comedy", "drama"]	["baseball", "sports"]	[]	プロ野球選手を夢見る少年の成長を描いた野球漫画。
bigguwan	ビッグ・1	["drama", "sports"]	["gag", "sci-fi"]	[]	藤子不二雄（藤子・F・不二雄）のSF短編集。
bii-group-no-shounen-cross	Bグループの少年X	["romance"]	["action", "drama", "sci-fi"]	[]	特殊な能力を持つ少年たちが、閉鎖的な環境で戦いや葛藤を繰り広げる群像劇。
biijiiemu-ga-kikoenai	B.G.M.がきこえない	["drama"]	["romance", "school"]	[]	九月姫の初期短編集。少女漫画誌に掲載された作品を収録。
bijin-ni-naritai-monogatari	美人になりたい物語	["comedy"]	["drama"]	[]	容姿にコンプレックスを持つ女性の葛藤と成長を描いた作品。
bijutsukan-no-naka-no-hitotachi	美術館のなかのひとたち	["drama"]	["comedy", "slice-of-life"]	[]	美術館を舞台に、学芸員や警備員など働く人々の日常を描くお仕事コメディ。
bijuu-no-yakata	美獣の館	["ecchi"]	["horror", "suspense"]	[]	スコラ社から刊行された矢萩貴子の単行本。ホラー・サスペンス要素を含む作品。
bike-land	バイクランド	["action"]	["sports"]	[]	バイクを題材にした青年向け漫画作品。
bikids	バイキッズ!	["action"]	["comedy", "sci-fi"]	[]	バイオテクノロジーを題材にしたSFコメディ作品。
bikkuri-obake-yashiki	びっくりおばけやしき	["horror"]	["fantasy", "yokai"]	[]	ポプラ社の「おばけの絵本」シリーズの一冊。おばけやしきを舞台にした児童向け作品。
bikkuri-sekaiichi-shizen-no-himitsu	びっくり世界一自然のひみつ	["adventure"]	[]	[]	学研のひみつシリーズ。自然界の驚異的な記録や現象を解説する学習漫画。
binetsu-shoujo-1991	美熱少女	["ecchi"]	["drama", "romance"]	[]	白夜書房から刊行された西崎まりのの単行本。
bino-bino	Bino!bino!	["comedy", "romance"]	["fantasy"]	[]	新書館のウィングスで連載された、不思議な力を持つ少年を描くファンタジー作品。
binwan-henshuu-inko-san	敏腕編集!インコさん	["comedy"]	["essay", "gag"]	[]	漫画家・見ル野栄司が編集者とのやり取りを描く実録エッセイ漫画。
bird-1994	Bird	["drama"]	["sports"]	[]	ゴルフを題材としたスポーツ漫画。
bird-black-market	バード BLACK MARKET	["drama", "sports"]	["action"]	[]	裏社会を舞台に、凄腕の殺し屋バードの活躍を描くクライムアクション。
bird-saikyou-bainin-vs-tensai-magician	バード 最凶雀士VS天才魔術師	["drama", "sports"]	["mind-game"]	[]	麻雀漫画『バード』の続編。雀士と魔術師が麻雀で対決するギャンブル漫画。
bird-sensei-wa-sugoirashii	バード先生はすごいらしい	["comedy"]	["essay", "historical"]	[]	イザベラ・バードの日本紀行を題材にした、いがらしゆみこによるエッセイ漫画。
birth-night	バースナイト	["action", "fantasy", "horror"]	["drama", "romance"]	[]	秋田書店から刊行された柿崎普美による少女漫画作品。
bk-woman	BK.ウーマン	["drama"]	["action", "school"]	[]	女子高生が変身して戦うアクション漫画。
black-city	BLACK CITY	["drama"]	["action", "sci-fi"]	[]	近未来を舞台にしたSFアクション作品。
blackbird	ブラックバード	["fantasy", "romance"]	["drama", "suspense"]	[]	女子高生と謎の男の交流を描くサスペンス調の作品。
blades	Blades	["other"]	[]	[]	士郎正宗のイラスト集。初期の作品や未発表画稿などが収録されている。
blan-no-shokutaku	BLANの食卓	["drama"]	["fantasy", "gourmet"]	[]	料理をテーマにしたファンタジー作品。
blanc-et-noir	Blanc et noir	["other"]	[]	[]	小畑健の画集。DEATH NOTEやヒカルの碁などのカラーイラストを多数収録。
bless-1993	ブレス	["drama", "romance"]	["essay", "gag"]	[]	中尊寺ゆつこによる、日常や社会風刺をテーマにしたエッセイ漫画。
bloody-hazard	ブラッディ・ハザード	["action", "horror"]	["bl", "drama"]	[]	東城麻美によるBL作品。全1巻。
bloody-marii	ぶらっでぃ・まりー	["drama", "fantasy"]	["horror", "suspense"]	[]	講談社から刊行された高瀬綾による単行本。吸血鬼を題材としたホラー・サスペンス作品。
