消えた巻数	slug	title	type	表示label	表示imprint	表示巻数	畳まれた種2版[出版社]	canonical	消えたISBN
0	tondemonai-ore-no-alpha	トンでもない俺のα	standard	通常版	Charles Comics	4	Charles Comics[三交社,三交社 (発売)] / Charles Comics[三交社]		
0	tono-chan-no-shimashima-eburidi	TONOちゃんのしましまえぶりでぃ	standard	通常版	眠れぬ夜の奇妙な話コミックス	5	Nemuki+コミックス[朝日新聞出版] / 眠れぬ夜の奇妙な話コミックス[朝日新聞出版,朝日新聞社]		
0	tono-to-isshokenmei	殿といっしょ	standard	通常版	MFコミックスフラッパーシリーズ	11	MFコミックス[KADOKAWA,メディアファクトリー] / MFコミックスフラッパーシリーズ[メディアファクトリー]		
0	toppu-o-nerae	トップをねらえ!	standard	通常版	角川コミックス・エース	5	角川コミックス・エース[KADOKAWA,角川グループパブリッシング] / 角川コミックス・エース[角川グループパブリッシング]		
0	toradora	とらドラ!	standard	通常版	電撃コミックス	12	アスキー・メディアワークス[KADOKAWA] / 電撃コミックス[KADOKAWA,角川グループパブリッシング] / 電撃コミックス[角川グループパブリッシング]		
0	torimania	トリマニア	standard	通常版	ガンガンコミックスonline	6	YOUNG ANIMAL COMICS[白泉社] / ガンガンコミックスonline[スクウェア・エニックス]		
0	touhou-ibara-kasen	東方茨歌仙	standard	通常版	Rex comics	10	IDコミックス[一迅社,講談社] / IDコミックス[一迅社,講談社] / Rex comics[一迅社]		
0	toy-s	Toy's	standard	通常版	ソニー・マガジンズコミックス	3	ソニー・マガジンズコミックス[ソニー・マガジンズ] / バーズコミックス[幻冬舎]		
0	tsuihousareta-sareta-jogenshi-no-guild-keiei	追放された〈助言士〉のギルド経営	standard	通常版	アルファポリスCOMICS	4	アルファポリスCOMICS[星雲社 (発売)] / アルファポリスCOMICS[星雲社]		
0	tsuki-ga-michibiku-isekai-douchuu	月が導く異世界道中	standard	通常版	アルファポリスCOMICS	17	アルファポリスCOMICS[星雲社,星雲社 (発売)] / アルファポリスCOMICS[星雲社] / アルファポリスCOMICS[星雲社]		
0	tsuki-tsuki	つきツキ!	standard	通常版	MFコミックス	7	MFコミックス[KADOKAWA,メディアファクトリー] / MFコミックス[メディアファクトリー]		
0	tsuri-baka-tachi	釣りバカたち	standard	通常版	漫画アクション・コミックス	7	None[コミックス,講談社] / None[コミックス] / None[コミックス]		
0	tsuri-baka-taishou	釣りバカ大将	standard	通常版	トラウママンガブックス	10	てんとう虫コミックス[小学館] / トラウママンガブックス[英知出版]		
0	tsuyokute-new-saga	強くてニューサーガ	standard	通常版	アルファポリスCOMICS	11	アルファポリスCOMICS[星雲社,星雲社 (発売)] / アルファポリスCOMICS[星雲社]		
0	tubame-syndrome	ツバメしんどろーむ	standard	通常版	角川コミックスドラゴンJr.	8	角川コミックスドラゴンJr.[角川グループパブリッシング] / 角川コミックスドラゴンJr.[角川書店]		
0	twinkle-saber-nova	ティンクルセイバーNOVA	standard	通常版	DNAコミックス	4	DNAコミックス[スタジオDNA] / IDコミックス[一迅社]		
0	uchi-no-nee-chan-to-kitara	うちの姉ちゃんときたら!	standard	通常版	メテオCOMICS	3	[メテオCOMICS][フレックスコミックス] / メテオCOMICS[ほるぷ出版,フレックスコミックス]		
0	uchuu-yuku-hansen	宇宙ゆく帆船	standard	通常版	ASUKA COMICS DX	2	ASUKA COMICS DX[角川書店] / 花とゆめCOMICS[白泉社]		
0	ukiyo-hatsukoi-emaki	浮世初恋絵巻	standard	通常版	Missy comics	2	Missy comics[宙出版] / ネクストFコミックス[ジャイブ]		
0	ultraman-2012	ULTRAMAN	standard	通常版	HC	21	HC[小学館クリエイティブ] / HCヒーローズコミックス[小学館クリエイティブ,小学館クリエイティブ (発] / HCヒーローズコミックス[小学館クリエイティブ]		
0	ultraman-the-first	ウルトラマンTHE FIRST	standard	通常版	KADOKAWA COMICS特撮A	3	KADOKAWA COMICS特撮A[角川書店] / 単行本コミックス[角川グループパブリッシング]		
0	upotte	うぽって!!	standard	通常版	Kadokawa Comics A Extra	15	Kadokawa Comics A Extra[角川グループパブリッシング] / 角川コミックス・エース・エクストラ[KADOKAWA,角川グループパブリッシング]		
0	uta-no-purinsusamatsu	うたの☆プリンスさまっ♪	standard	通常版	シルフコミックス	3	シルフコミックス[KADOKAWA] / シルフコミックス[KADOKAWA] / シルフコミックス[角川グループパブリッシング]		
0	violinist-of-hameln-shchelkunchik	続ハーメルンのバイオリン弾き	standard	通常版	ココカラコミックス	22	ココカラコミックス[林檎プロモーション,林檎プロモーション (発売)] / ココカラコミックス[林檎プロモーション]		
0	wagamama-diy	わがままDIY	standard	通常版		3	None[インプレス] / None[インプレス] / None[インプレスコミュニケーションズ]		
0	wandering-wonderland	わんだりんぐWONDERLAND	standard	通常版	アスキーコミックス	2	アスキーコミックス[アスキー] / アスキーコミックス[アスキー出版局]		
0	watashi-dake-no-shutchou-host-kun	私だけの出張ホストくん	standard	通常版	LB COMICS	3	LB COMICS[講談社 (発売)] / LB COMICS[講談社]		
0	watashi-no-meshia-sama	私の救世主さま	standard	通常版	ガンガンコミックス	13	G fantasy comics[スクウェア・エニックス] / Gファンタジーコミックス[スクウェア・エニックス] / ガンガンコミックス[エニックス,スクウェア・エニックス]		
0	watashi-no-uchi-niwa-nannimo-nai	わたしのウチには、なんにもない。	standard	通常版		4	None[KADOKAWA,角川グループパブリッシング] / エンターブレイン[KADOKAWA]		
0	witch-hand-craft	ウィッチ・ハンド・クラフト	standard	通常版		4	None[講談社 (発売)] / None[講談社] / None[講談社]		
0	wolf-ni-kiss	ウルフにKISS	standard	通常版	ジャンプスーパーコミックス	2	ジャンプスーパー コミックス[創美社] / ジャンプスーパーコミックス[集英社]		
0	wotaku-no-musume-san	おたくの娘さん	standard	通常版	角川コミックスドラゴンJr.	11	ドラゴンコミックスエイジ[角川グループパブリッシング] / 角川コミックスドラゴンJr.[角川グループパブリッシング,角川書店]		
0	yakumo-hyakkai	八雲百怪	standard	通常版	単行本コミックス	5	単行本コミックス[KADOKAWA] / 単行本コミックス[角川グループパブリッシング]		
0	yama-no-susume	ヤマノススメ	standard	通常版	EARTH STAR COMICS	27	EARTH STAR COMICS[アース・スターエンターテイメント,泰文堂] / EARTH STAR COMICS[アース・スターエンターテイメント]		
0	yasashii-sekai-no-tsukurikata	やさしいセカイのつくりかた	standard	通常版	電撃コミックス	6	アスキー・メディアワークス[KADOKAWA] / 電撃コミックス[KADOKAWA,角川グループパブリッシング]		
0	yasei-no-rasubosu-ga-arawareta	野生のラスボスが現れた!	standard	通常版	EARTH STAR COMICS	11	EARTH STAR COMICS[アース・スターエンターテイメント] / EARTH STAR COMICS[泰文堂]		
0	yosoji-no-ossan-kamisama-kara-cheat-nouryoku-o-9-ko-morau	四十路のおっさん、神様からチート能力(スキル)を9個もらう	standard	通常版	アルファポリスCOMICS	4	アルファポリスCOMICS[星雲社 (発売)] / アルファポリスCOMICS[星雲社]		
0	yotsuba-to	よつばと!	standard	通常版	DENGEKI COMICS	16	DENGEKI COMICS[角川グループパブリッシング,角川書店] / 電撃コミックス[KADOKAWA,メディアワークス,角川グループ]		
0	ys	イース	standard	通常版	Comp comics DX	7	Comp comics DX[角川書店] / Dengeki Comics EX[メディアワークス,主婦の友社] / コンプコミックス[角川書店]		
0	yumekui-kenbun	夢喰見聞	standard	通常版	stencil comics	9	G fantasy comics[スクウェア・エニックス] / GFC Gファンタジーコミックス[スクウェア・エニックス] / Gファンタジーコミックス[スクウェア・エニックス] / stencil comics[エニックス]		
0	yurafurube	ゆらふるべ	standard	通常版	G fantasy comics	3	G fantasy comics[SQUARE ENIX] / GFC Gファンタジー[スクウェア・エニックス] / GFC Gファンタジーコミックス[スクウェア・エニックス]		
0	yuri-seijin-naoko-san	百合星人ナオコサン	standard	通常版	Dengeki Comics EX	5	Dengeki Comics EX[KADOKAWA,角川グループパブリッシング,角] / 電撃コミックス[角川グループパブリッシング]		
0	yuusen-shoujo	有線少女	standard	通常版	アスキー・メディアワークス	3	アスキー・メディアワークス[KADOKAWA,角川グループパブリッシング] / 電撃コミックス[KADOKAWA]		
0	yuusha-ni-narenakatta-ore-wa-shibushibu-shuushoku-o-ketsui-shimashita	勇者になれなかった俺はしぶしぶ就職を決意しました。	standard	通常版	ドラゴンコミックスエイジ	4	DRAGON COMICS AGE[KADOKAWA] / ドラゴンコミックスエイジ[角川グループホールディングス]		
0	z	Z	standard	通常版	花とゆめコミックス	2	PRINCESS COMICS EXCELLENT[秋田書店] / 花とゆめコミックス[白泉社]		
0	zense-de-tsurai-omoi-o-shita-node-kami-sama-ga-shazai-ni-kimashita	前世で辛い思いをしたので、神様が謝罪に来ました	standard	通常版	アルファポリスCOMICS	6	アルファポリスCOMICS[星雲社 (発売)] / アルファポリスCOMICS[星雲社]		
0	zense-wa-kentei-konjou-kuzu-ouji	前世は剣帝。今生クズ王子	standard	通常版	アルファポリスCOMICS	9	アルファポリスCOMICS[星雲社,星雲社 (発売)] / アルファポリスCOMICS[星雲社]		
0	zero-in	ゼロイン	standard	通常版	角川コミックスドラゴンJr.	12	ドラゴンコミックスエイジ[角川グループパブリッシング] / 角川コミックスドラゴンJr.[角川グループパブリッシング,角川書店]		
0	zettai-harem	絶対★はーれむ	standard	通常版	ACTION COMICS	7	ACTION COMICS[双葉社] / Angel comics[エンジェル出版]		
0	zone-00	ZONE-00	standard	通常版	Zero comics	20	あすかコミックスDX[KADOKAWA,角川グループパブリッシング] / あすかコミックスDX[角川グループパブリッシング]		
