slug	title	authors	canonical済	worst	page_shape	cluster_shape
golgo-13	ゴルゴ13	さいとう・たかを・さいとうプロダクション	済	7年 standard 138巻(2013-03-14)→140巻(2006-05-05)	standard[SPコミックス]/SPコミックス 220冊 1973-06-21〜2026-04-20 ; aizoban[SPコミックスコンパクト]/SPコミックスコンパクト 177冊 2002-10〜2026-03-23 ; bunkobon[文庫版]/小学館文庫 40冊 1976〜1988-08	sid38124/ed45585 standard[SPコミックス] 427冊 1973-12-02〜2026-04-01 ISBN365 || sid38124/ed45586 standard[SPコミックスコンパクト] 202冊 2002-10〜2026-06-29 ISBN202 || sid38124/ed45587 standard[My first big] 71冊 1999-10〜2024-05 ISBN71 || sid38124/ed45588 standard[My first big special] 3冊 2015-06〜2017-09 ISBN3 || sid38124/ed45589 bunkobon[小学館文庫] 40冊 1976〜1988-08 ISBN17 || sid38124/ed45590 standard[小学館叢書] 5冊 1988-07〜1989-11 ISBN5 || sid38124/ed45591 standard[My first big. Golgo13 series] 13冊 2025-01-03〜2026-06-29 ISBN13 || sid38124/ed45592 standard[SPコミックス. SP pocket wide] 2冊 2025-08-13〜2026-02-02 ISBN2 || sid38124/ed45593 standard[My first big Golgo13 series] 2冊 2021-01〜2021-02 ISBN2 || sid38124/ed45594 standard[Golgo13 series] 27冊 2021-03〜2024-08 ISBN27 || sid38124/ed45595 standard[My first big super] 2冊 2010-08〜2016-08 ISBN2 || sid38125/ed45597 standard[SPコミックスコンパクト] 3冊 2010-04〜2010-11 ISBN3 || sid38126/ed45598 standard[My first big special] 1冊 2019-03〜2019-03 ISBN1 || sid38127/ed45599 standard[My first big special] 3冊 2019-01〜2022-09 ISBN3 || sid38127/ed45600 standard[My first big specia] 1冊 2018-08〜2018-08 ISBN1 || sid38127/ed45601 standard[My first big] 5冊 2017-08〜2018-05 ISBN5 || sid38127/ed45602 standard[My first big super] 1冊 2018-01〜2018-01 ISBN1
gunka-no-hibiki	軍靴の響き	かわぐちかいじ		7年 standard 1巻(1998-01)→2巻(1991-07-24)	standard[通常版]/トクマ・コミックス 3冊 1991-07-24〜2002-05	sid33278/ed39232 standard[アーリーコミックス] 1冊 1991-07-24〜1991-07-24 ISBN1 || sid116437/ed132902 standard[アリババコミックス] 2冊 2002-05〜2002-05 ISBN2 || sid116437/ed132903 standard[アーリーコミックス] 1冊 1991-04〜1991-04 ISBN1 || sid116437/ed132904 standard[トクマ・コミックス] 1冊 1985-09-01〜1985-09-01 ISBN0 || sid116437/ed132905 standard[Sebunコミックス] 1冊 1998-01〜1998-01 ISBN1
gunnm-last-order	銃夢last order	木城ゆきと		5年 standard 11巻(2014-04)→13巻(2009-04)	standard[通常版]/ヤングジャンプ・コミックス・ウルトラ 19冊 2009-04〜2014-04	sid56591/ed70283 standard[Evening KCDX] 5冊 2011-11〜2012-04 ISBN5 || sid56592/ed70284 standard[Evening KCDX] 6冊 2011-07〜2012-04 ISBN6 || sid56592/ed70285 standard[KCDX] 1冊 2013-04〜2013-04 ISBN1 || sid56594/ed70287 standard[Evening KCDX] 1冊 2011-05〜2011-05 ISBN1 || sid56594/ed70288 standard[ヤングジャンプ・コミックス・ウルトラ] 15冊 2001-07〜2010-06 ISBN15 || sid130018/ed147276 standard[KCDX] 3冊 2014-04〜2014-04 ISBN3
hana-no-sakitarou	花の咲太郎	ジョージ秋山		9年 standard 1巻(1988-07-06)→4巻(1979-10-20)	(本番yml無し)	
hard-ando-ruuzu	ハード＆ルーズ	かわぐちかいじ・狩撫麻礼		8年 standard 1巻(1993-05)→2巻(1985-02)	standard[通常版]/アクション・コミックス 7冊 1985-02〜1993-05	sid33218/ed39128 standard[アクションコミックス] 4冊 1993-05〜1993-11 ISBN4 || sid35811/ed42629 standard[アクション・コミックス] 4冊 1984-05-19〜1987-03 ISBN3 || sid125766/ed142777 standard[アリババコミックス] 4冊 2004-01〜2004-04 ISBN4 || sid125766/ed142778 standard[Sebunコミックス] 4冊 1999-06〜1999-09 ISBN4 || sid125766/ed142779 standard[アクション・コミックス] 4冊 1984-05-19〜1987-08 ISBN2
heroes	Heroes	三宅乱丈		9年 standard 2巻(2005-06)→3巻(1996-12-13)	standard[通常版]/講談社コミックス 月マ 3冊 1996-12-13〜2005-06	sid59180/ed73023 standard[イブニングKC] 2冊 2004-12〜2005-06 ISBN2 || sid131494/ed148812 standard[講談社コミックス 月マ] 1冊 1996-12〜1996-12 ISBN1
hikaru-kaze	光る風	山上たつひこ	済	7年 shinsoban 0巻(2015-04)→1巻(2008-07)	standard[通常版]/サン・コミックス 3冊 1975-11〜1975-11 ; bunkobon[ソノラマ漫画文庫]/ソノラマ漫画文庫 2冊 1976〜1976 ; shinsoban[SUN WIDE COMICS]/SUN WIDE COMICS 2冊 1986-10-20〜1986-11-20 ; bunkobon[ちくま文庫]/ちくま文庫 2冊 1997-12〜1997-12-04 ; shinsoban[サンミリオンコミックス]/サンミリオンコミックス 2冊 1972-04〜1972-04 ; shinsoban[アクション・コミックス]/アクション・コミックス 2冊 1992-08-28〜1992-08-28 ; shinsoban[Sun million comics]/Sun million comics 1冊 1979-02〜1979-02 ; shinsoban[standard版]/standard版 2冊 2008-07〜2015-04 ; shinsoban[ALBA TROSS-VIEW]/ALBA TROSS-VIEW 2冊 2013-06-05〜2013-07-04	sid41957/ed50744 bunkobon[ソノラマ漫画文庫] 2冊 1976〜1976 ISBN0 || sid41957/ed50745 standard[SUN WIDE COMICS] 2冊 1986-10-20〜1986-11-20 ISBN2 || sid41957/ed50746 bunkobon[ちくま文庫] 2冊 1997-12〜1997-12-04 ISBN2 || sid41957/ed50747 standard[サンミリオンコミックス] 2冊 1972-04〜1972-04 ISBN0 || sid41957/ed50748 standard[サン・コミックス] 3冊 1975-11〜1975-11 ISBN3 || sid41957/ed50749 standard[アクション・コミックス] 2冊 1992-08-28〜1992-08-28 ISBN0 || sid41957/ed50750 standard[Sun million comics] 1冊 1979-02〜1979-02 ISBN0 || sid41957/ed50751 standard[-] 2冊 2008-07〜2015-04 ISBN2 || sid90981/ed106239 standard[ALBA TROSS-VIEW] 2冊 2013-06〜2013-07 ISBN2
himitsu-sentai-gorenger	秘密戦隊ゴレンジャー	石森章太郎		8年 standard 1巻(1985-06)→4巻(1977-12)	standard[通常版]/パワァコミックス 5冊 1977-12〜1985-08	sid45441/ed55685 standard[SUN WIDE COMICS] 3冊 1985-06〜1985-08 ISBN3 || sid45441/ed55686 standard[Shotaro world] 2冊 1999-03-01〜1999-03-01 ISBN2 || sid45441/ed55687 standard[パワァコミックス] 5冊 1977-08〜1978-01 ISBN0 || sid45441/ed55688 standard[石ノ森章太郎萬画大全集] 4冊 -〜- ISBN0
hinomaru-agete	日の丸あげて	新谷かおる		9年 standard 1巻(2012-01)→2巻(2003-01-24)	standard[通常版]/バーズコミックス 2冊 2003-01-24〜2012-01	sid56573/ed70246 standard[バーズコミックス] 2冊 2000-05〜2001-05 ISBN2 || sid56573/ed70247 standard[gentosha comics manga bunko] 1冊 2012-01〜2012-01 ISBN1 || sid56573/ed70248 standard[Birz comics remix] 1冊 2014-03〜2014-03 ISBN1 || sid56573/ed70249 standard[-] 2冊 -〜- ISBN2
hissatsu-yami-doushin	必殺闇同心	神江里見		9年 standard 1巻(2018-01)→2巻(2009-07)	standard[通常版]/キングシリーズ 3冊 2009-07〜2018-11	sid24537/ed28828 standard[-] 2冊 2018-11〜2018-11 ISBN2 || sid24537/ed28829 standard[Comic魂別冊] 2冊 2018-01〜2018-08 ISBN2 || sid24537/ed28830 standard[キングシリーズ] 2冊 2009-06〜2009-07 ISBN2 || sid24537/ed28831 standard[King series] 1冊 2012-03〜2012-03 ISBN1
hontou-ni-atta-yukai-na-hanashi	本当にあった愉快な話	田島みるく		5年 standard 1巻(2000-06)→2巻(1995-07-27)	standard[通常版]/Bamboo comics 10冊 1995-07-27〜2001-03-27 ; bunkobon[文庫版]/竹書房文庫 1冊 2001-08〜2001-08	sid23401/ed27501 standard[Bamboo comics] 9冊 1995-08〜2005-04 ISBN9 || sid23402/ed27502 bunkobon[竹書房文庫] 1冊 2001-08〜2001-08 ISBN1
houchou-mushuku	包丁無宿	たがわ靖之		5年 standard 21巻(1995-01)→22巻(1990-06)	standard[通常版]/ゴラクコミックス 45冊 1982-09〜1996-08	sid4349/ed5144 standard[Nichibun comics] 14冊 1994-03〜1996-08 ISBN14 || sid4349/ed5145 standard[Gコミックス] 13冊 2001-03〜2005-11 ISBN13 || sid4349/ed5146 standard[-] 4冊 1996-09〜1997-01 ISBN4 || sid4349/ed5147 standard[ゴラクコミックス] 30冊 1982-09〜1993-11 ISBN30 || sid4349/ed5148 standard[ニチブンコミックス] 1冊 -〜- ISBN1
hustler-the-kid	ハスラー.ザ.キッド	黒咲一人		7年 standard 4巻(1986-09-05)→5巻(1979-06)	standard[通常版]/講談社コミックス 5冊 1979-03〜1986-09-05	sid35487/ed42278 standard[-] 1冊 -〜- ISBN1 || sid102972/ed118766 standard[文華コミックス] 1冊 1986-09-05〜1986-09-05 ISBN1
j-no-subete	Jの総て	中村明日美子		9年 standard 1巻(2015-09)→3巻(2006-03-31)	standard[通常版]/F×comics 3冊 2006-03-31〜2015-10-05	sid45749/ed56219 standard[中村明日美子コレクション] 3冊 2015-09〜2015-10 ISBN3 || sid45749/ed56220 standard[F×comics] 3冊 2004-07〜2006-03 ISBN3
jigyaku-no-uta	自虐の詩	業田良家	済	5年 standard 1巻(1992-04)→2巻(1987-12-25)	standard[通常版]/光文社コミックス 5冊 1987-12-25〜1992-04 ; shinsoban[2007年版]/2007年版 2冊 2007-08-31〜2007-08-31 ; bunkobon[文庫版]/竹書房文庫 2冊 1996-06〜1996-11	sid1088/ed1432 standard[光文社コミックス] 5冊 1987-12-25〜1992-04 ISBN1 || sid1088/ed1433 bunkobon[竹書房文庫] 2冊 1996-06〜1996-11 ISBN2 || sid1088/ed1434 standard[-] 2冊 2007-08-31〜2007-08-31 ISBN2
jinmu	神武	安彦良和		9年 standard 4巻(2004-01-08)→5巻(1995-03-24)	standard[通常版]/徳間描き下しコミック叢書 5冊 1995-03-24〜2004-01-08 ; bunkobon[文庫版]/中公文庫コミック版 4冊 1997-11〜1997-12	sid369/ed542 standard[古事記] 4冊 2013-11〜2013-12 ISBN4 || sid369/ed543 standard[Chukoコミックlite] 4冊 2003-10〜2004-01 ISBN4 || sid369/ed544 standard[徳間描き下しコミック叢書] 5冊 1992-06-30〜1995-03 ISBN5 || sid369/ed545 bunkobon[中公文庫コミック版] 4冊 1997-11〜1997-12 ISBN4
jinrou-game	人狼ゲーム	小独活		6年 standard 1巻(2021-08)→3巻(2015-07)	standard[通常版]/Bamboo comics 4冊 2015-07〜2021-08	sid89168/ed104352 standard[Bamboo comics] 8冊 2014-07〜2025-07-25 ISBN8 || sid89169/ed104353 standard[Bamboo comics] 2冊 2021-08〜2022-08 ISBN2
jinsei-wa-barairo-da	人生はバラ色だ。	はしだ由花里		8年 standard 1巻(2008-09)→2巻(2000-01-11)	standard[通常版]/Gust comic 2冊 2000-01-11〜2008-09	sid89192/ed104377 standard[Gust comic] 1冊 2000-01〜2000-01 ISBN1 || sid89192/ed104378 standard[Gush comic bunko] 1冊 2008-09〜2008-09 ISBN1
junpaku-no-chi	純白の血	篠原烏童		5年 standard 3巻(1995-12)→4巻(1990-03-20)	standard[通常版]/ハロウィン少女コミック館 4冊 1989-02-20〜1995-12 ; bunkobon[文庫版]/ソノラマコミック文庫 3冊 2001-04〜2001-06	sid25178/ed29598 standard[ハロウィン少女コミック館] 4冊 1989-02-20〜1990-03-20 ISBN1 || sid25178/ed29599 bunkobon[ソノラマコミック文庫] 3冊 2001-04〜2001-06 ISBN3 || sid25178/ed29600 standard[篠原烏童選集] 1冊 1995-12〜1995-12 ISBN1
kamurobamura-e	かむろば村へ	いがらしみきお		6年 standard 2巻(2014-05)→3巻(2008-11)	standard[通常版]/BIG COMICS SPECIAL 4冊 2007-12-26〜2014-05	sid48677/ed59970 standard[ビッグコミックススペシャル] 2冊 2015-03〜2015-03 ISBN2 || sid48677/ed59971 standard[BIG COMICS SPECIAL] 4冊 2007-12〜2014-05 ISBN4
karate-baka-ichidai	空手バカ一代	影丸譲也・影丸譲也とJ・Kプロ		8年 standard 12巻(1983-01)→18巻(1975-09)	standard[通常版]/講談社コミックス 29冊 1975-09〜1983-03-15 ; deluxe[デラックス版]/KCデラックス ベストコレクション 29冊 1995-01-23〜1996-03-22 ; bunkobon[文庫版]/講談社漫画文庫 17冊 1999-07-12〜2000-03-10	sid4511/ed5359 standard[講談社コミックス] 11冊 1972-10-10〜1974-01-20 ISBN0 || sid4511/ed5360 standard[KCスペシャル] 3冊 -〜- ISBN3 || sid31265/ed36697 bunkobon[講談社漫画文庫] 17冊 1999-07〜2000-03 ISBN17 || sid31265/ed36698 deluxe[KCデラックス] 11冊 1995-01〜1995-06 ISBN11 || sid31265/ed36699 standard[KCスペシャル] 12冊 1982-09〜1983-03-15 ISBN12 || sid31265/ed36700 deluxe[KCデラックス ベストコレクション] 6冊 1989-10-23〜1990-03-23 ISBN0 || sid31265/ed36701 standard[KPC] 12冊 2004-03〜2004-08 ISBN12 || sid123027/ed139858 deluxe[KCデラックス] 18冊 1995-06〜1996-03-22 ISBN18 || sid123027/ed139859 standard[KCスペシャル] 5冊 1982-12-15〜1983-02-15 ISBN2 || sid123027/ed139860 standard[講談社コミックスマガジン] 8冊 1974-05〜1975-11 ISBN0 || sid123027/ed139861 standard[講談社コミックス] 4冊 1976-12-10〜1978-01 ISBN0 || sid161307/ed179391 standard[講談社コミックス] 3冊 1976-03〜1977-07 ISBN0 || sid161307/ed179392 standard[講談社コミックスマガジン] 3冊 1976-05〜1976-09 ISBN0
karate-sensou	空手戦争	守谷哲巳		8年 standard 1巻(1986-08-06)→7巻(1978-02-20)	standard[通常版]/講談社コミックス 11冊 1978-02-20〜1986-10-06	sid112025/ed128278 standard[少年マガジンコミックス] 1冊 1977-12-20〜1977-12-20 ISBN0 || sid112025/ed128279 standard[KCGM] 4冊 1978-08-05〜1980-02-20 ISBN0 || sid112025/ed128280 standard[講談社コミックス] 5冊 1977-10-20〜1978-02-20 ISBN0 || sid112025/ed128281 standard[KCスペシャル] 1冊 1986-10〜1986-10 ISBN1 || sid112025/ed128282 standard[-] 1冊 -〜- ISBN1 || sid161310/ed179396 standard[KCスペシャル] 4冊 1986-08-06〜1986-09-06 ISBN4 || sid161310/ed179397 standard[講談社コミックス] 1冊 1977-09-20〜1977-09-20 ISBN0
kasuribana	掏摸花	小島剛夕・船越晞古・昴すまる		7年 standard 2巻(1988-10)→3巻(1981-11)	standard[通常版]/マンサンコミックス 3冊 1981-11〜1988-10	sid48513/ed59715 standard[マンサンコミックス] 2冊 1981-11〜1981-11 ISBN0 || sid155479/ed173403 standard[-] 1冊 1988-10〜1988-10 ISBN1
kaze-to-ki-no-uta	風と木の詩	竹宮惠子		8年 bunkobon 8巻(2003-01)→9巻(1995-09)	standard[通常版]/フラワーコミックス 17冊 1977-04-30〜1984-07 ; bunkobon[文庫版]/白泉社文庫 10冊 1995-09〜2003-01	sid38431/ed46039 standard[小学館叢書] 9冊 1988-07〜1989-03 ISBN9 || sid38431/ed46040 standard[あすかコミックスDX] 9冊 1990-08-17〜1991-03-17 ISBN9 || sid38431/ed46041 standard[フラワーコミックス] 16冊 1977-05-20〜1984-08 ISBN9 || sid38431/ed46042 bunkobon[中公文庫] 4冊 2002-07〜2002-09 ISBN4 || sid38431/ed46043 bunkobon[中公文庫コミック版] 4冊 2002-10〜2003-01 ISBN4 || sid38431/ed46044 standard[Chuko comics] 4冊 1993-08-20〜1993-11-20 ISBN4 || sid38431/ed46045 bunkobon[白泉社文庫] 10冊 1995-03〜1995-09 ISBN10 || sid38431/ed46046 standard[フラワーコミックスFC] 1冊 1983-08-20〜1983-08-20 ISBN1
keibu-zenigata	警部銭形	岡田鯛		5年 standard 1巻(2017-09-28)→2巻(2012-06)	standard[通常版]/ACTION COMICS 10冊 2012-06〜2017-09-28	sid115863/ed132300 standard[ACTION COMICS] 12冊 2012-06〜2017-12 ISBN12
keisatsuken-monogatari	警察犬物語	石川サブロウ		9年 standard 1巻(1989-07-10)→4巻(1980-12)	standard[通常版]/JUMP SUPER COMICS 6冊 1980-12〜1989-09-08	sid115851/ed132286 standard[ジャンプスーパーエース] 3冊 1989-07〜1989-09 ISBN3 || sid115851/ed132287 standard[JUMP SUPER COMICS] 3冊 1980-06〜1980-10 ISBN0 || sid124213/ed141129 standard[JUMP SUPER COMICS] 3冊 1980-12〜1981-04 ISBN0
ki-tan-club	綺譚倶楽部	Jet		6年 standard 2巻(1999-05)→3巻(1993-07)	standard[通常版]/アニメージュコミックス 4冊 1991-08-01〜1999-05 ; bunkobon[文庫版]/ソノラマコミック文庫 1冊 2004-09〜2004-09	sid2212/ed2707 standard[アニメージュコミックス] 2冊 1987-01〜1987-08 ISBN0 || sid2212/ed2708 standard[-] 1冊 1991-08〜1991-08 ISBN1 || sid2212/ed2709 standard[ハロウィン少女コミック館] 4冊 1992-09-20〜1996-03-20 ISBN2 || sid112953/ed129253 bunkobon[ソノラマコミック文庫] 4冊 2004-09〜2004-12 ISBN4 || sid112953/ed129254 standard[眠れぬ夜の奇妙な話コミックス] 2冊 1998-07〜1999-05 ISBN2
kick-off	キックオフ	ちば拓		8年 standard 1巻(1991-03-19)→4巻(1983-05)	standard[通常版]/ジャンプ・コミックス 12冊 1983-05〜1991-05-17	sid4413/ed5220 standard[ジャンプ コミックス セレクション] 7冊 1991-03〜1991-09 ISBN7 || sid4413/ed5221 standard[ジャンプ・コミックス] 8冊 1982-11〜1984-09 ISBN7 || sid140030/ed157592 standard[ジャンプ・コミックス] 4冊 1982-09-15〜1983-11 ISBN2
kira-kira	キラキラ!	安達哲		9年 standard 1巻(1998-04-17)→2巻(1989-05-17)	standard[通常版]/講談社コミックス 8冊 1989-05-17〜1998-04-17	sid13658/ed16011 standard[KCフェニックス] 5冊 1999-09〜1999-11 ISBN5 || sid13658/ed16012 standard[スコラSC] 6冊 1995-09-16〜1996-02 ISBN6 || sid13658/ed16013 standard[少年マガジンコミックス] 2冊 1989-10-17〜1990-07-17 ISBN2 || sid13658/ed16014 standard[講談社コミックス] 5冊 1989-05〜1998-04-17 ISBN5 || sid75692/ed90216 standard[A.L.C. selection] 3冊 2006-10〜2007-10 ISBN3 || sid124204/ed141118 standard[講談社コミックス] 1冊 1990-05〜1990-05 ISBN1
komandaa-0	コマンダー0	富沢順・西尾元宏		9年 standard 1巻(1992-09-04)→2巻(1983-03)	standard[通常版]/ジャンプスーパーコミックス 2冊 1983-03〜1992-09-04	sid14033/ed16439 standard[ジャンプスーパーコミックス] 2冊 1983-02〜1983-03 ISBN1 || sid140706/ed158292 standard[Jump super ace] 1冊 1992-09〜1992-09 ISBN1
komatta-toki-niwa-hoshi-ni-kike	困った時には星に聞け!	あべ美幸		9年 standard 4巻(2008-02)→5巻(1999-02)	standard[通常版]/いち好き・コミックス 26冊 1997-11〜2008-02 ; bunkobon[文庫版]/冬水社文庫 16冊 2008-01〜2008-08	sid44907/ed54805 standard[いち好き・コミックス] 24冊 1997-11〜2005-05 ISBN24 || sid44907/ed54806 standard[いち好き・コミックス no.74] 1冊 1998-01〜1998-01 ISBN1 || sid44907/ed54807 bunkobon[冬水社文庫] 16冊 2008-01〜2008-08 ISBN16
komikkuiwate	コミックいわて	さいとう・たかを・池野恋・麻宮騎亜		9年 standard 1巻(2021-03)→2巻(2012-03-30)	standard[通常版]/- 2冊 2012-03-30〜2021-03	sid49384/ed60862 standard[-] 1冊 -〜- ISBN1 || sid51066/ed63035 standard[-] 2冊 2011-01〜2012-03-30 ISBN2
kounodori	コウノドリ	鈴ノ木ユウ		6年 standard 26巻(2019-03-22)→30巻(2013-06)	standard[通常版]/モーニングKC 32冊 2013-06〜2020-10-23	sid33873/ed39883 standard[モーニングKC] 33冊 2013-06〜2022-08 ISBN33
kurobee-2002	黒ベエ	藤子不二雄Ⓐ		9年 standard 2巻(2011-11)→3巻(2002-09)	standard[通常版]/藤子不二雄Aランド 3冊 2002-07〜2011-11	sid51924/ed64205 standard[藤子不二雄Aランド] 2冊 2002-07〜2002-09 ISBN2 || sid120023/ed136739 standard[中公コミックス] 3冊 1987-03-27〜1987-05-22 ISBN3 || sid120023/ed136740 standard[サン・コミックス] 3冊 1971-01-30〜1971-01-30 ISBN0
kyou-mo-otenki	今日もお天気	桜沢エリカ		9年 standard 1巻(2012-06)→2巻(2003-03)	standard[通常版]/フィールコミックス 8冊 2003-03〜2012-06	sid43904/ed53418 standard[フィールコミックス] 9冊 2003-03〜2012-07 ISBN9
kyoushi-mo-iroiro-aru-wake-de	教師も色々あるわけで	大和名瀬		6年 standard 1巻(2016-12-10)→2巻(2010-04-10)	standard[通常版]/Be-boy comics 2冊 2010-04-10〜2016-12-10	sid12942/ed15185 standard[Be-boy comics] 1冊 2010-04〜2010-04 ISBN1 || sid12942/ed15186 standard[Be×boy comics] 2冊 2008-09〜2016-12 ISBN2
love-love-senya-ichiya-monogatari	Love love千夜一夜物語	わたなべまさこ		9年 standard 1巻(1995-04)→2巻(1986-01)	standard[通常版]/Gals Young Jump Comics 2冊 1986-01〜1995-04	sid425/ed612 standard[Gals Young Jump Comics] 1冊 1986-01〜1986-01 ISBN1 || sid425/ed613 standard[わたなべまさこ名作集] 1冊 1995-04〜1995-04 ISBN1
maboroshi-no-futsuu-shoujo	幻想の普通少女	内田春菊		8年 bunkobon 1巻(2009-01)→3巻(2001-04)	standard[通常版]/ACTION COMICS 3冊 1987-05-18〜1992-04 ; bunkobon[文庫版]/MF文庫 3冊 2001-04〜2009-01	sid39836/ed47923 standard[ACTION COMICS] 2冊 1987-05-18〜1992-04 ISBN2 || sid39836/ed47924 standard[アクションコミックス] 1冊 1989-02-20〜1989-02-20 ISBN1 || sid39836/ed47925 bunkobon[双葉文庫] 2冊 2009-01〜2009-01 ISBN2 || sid39836/ed47926 bunkobon[MF文庫] 3冊 2001-02〜2001-04 ISBN3
mahha-sanshirou	マッハ三四郎	九里一平・久米みのる		7年 standard 1巻(2005-09-03)→5巻(1998-12-10)	standard[通常版]/- 6冊 1998-12-10〜2005-10-04	sid84731/ed99706 standard[-] 11冊 1996-02-05〜1999-05-10 ISBN0 || sid84731/ed99707 standard[MANGA Shop Series] 4冊 2005-09-03〜2005-10-04 ISBN4
makyou-gakuen-fuuunki-half-ando-half	魔境学園風雲記ハーフ＆ハーフ	巣田祐里子		5年 standard 1巻(2001-05)→2巻(1996-06)	standard[通常版]/Bamboo comics 3冊 1996-06〜2001-05	sid54250/ed67233 standard[Kadokawa Comics A] 2冊 2001-05〜2001-05 ISBN2 || sid54250/ed67234 standard[Bamboo comics] 2冊 1995-06〜1996-06 ISBN2
manga-kenkanryu	マンガ嫌韓流	山野車輪		5年 standard 1巻(2011-04)→2巻(2006-02)	(本番yml無し)	
megiddo-no-hi	メギドの火	つのだじろう		7年 standard 1巻(1984-07-06)→3巻(1977-06)	standard[通常版]/パワァコミックス 3冊 1977-06〜1984-07-10 ; bunkobon[文庫版]/竹書房文庫 2冊 1995-08〜1995-08	sid4480/ed5304 standard[パワァコミックス] 2冊 1977-05〜1977-06 ISBN0 || sid4480/ed5305 bunkobon[竹書房文庫] 2冊 1995-08〜1995-08 ISBN2 || sid145532/ed163236 standard[KCスペシャル] 2冊 1984-07-10〜1984-07-10 ISBN2
meirei-kuchou-no-kuchibiru-de	命令口調の唇で	あかま日砂紀		7年 standard 1巻(2008-08)→2巻(2001-07)	standard[通常版]/Gust comic 2冊 2001-07〜2008-08	sid93437/ed108809 standard[Gust comic] 1冊 2001-07〜2001-07 ISBN1 || sid93437/ed108810 standard[Kaiohsha comics] 1冊 2008-08〜2008-08 ISBN1
meitantei-hokenshitsu-no-oba-san	名探偵保健室のオバさん	宮脇明子		5年 wideban 1巻(1996-12-21)→2巻(1991-01-25)	standard[通常版]/マーガレットコミックス 1冊 1990-12-23〜1990-12-23 ; wideban[ワイド版]/マーガレットコミックスワイド版 8冊 1991-01-25〜1998-04-29 ; bunkobon[文庫版]/集英社文庫 4冊 2003-02-23〜2003-04-23	sid13872/ed16259 bunkobon[集英社文庫] 4冊 2003-02〜2003-04 ISBN4 || sid13872/ed16260 wideban[マーガレットコミックスワイド版] 4冊 1991-01〜1998-04-29 ISBN4 || sid122673/ed139498 wideban[マーガレットコミックス ワイド版] 1冊 1991-07-30〜1991-07-30 ISBN1 || sid149884/ed167675 standard[マーガレットコミックス] 1冊 1990-12-23〜1990-12-23 ISBN1 || sid149885/ed167676 wideban[マーガレットコミックス ワイド版] 3冊 1993-06-30〜1997-07-30 ISBN3
mizuki-shigeru-manga-dai-zenshuu	水木しげる漫画大全集	水木しげる・野坂昭如		5年 standard 23巻(2018-01-04)→27巻(2013-10-03)	standard[通常版]/水木しげる漫画大全集 103冊 2013-06-03〜2018-05-02	sid49895/ed61527 standard[水木しげる漫画大全集] 25冊 2017-06〜2018-05 ISBN25 || sid125321/ed142318 standard[水木しげる漫画大全集] 1冊 2015-02-03〜2015-02-03 ISBN1 || sid157900/ed175902 standard[水木しげる漫画大全集] 71冊 2013-06-03〜2017-04-03 ISBN71 || sid157901/ed175903 standard[水木しげる漫画大全集] 1冊 2014-01-04〜2014-01-04 ISBN1 || sid157902/ed175904 standard[水木しげる漫画大全集] 5冊 2014-02-03〜2017-05-02 ISBN5 || sid157903/ed175905 standard[水木しげる漫画大全集] 1冊 2014-08-01〜2014-08-01 ISBN1 || sid157904/ed175906 standard[水木しげる漫画大全集] 1冊 2015-03-03〜2015-03-03 ISBN1 || sid157905/ed175907 standard[水木しげる漫画大全集] 1冊 2016-02〜2016-02 ISBN1 || sid157906/ed175908 standard[水木しげる漫画大全集] 1冊 2017-10〜2017-10 ISBN1 || sid157907/ed175909 standard[水木しげる漫画大全集] 1冊 2017-11〜2017-11 ISBN1
momoiro-anzuiro-sakurairo	ももいろあんずいろさくらいろ	咲		7年 standard 1巻(2021-03-05)→2巻(2014-11)	standard[通常版]/Bamboo comics 3冊 2014-11〜2021-03-05	sid71652/ed85981 standard[Bamboo comics] 5冊 2014-09〜2021-03 ISBN5
monokage-ni-ashibyoushi	物陰に足拍子	内田春菊		8年 standard 1巻(1998-12)→3巻(1990-01-12)	standard[通常版]/マンサンコミックス 4冊 1990-01-12〜1998-12 ; bunkobon[文庫版]/角川文庫 4冊 2002-06〜2002-07	sid39846/ed47942 bunkobon[角川文庫] 4冊 2002-06〜2002-07 ISBN4 || sid39846/ed47943 standard[マンサンQコミックス] 2冊 2005-02〜2005-04 ISBN2 || sid39846/ed47944 standard[マンサンコミックス] 8冊 1989-02-25〜1998-12 ISBN6
mononoke	モノノ怪	蜷川ヤエコ		6年 standard 1巻(2014-08)→2巻(2008-10)	standard[通常版]/ヤングガンガンコミックス 3冊 2008-10〜2015-01	sid26995/ed31627 standard[ヤングガンガンコミックス] 2冊 2008-02〜2008-10 ISBN2 || sid26995/ed31628 standard[ゼノンコミックス] 6冊 2014-08〜2019-10 ISBN6
mosaren-bugi	猛者連ブギ	かわぐちかいじ		8年 standard 7巻(1992-03-03)→8巻(1984-07)	standard[通常版]/トクマコミックス 9冊 1984-05〜1992-03-03	sid33268/ed39211 standard[トクマコミックス] 5冊 1984-04〜1984-06-05 ISBN0 || sid33268/ed39212 standard[Wellyコミックス] 3冊 1991-12-06〜1992-02-06 ISBN0 || sid108913/ed125012 standard[Wellyコミックス] 4冊 1991-10-05〜1992-03-03 ISBN4 || sid108913/ed125013 standard[トクマコミックス] 4冊 1984-06〜1984-07 ISBN0
