stem	title	route	ei	etype	label	imprint	number	kind	main_prefix	publisher	prev_num	prev_date	prev_isbn	next_num	next_date	next_isbn	ed_isbn_min	ed_isbn_max	have_n	have_min	have_max
mameda-sensei	まめだ先生	seed4	0	standard	通常版		2	MID	9784905	南の風社	1	1991-03	9784905936565	3	1993-04	9784838307012	9784838307012	9784905936565	2	1	3
image	イマージュ	seed4	0	standard	通常版	白夜コミックス	14	MID	9784893	白夜書房	13	1994-05	9784893673961	16	1994-11	9784893674357	9784893672483	9784893674357	14	1	16
image	イマージュ	seed4	0	standard	通常版	白夜コミックス	15	MID	9784893	白夜書房	13	1994-05	9784893673961	16	1994-11	9784893674357	9784893672483	9784893674357	14	1	16
zebra	ゼブラ	seed4	0	standard	通常版	SPコミックス	1	LEAD	9784845	リイド社				7	1991-02	9784845804009	9784845804009	9784845804009	1	7	7
zebra	ゼブラ	seed4	0	standard	通常版	SPコミックス	2	LEAD	9784845	リイド社				7	1991-02	9784845804009	9784845804009	9784845804009	1	7	7
zebra	ゼブラ	seed4	0	standard	通常版	SPコミックス	3	LEAD	9784845	リイド社				7	1991-02	9784845804009	9784845804009	9784845804009	1	7	7
zebra	ゼブラ	seed4	0	standard	通常版	SPコミックス	4	LEAD	9784845	リイド社				7	1991-02	9784845804009	9784845804009	9784845804009	1	7	7
zebra	ゼブラ	seed4	0	standard	通常版	SPコミックス	5	LEAD	9784845	リイド社				7	1991-02	9784845804009	9784845804009	9784845804009	1	7	7
zebra	ゼブラ	seed4	0	standard	通常版	SPコミックス	6	LEAD	9784845	リイド社				7	1991-02	9784845804009	9784845804009	9784845804009	1	7	7
torufan-no-nishi	トルファンの西	canon:extra[0]	1	shinsoban	エメラルドコミックス	エメラルドコミックス	2	MID	9784391	主婦と生活社	1	1991-12	9784391904390	3	1993-01	9784391904482	9784391904390	9784391904482	2	1	3
waibaan-no-kodomotachi	ワイバーンの子供たち	seed4	0	standard	通常版	マイコミックス	3	MID	9784885	東京三世社	2	1991-09	9784885706042	5	1992-12	9784885706202	9784885705953	9784885706295	4	1	6
waibaan-no-kodomotachi	ワイバーンの子供たち	seed4	0	standard	通常版	マイコミックス	4	MID	9784885	東京三世社	2	1991-09	9784885706042	5	1992-12	9784885706202	9784885705953	9784885706295	4	1	6
sora-no-ue-no-aren	空の上のアレン	seed4	0	standard	通常版	マイコミックス	3	MID	9784885	東京三世社	2	1992-08	9784885706165	4	1995-07	9784885706639	9784885705991	9784885706639	3	1	4
comic-hero	Comic HERO	seed4	0	standard	通常版		1	LEAD	9784870	あまとりあ社				6	1992-01-25	9784870423060	9784870423060	9784870423060	1	6	6
comic-hero	Comic HERO	seed4	0	standard	通常版		2	LEAD	9784870	あまとりあ社				6	1992-01-25	9784870423060	9784870423060	9784870423060	1	6	6
comic-hero	Comic HERO	seed4	0	standard	通常版		3	LEAD	9784870	あまとりあ社				6	1992-01-25	9784870423060	9784870423060	9784870423060	1	6	6
comic-hero	Comic HERO	seed4	0	standard	通常版		4	LEAD	9784870	あまとりあ社				6	1992-01-25	9784870423060	9784870423060	9784870423060	1	6	6
comic-hero	Comic HERO	seed4	0	standard	通常版		5	LEAD	9784870	あまとりあ社				6	1992-01-25	9784870423060	9784870423060	9784870423060	1	6	6
osusume-furiten-kun	おすすめフリテンくん	seed4	0	bunkobon	文庫版	竹書房文庫	1	LEAD	9784884	竹書房				2	1992-02-01	9784884751180	9784884751180	9784884751326	2	2	3
oki-ni-mesu-mama	お気に召すまま	seed4	0	standard	通常版	講談社コミックスビーラブ	3	MID	9784063	講談社	2	1992-07-13	9784063175639	4	1992-11-13	9784063175813	9784063175547	9784063175967	5	1	6
kotoza-no-regashii	こと座のレガシー	seed4	0	standard	通常版	Cuteコミックス	1	LEAD	9784898	ワニマガジン社				2	1992-01	9784898292129	9784898292129	9784898292129	1	2	2
heba-hello-chan	へば!Helloちゃん	canon:volumes	0	standard	通常版	ミスターマガジンKCDX	2	MID	9784063	講談社	1	1992-04-09	9784063132878	3	1993-02-09	9784063193541	9784063132878	9784063194463	3	1	5
heba-hello-chan	へば!Helloちゃん	canon:volumes	0	standard	通常版	ミスターマガジンKCDX	4	MID	9784063	講談社	3	1993-02-09	9784063193541	5	1994-02-09	9784063194463	9784063132878	9784063194463	3	1	5
pose-file	ポーズ・ファイル	seed4	0	standard	通常版		2	MID	9784871	エルテ出版	1	1992-05	9784871990240	3	1993-03	9784871990301	9784871990240	9784871990554	7	1	9
pose-file	ポーズ・ファイル	seed4	0	standard	通常版		7	MID	9784871	エルテ出版	6	1994-06	9784871990417	8	1995-12	9784871990479	9784871990240	9784871990554	7	1	9
rockman-world	ロックマンワールド	canon:volumes	0	standard	通常版	コミックボンボンKC	2	MID	9784063	講談社	1	1992-07	9784063193022	3	1993-06-04	9784063216738	9784063193022	9784063216738	2	1	3
gekiga-hiroike-chikurou	劇画広池千九郎	seed4	0	standard	通常版		1	LEAD	9784892	広池学園出版部				2	1992-02	9784892053122	9784892053122	9784892053900	4	2	5
gakken-manga-sekai-no-rekishi	学研まんが 世界の歴史	seed4	0	standard	通常版		4	MID	9784051	学習研究社	3	1992-10	9784051061982	6	1992-11	9784051062019	9784051061968	9784051062101	12	1	15
gakken-manga-sekai-no-rekishi	学研まんが 世界の歴史	seed4	0	standard	通常版		5	MID	9784051	学習研究社	3	1992-10	9784051061982	6	1992-11	9784051062019	9784051061968	9784051062101	12	1	15
gakken-manga-sekai-no-rekishi	学研まんが 世界の歴史	seed4	0	standard	通常版		9	MID	9784051	学習研究社	8	1993-04	9784051062033	10	1993-07	9784051062057	9784051061968	9784051062101	12	1	15
janrou-densetsu-aoki-ookamitachi	雀狼伝説 蒼き狼たち	seed4	0	standard	通常版	アクションコミックス	3	MID	9784575	双葉社	2	1992-03	9784575817775	4	1992-05	9784575817881	9784575817720	9784812450512	5	1	7
janrou-densetsu-aoki-ookamitachi	雀狼伝説 蒼き狼たち	seed4	0	standard	通常版	アクションコミックス	5	MID	9784575	双葉社	4	1992-05	9784575817881	6	1996-06	9784812450512	9784575817720	9784812450512	5	1	7
kuooto-ando-half	1/4×1/2	seed4	0	standard	通常版	眠れぬ夜の奇妙な話コミックス	3	MID	9784022	朝日新聞出版	2	1997-03	9784257902904	5	2012-06	9784022131751	9784022131751	9784257902904	7	1	9
kuooto-ando-half	1/4×1/2	seed4	0	standard	通常版	眠れぬ夜の奇妙な話コミックス	4	MID	9784022	朝日新聞出版	2	1997-03	9784257902904	5	2012-06	9784022131751	9784022131751	9784257902904	7	1	9
sleeping-beauty-clinic	Sleeping beauty clinic	seed4	0	standard	通常版	白夜comics	2	MID	9784893	白夜書房	1	1993-12	9784893673688	3	1993-12	9784893673695	9784893673688	9784893673695	2	1	3
bokutachi-no-kichijouji-koimonogatari	ぼくたちの吉祥寺恋物語	seed4	0	standard	通常版	ラキッシュ・コミックス	5	MID	9784887	冬水社	4	1995-01		6	1995-12		9784887412699	9784887412699	5	1	6
alice-no-ochakai	アリスのお茶会	seed4	0	standard	通常版	バナナ・コミックス	5	MID	9784885	コスミックインターナショナル	4	1995-06	9784885323843	6	1997-12	9784885324697	9784885322877	9784885324697	5	1	6
takeru-1997-2	タケル	seed4	0	standard	通常版	AV comics	3	MID	9784790	松文館	2	1994-03-16	9784796242592	5	1997-06	9784790102342	9784790102342	9784796242592	8	1	10
takeru-1997-2	タケル	seed4	0	standard	通常版	AV comics	4	MID	9784790	松文館	2	1994-03-16	9784796242592	5	1997-06	9784790102342	9784790102342	9784796242592	8	1	10
platonic	プラトニック	seed4	0	standard	通常版	ラキッシュ・コミックス	2	MID			1	1993-11		3	1995-06				3	1	4
shinuhodo-kisu-shite	死ぬほどKISSして	seed4	0	standard	通常版	SPコミックス	1	LEAD	9784845	リイド社				2	1993-11	9784845809073	9784845809073	9784845809073	1	2	2
nekketsu-daibouken-tairiku	熱血!大冒険大陸	canon:extra[0]	1	shinsoban	ノアール出版版	ノアール出版版	4	MID	9784860	ノアール出版	3	2001-02	9784860020088	5	2001-07	9784860020156	9784860020088	9784931396999	5	1	6
chou-diienuei-suit-furogguman	超DNA戦士フロッグマン	seed4	0	standard	通常版	SPコミックス	2	MID	9784845	リイド社	1	1993-07	9784845806294	3	1994-11	9784845806348	9784845806294	9784845806348	2	1	3
comic-indeep	COMIC INDEEP	seed4	0	standard	通常版	EX comics	1	LEAD	9784756	桜桃書房				3	1994-09-30	9784756701237	9784756701237	9784756701237	1	3	3
comic-indeep	COMIC INDEEP	seed4	0	standard	通常版	EX comics	2	LEAD	9784756	桜桃書房				3	1994-09-30	9784756701237	9784756701237	9784756701237	1	3	3
crew-1994	Crew 1994	seed4	0	standard	通常版	マイコミックスパートナー	2	MID	9784885	東京三世社	1	1994-01-15	9784885703706	7	1994-07	9784885703829	9784885703706	9784885703881	4	1	10
crew-1994	Crew 1994	seed4	0	standard	通常版	マイコミックスパートナー	3	MID	9784885	東京三世社	1	1994-01-15	9784885703706	7	1994-07	9784885703829	9784885703706	9784885703881	4	1	10
crew-1994	Crew 1994	seed4	0	standard	通常版	マイコミックスパートナー	4	MID	9784885	東京三世社	1	1994-01-15	9784885703706	7	1994-07	9784885703829	9784885703706	9784885703881	4	1	10
crew-1994	Crew 1994	seed4	0	standard	通常版	マイコミックスパートナー	5	MID	9784885	東京三世社	1	1994-01-15	9784885703706	7	1994-07	9784885703829	9784885703706	9784885703881	4	1	10
crew-1994	Crew 1994	seed4	0	standard	通常版	マイコミックスパートナー	6	MID	9784885	東京三世社	1	1994-01-15	9784885703706	7	1994-07	9784885703829	9784885703706	9784885703881	4	1	10
crew-1994	Crew 1994	seed4	0	standard	通常版	マイコミックスパートナー	8	MID	9784885	東京三世社	7	1994-07	9784885703829	9	1994-09	9784885703867	9784885703706	9784885703881	4	1	10
shiikyuu-salaryman-kouza	C級さらりーまん講座	seed4	0	standard	通常版	ビッグコミックススペシャル	7	MID	9784091	小学館	6	1998-10-28	9784091791665	12	2007-05-30	9784091790156	9784091790156	9784091791665	8	1	13
shiikyuu-salaryman-kouza	C級さらりーまん講座	seed4	0	standard	通常版	ビッグコミックススペシャル	8	MID	9784091	小学館	6	1998-10-28	9784091791665	12	2007-05-30	9784091790156	9784091790156	9784091791665	8	1	13
shiikyuu-salaryman-kouza	C級さらりーまん講座	seed4	0	standard	通常版	ビッグコミックススペシャル	9	MID	9784091	小学館	6	1998-10-28	9784091791665	12	2007-05-30	9784091790156	9784091790156	9784091791665	8	1	13
shiikyuu-salaryman-kouza	C級さらりーまん講座	seed4	0	standard	通常版	ビッグコミックススペシャル	10	MID	9784091	小学館	6	1998-10-28	9784091791665	12	2007-05-30	9784091790156	9784091790156	9784091791665	8	1	13
shiikyuu-salaryman-kouza	C級さらりーまん講座	seed4	0	standard	通常版	ビッグコミックススペシャル	11	MID	9784091	小学館	6	1998-10-28	9784091791665	12	2007-05-30	9784091790156	9784091790156	9784091791665	8	1	13
lovers	Lovers	seed4	0	standard	通常版	ジュディーコミックス	1	LEAD	9784091	小学館				2	1994-06	9784091392220	9784091392220	9784091392220	1	2	2
x-men-1994	X-MEN	overrides	0	standard	通常版	バンブーコミックス	2	MID	9784884	竹書房	1	1994-06	9784884757090	3	1994-08	9784884757304	9784884757090	9784884757458	11	1	13
x-men-1994	X-MEN	overrides	0	standard	通常版	バンブーコミックス	12	MID	9784884	竹書房	11	1994-12	9784884757434	13	1995-01	9784884757458	9784884757090	9784884757458	11	1	13
x-men	X-MEN	canon:volumes	0	standard	通常版	Bamboo comics	2	MID	9784884	竹書房	1	1994-06	9784884757090	4	1994-08	9784884757311	9784884757090	9784884757458	9	1	13
x-men	X-MEN	canon:volumes	0	standard	通常版	Bamboo comics	3	MID	9784884	竹書房	1	1994-06	9784884757090	4	1994-08	9784884757311	9784884757090	9784884757458	9	1	13
x-men	X-MEN	canon:volumes	0	standard	通常版	Bamboo comics	11	MID	9784884	竹書房	10	1994-11	9784884757427	13	1995-01	9784884757458	9784884757090	9784884757458	9	1	13
x-men	X-MEN	canon:volumes	0	standard	通常版	Bamboo comics	12	MID	9784884	竹書房	10	1994-11	9784884757427	13	1995-01	9784884757458	9784884757090	9784884757458	9	1	13
x-men	X-MEN	canon:extra[0]	1	shinsoban	バンブーコミックス	バンブーコミックス	4	MID	9784884	竹書房	3	1994-08	9784884757304	11	1994-12-28	9784884757434	9784884757304	9784884757434	2	3	11
x-men	X-MEN	canon:extra[0]	1	shinsoban	バンブーコミックス	バンブーコミックス	5	MID	9784884	竹書房	3	1994-08	9784884757304	11	1994-12-28	9784884757434	9784884757304	9784884757434	2	3	11
x-men	X-MEN	canon:extra[0]	1	shinsoban	バンブーコミックス	バンブーコミックス	6	MID	9784884	竹書房	3	1994-08	9784884757304	11	1994-12-28	9784884757434	9784884757304	9784884757434	2	3	11
x-men	X-MEN	canon:extra[0]	1	shinsoban	バンブーコミックス	バンブーコミックス	7	MID	9784884	竹書房	3	1994-08	9784884757304	11	1994-12-28	9784884757434	9784884757304	9784884757434	2	3	11
x-men	X-MEN	canon:extra[0]	1	shinsoban	バンブーコミックス	バンブーコミックス	8	MID	9784884	竹書房	3	1994-08	9784884757304	11	1994-12-28	9784884757434	9784884757304	9784884757434	2	3	11
x-men	X-MEN	canon:extra[0]	1	shinsoban	バンブーコミックス	バンブーコミックス	9	MID	9784884	竹書房	3	1994-08	9784884757304	11	1994-12-28	9784884757434	9784884757304	9784884757434	2	3	11
x-men	X-MEN	canon:extra[0]	1	shinsoban	バンブーコミックス	バンブーコミックス	10	MID	9784884	竹書房	3	1994-08	9784884757304	11	1994-12-28	9784884757434	9784884757304	9784884757434	2	3	11
x-men	X-MEN	canon:extra[1]	2	shinsoban	マーヴル・スーパー・コミックス	マーヴル・スーパー・コミックス	7	MID	9784796	小学館集英社プロダクション	6	1995-05-19	9784796840064	9	1995-08-25	9784796840095	9784796840064	9784796840132	4	6	13
x-men	X-MEN	canon:extra[1]	2	shinsoban	マーヴル・スーパー・コミックス	マーヴル・スーパー・コミックス	8	MID	9784796	小学館集英社プロダクション	6	1995-05-19	9784796840064	9	1995-08-25	9784796840095	9784796840064	9784796840132	4	6	13
x-men	X-MEN	canon:extra[1]	2	shinsoban	マーヴル・スーパー・コミックス	マーヴル・スーパー・コミックス	10	MID	9784796	小学館集英社プロダクション	9	1995-08-25	9784796840095	12	1995-12-18	9784796840125	9784796840064	9784796840132	4	6	13
x-men	X-MEN	canon:extra[1]	2	shinsoban	マーヴル・スーパー・コミックス	マーヴル・スーパー・コミックス	11	MID	9784796	小学館集英社プロダクション	9	1995-08-25	9784796840095	12	1995-12-18	9784796840125	9784796840064	9784796840132	4	6	13
usagi-1994	うさぎ	seed4	0	standard	通常版	劇画キングシリーズ	1	LEAD	9784883	スタジオ・シップ				2	1994-10	9784883153220	9784883153220	9784883153329	2	2	3
onetsu-wa-nando	お熱は何度?	seed4	0	standard	通常版	ワニマガジン・コミックス	1	LEAD	9784898	ワニマガジン				4	1994-02-01	9784898291429	9784898291429	9784898291559	2	4	5
onetsu-wa-nando	お熱は何度?	seed4	0	standard	通常版	ワニマガジン・コミックス	2	LEAD	9784898	ワニマガジン				4	1994-02-01	9784898291429	9784898291429	9784898291559	2	4	5
onetsu-wa-nando	お熱は何度?	seed4	0	standard	通常版	ワニマガジン・コミックス	3	LEAD	9784898	ワニマガジン				4	1994-02-01	9784898291429	9784898291429	9784898291559	2	4	5
mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	0	standard	通常版	ジャンプ・コミックスデラックス	1	LEAD	9784088	集英社				13	1994-01-11	9784088583839	9784088583839	9784088583907	8	13	20
mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	0	standard	通常版	ジャンプ・コミックスデラックス	2	LEAD	9784088	集英社				13	1994-01-11	9784088583839	9784088583839	9784088583907	8	13	20
mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	0	standard	通常版	ジャンプ・コミックスデラックス	3	LEAD	9784088	集英社				13	1994-01-11	9784088583839	9784088583839	9784088583907	8	13	20
mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	0	standard	通常版	ジャンプ・コミックスデラックス	4	LEAD	9784088	集英社				13	1994-01-11	9784088583839	9784088583839	9784088583907	8	13	20
mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	0	standard	通常版	ジャンプ・コミックスデラックス	5	LEAD	9784088	集英社				13	1994-01-11	9784088583839	9784088583839	9784088583907	8	13	20
mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	0	standard	通常版	ジャンプ・コミックスデラックス	6	LEAD	9784088	集英社				13	1994-01-11	9784088583839	9784088583839	9784088583907	8	13	20
mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	0	standard	通常版	ジャンプ・コミックスデラックス	7	LEAD	9784088	集英社				13	1994-01-11	9784088583839	9784088583839	9784088583907	8	13	20
mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	0	standard	通常版	ジャンプ・コミックスデラックス	8	LEAD	9784088	集英社				13	1994-01-11	9784088583839	9784088583839	9784088583907	8	13	20
mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	0	standard	通常版	ジャンプ・コミックスデラックス	9	LEAD	9784088	集英社				13	1994-01-11	9784088583839	9784088583839	9784088583907	8	13	20
mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	0	standard	通常版	ジャンプ・コミックスデラックス	10	LEAD	9784088	集英社				13	1994-01-11	9784088583839	9784088583839	9784088583907	8	13	20
mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	0	standard	通常版	ジャンプ・コミックスデラックス	11	LEAD	9784088	集英社				13	1994-01-11	9784088583839	9784088583839	9784088583907	8	13	20
mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	0	standard	通常版	ジャンプ・コミックスデラックス	12	LEAD	9784088	集英社				13	1994-01-11	9784088583839	9784088583839	9784088583907	8	13	20
x-men-1994-4	エックスメン	seed4	0	standard	通常版	バンブーコミックス	1	LEAD	9784884	竹書房				2	1994-07	9784884757106	9784884757106	9784884757441	3	2	12
x-men-1994-4	エックスメン	seed4	0	standard	通常版	バンブーコミックス	3	MID	9784884	竹書房	2	1994-07	9784884757106	7	1994-09-15	9784884757397	9784884757106	9784884757441	3	2	12
x-men-1994-4	エックスメン	seed4	0	standard	通常版	バンブーコミックス	4	MID	9784884	竹書房	2	1994-07	9784884757106	7	1994-09-15	9784884757397	9784884757106	9784884757441	3	2	12
x-men-1994-4	エックスメン	seed4	0	standard	通常版	バンブーコミックス	5	MID	9784884	竹書房	2	1994-07	9784884757106	7	1994-09-15	9784884757397	9784884757106	9784884757441	3	2	12
x-men-1994-4	エックスメン	seed4	0	standard	通常版	バンブーコミックス	6	MID	9784884	竹書房	2	1994-07	9784884757106	7	1994-09-15	9784884757397	9784884757106	9784884757441	3	2	12
x-men-1994-4	エックスメン	seed4	0	standard	通常版	バンブーコミックス	8	MID	9784884	竹書房	7	1994-09-15	9784884757397	12	1995-01	9784884757441	9784884757106	9784884757441	3	2	12
x-men-1994-4	エックスメン	seed4	0	standard	通常版	バンブーコミックス	9	MID	9784884	竹書房	7	1994-09-15	9784884757397	12	1995-01	9784884757441	9784884757106	9784884757441	3	2	12
x-men-1994-4	エックスメン	seed4	0	standard	通常版	バンブーコミックス	10	MID	9784884	竹書房	7	1994-09-15	9784884757397	12	1995-01	9784884757441	9784884757106	9784884757441	3	2	12
x-men-1994-4	エックスメン	seed4	0	standard	通常版	バンブーコミックス	11	MID	9784884	竹書房	7	1994-09-15	9784884757397	12	1995-01	9784884757441	9784884757106	9784884757441	3	2	12
kureyon-shin-chan-gemu-book	クレヨンしんちゃんゲームブック	seed4	0	standard	通常版	コミックゲームブック	1	LEAD	9784575	双葉社				2	1994-04	9784575283297	9784575283297	9784575285000	5	2	6
comic-image-special	コミックイマージュ・スペシャル	seed4	0	standard	通常版	白夜コミックス	1	LEAD	9784893	白夜書房				2	1994-04	9784893673930	9784893673930	9784893674258	2	2	3
comic-bii-tarou	コミックビー太郎	seed4	0	standard	通常版	Akane comics	1	LEAD	9784871	茜新社				2	1994-12	9784871821308	9784871821308	9784871822107	4	2	5
zeruda-no-densetsu-4-koma-manga-gekijou	ゼルダの伝説 4コママンガ劇場	seed4	0	standard	通常版	ゼルダ4コマシリーズ	1	LEAD	9784870	エニックス				5	1994-08-22	9784870257573	9784870257573	9784870258471	4	5	8
zeruda-no-densetsu-4-koma-manga-gekijou	ゼルダの伝説 4コママンガ劇場	seed4	0	standard	通常版	ゼルダ4コマシリーズ	2	LEAD	9784870	エニックス				5	1994-08-22	9784870257573	9784870257573	9784870258471	4	5	8
zeruda-no-densetsu-4-koma-manga-gekijou	ゼルダの伝説 4コママンガ劇場	seed4	0	standard	通常版	ゼルダ4コマシリーズ	3	LEAD	9784870	エニックス				5	1994-08-22	9784870257573	9784870257573	9784870258471	4	5	8
zeruda-no-densetsu-4-koma-manga-gekijou	ゼルダの伝説 4コママンガ劇場	seed4	0	standard	通常版	ゼルダ4コマシリーズ	4	LEAD	9784870	エニックス				5	1994-08-22	9784870257573	9784870257573	9784870258471	4	5	8
batsutsu	バツッ!!	seed4	0	standard	通常版	JOUR COMICS	1	LEAD	9784575	双葉社				2	1994-10	9784575331967	9784575331967	9784575331967	1	2	2
piasu-club	ピアスクラブ	seed4	0	standard	通常版	DO・COMICS	3	MID	9784885	東京三世社	2	1994-04-30	9784885708428	13	1995-07-31	9784885709234	9784885708343	9784885709814	5	1	24
piasu-club	ピアスクラブ	seed4	0	standard	通常版	DO・COMICS	4	MID	9784885	東京三世社	2	1994-04-30	9784885708428	13	1995-07-31	9784885709234	9784885708343	9784885709814	5	1	24
piasu-club	ピアスクラブ	seed4	0	standard	通常版	DO・COMICS	5	MID	9784885	東京三世社	2	1994-04-30	9784885708428	13	1995-07-31	9784885709234	9784885708343	9784885709814	5	1	24
piasu-club	ピアスクラブ	seed4	0	standard	通常版	DO・COMICS	6	MID	9784885	東京三世社	2	1994-04-30	9784885708428	13	1995-07-31	9784885709234	9784885708343	9784885709814	5	1	24
piasu-club	ピアスクラブ	seed4	0	standard	通常版	DO・COMICS	7	MID	9784885	東京三世社	2	1994-04-30	9784885708428	13	1995-07-31	9784885709234	9784885708343	9784885709814	5	1	24
piasu-club	ピアスクラブ	seed4	0	standard	通常版	DO・COMICS	8	MID	9784885	東京三世社	2	1994-04-30	9784885708428	13	1995-07-31	9784885709234	9784885708343	9784885709814	5	1	24
piasu-club	ピアスクラブ	seed4	0	standard	通常版	DO・COMICS	9	MID	9784885	東京三世社	2	1994-04-30	9784885708428	13	1995-07-31	9784885709234	9784885708343	9784885709814	5	1	24
piasu-club	ピアスクラブ	seed4	0	standard	通常版	DO・COMICS	10	MID	9784885	東京三世社	2	1994-04-30	9784885708428	13	1995-07-31	9784885709234	9784885708343	9784885709814	5	1	24
piasu-club	ピアスクラブ	seed4	0	standard	通常版	DO・COMICS	11	MID	9784885	東京三世社	2	1994-04-30	9784885708428	13	1995-07-31	9784885709234	9784885708343	9784885709814	5	1	24
piasu-club	ピアスクラブ	seed4	0	standard	通常版	DO・COMICS	12	MID	9784885	東京三世社	2	1994-04-30	9784885708428	13	1995-07-31	9784885709234	9784885708343	9784885709814	5	1	24
piasu-club	ピアスクラブ	seed4	0	standard	通常版	DO・COMICS	14	MID	9784885	東京三世社	13	1995-07-31	9784885709234	16	1995-10-31	9784885709388	9784885708343	9784885709814	5	1	24
piasu-club	ピアスクラブ	seed4	0	standard	通常版	DO・COMICS	15	MID	9784885	東京三世社	13	1995-07-31	9784885709234	16	1995-10-31	9784885709388	9784885708343	9784885709814	5	1	24
piasu-club	ピアスクラブ	seed4	0	standard	通常版	DO・COMICS	17	MID	9784885	東京三世社	16	1995-10-31	9784885709388	24	1996-06-30	9784885709814	9784885708343	9784885709814	5	1	24
piasu-club	ピアスクラブ	seed4	0	standard	通常版	DO・COMICS	18	MID	9784885	東京三世社	16	1995-10-31	9784885709388	24	1996-06-30	9784885709814	9784885708343	9784885709814	5	1	24
piasu-club	ピアスクラブ	seed4	0	standard	通常版	DO・COMICS	19	MID	9784885	東京三世社	16	1995-10-31	9784885709388	24	1996-06-30	9784885709814	9784885708343	9784885709814	5	1	24
piasu-club	ピアスクラブ	seed4	0	standard	通常版	DO・COMICS	20	MID	9784885	東京三世社	16	1995-10-31	9784885709388	24	1996-06-30	9784885709814	9784885708343	9784885709814	5	1	24
piasu-club	ピアスクラブ	seed4	0	standard	通常版	DO・COMICS	21	MID	9784885	東京三世社	16	1995-10-31	9784885709388	24	1996-06-30	9784885709814	9784885708343	9784885709814	5	1	24
piasu-club	ピアスクラブ	seed4	0	standard	通常版	DO・COMICS	22	MID	9784885	東京三世社	16	1995-10-31	9784885709388	24	1996-06-30	9784885709814	9784885708343	9784885709814	5	1	24
piasu-club	ピアスクラブ	seed4	0	standard	通常版	DO・COMICS	23	MID	9784885	東京三世社	16	1995-10-31	9784885709388	24	1996-06-30	9784885709814	9784885708343	9784885709814	5	1	24
yume-ha-taafu-o-kakemeguru	夢はターフを駆けめぐる	seed4	0	standard	通常版		1	LEAD	9784877	光栄				2	1994-04-15	9784877190972	9784877190972	9784877192174	7	2	8
shousetsu-fajji	小説FUDGE	seed4	0	standard	通常版		1	LEAD	9784756	桜桃書房				2	1994-10-15	9784756700261	9784756700261	9784756709899	7	2	12
shousetsu-fajji	小説FUDGE	seed4	0	standard	通常版		6	MID	9784756	桜桃書房	5	1995-10-15	9784756709431	8	1996-04	9784756709899	9784756700261	9784756709899	7	2	12
shousetsu-fajji	小説FUDGE	seed4	0	standard	通常版		7	MID	9784756	桜桃書房	5	1995-10-15	9784756709431	8	1996-04	9784756709899	9784756700261	9784756709899	7	2	12
shousetsu-fajji	小説FUDGE	seed4	0	standard	通常版		9	MID	9784756	桜桃書房	8	1996-04	9784756709899	11	1996-10	9784756704023	9784756700261	9784756709899	7	2	12
shousetsu-fajji	小説FUDGE	seed4	0	standard	通常版		10	MID	9784756	桜桃書房	8	1996-04	9784756709899	11	1996-10	9784756704023	9784756700261	9784756709899	7	2	12
dotou-no-saikyou-suit-suima-kun	怒涛の最強戦士睡魔くん	seed4	0	standard	通常版	あすかコミックス	1	LEAD	9784049	角川書店				2	1994-12-07	9784049244786	9784049244786	9784049245783	3	2	4
optional-tour	オプショナル・ツアー	seed4	0	standard	通常版	マイコミックス	1	LEAD	9784885	東京三世社				2	1995-05	9784885706608	9784885706608	9784885706677	2	2	3
megami	女神	seed4	0	standard	通常版	講談社コミックスなかよし	2	MID	9784061	講談社	1	1995-09-06	9784061788152	3			9784061788152	9784061788152	3	1	5
megami	女神	seed4	0	standard	通常版	講談社コミックスなかよし	4	MID	9784061	講談社	3			5			9784061788152	9784061788152	3	1	5
gensou-tairiku	幻想大陸	seed4	0	standard	通常版	ギャグ王コミックス	3	MID	9784870	エニックス	2	1996-07-12	9784870256255	6	1998-04	9784870252561	9784870252561	9784870256255	3	1	6
