# カタカナ題の英語綴りslug候補(AI生成+Web検証780件・★未適用)。 workflow 2026-06-05。
key	title	hepburn	en_slug	status
name:爲我井徹|name:シノブグサ	シノブグサ	shinobugusa	KEEP_HEPBURN	keep_hepburn
name:祀木円|name:トウキョウ・D	トウキョウ・D	tokyo-dii	tokyo-d	ai_high
name:萬一裕|name:ダボ	ダボ	dabo	KEEP_HEPBURN	keep_hepburn
name:藪野てんや|name:イナズマイレブン	イナズマイレブン	inazuma-irebun	inazuma-eleven	ai_high
name:趙廷晩|name:ウィッチハンター	ウィッチハンター	uitchi-hantaa	witch-hunter	ai_high
name:鰤|name:グランジェリー	グランジェリー	guranjierii	granderie	web_corrected
name:髙橋一仁|name:オーダーメイド	オーダーメイド	odaa-meido	order-made	ai_high
name:髙橋一仁|name:パーフェクトヒューマン	パーフェクトヒューマン	paafekuto-hyuman	perfect-human	ai_high
name:髙橋美由紀|name:キルトT	キルトT	kiruto-saado	quilt-t	unresolved
qid:Q1010233|name:バンパネラ	バンパネラ	banpanera	vampanella	web_confirmed
qid:Q1010233|name:ワイルド・キングダム	ワイルド・キングダム	wairudo-kingudamu	wild-kingdom	ai_high
qid:Q1010233|name:ワイルド☆キングダム	ワイルド☆キングダム	wairudo-kingudamu	wild-kingdom	ai_high
qid:Q1016880|name:Dr.クマヒゲ	Dr.クマヒゲ	dokutaa-kumahige	dr-kumahige	unresolved
qid:Q1016880|name:G・hard	G・hard	jii-haado	g-hard	ai_high
qid:Q1016880|name:Oh!タカラヅカ	Oh!タカラヅカ	o-takarazuka	oh-takarazuka	ai_high
qid:Q1016880|name:パッパカパー	パッパカパー	pappakapaa	KEEP_HEPBURN	keep_hepburn
qid:Q1016880|name:フーセン	フーセン	fusen	KEEP_HEPBURN	keep_hepburn
qid:Q1016880|name:ラフストーリー	ラフストーリー	rafu-sutorii	rough-story	ai_high
qid:Q1036246|name:ザイル	ザイル	zairu	zile	unresolved
qid:Q1036246|name:ソラモリ	ソラモリ	soramori	KEEP_HEPBURN	keep_hepburn
qid:Q1036246|name:ミコ・ヒミコ	ミコ・ヒミコ	miko-himiko	miko-himiko	ai_low
qid:Q1036246|name:メロドラマ	メロドラマ	mero-dorama	melodrama	ai_high
qid:Q10377773|name:ドーターメーカー	ドーターメーカー	dotaa-meekaa	daughter-maker	ai_high
qid:Q104012842|name:オバメン	オバメン	obamen	KEEP_HEPBURN	keep_hepburn
qid:Q104013464|name:プリンス☆パーティー	プリンス☆パーティー	purinsu-paateii	prince-party	ai_high
qid:Q1040261|name:クオリティシーズン	クオリティシーズン	kuoritei-shiizun	quality-season	ai_high
qid:Q1042100|name:ドッグス/バレッツ＆カーネイジ	ドッグス/バレッツ＆カーネイジ	doggusu-barettsu-kaaneiji	dogs-bullets-and-carnage	ai_high
qid:Q1050794|name:Love loveミリオン!!	Love loveミリオン!!	rabu-rabu-mirion	love-love-million	ai_high
qid:Q1050794|name:アイラブアリス	アイラブアリス	ai-rabu-arisu	i-love-alice	ai_high
qid:Q1051001|name:スカイハイ	スカイハイ	sukai-hai	sky-high	ai_high
qid:Q1051001|name:スカイハイ カルマ	スカイハイ カルマ	sukai-hai-karuma	sky-high-karma	ai_high
qid:Q105258825|name:ドラゲミス	ドラゲミス	doragemisu	KEEP_HEPBURN	keep_hepburn
qid:Q105258892|name:レッドブルー	レッドブルー	reddo-buru	red-blue	ai_high
qid:Q10534429|name:レンズドロップス	レンズドロップス	renzu-doroppusu	lens-drops	ai_high
qid:Q105703956|name:バズマン	バズマン	bazuman	buzzman	web_confirmed
qid:Q106478418|name:エクレアbleue	エクレアbleue	ekurea-buru	eclair-bleue	ai_high
qid:Q106478424|name:ドキュンサーガ	ドキュンサーガ	dokyun-saaga	dokyun-saga	unresolved
qid:Q106994599|name:テンタクル	テンタクル	tentakuru	tentacle	ai_high
qid:Q106994599|name:ラブラブエイリアン	ラブラブエイリアン	raburabu-eirian	love-love-alien	ai_high
qid:Q107190647|name:グッバイエバーグリーン	グッバイエバーグリーン	gubbai-ebaa-guriin	goodbye-evergreen	ai_high
qid:Q107190647|name:モーターサイクルメモリーズ	モーターサイクルメモリーズ	motaasaikuru-memoriizu	motorcycle-memories	ai_high
qid:Q1075056|name:ジェンダー・コード|sub:男らしさ、女らしさの鎖につながれて	ジェンダー・コード	jiendaa-kodo	gender-code	ai_high
qid:Q107605579|name:デスメロ	デスメロ	desumero	death-melo	unresolved
qid:Q108109356|name:アーサーgarage	アーサーgarage	aasaa-gareeji	arthur-garage	ai_high
qid:Q108109356|name:アーサーGARAGE	アーサーGARAGE	aasaa-gareeji	arthur-garage	ai_high
qid:Q108109369|name:アンダーク	アンダーク	andaaku	under-ku	unresolved
qid:Q108109886|name:オゾマシア	オゾマシア	ozomashia	KEEP_HEPBURN	keep_hepburn
qid:Q108110240|name:ゲーメイト	ゲーメイト	geemeito	game-mate	unresolved
qid:Q10855273|name:シアターアッパレ	シアターアッパレ	shiataa-appare	theater-appare	unresolved
qid:Q10855535|name:ストーカー|sub:レイナとエリカ	ストーカー	sutokaa	stalker	ai_high
qid:Q10855535|name:ファミリーレンタル	ファミリーレンタル	famirii-rentaru	family-rental	ai_high
qid:Q10855535|name:ベンゴ☆スター	ベンゴ☆スター	bengo-sutaa	bengo-star	unresolved
qid:Q10855535|name:マナブ	マナブ	manabu	KEEP_HEPBURN	keep_hepburn
qid:Q10855535|name:レイナ	レイナ	reina	reina	ai_low
qid:Q1085764|name:In whiteピュアストーリー	In whiteピュアストーリー	in-white-pyua-sutorii	in-white-pure-story	ai_high
qid:Q108776381|name:ホテルサラマンダー	ホテルサラマンダー	hoteru-saramandaa	hotel-salamander	ai_high
qid:Q108776381|name:マチキネマ	マチキネマ	machikinema	machi-cinema	unresolved
qid:Q108776465|name:Jリーガーシュート	Jリーガーシュート	jiei-riigaa-shuto	j-leaguer-shoot	ai_high
qid:Q108776465|name:レディ・ドール	レディ・ドール	redi-doru	lady-doll	ai_high
qid:Q108776526|name:アフター・ドリーム	アフター・ドリーム	afutaa-doriimu	after-dream	ai_high
qid:Q108776526|name:ナポレオン	ナポレオン	naporeon	napoleon	ai_high
qid:Q108776581|name:エクロール	エクロール	ekuroru	eclore	web_confirmed
qid:Q108776612|name:オンナミチ	オンナミチ	onnamichi	KEEP_HEPBURN	keep_hepburn
qid:Q108776612|name:シークレット	シークレット	shiikuretto	secret	ai_high
qid:Q108777045|name:スキップハイスクール	スキップハイスクール	sukippu-haisukuru	skip-high-school	ai_high
qid:Q108777279|name:アイム・ソーリー	アイム・ソーリー	aimu-sorii	im-sorry	ai_high
qid:Q108841011|name:ディノサン	ディノサン	dino-san	dino-san	ai_high
qid:Q1088415|name:リリックメード	リリックメード	ririkku-meedo	lyric-maid	ai_high
qid:Q10885113|name:ブラディーM	ブラディーM	buradii-emu	bloody-m	ai_high
qid:Q10898950|name:カミツキ	カミツキ	kamitsuki	KEEP_HEPBURN	keep_hepburn
qid:Q10908776|name:ピンポンラッシュ!	ピンポンラッシュ!	pinpon-rasshu	ping-pong-rush	ai_high
qid:Q109287462|name:SSディッガー	SSディッガー	ss-diggaa	ss-digger	ai_high
qid:Q109288100|name:スライディングV	スライディングV	suraidingu-bui	sliding-v	ai_high
qid:Q109597404|name:オヨヨ	オヨヨ	oyoyo	KEEP_HEPBURN	keep_hepburn
qid:Q109602400|name:フラワー・バス・ガーデン	フラワー・バス・ガーデン	furawaa-basu-gaaden	flower-bath-garden	ai_high
qid:Q109602400|name:リバース・モード	リバース・モード	ribaasu-modo	reverse-mode	ai_high
qid:Q1096358|name:アイ・boy	アイ・boy	ai-boi	i-boy	ai_high
qid:Q110403049|name:オペレーションW	オペレーションW	opereeshon-uingu	operation-w	ai_high
qid:Q110403049|name:シークエンス	シークエンス	shiikuensu	sequence	ai_high
qid:Q110403360|name:アリス・アイラブユー	アリス・アイラブユー	arisu-ai-rabu-yu	alice-i-love-you	ai_high
qid:Q110403360|name:シャドーエンジェル	シャドーエンジェル	shado-enjieru	shadow-angel	ai_high
qid:Q11045602|name:サバイバルゲーム	サバイバルゲーム	sabaibaru-geemu	survival-game	ai_high
qid:Q11045602|name:ドロップアウト!	ドロップアウト!	doroppu-auto	dropout	ai_high
qid:Q11045602|name:ラスト・ダンス	ラスト・ダンス	rasuto-dansu	last-dance	ai_high
qid:Q11045602|name:リセット	リセット	risetto	reset	ai_high
qid:Q1105912|name:シェリフ	シェリフ	shierifu	sheriff	ai_high
qid:Q1105912|name:バトルエンジェルス	バトルエンジェルス	batoru-enjierusu	battle-angels	ai_high
qid:Q1105912|name:ハンター・キャッツ	ハンター・キャッツ	hantaa-kyattsu	hunter-cats	ai_high
qid:Q110911354|name:バテリバイス	バテリバイス	bateribaisu	battery-vice	unresolved
qid:Q11103202|name:キメイラ	キメイラ	kimeira	chimera	ai_high
qid:Q11103202|name:ブラッディ・ハザード	ブラッディ・ハザード	buraddei-hazaado	bloody-hazard	ai_high
qid:Q11103202|name:ラブプリズム	ラブプリズム	rabu-purizumu	love-prism	ai_high
qid:Q11104431|name:サンドリヨン	サンドリヨン	sandoriyon	cendrillon	ai_high
qid:Q11104431|name:リリパット	リリパット	riripatto	lilliput	ai_high
qid:Q11109398|name:キッズトーク	キッズトーク	kizzu-toku	kids-talk	ai_high
qid:Q11109398|name:コントラクト・キラー	コントラクト・キラー	kontorakuto-kiraa	contract-killer	ai_high
qid:Q11109398|name:ネットワーク・ポプリ	ネットワーク・ポプリ	nettowaaku-popuri	network-potpourri	ai_high
qid:Q111112011|name:シークレットスクール|sub:あのコの秘密をおしえてあげる	シークレットスクール	shiikuretto-sukuru	secret-school	ai_high
qid:Q111112304|name:チェンジ|sub:井出圭亮短編集	チェンジ	chenji	change	ai_high
qid:Q111112525|name:サード	サード	saado	third	web_confirmed
qid:Q111112525|name:ビューティフルピープル・パーフェクトワールド	ビューティフルピープル・パーフェクトワールド	byuteifuru-piipuru-paafekuto-waarudo	beautiful-people-perfect-world	ai_high
qid:Q11122211|name:SDガンダムスペシャルアンソロジー	SDガンダムスペシャルアンソロジー	sd-gandamu-supesharu-ansorojii	sd-gundam-special-anthology	ai_high
qid:Q11122211|name:SDガンダムムシャジェネレーション	SDガンダムムシャジェネレーション	esudii-gandamu-musha-jienereeshon	sd-gundam-musha-generation	ai_high
qid:Q11122214|name:ウッディケーン	ウッディケーン	uddei-keen	woody-kane	unresolved
qid:Q11130620|name:バーバリアンズ	バーバリアンズ	baabarianzu	barbarians	ai_high
qid:Q11142084|name:TVジャッカー	TVジャッカー	terebi-jakkaa	tv-jacker	ai_high
qid:Q11153241|name:エンゲージ・マニュアル	エンゲージ・マニュアル	engeeji-manyuaru	engage-manual	ai_high
qid:Q11167146|name:チャイルド☆プラネット	チャイルド☆プラネット	chairudo-puranetto	child-planet	ai_high
qid:Q11189304|name:トッピングhoney	トッピングhoney	toppingu-hanii	topping-honey	ai_high
qid:Q11189304|name:ネクロマリア	ネクロマリア	nekuromaria	necromaria	unresolved
qid:Q11195102|name:ラブ・アフェア	ラブ・アフェア	rabu-afea	love-affair	ai_high
qid:Q11198935|name:エクスメイデン	エクスメイデン	ekusumeiden	ex-maiden	unresolved
qid:Q1121064|name:Kaoriパラダイス	Kaoriパラダイス	kaori-paradaisu	kaori-paradise	ai_high
qid:Q1121064|name:UMA・UMA	UMA・UMA	uma-uma	uma-uma	ai_high
qid:Q1121064|name:アトモスフィア	アトモスフィア	atomosufia	atmosphere	ai_high
qid:Q1121064|name:ウィンディングパーティー	ウィンディングパーティー	uindingu-paateii	winding-party	ai_high
qid:Q11224004|name:ハングリーORラブ	ハングリーORラブ	hangurii-oa-rabu	hungry-or-love	ai_high
qid:Q11224004|name:マニアッター☆	マニアッター☆	maniattaa	maniatter	unresolved
qid:Q11225662|name:コミックシャーロック・ホームズ	コミックシャーロック・ホームズ	komikku-shaarokku-homuzu	comic-sherlock-holmes	ai_high
qid:Q11225662|name:コミックシャーロック・ホームズthe best	コミックシャーロック・ホームズthe best	komikku-shaarokku-homuzu-the-best	comic-sherlock-holmes-the-best	ai_high
qid:Q11229086|name:コスプレックス	コスプレックス	kosupurekkusu	cosplex	ai_high
qid:Q11229086|name:ラブ・ビッチ	ラブ・ビッチ	rabu-bitchi	love-bitch	ai_high
qid:Q11231305|name:ラックマスター	ラックマスター	rakku-masutaa	luck-master	ai_high
qid:Q11232766|name:ノー・コントロール	ノー・コントロール	no-kontororu	no-control	ai_high
qid:Q11232766|name:ラヴベクトル	ラヴベクトル	ravu-bekutoru	love-vector	ai_high
qid:Q11239036|name:サーガオブドラゴン	サーガオブドラゴン	saaga-obu-doragon	saga-of-dragon	ai_high
qid:Q11239036|name:スサノオ	スサノオ	susano	susanoo	ai_high
qid:Q11241387|name:Scriptダウナーズ	Scriptダウナーズ	sukuriputo-daunaazu	script-downers	ai_high
qid:Q11241387|name:パラダイム・アウト	パラダイム・アウト	paradaimu-auto	paradigm-out	ai_high
qid:Q11244277|name:B.M.N.ジャパン	B.M.N.ジャパン	b-m-n-japan	bmn-japan	ai_high
qid:Q11244884|name:パーコレイション	パーコレイション	paakoreishon	percolation	ai_high
qid:Q11244884|name:マリンカラー	マリンカラー	marin-karaa	marine-color	ai_high
qid:Q11244884|name:ヤダモン	ヤダモン	yadamon	yadamon	ai_low
qid:Q11252325|name:カップルバスター	カップルバスター	kappuru-basutaa	couple-buster	ai_high
qid:Q11254608|name:ウルトラ-M	ウルトラ-M	urutora-emu	ultra-m	ai_high
qid:Q11255906|name:ツボネノツバメ	ツボネノツバメ	tsubone-no-tsubame	KEEP_HEPBURN	keep_hepburn
qid:Q11256217|name:グローリー	グローリー	gurorii	glory	ai_high
qid:Q11256629|name:スラップスティック	スラップスティック	surappu-suteikku	slapstick	ai_high
qid:Q11256731|name:コード・エイジアーカイヴズ	コード・エイジアーカイヴズ	kodo-eiji-aakaivuzu	code-age-archives	ai_high
qid:Q11256790|name:クースー!	クースー!	kusu	KEEP_HEPBURN	keep_hepburn
qid:Q11256790|name:クロスロード	クロスロード	kurosurodo	crossroad	ai_high
qid:Q11256860|name:アドリブオフサイド	アドリブオフサイド	adoribu-ofusaido	adlib-offside	ai_high
qid:Q11256997|name:グレースケールチルドレン	グレースケールチルドレン	guree-sukeeru-chirudoren	grayscale-children	ai_high
qid:Q11256997|name:ミハロリプレイス	ミハロリプレイス	miharo-ripureisu	miharo-replace	unresolved
qid:Q11257131|name:スケボーロッキー	スケボーロッキー	sukebo-rokkii	skateboard-rocky	ai_high
qid:Q11257131|name:マーメイドガール	マーメイドガール	maameido-gaaru	mermaid-girl	ai_high
qid:Q11257188|name:スティッチ	スティッチ	suteitchi	stitch	ai_high
qid:Q11257396|name:クリスタル・ドラゴン	クリスタル・ドラゴン	kurisutaru-doragon	crystal-dragon	ai_high
qid:Q11258271|name:ファーブル	ファーブル	faaburu	fabre	ai_high
qid:Q11258271|name:レーナ・マリア	レーナ・マリア	reena-maria	lena-maria	ai_high
qid:Q11258512|name:ヒットエンドラン	ヒットエンドラン	hitto-endo-ran	hit-and-run	ai_high
qid:Q11258670|name:ハッピーディ!!	ハッピーディ!!	happii-di	happy-day	ai_high
qid:Q11259123|name:アブナーズ	アブナーズ	abunaazu	abners	unresolved
qid:Q11259209|name:フロムK	フロムK	furomu-k	from-k	ai_high
qid:Q11259755|name:スパークス	スパークス	supaakusu	sparks	ai_high
qid:Q11259802|name:グラナダ	グラナダ	guranada	granada	ai_high
qid:Q11259883|name:オッケー	オッケー	okkee	okay	ai_high
qid:Q11259887|name:パラレルトラッパーズ!	パラレルトラッパーズ!	parareru-torappaazu	parallel-trappers	ai_high
qid:Q11259972|name:タコポン	タコポン	takopon	KEEP_HEPBURN	keep_hepburn
qid:Q11259972|name:デメキング	デメキング	demekingu	demeking	ai_high
qid:Q11260109|name:エリートジャック!!パワフルセレクション	エリートジャック!!パワフルセレクション	eriito-jakku-pawafuru-serekushon	elite-jack-powerful-selection	ai_high
qid:Q11260291|name:イマワノキワ	イマワノキワ	imawano-kiwa	KEEP_HEPBURN	keep_hepburn
qid:Q11260291|name:ジゴサタ|sub:地獄の沙汰もお前しだい	ジゴサタ	jigosata	KEEP_HEPBURN	keep_hepburn
qid:Q11260291|name:ヤミツキ|sub:いのりの心霊日記	ヤミツキ	yamitsuki	KEEP_HEPBURN	keep_hepburn
qid:Q11260989|name:トラロッコ	トラロッコ	torarokko	KEEP_HEPBURN	keep_hepburn
qid:Q11261144|name:ライフトレイン	ライフトレイン	raifu-torein	life-train	ai_high
qid:Q11261262|name:ウズマジン	ウズマジン	uzumajin	uzumajin	ai_low
qid:Q11261304|name:Mr.シネマ	Mr.シネマ	misutaa-shinema	mr-cinema	ai_high
qid:Q11261304|name:ベイビィ	ベイビィ	beibii	baby	ai_high
qid:Q11261319|name:アタック☆オン	アタック☆オン	atakku-on	attack-on	ai_high
qid:Q11261319|name:グリーン・ウェンズデー	グリーン・ウェンズデー	guriin-uenzudee	green-wednesday	ai_high
qid:Q11261319|name:モンスターキャンディー	モンスターキャンディー	monsutaa-kyandii	monster-candy	ai_high
qid:Q11261431|name:ワーキングホリデーinオーストラリア	ワーキングホリデーinオーストラリア	waakingu-horidee-in-osutoraria	working-holiday-in-australia	ai_high
qid:Q11261772|name:イグドラシル	イグドラシル	igudorashiru	yggdrasil	ai_high
qid:Q11262649|name:ペンコイ	ペンコイ	penkoi	KEEP_HEPBURN	keep_hepburn
qid:Q11262850|name:リフォーム!	リフォーム!	rifomu	reform	ai_high
qid:Q11263580|name:ムジカ	ムジカ	mujika	musica	ai_high
qid:Q11263593|name:アシスタント!!	アシスタント!!	ashisutanto	assistant	ai_high
qid:Q11263734|name:バード	バード	baado	bird	ai_high
qid:Q11263734|name:ビ・アンビシャス	ビ・アンビシャス	bi-anbishasu	be-ambitious	ai_high
qid:Q11263851|name:グレース・ケリー	グレース・ケリー	gureesu-kerii	grace-kelly	ai_high
qid:Q11263851|name:ヒビコレ	ヒビコレ	hibikore	KEEP_HEPBURN	keep_hepburn
qid:Q11263853|name:ショタコミ	ショタコミ	shota-komi	shota-komi	ai_low
qid:Q11263853|name:ホットミルク	ホットミルク	hotto-miruku	hot-milk	ai_high
qid:Q11263891|name:アニムンサクシス	アニムンサクシス	animun-sakushisu	animunxacsys	web_corrected
qid:Q11263975|name:サイファー	サイファー	saifaa	cipher	ai_high
qid:Q11263990|name:チキン!	チキン!	chikin	chicken	ai_high
qid:Q11264025|name:マルガレーテ・シュタイフ	マルガレーテ・シュタイフ	marugareete-shutaifu	margarete-steiff	ai_high
qid:Q11264078|name:イラストガレージ	イラストガレージ	irasuto-gareeji	illust-garage	ai_high
qid:Q11264134|name:Fate/hollow ataraxiaアンソロジーコミック	Fate/hollow ataraxiaアンソロジーコミック	feito-horo-atarakushia-ansorojii-komikku	KEEP_HEPBURN	keep_hepburn
qid:Q11264155|name:ジェントルレインボークリスタルゲル	ジェントルレインボークリスタルゲル	jientoru-reinbo-kurisutaru-geru	gentle-rainbow-crystal-gel	unresolved
qid:Q11264155|name:レジェンド・アカデミー	レジェンド・アカデミー	rejiendo-akademii	legend-academy	ai_high
qid:Q11264396|name:ベル・パニック	ベル・パニック	beru-panikku	bell-panic	unresolved
qid:Q11264396|name:メイド・ウーマン	メイド・ウーマン	meido-uman	maid-woman	ai_high
qid:Q11264440|name:ネオンテトラ	ネオンテトラ	neontetora	neon-tetra	ai_high
qid:Q11264440|name:フローラ	フローラ	furora	flora	ai_high
qid:Q11264440|name:ワレワレハ	ワレワレハ	wareware-wa	KEEP_HEPBURN	keep_hepburn
qid:Q11264469|name:プラチナ	プラチナ	purachina	platinum	ai_high
qid:Q11264488|name:フェアリー	フェアリー	fearii	fairy	ai_high
qid:Q11264501|name:メルティランサー	メルティランサー	merutei-ransaa	melty-lancer	ai_high
qid:Q11264501|name:ラブクロス	ラブクロス	rabu-kurosu	love-cross	ai_high
qid:Q11264710|name:デスタバンhips	デスタバンhips	desutaban-hips	KEEP_HEPBURN	keep_hepburn
qid:Q11264918|name:イノセントkiss	イノセントkiss	inosento-kiss	innocent-kiss	ai_high
qid:Q11264991|name:カードファイトVマスター	カードファイトVマスター	kaado-faito-v-masutaa	cardfight-v-master	ai_high
qid:Q11265076|name:シンクロオンチ!	シンクロオンチ!	shinkuro-onchi	KEEP_HEPBURN	keep_hepburn
qid:Q11265076|name:ポチフル	ポチフル	pochifuru	KEEP_HEPBURN	keep_hepburn
qid:Q11265118|name:ハイポジ	ハイポジ	haipoji	KEEP_HEPBURN	keep_hepburn
qid:Q11265327|name:ケアママ!|sub:新生ヘルプマン	ケアママ!	keamama	KEEP_HEPBURN	keep_hepburn
qid:Q11265327|name:ダービー	ダービー	daabii	derby	ai_high
qid:Q11265327|name:ナチュラル	ナチュラル	nachuraru	natural	ai_high
qid:Q11265327|name:ビッグ・ニュース!	ビッグ・ニュース!	biggu-nyusu	big-news	ai_high
qid:Q11265327|name:ビューティフル・トーク	ビューティフル・トーク	byuteifuru-toku	beautiful-talk	ai_high
qid:Q11265637|name:プチナ→ス	プチナ→ス	puchi-naasu	KEEP_HEPBURN	keep_hepburn
qid:Q11265952|name:ネガティブ・ツインタワー!	ネガティブ・ツインタワー!	negateibu-tsuin-tawaa	negative-twin-tower	ai_high
qid:Q11266138|name:ガーデンオブエデン	ガーデンオブエデン	gaaden-obu-eden	garden-of-eden	ai_high
qid:Q11266138|name:ジンクホワイト	ジンクホワイト	jinku-howaito	zinc-white	ai_high
qid:Q11266138|name:マスタースレイブ	マスタースレイブ	masutaa-sureibu	master-slave	ai_high
qid:Q11266148|name:オーバードライブ	オーバードライブ	obaa-doraibu	overdrive	ai_high
qid:Q11266357|name:スクラム	スクラム	sukuramu	scrum	ai_high
qid:Q11266801|name:ママ❤トラブル	ママ❤トラブル	mama-toraburu	mama-trouble	ai_high
qid:Q11267893|name:バラエティー	バラエティー	baraeteii	variety	ai_high
qid:Q11267908|name:リフレイン	リフレイン	rifurein	refrain	ai_high
qid:Q11267967|name:シーソーゲーム	シーソーゲーム	shiiso-geemu	seesaw-game	ai_high
qid:Q11267967|name:トゥルー・カラーズ	トゥルー・カラーズ	toru-karaazu	true-colors	ai_high
qid:Q11267967|name:プイプイ	プイプイ	pui-pui	KEEP_HEPBURN	keep_hepburn
qid:Q11267967|name:ベンケー	ベンケー	benkee	KEEP_HEPBURN	keep_hepburn
qid:Q11268113|name:アルバトロス	アルバトロス	arubatorosu	albatross	ai_high
qid:Q11268113|name:ウオバカ!!!|sub:江戸前の旬外伝	ウオバカ!!!	uobaka	KEEP_HEPBURN	keep_hepburn
qid:Q11268224|name:ギジェット	ギジェット	gijietto	gidget	web_confirmed
qid:Q11268224|name:マービー	マービー	maabii	KEEP_HEPBURN	keep_hepburn
qid:Q11268224|name:ライトブルーペイジ	ライトブルーペイジ	raito-buru-peiji	light-blue-page	ai_high
qid:Q11268420|name:アルカナ・ファミリアコミックアンソロジーAmore	アルカナ・ファミリアコミックアンソロジーAmore	arukana-famiria-komikku-ansorojii-amore	arcana-famiglia-comic-anthology-amore	web_confirmed
qid:Q11269057|name:ストリートライダー	ストリートライダー	sutoriito-raidaa	street-rider	ai_high
qid:Q11269186|name:ヨメラVSババラ	ヨメラVSババラ	yomerabuiesubabara	KEEP_HEPBURN	keep_hepburn
qid:Q11269278|name:オズヌ	オズヌ	ozunu	KEEP_HEPBURN	keep_hepburn
qid:Q11269546|name:エキシビション	エキシビション	ekishibishon	exhibition	ai_high
qid:Q11269560|name:ギニャギニャ!ギニャーズ!!	ギニャギニャ!ギニャーズ!!	ginya-ginya-ginyaazu	KEEP_HEPBURN	keep_hepburn
qid:Q11269589|name:サムライダー	サムライダー	samuraidaa	samurider	web_confirmed
qid:Q11269589|name:ホテルカルフォリニア	ホテルカルフォリニア	hoteru-karuforinia	hotel-calforinia	web_corrected
qid:Q11270029|name:コミカル・ミステリー・ツアー	コミカル・ミステリー・ツアー	komikaru-misuterii-tsuaa	comical-mystery-tour	ai_high
qid:Q11270037|name:バンビ～ノ!secondo	バンビ～ノ!secondo	banbiino-sekondo	bambino-secondo	ai_high
qid:Q11270287|name:ヴァンパイアAKIBA!!	ヴァンパイアAKIBA!!	vanpaia-akiba	vampire-akiba	ai_high
qid:Q11270364|name:ダブリ・ラブストーリーズ	ダブリ・ラブストーリーズ	daburi-rabu-sutoriizu	daburi-love-stories	unresolved
qid:Q11270497|name:ヴンダーカンマー	ヴンダーカンマー	vundaakanmaa	wunderkammer	ai_high
qid:Q11270497|name:エロキング	エロキング	erokingu	ero-king	ai_high
qid:Q11270769|name:ヤングパラダイス	ヤングパラダイス	yangu-paradaisu	young-paradise	ai_high
qid:Q11270811|name:ワルサースルー	ワルサースルー	warusaa-suru	walther-through	unresolved
qid:Q11270811|name:ワンダフルワールド	ワンダフルワールド	wandafuru-waarudo	wonderful-world	ai_high
qid:Q11270838|name:ストロベリー・ジーン	ストロベリー・ジーン	sutoroberii-jiin	strawberry-jean	web_confirmed
qid:Q11270847|name:Link!Like!ラブライブ!@COMIC	Link!Like!ラブライブ!@COMIC	rinku-raiku-raburaibu	link-like-love-live	ai_high
qid:Q11270850|name:アウトロー	アウトロー	autoro	outlaw	ai_high
qid:Q11270850|name:チャイニーズ・エンゼル・カンパニー	チャイニーズ・エンゼル・カンパニー	chainiizu-enzeru-kanpanii	chinese-angel-company	ai_high
qid:Q11270858|name:ヤマトタケル	ヤマトタケル	yamato-takeru	yamato-takeru	ai_high
qid:Q11270865|name:ヒーロー	ヒーロー	hiiro	hero	ai_high
qid:Q11270865|name:ファイター	ファイター	faitaa	fighter	ai_high
qid:Q11270865|name:フェダーイン	フェダーイン	fedaain	fedayeen	web_confirmed
qid:Q11270865|name:メタルハンターズD	メタルハンターズD	metaru-hantaazu-d	metal-hunters-d	ai_high
qid:Q11270885|name:アニキ	アニキ	aniki	KEEP_HEPBURN	keep_hepburn
qid:Q11270887|name:グレペリ	グレペリ	gureperi	KEEP_HEPBURN	keep_hepburn
qid:Q11270956|name:フードル	フードル	fudoru	foodle	unresolved
qid:Q11271053|name:パンク・ポンク	パンク・ポンク	panku-ponku	punk-ponk	unresolved
qid:Q11271062|name:ハッピー・トラップ	ハッピー・トラップ	happii-torappu	happy-trap	ai_high
qid:Q11271093|name:ドラグーン|sub:竜騎	ドラグーン	doragun	dragoon	ai_high
qid:Q11271093|name:フランケンシュタインズ・プリンセス	フランケンシュタインズ・プリンセス	furankenshutainzu-purinsesu	frankensteins-princess	ai_high
qid:Q11271093|name:フランケンシュタインズプリンセス	フランケンシュタインズプリンセス	furankenshutainzu-purinsesu	frankensteins-princess	ai_high
qid:Q11271093|name:ペンデュラム	ペンデュラム	pen-deyuramu	pendulum	ai_high
qid:Q11271813|name:ショーリ!!	ショーリ!!	shori	KEEP_HEPBURN	keep_hepburn
qid:Q11272160|name:ポケットモンスターpipipi☆アドベンチャー	ポケットモンスターpipipi☆アドベンチャー	poketto-monsutaa-pipipi-adobenchaa	pocket-monster-pipipi-adventure	ai_high
qid:Q11272160|name:ポケットモンスターPiPiPi☆アドベンチャー	ポケットモンスターPiPiPi☆アドベンチャー	pokettomonsutaa-pipipi-adobenchaa	pocket-monster-pipipi-adventure	ai_high
qid:Q11272358|name:エイプリルスカイズa go go	エイプリルスカイズa go go	eipuriru-sukaizu-a-go-go	april-skies-a-go-go	ai_high
qid:Q11272358|name:ストレンジ・トライアングル	ストレンジ・トライアングル	sutorenji-toraianguru	strange-triangle	ai_high
qid:Q11272358|name:ルチル	ルチル	ruchiru	rutile	web_confirmed
qid:Q11272358|name:ルチルアンソロジー	ルチルアンソロジー	ruchiru-ansorojii	rutile-anthology	web_confirmed
qid:Q11272388|name:ドゥエンデ	ドゥエンデ	doende	duende	ai_high
