shared_isbn	rk_title	ndl_title	ndl_author	owner_slug	owner_author	wrong_slug	wrong_author	wrong_vol	proposed_isbn	confidence
9784088613185		北の土龍 第18巻	石川サブロウ	(所有者不明)		kita-no-mogura	石川サブロウ	18		CONFLICT
9784088613192		北の土龍 第19巻	石川サブロウ	(所有者不明)		kita-no-doryuu	石川サブロウ	19		CONFLICT
9784088613192		北の土龍 第19巻	石川サブロウ	(所有者不明)		kita-no-mogura	石川サブロウ	19		CONFLICT
9784088613208		北の土龍 第20巻	石川サブロウ	(所有者不明)		kita-no-doryuu	石川サブロウ	20		CONFLICT
9784088613208		北の土龍 第20巻	石川サブロウ	(所有者不明)		kita-no-mogura	石川サブロウ	20		CONFLICT
9784088613345		北の土龍 21	石川サブロウ	(所有者不明)		kita-no-doryuu	石川サブロウ	21		CONFLICT
9784088613345		北の土龍 21	石川サブロウ	(所有者不明)		kita-no-mogura	石川サブロウ	21		CONFLICT
9784088640853	レッスン	Lesson	高橋由佳利	lesson-2000	高橋由佳利	lesson	高橋由佳利	1		CONFLICT
9784088642000	イマジン（1）	イマジン. 1	槙村さとる	imagine	槇村さとる	imagine-29	槇村さとる	1		LOW
9784088642222	イマジン（2）	イマジン. 2	槙村さとる	imagine	槇村さとる	imagine-29	槇村さとる	2		LOW
9784088642482	イマジン（3）	イマジン. 3	槙村さとる	imagine	槇村さとる	imagine-29	槇村さとる	3		LOW
9784088642666	イマジン（4）	イマジン. 4	槙村さとる	imagine	槇村さとる	imagine-29	槇村さとる	4		LOW
9784088642932	イマジン（5）	イマジン. 5	槙村さとる	imagine	槇村さとる	imagine-29	槇村さとる	5		LOW
9784088643229	イマジン（6）	イマジン. 6	槙村さとる	imagine	槇村さとる	imagine-29	槇村さとる	6		LOW
9784088643632	イマジン（7）	イマジン. 7	槙村さとる	imagine	槇村さとる	imagine-29	槇村さとる	7		LOW
9784088644011	イマジン（8）	イマジン. 8	槙村さとる	imagine	槇村さとる	imagine-29	槇村さとる	8		LOW
9784088644318	イマジン（9）	イマジン. 9	槙村さとる	imagine	槇村さとる	imagine-29	槇村さとる	9		LOW
9784088644561	イマジン（10）	イマジン. 10	槙村さとる	imagine	槇村さとる	imagine-29	槇村さとる	10		LOW
9784088644721	イマジン（11）	イマジン. 11	槙村さとる	imagine	槇村さとる	imagine-29	槇村さとる	11		LOW
9784088710716	DRAGON　QUEST（1）	ドラゴンクエスト : ダイの大冒険. 1	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest-daino-daibouken	三条陸;稲田浩司	1		CONFLICT
9784088710716	DRAGON　QUEST（1）	ドラゴンクエスト : ダイの大冒険. 1	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest	三条陸;堀井雄二;稲田浩司	1		CONFLICT
9784088710723	ドラゴンクエスト（第2巻）	ドラゴンクエスト = Dragon quest 	三条陸	dragon-quest-daino-daibouken	三条陸;稲田浩司	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	2		CONFLICT
9784088710730	DRAGON　QUEST（3）	ドラゴンクエスト = Dragon quest 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest-daino-daibouken	三条陸;稲田浩司	3		CONFLICT
9784088710730	DRAGON　QUEST（3）	ドラゴンクエスト = Dragon quest 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest	三条陸;堀井雄二;稲田浩司	3		CONFLICT
9784088710747	DRAGON　QUEST（4）	ドラゴンクエスト = Dragon quest 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest-daino-daibouken	三条陸;稲田浩司	4		CONFLICT
9784088710747	DRAGON　QUEST（4）	ドラゴンクエスト = Dragon quest 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest	三条陸;堀井雄二;稲田浩司	4		CONFLICT
9784088710754	ドラゴンクエスト（第5巻）	ドラゴンクエスト = Dragon quest 	三条陸	dragon-quest-daino-daibouken	三条陸;稲田浩司	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	5		CONFLICT
9784088710761	DRAGON　QUEST（6）	ドラゴンクエスト = Dragon quest 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest-daino-daibouken	三条陸;稲田浩司	6		CONFLICT
9784088710761	DRAGON　QUEST（6）	ドラゴンクエスト = Dragon quest 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest	三条陸;堀井雄二;稲田浩司	6		CONFLICT
9784088710778	ドラゴンクエスト（第7巻）	ドラゴンクエスト = Dragon quest 	三条陸	dragon-quest-daino-daibouken	三条陸;稲田浩司	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	7		CONFLICT
9784088710785	ドラゴンクエスト（第8巻）	ドラゴンクエスト = Dragon quest 	三条陸	dragon-quest-daino-daibouken	三条陸;稲田浩司	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	8		CONFLICT
9784088710792	ドラゴンクエスト（第9巻）	ドラゴンクエスト = Dragon quest 	三条陸	dragon-quest-daino-daibouken	三条陸;稲田浩司	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	9		CONFLICT
9784088710808	ドラゴンクエスト（第10巻）	ドラゴンクエスト = Dragon quest 	三条陸	dragon-quest-daino-daibouken	三条陸;稲田浩司	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	10		CONFLICT
9784088711812	DRAGON　QUEST（11）	ドラゴンクエスト = Dragon quest 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest-daino-daibouken	三条陸;稲田浩司	11		CONFLICT
9784088711812	DRAGON　QUEST（11）	ドラゴンクエスト = Dragon quest 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest	三条陸;堀井雄二;稲田浩司	11		CONFLICT
9784088711829	ドラゴンクエスト（第12巻）	ドラゴンクエスト = Dragon quest 	三条陸	dragon-quest-daino-daibouken	三条陸;稲田浩司	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	12		CONFLICT
9784088711836	ドラゴンクエスト（第13巻）	ドラゴンクエスト = Dragon quest 	三条陸	dragon-quest-daino-daibouken	三条陸;稲田浩司	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	13		CONFLICT
9784088711843	ドラゴンクエスト（第14巻）	ドラゴンクエスト = Dragon quest 	三条陸	dragon-quest-daino-daibouken	三条陸;稲田浩司	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	14		CONFLICT
9784088711850	ドラゴンクエスト（第15巻）	ドラゴンクエスト : ダイの大冒険. 第15巻 	三条陸	dragon-quest-daino-daibouken	三条陸;稲田浩司	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	15		CONFLICT
9784088711867	DRAGON　QUEST（16）	ドラゴンクエスト : ダイの大冒険. 第16巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest-daino-daibouken	三条陸;稲田浩司	16		CONFLICT
9784088711867	DRAGON　QUEST（16）	ドラゴンクエスト : ダイの大冒険. 第16巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest	三条陸;堀井雄二;稲田浩司	16		CONFLICT
9784088711874	DRAGON　QUEST（17）	ドラゴンクエスト : ダイの大冒険. 第17巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest-daino-daibouken	三条陸;稲田浩司	17		CONFLICT
9784088711874	DRAGON　QUEST（17）	ドラゴンクエスト : ダイの大冒険. 第17巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest	三条陸;堀井雄二;稲田浩司	17		CONFLICT
9784088711881	DRAGON　QUEST（18）	ドラゴンクエスト : ダイの大冒険. 第18巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest-daino-daibouken	三条陸;稲田浩司	18		CONFLICT
9784088711881	DRAGON　QUEST（18）	ドラゴンクエスト : ダイの大冒険. 第18巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest	三条陸;堀井雄二;稲田浩司	18		CONFLICT
9784088711898	DRAGON　QUEST（19）	ドラゴンクエスト : ダイの大冒険. 第19巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest-daino-daibouken	三条陸;稲田浩司	19		CONFLICT
9784088711898	DRAGON　QUEST（19）	ドラゴンクエスト : ダイの大冒険. 第19巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest	三条陸;堀井雄二;稲田浩司	19		CONFLICT
9784088711904	DRAGON　QUEST（20）	ドラゴンクエスト : ダイの大冒険. 第20巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest-daino-daibouken	三条陸;稲田浩司	20		CONFLICT
9784088711904	DRAGON　QUEST（20）	ドラゴンクエスト : ダイの大冒険. 第20巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest	三条陸;堀井雄二;稲田浩司	20		CONFLICT
9784088711911	DRAGON　QUEST（21）	ドラゴンクエスト : ダイの大冒険. 第21巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest-daino-daibouken	三条陸;稲田浩司	21		CONFLICT
9784088711911	DRAGON　QUEST（21）	ドラゴンクエスト : ダイの大冒険. 第21巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest	三条陸;堀井雄二;稲田浩司	21		CONFLICT
9784088711928	DRAGON　QUEST（22）	ドラゴンクエスト = Dragon quest 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest-daino-daibouken	三条陸;稲田浩司	22		CONFLICT
9784088711928	DRAGON　QUEST（22）	ドラゴンクエスト = Dragon quest 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest	三条陸;堀井雄二;稲田浩司	22		CONFLICT
9784088711935	DRAGON　QUEST（23）	ドラゴンクエスト : ダイの大冒険. 第23巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest-daino-daibouken	三条陸;稲田浩司	23		CONFLICT
9784088711935	DRAGON　QUEST（23）	ドラゴンクエスト : ダイの大冒険. 第23巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest	三条陸;堀井雄二;稲田浩司	23		CONFLICT
9784088711942	DRAGON　QUEST（24）	ドラゴンクエスト : ダイの大冒険. 第24巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest-daino-daibouken	三条陸;稲田浩司	24		CONFLICT
9784088711942	DRAGON　QUEST（24）	ドラゴンクエスト : ダイの大冒険. 第24巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest	三条陸;堀井雄二;稲田浩司	24		CONFLICT
9784088711959	DRAGON　QUEST（25）	ドラゴンクエスト : ダイの大冒険. 第25巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest-daino-daibouken	三条陸;稲田浩司	25		CONFLICT
9784088711959	DRAGON　QUEST（25）	ドラゴンクエスト : ダイの大冒険. 第25巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest	三条陸;堀井雄二;稲田浩司	25		CONFLICT
9784088711966	DRAGON　QUEST（26）	ドラゴンクエスト : ダイの大冒険. 第26巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest-daino-daibouken	三条陸;稲田浩司	26		CONFLICT
9784088711966	DRAGON　QUEST（26）	ドラゴンクエスト : ダイの大冒険. 第26巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest	三条陸;堀井雄二;稲田浩司	26		CONFLICT
9784088711973	DRAGON　QUEST（27）	ドラゴンクエスト : ダイの大冒険. 第27巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest-daino-daibouken	三条陸;稲田浩司	27		CONFLICT
9784088711973	DRAGON　QUEST（27）	ドラゴンクエスト : ダイの大冒険. 第27巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest	三条陸;堀井雄二;稲田浩司	27		CONFLICT
9784088711980	DRAGON　QUEST（28）	ドラゴンクエスト : ダイの大冒険. 第28巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest-daino-daibouken	三条陸;稲田浩司	28		CONFLICT
9784088711980	DRAGON　QUEST（28）	ドラゴンクエスト : ダイの大冒険. 第28巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest	三条陸;堀井雄二;稲田浩司	28		CONFLICT
9784088711997	DRAGON　QUEST（29）	ドラゴンクエスト : ダイの大冒険. 第29巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest-daino-daibouken	三条陸;稲田浩司	29		CONFLICT
9784088711997	DRAGON　QUEST（29）	ドラゴンクエスト : ダイの大冒険. 第29巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest	三条陸;堀井雄二;稲田浩司	29		CONFLICT
9784088712000	DRAGON　QUEST（30）	ドラゴンクエスト : ダイの大冒険. 第30巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest-daino-daibouken	三条陸;稲田浩司	30		CONFLICT
9784088712000	DRAGON　QUEST（30）	ドラゴンクエスト : ダイの大冒険. 第30巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest	三条陸;堀井雄二;稲田浩司	30		CONFLICT
9784088718323	BASTARD!! 10	Bastard!! : 暗黒の破壊神. 10 (	萩原一至	bastard	萩原一至	basutaado	岸間信明;萩原一至	10		CONFLICT
9784088718330	BASTARD!! 11	Bastard!! : 暗黒の破壊神. 11 (	萩原一至	bastard	萩原一至	basutaado	岸間信明;萩原一至	11		CONFLICT
9784088718347	BASTARD!! 12	Bastard!! : 暗黒の破壊神. 12 (	萩原一至	bastard	萩原一至	basutaado	岸間信明;萩原一至	12		CONFLICT
9784088718354	BASTARD!! 13	Bastard!! : 暗黒の破壊神. 13	萩原一至	bastard	萩原一至	basutaado	岸間信明;萩原一至	13		CONFLICT
9784088718378	BASTARD!! 15	Bastard!! : 暗黒の破壊神. 15	萩原一至	bastard	萩原一至	basutaado	岸間信明;萩原一至	15		CONFLICT
9784088722016	DRAGON　QUEST（31）	ドラゴンクエスト : ダイの大冒険. 第31巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest-daino-daibouken	三条陸;稲田浩司	31		CONFLICT
9784088722016	DRAGON　QUEST（31）	ドラゴンクエスト : ダイの大冒険. 第31巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest	三条陸;堀井雄二;稲田浩司	31		CONFLICT
9784088722023	DRAGON　QUEST（32）	ドラゴンクエスト : ダイの大冒険. 第32巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest-daino-daibouken	三条陸;稲田浩司	32		CONFLICT
9784088722023	DRAGON　QUEST（32）	ドラゴンクエスト : ダイの大冒険. 第32巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest	三条陸;堀井雄二;稲田浩司	32		CONFLICT
9784088722030	DRAGON　QUEST（33）	ドラゴンクエスト : ダイの大冒険. 第33巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest-daino-daibouken	三条陸;稲田浩司	33		CONFLICT
9784088722030	DRAGON　QUEST（33）	ドラゴンクエスト : ダイの大冒険. 第33巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest	三条陸;堀井雄二;稲田浩司	33		CONFLICT
9784088722047	DRAGON　QUEST（34）	ドラゴンクエスト : ダイの大冒険. 第34巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest-daino-daibouken	三条陸;稲田浩司	34		CONFLICT
9784088722047	DRAGON　QUEST（34）	ドラゴンクエスト : ダイの大冒険. 第34巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest	三条陸;堀井雄二;稲田浩司	34		CONFLICT
9784088722054	DRAGON　QUEST（35）	ドラゴンクエスト : ダイの大冒険. 第35巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest-daino-daibouken	三条陸;稲田浩司	35		CONFLICT
9784088722054	DRAGON　QUEST（35）	ドラゴンクエスト : ダイの大冒険. 第35巻 	三条陸	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	dragon-quest	三条陸;堀井雄二;稲田浩司	35		CONFLICT
9784088722061	ドラゴンクエスト（第36巻）	ドラゴンクエスト : ダイの大冒険. 第36巻 	三条陸	dragon-quest-daino-daibouken	三条陸;稲田浩司	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	36		CONFLICT
9784088722078	ドラゴンクエスト（第37巻）	ドラゴンクエスト : ダイの大冒険. 第37巻 	三条陸	dragon-quest-daino-daibouken	三条陸;稲田浩司	dragon-quest-dai-no-daibouken	三条陸;稲田浩司	37		CONFLICT
9784088744407	忍空零	忍空零 : 忍空短編集	桐山光侍	ninkuu-zero	桐山光侍	ninku-kazu-2006	桐山光侍	1	9784088711065	CONFLICT
9784088783727	Box（2）	Box. 2	六田登	(所有者不明)		box-rokuda-2002	六田登	2		CONFLICT
9784088783857	Box（3）	Box. round 3	六田登	(所有者不明)		box-rokuda-2002	六田登	3		CONFLICT
9784091238214	ますらお（1）	ますらお : 秘本義経記. 1	北崎拓	masurao	北崎拓	hihon-gikeiki	北崎拓	1		CONFLICT
9784091238221	ますらお（2）	ますらお : 秘本義経記. 2	北崎拓	masurao	北崎拓	hihon-gikeiki	北崎拓	2		CONFLICT
9784091238238	ますらお（3）	ますらお : 秘本義経記. 3	北崎拓	masurao	北崎拓	hihon-gikeiki	北崎拓	3		CONFLICT
9784091238245	ますらお（4）	ますらお : 秘本義経記. 4	北崎拓	masurao	北崎拓	hihon-gikeiki	北崎拓	4		CONFLICT
9784091238252	ますらお（5）	ますらお : 秘本義経記. 5	北崎拓	masurao	北崎拓	hihon-gikeiki	北崎拓	5		CONFLICT
9784091238269	ますらお（6）	ますらお : 秘本義経記. 6	北崎拓	masurao	北崎拓	hihon-gikeiki	北崎拓	6		CONFLICT
9784091238276	ますらお（7）	ますらお : 秘本義経記. 7	北崎拓	masurao	北崎拓	hihon-gikeiki	北崎拓	7		CONFLICT
9784091238283	ますらお（8）	ますらお : 秘本義経記. 8	北崎拓	masurao	北崎拓	hihon-gikeiki	北崎拓	8		CONFLICT
9784091304490	ケータイが落ちていた。	ケータイが落ちていた。	赤石路代	keetai-ga-ochiteita	赤石路代	seven-piisu	赤石路代	1		CONFLICT
9784091322661	人魚姫と半魚人王子	人魚姫と半魚人王子	清原なつの	ningyo-hime-to-hangyojin-ouji	清原なつの	amefuri-hime-to-sabaku-ouji	清原なつの	1		CONFLICT
9784091365811	軌道はずれの迷惑星	軌道はずれの迷惑星	やぶうち優	mobile-hazure-no-meiwakusei	やぶうち優	onegai-maruchi-kun	やぶうち優	1		CONFLICT
9784091373113	Happyのrecipe（1）	Happyのrecipe	兄崎ゆな	happy-no-recipe	兄崎ゆな	check	兄崎ゆな	1		CONFLICT
9784091400017	ドラえもん（1)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	1		LOW
9784091400024	ドラえもん（2)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	2		LOW
9784091400055	ドラえもん（5)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	5		LOW
9784091400079	ドラえもん（7)	ドラえもん 1	藤子不二雄	doraemon	不二雄;手塚企;朝松健;藤子	doraemon-2013	不二雄;藤子	7		LOW
9784091400093	ドラえもん（9)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	9		LOW
9784091400109	ドラえもん（10)	ドラえもん 10	不二雄;藤子	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	10		CONFLICT
9784091401014	ドラえもん（11)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	11		LOW
9784091401021	ドラえもん（12)	ドラえもん 1	藤子不二雄	doraemon	不二雄;手塚企;朝松健;藤子	doraemon-2013	不二雄;藤子	12		LOW
9784091401038	ドラえもん（13)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	13		LOW
9784091401045	ドラえもん（14)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	14		LOW
9784091401052	ドラえもん（15)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	15		LOW
9784091401076	ドラえもん（17)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	17		LOW
9784091401083	ドラえもん（18)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	18		LOW
9784091401090	ドラえもん（19)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	19		LOW
9784091401106	ドラえもん（20)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	20		LOW
9784091403988	ポケットモンスタースペシャル（27）	ポケットモンスターspecial. 27	シナリオ;日下秀憲	pocket-monsters-special	日下秀憲;真斗	pocket-monsters-special-2014	山本サトシ;日下秀憲	27		CONFLICT
9784091405029	ドラえもん（22)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	22		LOW
9784091405043	ドラえもん（24)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	24		LOW
9784091405050	ドラえもん（25)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	25		LOW
9784091405067	ドラえもん（26)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	26		LOW
9784091405074	ドラえもん（27)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	27		LOW
9784091405081	ドラえもん（28)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	28		LOW
9784091405098	ドラえもん（29)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	29		LOW
9784091405104	ドラえもん（30)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	30		LOW
9784091407436	ポケットモンスタースペシャル（29）	ポケットモンスターspecial. 29	シナリオ;日下秀憲	pocket-monsters-special	日下秀憲;真斗	pocket-monsters-special-2014	山本サトシ;日下秀憲	29		CONFLICT
9784091408013	ドラえもん（31)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	31		LOW
9784091408020	ドラえもん（32)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	32		LOW
9784091408037	ドラえもん（33)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	33		LOW
9784091408044	ドラえもん（34)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	34		LOW
9784091408051	ドラえもん（35)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	35		LOW
9784091408068	ドラえもん（36)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	36		LOW
9784091408075	ドラえもん（37)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	37		LOW
9784091408082	ドラえもん（38)	ドラえもん 1	藤子不二雄	doraemon-2002	不二雄;藤子	doraemon-2013	不二雄;藤子	38		LOW
9784091408099	ドラえもん（39)	ドラえもん 1	藤子不二雄	doraemon	不二雄;手塚企;朝松健;藤子	doraemon-2013	不二雄;藤子	39		LOW
9784091408815		うさねこちゃん. 第1巻	立原あゆみ	(所有者不明)		ginneko-minmin	立原あゆみ	1		CONFLICT
9784091408815		うさねこちゃん. 第1巻	立原あゆみ	(所有者不明)		usaneko-chan	立原あゆみ	1		CONFLICT
9784091408822		うさねこちゃん. 第2巻	立原あゆみ	(所有者不明)		ginneko-minmin	立原あゆみ	2		CONFLICT
9784091408822		うさねこちゃん. 第2巻	立原あゆみ	(所有者不明)		usaneko-chan	立原あゆみ	2		CONFLICT
9784091408877	ポケットモンスタースペシャル（34）	ポケットモンスターspecial. 34	シナリオ;日下秀憲	pocket-monsters-special	日下秀憲;真斗	pocket-monsters-special-2014	山本サトシ;日下秀憲	34		CONFLICT
9784091411181	ポケットモンスタースペシャル（36）	ポケットモンスターspecial. 36	シナリオ;日下秀憲	pocket-monsters-special	日下秀憲;真斗	pocket-monsters-special-2014	山本サトシ;日下秀憲	36		CONFLICT
9784091413147	ポケットモンスタースペシャル（39）	ポケットモンスターspecial. 39	シナリオ;日下秀憲	pocket-monsters-special	日下秀憲;真斗	pocket-monsters-special-2014	山本サトシ;日下秀憲	39		CONFLICT
9784091415837	ポケットモンスタースペシャル（43）	ポケットモンスターSPECIAL = POCKE	シナリオ;日下秀憲	pocket-monsters-special	日下秀憲;真斗	pocket-monsters-special-2014	山本サトシ;日下秀憲	43		CONFLICT
9784091415875	ポケットモンスタースペシャル（47）	ポケットモンスターSPECIAL = POCKE	シナリオ;日下秀憲	pocket-monsters-special	日下秀憲;真斗	pocket-monsters-special-2014	山本サトシ;日下秀憲	47		CONFLICT
9784091416254	ポケットモンスタースペシャル 48	ポケットモンスターSPECIAL = POCKE	シナリオ;日下秀憲	pocket-monsters-special	日下秀憲;真斗	pocket-monsters-special-2014	山本サトシ;日下秀憲	48		CONFLICT
9784091416445	ポケットモンスタースペシャル 44	ポケットモンスターSPECIAL = POCKE	シナリオ;日下秀憲	pocket-monsters-special	日下秀憲;真斗	pocket-monsters-special-2014	山本サトシ;日下秀憲	44		CONFLICT
9784091416841	ポケットモンスタースペシャル（45）	ポケットモンスターSPECIAL = POCKE	シナリオ;日下秀憲	pocket-monsters-special	日下秀憲;真斗	pocket-monsters-special-2014	山本サトシ;日下秀憲	45		CONFLICT
9784091416889	ポケットモンスタースペシャル 46	ポケットモンスターSPECIAL = POCKE	シナリオ;日下秀憲	pocket-monsters-special	日下秀憲;真斗	pocket-monsters-special-2014	山本サトシ;日下秀憲	46		CONFLICT
9784091416995	ポケットモンスタースペシャル（49）	ポケットモンスターSPECIAL = POCKE	シナリオ;日下秀憲	pocket-monsters-special	日下秀憲;真斗	pocket-monsters-special-2014	山本サトシ;日下秀憲	49		CONFLICT
9784091418098	ポケットモンスタースペシャル 51	ポケットモンスターSPECIAL = POCKE	シナリオ;日下秀憲	pocket-monsters-special	日下秀憲;真斗	pocket-monsters-special-2014	山本サトシ;日下秀憲	51		CONFLICT
9784091418944	ポケットモンスタースペシャル 52	ポケットモンスターSPECIAL = POCKE	シナリオ;日下秀憲	pocket-monsters-special	日下秀憲;真斗	pocket-monsters-special-2014	山本サトシ;日下秀憲	52		CONFLICT
