shared_isbn	rakuten_title	n_owners	owner_slug	wrong_slug	wrong_vol	proposed_isbn	how
9784091425171	ポケットモンスター（第7巻）	1	pocket-monsters	pocket-monsters-special-2014	7		NDL要(meta)
9784091425188	ポケットモンスター（第8巻）	1	pocket-monsters	pocket-monsters-special-2014	8		NDL要(meta)
9784091425195	ポケットモンスター（第9巻）	1	pocket-monsters	pocket-monsters-special-2014	9		NDL要(meta)
9784091425201	ポケットモンスター（第10巻）	1	pocket-monsters	pocket-monsters-special-2014	10		NDL要(meta)
9784091425843	デュエル・マスターズ（第1巻）	1	duel-masters-2017	duel-masters	1		NDL要(meta)
9784091425850	デュエル・マスターズ（第2巻）	1	duel-masters-2017	duel-masters	2		NDL要(meta)
9784091425867	デュエル・マスターズ（第3巻）	1	duel-masters-2017	duel-masters	3		NDL要(meta)
9784091425874	デュエル・マスターズ（第4巻）	1	duel-masters-2017	duel-masters	4		NDL要(meta)
9784091425881	デュエル・マスターズ（第5巻）	1	duel-masters-2017	duel-masters	5		NDL要(meta)
9784091425898	デュエル・マスターズ（第6巻）	1	duel-masters-2017	duel-masters	6		NDL要(meta)
9784091425904	デュエル・マスターズ（第7巻）	1	duel-masters-2017	duel-masters	7		NDL要(meta)
9784091426086	デュエル・マスターズ（第8巻）	1	duel-masters-2017	duel-masters	8		NDL要(meta)
9784091426093	デュエル・マスターズ（第9巻）	1	duel-masters-2017	duel-masters	9		NDL要(meta)
9784091426109	デュエル・マスターズ（第10巻）	1	duel-masters-2017	duel-masters	10		NDL要(meta)
9784091427458	ポケットモンスタースペシャル（54）	1	pocket-monsters-special	pocket-monsters-special-2014	54		NDL要(meta)
9784091427465	ポケットモンスタースペシャル（55）	1	pocket-monsters-special	pocket-monsters-special-2014	55		NDL要(meta)
9784091430113	ポケットモンスター（第11巻）	1	pocket-monsters	pocket-monsters-special-2014	11		NDL要(meta)
9784091430120	ポケットモンスター（12）	1	pocket-monsters	pocket-monsters-special-2014	12		NDL要(meta)
9784091431110	デュエル・マスターズ（第11巻）	1	duel-masters-2017	duel-masters	11		NDL要(meta)
9784091431127	デュエル・マスターズ（第12巻）	1	duel-masters-2017	duel-masters	12		NDL要(meta)
9784091431134	デュエル・マスターズ（第13巻）	1	duel-masters-2017	duel-masters	13		NDL要(meta)
9784091431141	デュエル・マスターズ（第14巻）	1	duel-masters-2017	duel-masters	14		NDL要(meta)
9784091431158	デュエル・マスターズ（第15巻）	1	duel-masters-2017	duel-masters	15		NDL要(meta)
9784091431172	デュエル・マスターズ（17）	1	duel-masters-2017	duel-masters	17		NDL要(meta)
9784091432346	ポケットモンスタースペシャル（56）	1	pocket-monsters-special	pocket-monsters-special-2014	56		NDL要(meta)
9784091432483	ポケットモンスタースペシャル（57）	1	pocket-monsters-special	pocket-monsters-special-2014	57		NDL要(meta)
9784091432773	ポケットモンスタースペシャル（58）	1	pocket-monsters-special	pocket-monsters-special-2014	58		NDL要(meta)
9784091433084	ポケットモンスタースペシャル（59）	1	pocket-monsters-special	pocket-monsters-special-2014	59		NDL要(meta)
9784091433435	ポケットモンスタースペシャル（60）	1	pocket-monsters-special	pocket-monsters-special-2014	60		NDL要(meta)
9784091433893	ポケットモンスタースペシャル（61）	1	pocket-monsters-special	pocket-monsters-special-2014	61		NDL要(meta)
9784091435279	ポケットモンスタースペシャル（62）	1	pocket-monsters-special	pocket-monsters-special-2014	62		NDL要(meta)
9784091435644	ポケットモンスタースペシャル（63）	1	pocket-monsters-special	pocket-monsters-special-2014	63		NDL要(meta)
9784091435859	ポケットモンスタースペシャル（64）	1	pocket-monsters-special	pocket-monsters-special-2014	64		NDL要(meta)
9784091490018		0	(所有者不明)	god-mazinger	1		NDL要(meta)
9784091490018		0	(所有者不明)	majindensetsu	1		NDL要(meta)
9784091490025		0	(所有者不明)	god-mazinger	2		NDL要(meta)
9784091490025		0	(所有者不明)	majindensetsu	2		NDL要(meta)
9784091490032		0	(所有者不明)	god-mazinger	3		NDL要(meta)
9784091490032		0	(所有者不明)	majindensetsu	3		NDL要(meta)
9784091490049		0	(所有者不明)	god-mazinger	4		NDL要(meta)
9784091490049		0	(所有者不明)	majindensetsu	4		NDL要(meta)
9784091500397		0	(所有者不明)	esper-mami-1996-2	9		NDL要(meta)
9784091500397		0	(所有者不明)	esper-mami-1996	9		NDL要(meta)
9784091500397		0	(所有者不明)	esper-mami	9		NDL要(meta)
9784091511713	Ichigo（1）	1	ichigo	nito-monogatari	1		NDL要(meta)
9784091511720	Ichigo（2）	1	ichigo	nito-monogatari	2		NDL要(meta)
9784091511737	Ichigo（3）	1	ichigo	nito-monogatari	3		NDL要(meta)
9784091511744	Ichigo（4）	1	ichigo	nito-monogatari	4		NDL要(meta)
9784091511751	Ichigo（5）	1	ichigo	nito-monogatari	5		NDL要(meta)
9784091511768	Ichigo（6）	1	ichigo	nito-monogatari	6		NDL要(meta)
9784091511775	Ichigo（7）	1	ichigo	nito-monogatari	7		NDL要(meta)
9784091511782	Ichigo（8）	1	ichigo	nito-monogatari	8		NDL要(meta)
9784091511799	Ichigo（9）	1	ichigo	nito-monogatari	9		NDL要(meta)
9784091511805	Ichigo（10）	1	ichigo	nito-monogatari	10		NDL要(meta)
9784091590015	MONSTER（18）	1	monster	gogo-monster	18		NDL要(meta)
9784091591852	ポケットモンスタースペシャル ／ 50 初版限定特別版	1	pocket-monsters-special	pocket-monsters-special-2014	50		NDL要(meta)
9784091787613	たたらの辻に…	1	tatara-no-tsuji-ni	minamo-no-sato-minasoko-no-mori	1		NDL要(meta)
9784091823311	14歳（1）	1	14	4teen	1		NDL要(meta)
9784091823328	14歳（2）	1	14	4teen	2		NDL要(meta)
9784091823335	14歳（3）	1	14	4teen	3		NDL要(meta)
9784091823342	14歳（4）	1	14	4teen	4		NDL要(meta)
9784091823359	14歳（5）	1	14	4teen	5		NDL要(meta)
9784091823366	14歳（6）	1	14	4teen	6		NDL要(meta)
9784091823373	14歳（7）	1	14	4teen	7		NDL要(meta)
9784091823380	14歳（8）	1	14	4teen	8		NDL要(meta)
9784091823397	14歳（9）	1	14	4teen	9		NDL要(meta)
9784091823403	14歳（10）	1	14	4teen	10		NDL要(meta)
9784091823519	Answer（1）	1	answer-1990	answer	1		NDL要(meta)
9784091823526	Answer（2）	1	answer-1990	answer	2		NDL要(meta)
9784091833112	14歳（11）	1	14	4teen	11		NDL要(meta)
9784091833129	14歳（12）	1	14	4teen	12		NDL要(meta)
9784091833136	14歳（13）	1	14	4teen	13		NDL要(meta)
9784091833143	14歳（14）	1	14	4teen	14		NDL要(meta)
9784091833150	14歳（15）	1	14	4teen	15		NDL要(meta)
9784091833167	14歳（16）	1	14	4teen	16		NDL要(meta)
9784091833174	14歳（17）	1	14	4teen	17		NDL要(meta)
9784091833181	14歳（18）	1	14	4teen	18		NDL要(meta)
9784091833198	14歳（19）	1	14	4teen	19		NDL要(meta)
9784091833204	14歳（20）	1	14	4teen	20		NDL要(meta)
9784091836519	MONSTER（1）	1	monster	gogo-monster	1		NDL要(meta)
9784091836526	MONSTER（2）	1	monster	gogo-monster	2		NDL要(meta)
9784091836533	MONSTER（3）	1	monster	gogo-monster	3		NDL要(meta)
9784091836540	MONSTER（4）	1	monster	gogo-monster	4		NDL要(meta)
9784091836557	MONSTER（5）	1	monster	gogo-monster	5		NDL要(meta)
9784091836564	MONSTER（6）	1	monster	gogo-monster	6		NDL要(meta)
9784091836571	MONSTER（7）	1	monster	gogo-monster	7		NDL要(meta)
9784091836588	MONSTER（8）	1	monster	gogo-monster	8		NDL要(meta)
9784091836595	MONSTER（9）	1	monster	gogo-monster	9		NDL要(meta)
9784091836601	MONSTER（10）	1	monster	gogo-monster	10		NDL要(meta)
9784091840318	Gym（1）	1	gym	gym-2000	1		NDL要(meta)
9784091840325	Gym（2）	1	gym	gym-2000	2		NDL要(meta)
9784091852717	MONSTER（11）	1	monster	gogo-monster	11		NDL要(meta)
9784091852724	MONSTER（12）	1	monster	gogo-monster	12		NDL要(meta)
9784091852731	MONSTER（13）	1	monster	gogo-monster	13		NDL要(meta)
9784091852748	MONSTER（14）	1	monster	gogo-monster	14		NDL要(meta)
9784091852755	MONSTER（15）	1	monster	gogo-monster	15		NDL要(meta)
9784091852762	MONSTER（16）	1	monster	gogo-monster	16		NDL要(meta)
9784091852779	MONSTER（17）	1	monster	gogo-monster	17		NDL要(meta)
9784091910165	ゴールデンライラック（1）	1	golden-lilac	bara-no-kabin	1		NDL要(meta)
9784091914149	SAINT（1）	1	saint	saint-bladers	1		NDL要(meta)
9784091914156	SAINT（2）	1	saint	saint-bladers	2		NDL要(meta)
9784091914163	SAINT（3）	1	saint	saint-bladers	3		NDL要(meta)
9784091916105	セブンピース	1	seven-piisu	keetai-ga-ochiteita	1		NDL要(meta)
9784091925817	14歳（1）	1	14	4teen	1		NDL要(meta)
9784091925824	14歳（2）	1	14	4teen	2		NDL要(meta)
9784091925831	14歳（3）	1	14	4teen	3		NDL要(meta)
9784091925848	14歳（4）	1	14	4teen	4		NDL要(meta)
9784091925855	14歳（5）	1	14	4teen	5		NDL要(meta)
9784091925862	14歳（6）	1	14	4teen	6		NDL要(meta)
9784091925879	14歳（7）	1	14	4teen	7		NDL要(meta)
9784091925886	14歳（8）	1	14	4teen	8		NDL要(meta)
9784091925893	14歳（9）	1	14	4teen	9		NDL要(meta)
9784091925909	14歳（10）	1	14	4teen	10		NDL要(meta)
9784091925916	14歳（11）	1	14	4teen	11		NDL要(meta)
9784091925923	14歳（12）	1	14	4teen	12		NDL要(meta)
9784091925930	14歳（13）	1	14	4teen	13		NDL要(meta)
9784091940018	ドラえもん 1［恋愛編］	3	doraemon-1994	doraemon-2013	1		NDL要(meta)
9784098713011	Bite Maker 〜王様のΩ〜（7）	1	bite-maker-ousamanoomega	bite-maker-ousamanoomega-2	7		NDL要(meta)
9784107722867	東京トイボクシーズ 1	1	tokyo-toyboxes-2020	tokyo-toyboxes	1		NDL要(meta)
9784107723031	東京トイボクシーズ 2	1	tokyo-toyboxes-2020	tokyo-toyboxes	2		NDL要(meta)
9784107723765	東京トイボクシーズ 3	1	tokyo-toyboxes-2020	tokyo-toyboxes	3		NDL要(meta)
9784107725783	東京トイボクシーズ 4	1	tokyo-toyboxes-2020	tokyo-toyboxes	4		NDL要(meta)
9784107725790	東京トイボクシーズ 5	1	tokyo-toyboxes-2020	tokyo-toyboxes	5		NDL要(meta)
9784120017469	ウェディング・ドレス	1	wedding-dress	shiroi-egumonto	1		NDL要(meta)
9784124102673	ドラえもん（40）	1	doraemon	doraemon-2013	40		NDL要(meta)
9784124102710	ドラえもん（41）	1	doraemon	doraemon-2013	41		NDL要(meta)
9784124102758	ドラえもん（42）	1	doraemon	doraemon-2013	42		NDL要(meta)
9784124102796	ドラえもん（43）	1	doraemon	doraemon-2013	43		NDL要(meta)
9784124102840	ドラえもん（44）	1	doraemon	doraemon-2013	44		NDL要(meta)
9784124102864	ドラえもん（45）	1	doraemon	doraemon-2013	45		NDL要(meta)
9784124104455	エロイカ（第13巻）	1	eroika	eikou-no-naporeon	13		NDL要(meta)
9784124104493	エロイカ（第14巻）	1	eroika	eikou-no-naporeon	14		NDL要(meta)
9784124901658	マンガギリシア神話（1）	1	manga-girishia-shinwa	aporon-no-kanashimi	1		NDL要(meta)
9784124901658	マンガギリシア神話（1）	1	manga-girishia-shinwa	eiyuu-herakuresu	1		NDL要(meta)
9784124901658	マンガギリシア神話（1）	1	manga-girishia-shinwa	higeki-no-ou-oidipusu	1		NDL要(meta)
9784124901658	マンガギリシア神話（1）	1	manga-girishia-shinwa	meikai-no-orufeusu	1		NDL要(meta)
9784124901658	マンガギリシア神話（1）	1	manga-girishia-shinwa	odeyusseusu-no-koukai	1		NDL要(meta)
9784124901658	マンガギリシア神話（1）	1	manga-girishia-shinwa	oryunposu-no-kamigami	1		NDL要(meta)
9784124901658	マンガギリシア神話（1）	1	manga-girishia-shinwa	toroi-no-mokuba	1		NDL要(meta)
9784124901665	マンガギリシア神話（2）	1	manga-girishia-shinwa	aporon-no-kanashimi	2		NDL要(meta)
9784124901665	マンガギリシア神話（2）	1	manga-girishia-shinwa	eiyuu-herakuresu	2		NDL要(meta)
9784124901665	マンガギリシア神話（2）	1	manga-girishia-shinwa	higeki-no-ou-oidipusu	2		NDL要(meta)
9784124901665	マンガギリシア神話（2）	1	manga-girishia-shinwa	meikai-no-orufeusu	2		NDL要(meta)
9784124901665	マンガギリシア神話（2）	1	manga-girishia-shinwa	odeyusseusu-no-koukai	2		NDL要(meta)
9784124901665	マンガギリシア神話（2）	1	manga-girishia-shinwa	oryunposu-no-kamigami	2		NDL要(meta)
9784124901665	マンガギリシア神話（2）	1	manga-girishia-shinwa	toroi-no-mokuba	2		NDL要(meta)
9784124901672	マンガギリシア神話（3）	1	manga-girishia-shinwa	aporon-no-kanashimi	3		NDL要(meta)
9784124901672	マンガギリシア神話（3）	1	manga-girishia-shinwa	eiyuu-herakuresu	3		NDL要(meta)
9784124901672	マンガギリシア神話（3）	1	manga-girishia-shinwa	higeki-no-ou-oidipusu	3		NDL要(meta)
9784124901672	マンガギリシア神話（3）	1	manga-girishia-shinwa	meikai-no-orufeusu	3		NDL要(meta)
9784124901672	マンガギリシア神話（3）	1	manga-girishia-shinwa	odeyusseusu-no-koukai	3		NDL要(meta)
9784124901672	マンガギリシア神話（3）	1	manga-girishia-shinwa	oryunposu-no-kamigami	3		NDL要(meta)
9784124901672	マンガギリシア神話（3）	1	manga-girishia-shinwa	toroi-no-mokuba	3		NDL要(meta)
9784124901689	マンガギリシア神話（4）	1	manga-girishia-shinwa	aporon-no-kanashimi	4		NDL要(meta)
9784124901689	マンガギリシア神話（4）	1	manga-girishia-shinwa	eiyuu-herakuresu	4		NDL要(meta)
9784124901689	マンガギリシア神話（4）	1	manga-girishia-shinwa	higeki-no-ou-oidipusu	4		NDL要(meta)
9784124901689	マンガギリシア神話（4）	1	manga-girishia-shinwa	meikai-no-orufeusu	4		NDL要(meta)
9784124901689	マンガギリシア神話（4）	1	manga-girishia-shinwa	odeyusseusu-no-koukai	4		NDL要(meta)
9784124901689	マンガギリシア神話（4）	1	manga-girishia-shinwa	oryunposu-no-kamigami	4		NDL要(meta)
9784124901689	マンガギリシア神話（4）	1	manga-girishia-shinwa	toroi-no-mokuba	4		NDL要(meta)
9784124901696	マンガギリシア神話（5）	1	manga-girishia-shinwa	aporon-no-kanashimi	5		NDL要(meta)
9784124901696	マンガギリシア神話（5）	1	manga-girishia-shinwa	eiyuu-herakuresu	5		NDL要(meta)
9784124901696	マンガギリシア神話（5）	1	manga-girishia-shinwa	higeki-no-ou-oidipusu	5		NDL要(meta)
9784124901696	マンガギリシア神話（5）	1	manga-girishia-shinwa	meikai-no-orufeusu	5		NDL要(meta)
9784124901696	マンガギリシア神話（5）	1	manga-girishia-shinwa	odeyusseusu-no-koukai	5		NDL要(meta)
9784124901696	マンガギリシア神話（5）	1	manga-girishia-shinwa	oryunposu-no-kamigami	5		NDL要(meta)
9784124901696	マンガギリシア神話（5）	1	manga-girishia-shinwa	toroi-no-mokuba	5		NDL要(meta)
9784124901702	マンガギリシア神話（6）	1	manga-girishia-shinwa	aporon-no-kanashimi	6		NDL要(meta)
9784124901702	マンガギリシア神話（6）	1	manga-girishia-shinwa	eiyuu-herakuresu	6		NDL要(meta)
9784124901702	マンガギリシア神話（6）	1	manga-girishia-shinwa	higeki-no-ou-oidipusu	6		NDL要(meta)
9784124901702	マンガギリシア神話（6）	1	manga-girishia-shinwa	meikai-no-orufeusu	6		NDL要(meta)
9784124901702	マンガギリシア神話（6）	1	manga-girishia-shinwa	odeyusseusu-no-koukai	6		NDL要(meta)
9784124901702	マンガギリシア神話（6）	1	manga-girishia-shinwa	oryunposu-no-kamigami	6		NDL要(meta)
9784124901702	マンガギリシア神話（6）	1	manga-girishia-shinwa	toroi-no-mokuba	6		NDL要(meta)
9784124901719	マンガギリシア神話（7）	1	manga-girishia-shinwa	aporon-no-kanashimi	7		NDL要(meta)
9784124901719	マンガギリシア神話（7）	1	manga-girishia-shinwa	eiyuu-herakuresu	7		NDL要(meta)
9784124901719	マンガギリシア神話（7）	1	manga-girishia-shinwa	higeki-no-ou-oidipusu	7		NDL要(meta)
9784124901719	マンガギリシア神話（7）	1	manga-girishia-shinwa	meikai-no-orufeusu	7		NDL要(meta)
9784124901719	マンガギリシア神話（7）	1	manga-girishia-shinwa	odeyusseusu-no-koukai	7		NDL要(meta)
9784124901719	マンガギリシア神話（7）	1	manga-girishia-shinwa	oryunposu-no-kamigami	7		NDL要(meta)
9784124901719	マンガギリシア神話（7）	1	manga-girishia-shinwa	toroi-no-mokuba	7		NDL要(meta)
9784124901726	マンガギリシア神話（8）	1	manga-girishia-shinwa	aporon-no-kanashimi	8		NDL要(meta)
9784124901726	マンガギリシア神話（8）	1	manga-girishia-shinwa	eiyuu-herakuresu	8		NDL要(meta)
9784124901726	マンガギリシア神話（8）	1	manga-girishia-shinwa	higeki-no-ou-oidipusu	8		NDL要(meta)
9784124901726	マンガギリシア神話（8）	1	manga-girishia-shinwa	meikai-no-orufeusu	8		NDL要(meta)
9784124901726	マンガギリシア神話（8）	1	manga-girishia-shinwa	odeyusseusu-no-koukai	8		NDL要(meta)
9784124901726	マンガギリシア神話（8）	1	manga-girishia-shinwa	oryunposu-no-kamigami	8		NDL要(meta)
9784124901726	マンガギリシア神話（8）	1	manga-girishia-shinwa	toroi-no-mokuba	8		NDL要(meta)
9784160900073	Wings（3）	1	wings	wings-1995	3		NDL要(meta)
9784160900141	Wings（4）	1	wings	wings-1995	4		NDL要(meta)
9784160900158	Wings（5）	1	wings	wings-1995	5		NDL要(meta)
9784160900189	Wings（6）	1	wings	wings-1995	6		NDL要(meta)
9784168110313	天人唐草	1	tenjinkarakusa	natsu-no-guuwa	1		NDL要(meta)
9784168110412	階段宮殿	1	kaidan-kyuuden	tenkafun	1		NDL要(meta)
9784197900039	ロマンシングサガ1	1	romanshingu-saga	romancing-saga	1		NDL要(meta)
9784197900053	ロマンシングサガ1（2）	1	romanshingu-saga	romancing-saga	2		NDL要(meta)
9784197900091	ロマンシングサガ2（3）	1	romanshingu-saga	romancing-saga	3		NDL要(meta)
9784199802287	義風堂々！！疾風の軍師ー黒田官兵衛ー（3）	1	gifuu-doudou	gifuu-doudou-naoe-kanetsugu-maeda-deka-hanagatari	3		NDL要(meta)
9784253014748	W3（ワンダースリー）（2）	1	w3	wonder-three	2		NDL要(meta)
9784253045513	ブッキラによろしく（1）	1	bukkira-ni-yoroshiku	kibando	1		NDL要(meta)
9784253045520	ブッキラによろしく（2）	1	bukkira-ni-yoroshiku	kibando	2		NDL要(meta)
9784253062039	W3（ワンダースリー）（1）	1	w3	wonder-three	1		NDL要(meta)
9784253092531	闇都市伝説ブラック・サイト	1	yami-toshi-densetsu	kimi-no-tonari	1		NDL要(meta)
9784253092548	闇都市伝説（2）	1	yami-toshi-densetsu	kimi-no-tonari	2		NDL要(meta)
9784253092609	闇都市伝説（3）	1	yami-toshi-densetsu	kimi-no-tonari	3		NDL要(meta)
9784253144735	JIHAD（2）	1	jihad	jihad-sadakane-1993	2		NDL要(meta)
9784253144742	JIHAD（3）	1	jihad	jihad-sadakane-1993	3		NDL要(meta)
9784253144759	JIHAD（4）	1	jihad	jihad-sadakane-1993	4		NDL要(meta)
9784253144766	JIHAD（5）	1	jihad	jihad-sadakane-1993	5		NDL要(meta)
9784253152983	女王を愛した暗殺者	1	joou-o-aishita-ansatsusha	shiroki-ouji-no-koimonogatari	1		NDL要(meta)
9784253156912	Darkness（1）	1	darkness	darkness-2006	1		NDL要(meta)
9784253156929	Darkness（2）	1	darkness	darkness-2006	2		NDL要(meta)
9784253156936	Darkness（3）	1	darkness	darkness-2006	3		NDL要(meta)
9784253156943	Darkness（4）	1	darkness	darkness-2006	4		NDL要(meta)
9784253156950	Darkness（5）	1	darkness	darkness-2006	5		NDL要(meta)
9784253157452	Darkness（6）	1	darkness	darkness-2006	6		NDL要(meta)
9784253172363	ブッキラによろしく！	1	bukkira-ni-yoroshiku	kibando	1		NDL要(meta)
9784253192255	Complex（5）	1	complex-kikuchi-2002	complex	5		NDL要(meta)
9784253192262	Complex（6）	1	complex-kikuchi-2002	complex	6		NDL要(meta)
9784253192316	Complex（7）	1	complex-kikuchi-2002	complex	7		NDL要(meta)
9784253202213	WORST（5）	1	worst	worst-komuro-1970	5		NDL要(meta)
9784253202220	WORST（6）	1	worst	worst-komuro-1970	6		NDL要(meta)
9784253202237	WORST（7）	1	worst	worst-komuro-1970	7		NDL要(meta)
9784253202244	WORST（8）	1	worst	worst-komuro-1970	8		NDL要(meta)
9784253202251	WORST（9）	1	worst	worst-komuro-1970	9		NDL要(meta)
9784253202268	WORST（10）	1	worst	worst-komuro-1970	10		NDL要(meta)
9784253202275	WORST（11）	1	worst	worst-komuro-1970	11		NDL要(meta)
9784253202282	WORST（12）	1	worst	worst-komuro-1970	12		NDL要(meta)
9784253202299	WORST（13）	1	worst	worst-komuro-1970	13		NDL要(meta)
9784253202305	WORST（14）	1	worst	worst-komuro-1970	14		NDL要(meta)
9784253202312	WORST（15）	1	worst	worst-komuro-1970	15		NDL要(meta)
9784253202329	WORST（16）	1	worst	worst-komuro-1970	16		NDL要(meta)
9784253202336	WORST（17）	1	worst	worst-komuro-1970	17		NDL要(meta)
9784253202343	WORST（18）	1	worst	worst-komuro-1970	18		NDL要(meta)
9784253202350	WORST（19）	1	worst	worst-komuro-1970	19		NDL要(meta)
9784253202367	WORST（20）	1	worst	worst-komuro-1970	20		NDL要(meta)
9784253202374	WORST（21）	1	worst	worst-komuro-1970	21		NDL要(meta)
9784253202381	WORST（22）	1	worst	worst-komuro-1970	22		NDL要(meta)
9784253202398	WORST（23）	1	worst	worst-komuro-1970	23		NDL要(meta)
9784253202404	WORST（24）	1	worst	worst-komuro-1970	24		NDL要(meta)
9784253204415	Two突風！（2）	1	two-toppu	top	2		NDL要(meta)
9784253204422	Two突風！（3）	1	two-toppu	top	3		NDL要(meta)
9784253204439	Two突風！（4）	1	two-toppu	top	4		NDL要(meta)
9784253204446	Two突風！（5）	1	two-toppu	top	5		NDL要(meta)
9784253204453	Two突風！（6）	1	two-toppu	top	6		NDL要(meta)
9784253204460	Two突風！（7）	1	two-toppu	top	7		NDL要(meta)
9784253204477	Two突風！（8）	1	two-toppu	top	8		NDL要(meta)
9784253216159	WORST（25）	1	worst	worst-komuro-1970	25		NDL要(meta)
9784253216166	WORST（26）	1	worst	worst-komuro-1970	26		NDL要(meta)
9784253216173	WORST（ワースト）（27）	1	worst	worst-komuro-1970	27		NDL要(meta)
9784253216180	WORST（28）	1	worst	worst-komuro-1970	28		NDL要(meta)
9784253216197	WORST（29）	1	worst	worst-komuro-1970	29		NDL要(meta)
9784253216203	WORST（30）	1	worst	worst-komuro-1970	30		NDL要(meta)
9784253216210	WORST（31）	1	worst	worst-komuro-1970	31		NDL要(meta)
9784253216227	WORST（32）	1	worst	worst-komuro-1970	32		NDL要(meta)
9784253216234	WORST（33）	1	worst	worst-komuro-1970	33		NDL要(meta)
9784253262545	闇都市伝説（4）	1	yami-toshi-densetsu	kimi-no-tonari	4		NDL要(meta)
9784253262552	闇都市伝説（5）	1	yami-toshi-densetsu	kimi-no-tonari	5		NDL要(meta)
9784257033813	カレイドスコ-プ	1	kaleidoscope	kaleidoscope-1994	1		NDL要(meta)
9784257720010	楳図かずおこわい本（影）	2	kowai-hon	zoku-kowai-hon	1		NDL要(meta)
9784257720065	楳図かずおこわい本（蛇　2）	2	kowai-hon	zoku-kowai-hon	2		NDL要(meta)
9784257723813	コンプレックス（1）	1	complex	complex-kikuchi-2002	1		NDL要(meta)
9784257723868	コンプレックス（2）	1	complex	complex-kikuchi-2002	2		NDL要(meta)
9784257723905	コンプレックス（3）	1	complex	complex-kikuchi-2002	3		NDL要(meta)
9784257724315	我楽多街奇譚新装版	1	garakutamachi-ki-tan	kamen-shounen	1		NDL要(meta)
9784257900382	楳図かずおこわい本（vol．6）	2	kowai-hon	zoku-kowai-hon	6		NDL要(meta)
9784257900399	楳図かずおこわい本（vol．7）	2	kowai-hon	zoku-kowai-hon	7		NDL要(meta)
9784257900405		0	(所有者不明)	kowai-hon	8		NDL要(meta)
9784257900405		0	(所有者不明)	umezu-kazuo-kowai-hon	8		NDL要(meta)
9784257900405		0	(所有者不明)	zoku-kowai-hon	8		NDL要(meta)
9784257900412		0	(所有者不明)	kowai-hon	9		NDL要(meta)
9784257900412		0	(所有者不明)	umezu-kazuo-kowai-hon	9		NDL要(meta)
9784257900412		0	(所有者不明)	zoku-kowai-hon	9		NDL要(meta)
9784257900429	怨念	0	(所有者不明)	kowai-hon	10		NDL要(meta)
9784257900429	怨念	0	(所有者不明)	umezu-kazuo-kowai-hon	10		NDL要(meta)
9784257900429	怨念	0	(所有者不明)	zoku-kowai-hon	10		NDL要(meta)
9784257901914	ジュン新版	1	jun-ishinomori-2003	jun-1997	1		NDL要(meta)
9784257904786	楳図かずおこわい本（vol．5）愛蔵版	2	kowai-hon	zoku-kowai-hon	5		NDL要(meta)
9784257904847	楳図かずおこわい本（vol．11）愛蔵版	2	kowai-hon	zoku-kowai-hon	11		NDL要(meta)
9784257904854	楳図かずおこわい本（vol．12）愛蔵版	2	kowai-hon	zoku-kowai-hon	12		NDL要(meta)
9784257904861	楳図かずおこわい本（vol．13）愛蔵版	2	kowai-hon	zoku-kowai-hon	13		NDL要(meta)
9784257904878	楳図かずおこわい本（vol．14）愛蔵版	2	kowai-hon	zoku-kowai-hon	14		NDL要(meta)
9784257913887	赤い髪の少年	1	akaikaminoshounen	akai-kami-no-shounen	1		NDL要(meta)
9784257915782	天人唐草	1	tenjinkarakusa	natsu-no-guuwa	1		NDL要(meta)
9784257917090	最終戦争伝説（第2巻）	2	saishuu-sensou-densetsu	juran	2		NDL要(meta)
9784257917489	最終戦争伝説（3）	2	saishuu-sensou-densetsu	juran	3		NDL要(meta)
9784257917908	最終戦争伝説（4）	2	saishuu-sensou-densetsu	juran	4		NDL要(meta)
9784257918264	最終戦争伝説（5）	2	saishuu-sensou-densetsu	juran	5		NDL要(meta)
9784257918394	最終戦争伝説（第6巻）	2	saishuu-sensou-densetsu	juran	6		NDL要(meta)
9784301000020	FINAL FANTASY LOST STRANGER（13	1	final-fantasy-lost-stranger-2021	final-fantasy-lost-stranger	13		NDL要(meta)
9784344835931	テイクイットイージー新装版	1	take-it-easy-2000	take-it-easy	1		NDL要(meta)
9784396380038	クール／ドルチェ・ヴィータ	0	(所有者不明)	cool-2001	1		NDL要(meta)
9784396380038	クール／ドルチェ・ヴィータ	0	(所有者不明)	cool	1		NDL要(meta)
9784403611865	クルセイダー（1）	1	crusader-kawaso-2002	crusader	1		NDL要(meta)
9784403612985	CRUSADER（2）	1	crusader	crusader-kawaso-2002	2		NDL要(meta)
9784403680014	Are　you　enemy？	1	are-you-enemy	angelic-kanbaseeshon	1		NDL要(meta)
9784408430584	Fight！（第1巻）	2	fight-1990	fight-1996	1		NDL要(meta)
9784408430584	Fight！（第1巻）	2	fight-1990	fight-2006	1		NDL要(meta)
9784408430737	Fight！（第2巻）	2	fight-1990	fight-1996	2		NDL要(meta)
9784408430737	Fight！（第2巻）	2	fight-1990	fight-2006	2		NDL要(meta)
9784408432502	Canon	1	kanon	kanon-usami-2003	1		NDL要(meta)
9784418995042	Samurai　soldier	1	samurai-soldier-1999	samurai-soldier	1		NDL要(meta)
9784537133547	激マン！マジンガーZ編 （ 3）	1	gekiman-2015	gekiman-devilman-no-show	3		NDL要(meta)
9784537133547	激マン！マジンガーZ編 （ 3）	1	gekiman-2015	gekiman-special	3		NDL要(meta)
