slug,title,total_vols,covered,missing,edition,volume,isbn13,has_isbn
kamunagara,カムナガラ,10,6,4,standard,4,9784785921972,yes
kan-tan-ni-shiawase-ni-naritai,かんたんに幸せになりたい,2,1,1,standard,1,9784893665096,yes
kanaike-no-hitobito,金井家の人々,2,1,1,standard,1,9784821194766,yes
kanben-shitecho,カンベンしてちょ!,5,4,1,standard,4,9784063411492,yes
kandouou-rendetsu,感動王列伝,2,1,1,standard,2,9784091254122,yes
kane-ga-naiteiru,カネが泣いている,3,2,1,standard,1,9784063289602,yes
kankyou-hogotai-mottai-9,環境保護隊モッタイ9,3,2,1,standard,3,9784593856992,yes
kanna,神無,4,1,3,standard,1,9784840220408,yes
kanna,神無,4,1,3,standard,2,9784840222358,yes
kanna,神無,4,1,3,standard,3,9784840225342,yes
kannou-gekiga-daizenshuu,官能劇画大全集,2,1,1,standard,2,9784944154340,yes
kanojo-no-kare,彼女の彼,3,2,1,standard,2,9784061066861,yes
kanro-ni-kataomoi,甘露に肩想い,2,1,1,standard,1,9784575843835,yes
kantorii-tsuushinbo,カントリー通信簿,3,1,2,standard,1,9784872875287,yes
kantorii-tsuushinbo,カントリー通信簿,3,1,2,standard,2,9784872875294,yes
kanzaka-hajime-collection,神坂一これくしょん,2,1,1,standard,1,9784048526944,yes
kanzen-shouaku-shimatsunin,勧善掌悪始末人,2,1,1,standard,1,9784592125594,yes
kaoru-no-saigo-no-kao,かおるの最後の顔,2,1,1,standard,1,9784834281835,yes
kappa-no-sanpei,河童の三平,17,1,16,standard,1,,no
kappa-no-sanpei,河童の三平,17,1,16,standard,2,,no
kappa-no-sanpei,河童の三平,17,1,16,standard,3,,no
kappa-no-sanpei,河童の三平,17,1,16,standard,4,,no
kappa-no-sanpei,河童の三平,17,1,16,standard,5,9784061731455,yes
kappa-no-sanpei,河童の三平,17,1,16,standard,6,,no
kappa-no-sanpei,河童の三平,17,1,16,standard,7,,no
kappa-no-sanpei,河童の三平,17,1,16,standard,8,,no
kappa-no-sanpei,河童の三平,17,1,16,bunkobon,1,,no
kappa-no-sanpei,河童の三平,17,1,16,bunkobon,2,,no
kappa-no-sanpei,河童の三平,17,1,16,bunkobon,3,,no
kappa-no-sanpei,河童の三平,17,1,16,bunkobon,4,,no
kappa-no-sanpei,河童の三平,17,1,16,bunkobon,5,,no
kappa-no-sanpei,河童の三平,17,1,16,bunkobon,6,,no
kappa-no-sanpei,河童の三平,17,1,16,bunkobon,7,,no
kappa-no-sanpei,河童の三平,17,1,16,bunkobon,8,,no
kapsel-jodtinktur,カプセル ヨードチンキ,2,1,1,standard,1,9784882713623,yes
kapuri-no-shinju,カプリの真珠,6,2,4,standard,1,,no
kapuri-no-shinju,カプリの真珠,6,2,4,standard,2,,no
kapuri-no-shinju,カプリの真珠,6,2,4,standard,3,,no
kapuri-no-shinju,カプリの真珠,6,2,4,standard,4,,no
kara-no-teikoku,空の帝国,10,3,7,standard,1,9784592124481,yes
kara-no-teikoku,空の帝国,10,3,7,standard,2,9784592124498,yes
kara-no-teikoku,空の帝国,10,3,7,standard,3,9784592124504,yes
kara-no-teikoku,空の帝国,10,3,7,standard,4,9784592124986,yes
kara-no-teikoku,空の帝国,10,3,7,standard,5,9784592124993,yes
kara-no-teikoku,空の帝国,10,3,7,standard,6,9784592125006,yes
kara-no-teikoku,空の帝国,10,3,7,standard,7,9784592127437,yes
karamete-de-kudoite,からめ手で口説いて,6,5,1,standard,1,9784862521163,yes
karasu-tengu-kabuto,鴉天狗カブト,4,2,2,deluxe,1,9784088583389,yes
karasu-tengu-kabuto,鴉天狗カブト,4,2,2,deluxe,2,9784088583396,yes
karate-baka-ichidai-1972,空手バカ一代,51,21,30,standard,1,,no
karate-baka-ichidai-1972,空手バカ一代,51,21,30,standard,2,,no
karate-baka-ichidai-1972,空手バカ一代,51,21,30,standard,3,,no
karate-baka-ichidai-1972,空手バカ一代,51,21,30,standard,4,9784061010048,yes
karate-baka-ichidai-1972,空手バカ一代,51,21,30,standard,5,9784061010055,yes
karate-baka-ichidai-1972,空手バカ一代,51,21,30,standard,6,,no
karate-baka-ichidai-1972,空手バカ一代,51,21,30,standard,7,,no
karate-baka-ichidai-1972,空手バカ一代,51,21,30,standard,8,,no
karate-baka-ichidai-1972,空手バカ一代,51,21,30,standard,9,,no
karate-baka-ichidai-1972,空手バカ一代,51,21,30,standard,10,,no
karate-baka-ichidai-1972,空手バカ一代,51,21,30,standard,11,,no
karate-baka-ichidai-1972,空手バカ一代,51,21,30,standard,12,9784061010123,yes
karate-baka-ichidai-1972,空手バカ一代,51,21,30,standard,13,9784061010130,yes
karate-baka-ichidai-1972,空手バカ一代,51,21,30,standard,14,9784061010147,yes
karate-baka-ichidai-1972,空手バカ一代,51,21,30,standard,15,9784061010154,yes
karate-baka-ichidai-1972,空手バカ一代,51,21,30,standard,16,9784061010161,yes
karate-baka-ichidai-1972,空手バカ一代,51,21,30,standard,17,9784061010178,yes
karate-baka-ichidai-1972,空手バカ一代,51,21,30,standard,20,,no
karate-baka-ichidai-1972,空手バカ一代,51,21,30,standard,21,,no
karate-baka-ichidai-1972,空手バカ一代,51,21,30,standard,22,,no
karate-baka-ichidai-1972,空手バカ一代,51,21,30,standard,23,,no
karate-baka-ichidai-1972,空手バカ一代,51,21,30,standard,25,,no
karate-baka-ichidai-1972,空手バカ一代,51,21,30,standard,26,,no
karate-baka-ichidai-1972,空手バカ一代,51,21,30,deluxe,1,,no
karate-baka-ichidai-1972,空手バカ一代,51,21,30,deluxe,2,,no
karate-baka-ichidai-1972,空手バカ一代,51,21,30,deluxe,3,,no
karate-baka-ichidai-1972,空手バカ一代,51,21,30,deluxe,4,,no
karate-baka-ichidai-1972,空手バカ一代,51,21,30,deluxe,5,,no
karate-baka-ichidai-1972,空手バカ一代,51,21,30,deluxe,6,,no
karate-baka-ichidai-1972,空手バカ一代,51,21,30,deluxe,10,9784063195941,yes
karate-baka-ichidai,空手バカ一代,47,1,46,standard,1,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,2,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,3,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,4,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,5,9784061010055,yes
karate-baka-ichidai,空手バカ一代,47,1,46,standard,6,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,7,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,8,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,9,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,10,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,11,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,12,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,13,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,14,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,15,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,16,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,17,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,18,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,19,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,20,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,21,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,22,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,23,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,24,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,25,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,26,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,27,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,28,,no
karate-baka-ichidai,空手バカ一代,47,1,46,standard,29,,no
karate-baka-ichidai,空手バカ一代,47,1,46,deluxe,13,9784063196085,yes
karate-baka-ichidai,空手バカ一代,47,1,46,deluxe,14,9784063196092,yes
karate-baka-ichidai,空手バカ一代,47,1,46,deluxe,15,9784063196146,yes
karate-baka-ichidai,空手バカ一代,47,1,46,deluxe,16,9784063196153,yes
karate-baka-ichidai,空手バカ一代,47,1,46,deluxe,17,9784063196221,yes
karate-baka-ichidai,空手バカ一代,47,1,46,deluxe,18,9784063196238,yes
karate-baka-ichidai,空手バカ一代,47,1,46,deluxe,19,9784063196276,yes
karate-baka-ichidai,空手バカ一代,47,1,46,deluxe,20,9784063196283,yes
karate-baka-ichidai,空手バカ一代,47,1,46,deluxe,21,9784063196344,yes
karate-baka-ichidai,空手バカ一代,47,1,46,deluxe,22,9784063196351,yes
karate-baka-ichidai,空手バカ一代,47,1,46,deluxe,23,9784063196566,yes
karate-baka-ichidai,空手バカ一代,47,1,46,deluxe,24,9784063196573,yes
karate-baka-ichidai,空手バカ一代,47,1,46,deluxe,25,9784063196672,yes
karate-baka-ichidai,空手バカ一代,47,1,46,deluxe,26,9784063196689,yes
karate-baka-ichidai,空手バカ一代,47,1,46,deluxe,27,9784063196801,yes
karate-baka-ichidai,空手バカ一代,47,1,46,deluxe,28,9784063196818,yes
karate-baka-ichidai,空手バカ一代,47,1,46,deluxe,29,9784063196856,yes
kare-no-butter-knife,彼のバターナイフ,2,1,1,standard,1,9784821194667,yes
kare-no-fureta-kuchibiru,彼の触れたくちびる,2,1,1,standard,1,9784882717638,yes
kare-no-seifuku-ni-kisu-o,彼の制服にキスを,2,1,1,standard,1,9784835210988,yes
karen-osakabe-2011,花恋,9,4,5,standard,1,9784091362612,yes
karen-osakabe-2011,花恋,9,4,5,standard,2,9784091362629,yes
karen-osakabe-2011,花恋,9,4,5,standard,3,9784091362636,yes
karen-osakabe-2011,花恋,9,4,5,standard,4,9784091362643,yes
karen-osakabe-2011,花恋,9,4,5,standard,5,9784091362650,yes
karen,Karen,9,4,5,standard,1,9784091362612,yes
karen,Karen,9,4,5,standard,2,9784091362629,yes
karen,Karen,9,4,5,standard,3,9784091362636,yes
karen,Karen,9,4,5,standard,4,9784091362643,yes
karen,Karen,9,4,5,standard,5,9784091362650,yes
kariage-kun,かりあげクン,53,30,23,standard,2,,no
kariage-kun,かりあげクン,53,30,23,standard,4,,no
kariage-kun,かりあげクン,53,30,23,standard,5,,no
kariage-kun,かりあげクン,53,30,23,standard,6,,no
kariage-kun,かりあげクン,53,30,23,standard,7,,no
kariage-kun,かりあげクン,53,30,23,standard,8,,no
kariage-kun,かりあげクン,53,30,23,standard,9,9784575930221,yes
kariage-kun,かりあげクン,53,30,23,standard,10,9784575930238,yes
kariage-kun,かりあげクン,53,30,23,standard,12,9784575930931,yes
kariage-kun,かりあげクン,53,30,23,standard,13,9784575931150,yes
kariage-kun,かりあげクン,53,30,23,standard,14,9784575931358,yes
kariage-kun,かりあげクン,53,30,23,standard,15,9784575931686,yes
kariage-kun,かりあげクン,53,30,23,standard,17,9784575932188,yes
kariage-kun,かりあげクン,53,30,23,standard,18,9784575932560,yes
kariage-kun,かりあげクン,53,30,23,standard,21,9784575933314,yes
kariage-kun,かりあげクン,53,30,23,standard,23,9784575933642,yes
kariage-kun,かりあげクン,53,30,23,standard,24,9784575933826,yes
kariage-kun,かりあげクン,53,30,23,standard,25,9784575934182,yes
kariage-kun,かりあげクン,53,30,23,standard,26,9784575934533,yes
kariage-kun,かりあげクン,53,30,23,standard,27,9784575934922,yes
kariage-kun,かりあげクン,53,30,23,standard,29,9784575935714,yes
kariage-kun,かりあげクン,53,30,23,standard,31,9784575936209,yes
kariage-kun,かりあげクン,53,30,23,standard,40,9784575939811,yes
kaributo,カリブト,2,1,1,deluxe,1,9784088582382,yes
karin-kagesaki-2003,かりん,14,7,7,standard,1,9784047123434,yes
karin-kagesaki-2003,かりん,14,7,7,standard,2,9784047123519,yes
karin-kagesaki-2003,かりん,14,7,7,standard,3,9784047123625,yes
karin-kagesaki-2003,かりん,14,7,7,standard,4,9784047123762,yes
karin-kagesaki-2003,かりん,14,7,7,standard,7,9784047124240,yes
karin-kagesaki-2003,かりん,14,7,7,standard,8,9784047124264,yes
karin-kagesaki-2003,かりん,14,7,7,standard,9,9784047124608,yes
karin,火輪,25,8,17,standard,1,9784592122616,yes
karin,火輪,25,8,17,standard,2,9784592122623,yes
karin,火輪,25,8,17,standard,3,9784592122630,yes
karin,火輪,25,8,17,standard,4,9784592122647,yes
karin,火輪,25,8,17,standard,5,9784592122654,yes
karin,火輪,25,8,17,standard,6,9784592122661,yes
karin,火輪,25,8,17,standard,7,9784592122678,yes
karin,火輪,25,8,17,standard,8,9784592122685,yes
karin,火輪,25,8,17,standard,9,9784592122692,yes
karin,火輪,25,8,17,standard,10,9784592122708,yes
karin,火輪,25,8,17,standard,11,9784592122784,yes
karin,火輪,25,8,17,standard,12,9784592122791,yes
karin,火輪,25,8,17,standard,13,9784592123071,yes
karin,火輪,25,8,17,standard,14,9784592123088,yes
karin,火輪,25,8,17,standard,15,9784592123262,yes
karin,火輪,25,8,17,standard,16,9784592123279,yes
karin,火輪,25,8,17,standard,17,9784592123286,yes
karura-mau,カルラ舞う!,26,8,18,standard,1,9784257919186,yes
karura-mau,カルラ舞う!,26,8,18,standard,2,9784257919193,yes
karura-mau,カルラ舞う!,26,8,18,standard,3,9784257919209,yes
karura-mau,カルラ舞う!,26,8,18,standard,4,9784257981022,yes
karura-mau,カルラ舞う!,26,8,18,standard,5,,no
karura-mau,カルラ舞う!,26,8,18,standard,6,9784257981596,yes
karura-mau,カルラ舞う!,26,8,18,standard,7,9784257981602,yes
karura-mau,カルラ舞う!,26,8,18,standard,8,9784257981671,yes
karura-mau,カルラ舞う!,26,8,18,standard,9,9784257981763,yes
karura-mau,カルラ舞う!,26,8,18,standard,10,9784257981848,yes
karura-mau,カルラ舞う!,26,8,18,standard,11,9784257981916,yes
karura-mau,カルラ舞う!,26,8,18,standard,12,9784257982180,yes
karura-mau,カルラ舞う!,26,8,18,standard,13,9784257982418,yes
karura-mau,カルラ舞う!,26,8,18,standard,14,9784257982517,yes
karura-mau,カルラ舞う!,26,8,18,standard,15,9784257985044,yes
karura-mau,カルラ舞う!,26,8,18,standard,16,9784257985167,yes
karura-mau,カルラ舞う!,26,8,18,standard,17,9784257985464,yes
karura-mau,カルラ舞う!,26,8,18,standard,18,9784257985594,yes
kasane-2007,累,2,1,1,standard,1,9784757735798,yes
kasei-nendaiki,火星年代記,2,1,1,bunkobon,1,,no
kasei-no-hatsu-chan,火星の八ちゃん,4,3,1,bunkobon,3,,no
kasei-runba,火星ルンバ,2,1,1,deluxe,1,9784789783057,yes
kaseida-machiko,火星田マチ子,2,1,1,deluxe,1,9784796242424,yes
kaseki-no-shima,化石の島,2,1,1,standard,1,9784061082601,yes
kashi-kousen,可視光線,2,1,1,standard,1,9784592126409,yes
kashimashi,かしまし,5,4,1,standard,3,9784840233668,yes
kashou-no-tsuki,火宵の月,22,12,10,standard,1,9784592127147,yes
kashou-no-tsuki,火宵の月,22,12,10,standard,2,9784592127352,yes
kashou-no-tsuki,火宵の月,22,12,10,standard,3,9784592127505,yes
kashou-no-tsuki,火宵の月,22,12,10,standard,4,9784592170242,yes
kashou-no-tsuki,火宵の月,22,12,10,standard,5,9784592170259,yes
kashou-no-tsuki,火宵の月,22,12,10,standard,6,9784592170266,yes
kashou-no-tsuki,火宵の月,22,12,10,standard,7,9784592170273,yes
kashou-no-tsuki,火宵の月,22,12,10,standard,8,9784592170280,yes
kashou-no-tsuki,火宵の月,22,12,10,standard,9,9784592170297,yes
kashou-no-tsuki,火宵の月,22,12,10,standard,10,9784592170303,yes
kasuga-no-tsubone,春日局,6,3,3,standard,1,9784120017933,yes
kasuga-no-tsubone,春日局,6,3,3,standard,2,9784120017988,yes
kasuga-no-tsubone,春日局,6,3,3,standard,3,9784120017995,yes
kasumi-den-zen,カスミ伝 〔○全〕,3,2,1,standard,1,9784198390624,yes
kasumidens,カスミ伝s,2,1,1,standard,1,9784756127112,yes
katakoi-paradise,片恋パラダイス,3,1,2,standard,1,9784882712244,yes
katakoi-paradise,片恋パラダイス,3,1,2,standard,2,9784882713494,yes
katei-no-ja,花底蛇,2,1,1,standard,1,9784575331233,yes
katorea,熱帯椿,2,1,1,standard,1,9784253120012,yes
katori-senpai,香取センパイ,11,8,3,standard,1,9784253201919,yes
katori-senpai,香取センパイ,11,8,3,standard,2,9784253201926,yes
katori-senpai,香取センパイ,11,8,3,standard,9,9784253209595,yes
katte-ni-shiyagare-konno-2002,勝手にしやがれ,2,1,1,standard,1,9784253103251,yes
kattobi-nyuuyookaa,かっとびニューヨーカー,2,1,1,standard,2,9784063027846,yes
kawaii-mono,かわいいもの,2,1,1,standard,1,,no
kawaiiakuma,可愛い悪魔,2,1,1,standard,1,,no
kayan-to-kushi,カヤンとクシ,2,1,1,standard,1,,no
kaze-hikaru,風光る,57,55,2,standard,31,9784063337648,yes
kaze-hikaru,風光る,57,55,2,standard,32,9784063337853,yes
kaze-no-kasuba,風の城砦,6,2,4,standard,1,9784592121015,yes
kaze-no-kasuba,風の城砦,6,2,4,standard,2,9784592121022,yes
kaze-no-kasuba,風の城砦,6,2,4,standard,3,9784592121039,yes
kaze-no-kasuba,風の城砦,6,2,4,standard,4,9784592121046,yes
kaze-no-kouzu,風の構図,6,2,4,deluxe,1,9784061720800,yes
kaze-no-kouzu,風の構図,6,2,4,deluxe,2,9784061720817,yes
kaze-no-kouzu,風の構図,6,2,4,deluxe,3,9784061720824,yes
kaze-no-kouzu,風の構図,6,2,4,deluxe,4,9784061720831,yes
kaze-no-mario,風のマリオ,8,3,5,standard,1,9784063112443,yes
kaze-no-mario,風のマリオ,8,3,5,standard,2,9784063112504,yes
kaze-no-mario,風のマリオ,8,3,5,standard,3,9784063112696,yes
kaze-no-mario,風のマリオ,8,3,5,standard,4,9784063112948,yes
kaze-no-mario,風のマリオ,8,3,5,standard,5,9784063113105,yes
kaze-no-matsurigoto,疾風のまつりごと,5,2,3,standard,1,9784091721518,yes
kaze-no-matsurigoto,疾風のまつりごと,5,2,3,standard,2,9784091721525,yes
kaze-no-matsurigoto,疾風のまつりごと,5,2,3,standard,3,9784091721532,yes
kaze-no-oukoku,風の王国,3,1,2,standard,1,9784806406815,yes
kaze-no-oukoku,風の王国,3,1,2,standard,2,9784806407324,yes
kaze-no-runner,彩風のランナー,4,3,1,standard,4,9784091690746,yes
kaze-no-sonata,風のソナタ,6,4,2,standard,1,9784061083974,yes
kaze-no-sonata,風のソナタ,6,4,2,standard,2,9784061084131,yes
kaze-no-suit-dan,風の戦士ダン,9,1,8,standard,1,9784091210418,yes
kaze-no-suit-dan,風の戦士ダン,9,1,8,standard,2,9784091210425,yes
kaze-no-suit-dan,風の戦士ダン,9,1,8,standard,3,9784091210432,yes
kaze-no-suit-dan,風の戦士ダン,9,1,8,standard,4,9784091210449,yes
kaze-no-suit-dan,風の戦士ダン,9,1,8,standard,5,9784091210456,yes
kaze-no-suit-dan,風の戦士ダン,9,1,8,standard,6,9784091210463,yes
kaze-no-suit-dan,風の戦士ダン,9,1,8,standard,7,9784091210470,yes
kaze-no-suit-dan,風の戦士ダン,9,1,8,standard,9,9784091210494,yes
kaze-no-sylphid,風のシルフィード,36,13,23,standard,1,9784063115314,yes
kaze-no-sylphid,風のシルフィード,36,13,23,standard,2,9784063115420,yes
kaze-no-sylphid,風のシルフィード,36,13,23,standard,3,9784063115659,yes
kaze-no-sylphid,風のシルフィード,36,13,23,standard,4,9784063115857,yes
kaze-no-sylphid,風のシルフィード,36,13,23,standard,5,9784063116076,yes
kaze-no-sylphid,風のシルフィード,36,13,23,standard,6,9784063116243,yes
kaze-no-sylphid,風のシルフィード,36,13,23,standard,7,9784063116403,yes
kaze-no-sylphid,風のシルフィード,36,13,23,standard,8,9784063116687,yes
kaze-no-sylphid,風のシルフィード,36,13,23,standard,9,9784063116915,yes
kaze-no-sylphid,風のシルフィード,36,13,23,standard,10,9784063117097,yes
kaze-no-sylphid,風のシルフィード,36,13,23,standard,11,9784063117295,yes
kaze-no-sylphid,風のシルフィード,36,13,23,standard,12,9784063117462,yes
kaze-no-sylphid,風のシルフィード,36,13,23,standard,13,9784063117639,yes
kaze-no-sylphid,風のシルフィード,36,13,23,standard,14,9784063117820,yes
kaze-no-sylphid,風のシルフィード,36,13,23,standard,15,9784063118049,yes
kaze-no-sylphid,風のシルフィード,36,13,23,standard,16,9784063118292,yes
kaze-no-sylphid,風のシルフィード,36,13,23,standard,17,9784063118599,yes
kaze-no-sylphid,風のシルフィード,36,13,23,standard,18,9784063118803,yes
kaze-no-sylphid,風のシルフィード,36,13,23,standard,19,9784063119008,yes
kaze-no-sylphid,風のシルフィード,36,13,23,standard,20,9784063119268,yes
kaze-no-sylphid,風のシルフィード,36,13,23,standard,21,9784063119459,yes
kaze-no-sylphid,風のシルフィード,36,13,23,standard,22,9784063119558,yes
kaze-no-sylphid,風のシルフィード,36,13,23,standard,23,9784063119749,yes
kaze-no-tani-no-naushika,風の谷のナウシカ,9,4,5,standard,1,9784061744615,yes
kaze-no-tani-no-naushika,風の谷のナウシカ,9,4,5,standard,2,,no
kaze-no-tani-no-naushika,風の谷のナウシカ,9,4,5,standard,3,9784061744639,yes
kaze-no-tani-no-naushika,風の谷のナウシカ,9,4,5,standard,4,9784061744646,yes
kaze-no-tani-no-naushika,風の谷のナウシカ,9,4,5,wideban,3,,no
kaze-no-tenpei,風の天兵,2,1,1,standard,2,,no
kaze-no-tooru-michi,風の通る道,3,2,1,standard,1,9784575332025,yes
kaze-no-yume-hana-no-yume,風の夢花の夢,3,1,2,standard,1,9784088491851,yes
kaze-no-yume-hana-no-yume,風の夢花の夢,3,1,2,standard,2,9784088491943,yes
kaze-o-kiku-iu,風を聴くイヴ,2,1,1,standard,2,9784091370129,yes
kaze-o-tsumu-pushike,風を摘むプシケ,7,3,4,standard,1,9784091784513,yes
kaze-o-tsumu-pushike,風を摘むプシケ,7,3,4,standard,2,9784091784520,yes
kaze-o-tsumu-pushike,風を摘むプシケ,7,3,4,standard,3,9784091784537,yes
kaze-o-tsumu-pushike,風を摘むプシケ,7,3,4,standard,4,9784091784544,yes
kaze-to-ki-no-uta,風と木の詩,27,10,17,standard,1,9784091302212,yes
kaze-to-ki-no-uta,風と木の詩,27,10,17,standard,2,9784091302229,yes
kaze-to-ki-no-uta,風と木の詩,27,10,17,standard,3,,no
kaze-to-ki-no-uta,風と木の詩,27,10,17,standard,4,,no
kaze-to-ki-no-uta,風と木の詩,27,10,17,standard,5,,no
kaze-to-ki-no-uta,風と木の詩,27,10,17,standard,6,,no
kaze-to-ki-no-uta,風と木の詩,27,10,17,standard,7,9784091302274,yes
kaze-to-ki-no-uta,風と木の詩,27,10,17,standard,8,,no
kaze-to-ki-no-uta,風と木の詩,27,10,17,standard,9,,no
kaze-to-ki-no-uta,風と木の詩,27,10,17,standard,10,9784091302304,yes
kaze-to-ki-no-uta,風と木の詩,27,10,17,standard,11,,no
kaze-to-ki-no-uta,風と木の詩,27,10,17,standard,12,9784091304421,yes
kaze-to-ki-no-uta,風と木の詩,27,10,17,standard,13,9784091304438,yes
kaze-to-ki-no-uta,風と木の詩,27,10,17,standard,14,9784091304445,yes
kaze-to-ki-no-uta,風と木の詩,27,10,17,standard,15,9784091304452,yes
kaze-to-ki-no-uta,風と木の詩,27,10,17,standard,16,9784091304469,yes
kaze-to-ki-no-uta,風と木の詩,27,10,17,standard,17,9784091304476,yes
kaze-to-mandala,風とマンダラ,4,3,1,standard,3,9784063374674,yes
kaze-to-tomoni-sarinu,風と共に去りぬ,11,4,7,standard,1,,no
kaze-to-tomoni-sarinu,風と共に去りぬ,11,4,7,standard,2,,no
kaze-to-tomoni-sarinu,風と共に去りぬ,11,4,7,standard,3,,no
kaze-to-tomoni-sarinu,風と共に去りぬ,11,4,7,standard,4,,no
kaze-to-tomoni-sarinu,風と共に去りぬ,11,4,7,standard,5,,no
kaze-to-tomoni-sarinu,風と共に去りぬ,11,4,7,standard,6,,no
kaze-to-tomoni-sarinu,風と共に去りぬ,11,4,7,standard,7,,no
kaze-yo-banri-o-kakeyo,風よ、万里を翔けよ,4,3,1,standard,1,9784048530989,yes
kaze-yo-kumo-yo-ken-yo,風よ雲よ剣よ,9,4,5,standard,1,9784845813377,yes
kaze-yo-kumo-yo-ken-yo,風よ雲よ剣よ,9,4,5,standard,2,9784845813384,yes
kaze-yo-kumo-yo-ken-yo,風よ雲よ剣よ,9,4,5,standard,3,9784845813391,yes
kaze-yo-kumo-yo-ken-yo,風よ雲よ剣よ,9,4,5,standard,4,9784845813407,yes
kaze-yo-kumo-yo-ken-yo,風よ雲よ剣よ,9,4,5,standard,5,9784845813414,yes
kazegoyomi,風ごよみ,3,1,2,standard,1,,no
kazegoyomi,風ごよみ,3,1,2,deluxe,1,,no
kazeiro-nikki,風いろ日記,3,1,2,standard,1,9784091316417,yes
kazeiro-nikki,風いろ日記,3,1,2,standard,2,9784091316424,yes
kazekozou,風小僧,2,1,1,standard,1,,no
kazenorondo,風の輪舞,9,7,2,standard,1,,no
kazenorondo,風の輪舞,9,7,2,standard,3,,no
kazoku-game,家族ゲーム,14,11,3,standard,7,9784048702065,yes
kazoku-game,家族ゲーム,14,11,3,standard,8,9784048708449,yes
kazoku-game,家族ゲーム,14,11,3,standard,9,9784048865852,yes
kazoku-miman,家族未満,3,1,2,standard,1,9784575332605,yes
kazoku-miman,家族未満,3,1,2,standard,2,9784575332612,yes
kazoku-no-okite,家族のオキテ,3,2,1,standard,3,9784253201148,yes
keisatsu-shochou,警察署長,19,17,2,standard,4,9784063287707,yes
keisatsu-shochou,警察署長,19,17,2,standard,5,9784063287899,yes
keisetsu-jidai,螢雪時代,10,5,5,standard,1,9784063133448,yes
keisetsu-jidai,螢雪時代,10,5,5,standard,2,9784063133509,yes
keisetsu-jidai,螢雪時代,10,5,5,standard,3,9784063133639,yes
keisetsu-jidai,螢雪時代,10,5,5,standard,4,9784063133714,yes
keisetsu-jidai,螢雪時代,10,5,5,standard,5,9784063133790,yes
kekkon-tte-ii-kamoshirenai,結婚っていいかもしれない,4,2,2,standard,1,9784821194056,yes
kekkon-tte-ii-kamoshirenai,結婚っていいかもしれない,4,2,2,standard,2,9784821194216,yes
kekkoukamen,けっこう仮面,8,1,7,standard,2,,no
kekkoukamen,けっこう仮面,8,1,7,standard,3,,no
kekkoukamen,けっこう仮面,8,1,7,deluxe,1,,no
kekkoukamen,けっこう仮面,8,1,7,deluxe,3,,no
kekkoukamen,けっこう仮面,8,1,7,bunkobon,1,9784041978016,yes
kekkoukamen,けっこう仮面,8,1,7,bunkobon,2,9784041978023,yes
kekkoukamen,けっこう仮面,8,1,7,bunkobon,3,9784041978030,yes
ken-to-erika,ケンとエリカ,2,1,1,standard,1,9784838709144,yes
kendama,拳魂,2,1,1,standard,2,9784253202640,yes
kenja-ha-nemuru,賢者は眠る,2,1,1,standard,1,9784253192279,yes
kenja-no-deshi-o-nanoru-kenja,賢者の弟子を名乗る賢者,15,14,1,standard,13,9784867160121,yes
kenja-no-nagaki-fuzai,賢者の長き不在,8,7,1,standard,1,9784901926058,yes
kenkaku-shoubai,剣客商売,56,55,1,standard,1,9784106030499,yes
kenken-gakugakudon,犬々学々丼,2,1,1,standard,1,9784821197088,yes
kenketsu-rush,献血ラッシュ,3,2,1,standard,1,9784592177906,yes
kenkou-shoujo-riku,拳鋼少女リク,3,2,1,standard,1,9784797338072,yes
kenrou-densetsu,犬狼伝説,2,1,1,standard,1,9784890482719,yes
kensatsukan-kisogawa,検察官キソガワ,5,4,1,standard,1,9784063287653,yes
kensei-tubame,剣聖ツバメ,11,10,1,standard,5,9784253209250,yes
kenshuusei-jidai,千里の道も-研修生時代-,54,42,12,standard,1,9784834230116,yes
