key	base	verdict	role	new_slug	title	surname	flag
qid:Q11430528|name:V・O・I・C・E	voice	different_works	sub	voice-1986	V・O・I・C・E		YEAR_ONLY
qid:Q11405166|name:VOICE	voice	different_works	sub	voice-jubaori-1996	VOICE	jubaori	
qid:Q1319777|name:ヴォイス	voice	different_works	sub	voice-2004	ヴォイス		YEAR_ONLY
qid:Q10884012|name:RAKUEN	rakuen	different_works	main	rakuen	RAKUEN	yukarigawa	
qid:Q3135493|name:楽園	rakuen	different_works	sub	rakuen-2002	楽園		YEAR_ONLY
qid:Q9339434|name:楽園	rakuen	different_works	sub	rakuen-fujiwara-2003	楽園	fujiwara	
qid:Q6364240|name:楽園	rakuen	different_works	sub	rakuen-sakurakoji-2004	楽園	sakurakoji	
qid:Q9013687|name:楽園	rakuen	different_works	sub	rakuen-rca-2006	楽園	rca	
qid:Q11103202|name:キメイラ	chimera	different_works	main	chimera	キメイラ		
qid:Q64784524|name:鬼面羅	chimera	different_works	sub	chimera-2002	鬼面羅		YEAR_ONLY
qid:Q11417977|name:Flower	flower	different_works	main	flower	Flower	wada	
qid:Q112238233|name:フラワー	flower	different_works	sub	flower-2012	フラワー		YEAR_ONLY
qid:Q441692|name:FLOWER	flower	different_works	sub	flower-higuri-2001	FLOWER	higuri	
qid:Q7105688|name:LOVE	love	different_works	main	love	LOVE	ishiwata	
qid:Q11563128|name:蓮愛	love	different_works	sub	love-2005	蓮愛		YEAR_ONLY
qid:Q11232766|name:Love	love	different_works	sub	love-1995	Love		YEAR_ONLY
qid:Q3482402|name:LOVE	love	different_works	sub	love-okina-1998	LOVE	okina	
qid:Q11259789|name:Love!!	love	different_works	sub	love-kozuki-2003	Love!!	kozuki	
qid:Q11242326|name:天下無双	tenka-musou	different_works	main	tenka-musou	天下無双	miyashita	
qid:Q11382028|name:天下☆無双	tenka-musou	different_works	sub	tenka-musou-2002	天下☆無双		YEAR_ONLY
qid:Q11254723|name:FULL MOON	full-moon	different_works	main	full-moon	FULL MOON	shiozawa	
qid:Q597117|name:@full moon	full-moon	different_works	sub	full-moon-mato-2008	@full moon	mato	
qid:Q468761|name:KIZUNA	kizuna	different_works	main	kizuna	KIZUNA	kodaka	
qid:Q9332488|name:きずな	kizuna	different_works	sub	kizuna-momochi-2004	きずな	momochi	
qid:Q17225147|name:キズナ	kizuna	different_works	sub	kizuna-yuki-2007	キズナ	yuki	
qid:Q11258469|name:キズナ	kizuna	different_works	sub	kizuna-mocchii-2012	キズナ	mocchii	
qid:Q11260861|name:キメラ	kimera	different_works	main	kimera	キメラ	ogata	
qid:Q48760993|name:KIMERA	kimera	different_works	sub	kimera-1999	KIMERA		YEAR_ONLY
qid:Q468761|name:Ki・me・ra	kimera	different_works	sub	kimera-kodaka-1995	Ki・me・ra	kodaka	
qid:Q3272992|name:だいすき!!	daisuki	different_works	main	daisuki	だいすき!!	aimoto	
qid:Q11273389|name:だいすき!	daisuki	different_works	sub	daisuki-1993	だいすき!		YEAR_ONLY
qid:Q43424557|name:だいすき	daisuki	different_works	sub	daisuki-kikuchi-1992	だいすき	kikuchi	
qid:Q11263593|name:だいすき	daisuki	different_works	sub	daisuki-2002	だいすき		YEAR_ONLY
qid:Q3853963|name:大好き!	daisuki	different_works	sub	daisuki-mizusawa-2007	大好き!	mizusawa	
qid:Q11263598|name:本当にあった怖い話	hontou-ni-atta-kowai-hanashi	different_works	main	hontou-ni-atta-kowai-hanashi	本当にあった怖い話		
qid:Q18226168|name:本当にあった怖い話	hontou-ni-atta-kowai-hanashi	different_works	sub	hontou-ni-atta-kowai-hanashi-2015	本当にあった怖い話		YEAR_ONLY
qid:Q11265327|name:N.G.	n-g	different_works	main	n-g	N.G.		
qid:Q11266148|name:N.G!	n-g	different_works	sub	n-g-2001	N.G!		YEAR_ONLY
qid:Q11364438|name:Refrain	refrain	different_works	main	refrain	Refrain		
qid:Q11267908|name:リフレイン	refrain	different_works	sub	refrain-1988	リフレイン		YEAR_ONLY
qid:Q17686422|name:リフレイン	refrain	different_works	sub	refrain-1992	リフレイン		YEAR_ONLY
qid:Q11639709|name:AYA	aya	different_works	main	aya	AYA		
qid:Q1736792|name:Aya	aya	different_works	sub	aya-1999	Aya		YEAR_ONLY
qid:Q11270744|name:亜弥	aya	different_works	sub	aya-2003	亜弥		YEAR_ONLY
qid:Q448696|name:絢	aya	different_works	sub	aya-2004	絢		YEAR_ONLY
qid:Q8062691|name:怪談	kaidan	different_works	main	kaidan	怪談	takahashi	
qid:Q11272388|name:怪談	kaidan	different_works	sub	kaidan-1995	怪談		YEAR_ONLY
qid:Q744237|name:潰談	kaidan	different_works	sub	kaidan-2006	潰談		YEAR_ONLY
qid:Q11411008|name:怪談	kaidan	different_works	sub	kaidan-koizumi-1991	怪談	koizumi	
qid:Q8972895|name:怪談	kaidan	different_works	sub	kaidan-inuki-1996	怪談	inuki	
qid:Q11489301|name:怪談	kaidan	different_works	sub	kaidan-1995-2	怪談		YEAR_ONLY
qid:Q11275209|name:恐怖学園	kyoufu-gakuen	different_works	main	kyoufu-gakuen	恐怖学園		
qid:Q11557693|name:恐怖学園	kyoufu-gakuen	different_works	sub	kyoufu-gakuen-1988	恐怖学園		YEAR_ONLY
qid:Q713714|name:Cherry	cherry	different_works	main	cherry	Cherry	kubonochi	
qid:Q11670885|name:チェリー	cherry	different_works	sub	cherry-1999	チェリー		YEAR_ONLY
qid:Q9130343|name:チェリー	cherry	different_works	sub	cherry-2004	チェリー		YEAR_ONLY
qid:Q11497486|name:Cherry!	cherry	different_works	sub	cherry-orihara-1990	Cherry!	orihara	
qid:Q11277050|name:Cherry	cherry	different_works	sub	cherry-2004-2	Cherry		YEAR_ONLY
qid:Q11603026|name:CHERRY	cherry	different_works	sub	cherry-2005	CHERRY		YEAR_ONLY
qid:Q11278817|name:幼なじみ	osananajimi	different_works	main	osananajimi	幼なじみ	mikokuno	
qid:Q11438983|name:おさななじみ	osananajimi	different_works	sub	osananajimi-otani-2010	おさななじみ	otani	
qid:Q11364664|name:おさななじみ|sub:きみと私のヒミツ	osananajimi	different_works	sub	osananajimi-oritoka-2019	おさななじみ	oritoka	
qid:Q5872362|name:天地無用!魎皇鬼	tenchi-muyou-ryououki	different_works	main	tenchi-muyou-ryououki	天地無用!魎皇鬼		
qid:Q11279278|name:天地無用!魎皇鬼	tenchi-muyou-ryououki	different_works	sub	tenchi-muyou-ryououki-1994	天地無用!魎皇鬼		YEAR_ONLY
qid:Q8017002|name:かわいいひと	kawaii-hito	different_works	main	kawaii-hito	かわいいひと	saito	
qid:Q11606236|name:可愛いひと	kawaii-hito	different_works	sub	kawaii-hito-konno-2000	可愛いひと	konno	
qid:Q11575851|name:かわいいひと	kawaii-hito	different_works	sub	kawaii-hito-2000	かわいいひと		YEAR_ONLY
qid:Q11280450|name:かわいいひと	kawaii-hito	different_works	sub	kawaii-hito-yamakami	かわいいひと	yamakami	
qid:Q11462110|name:ローズ・ガーデン	rose-garden	different_works	main	rose-garden	ローズ・ガーデン		
qid:Q11500003|name:ローズガーデン	rose-garden	different_works	sub	rose-garden-1994	ローズガーデン		YEAR_ONLY
qid:Q11281673|name:ローズ・ガーデン	rose-garden	different_works	sub	rose-garden-2000	ローズ・ガーデン		YEAR_ONLY
qid:Q11639709|name:ローズガーデン	rose-garden	different_works	sub	rose-garden-2	ローズガーデン		NEED_TIEBREAK
qid:Q11365858|name:蜜月	mitsugetsu	different_works	main	mitsugetsu	蜜月	nakamura	
qid:Q11482000|name:蜜月	mitsugetsu	different_works	sub	mitsugetsu-2007	蜜月		YEAR_ONLY
qid:Q18545787|name:みつげつ	mitsugetsu	different_works	sub	mitsugetsu-2009	みつげつ		YEAR_ONLY
qid:Q9132059|name:いびつ	ibitsu	different_works	main	ibitsu	いびつ	okada	
qid:Q11371047|name:イビツ	ibitsu	different_works	sub	ibitsu-ryo-2010	イビツ	ryo	
qid:Q11678043|name:歪	ibitsu	different_works	sub	ibitsu-2020	歪		YEAR_ONLY
qid:Q3135258|name:キッズ	kids	different_works	main	kids	キッズ		
qid:Q9321501|name:Kids	kids	different_works	sub	kids-1987	Kids		YEAR_ONLY
qid:Q11372142|name:Kids!	kids	different_works	sub	kids-1998	Kids!		YEAR_ONLY
qid:Q11373070|name:劇場版ポケットモンスターダイヤモンド・パールスペシャルコミック	gekijouban-pocket-monster-diamond-pearl-special-comic	subseries	main	gekijouban-pocket-monster-diamond-pearl-special-comic	劇場版ポケットモンスターダイヤモンド・パールスペシャルコミック		
qid:Q11564503|name:劇場版ポケットモンスターダイヤモンド・パールスペシャルコミック	gekijouban-pocket-monster-diamond-pearl-special-comic	subseries	main	gekijouban-pocket-monster-diamond-pearl-special-comic-2	劇場版ポケットモンスターダイヤモンド・パールスペシャルコミック		
qid:Q7385272|name:劇場版ポケットモンスターダイヤモンド・パールスペシャルコミック	gekijouban-pocket-monster-diamond-pearl-special-comic	subseries	main	gekijouban-pocket-monster-diamond-pearl-special-comic-3	劇場版ポケットモンスターダイヤモンド・パールスペシャルコミック		
qid:Q11373354|name:稲川怪談	inagawa-kaidan	subseries	main	inagawa-kaidan	稲川怪談		
qid:Q11549680|name:稲川怪談	inagawa-kaidan	subseries	main	inagawa-kaidan-2	稲川怪談		
qid:Q11379164|name:劇場版ポケットモンスターAGスペシャルコミック	gekijouban-pocket-monster-ag-special-comic	subseries	main	gekijouban-pocket-monster-ag-special-comic	劇場版ポケットモンスターAGスペシャルコミック		
qid:Q11564503|name:劇場版ポケットモンスターAGスペシャルコミック	gekijouban-pocket-monster-ag-special-comic	subseries	main	gekijouban-pocket-monster-ag-special-comic-2	劇場版ポケットモンスターAGスペシャルコミック		
qid:Q1138133|name:アズマニア	azumania	subseries	main	azumania	アズマニア	azuma	SUBSERIES_NO_PREFIX
qid:Q1138133|name:ネオ・アズマニア	azumania	subseries	sub	azumania-2006	ネオ・アズマニア		SUBSERIES_NO_PREFIX
qid:Q11458108|name:サイコ	psycho	different_works	main	psycho	サイコ		
qid:Q1191493|name:PSYCHO+	psycho	different_works	sub	psycho-fujisaki-1993	PSYCHO+	fujisaki	
qid:Q11576031|name:サイコ	psycho	different_works	sub	psycho-1993	サイコ		YEAR_ONLY
qid:Q11382767|name:彩子	psycho	different_works	sub	psycho-1984	彩子		YEAR_ONLY
qid:Q11396374|name:少女まんが家の恋	shoujo-mangaka-no-koi	different_works	main	shoujo-mangaka-no-koi	少女まんが家の恋	osakabe	
qid:Q11606236|name:少女漫画家の恋	shoujo-mangaka-no-koi	different_works	sub	shoujo-mangaka-no-koi-konno-2007	少女漫画家の恋	konno	
qid:Q11399093|name:シャチ	shachi	different_works	main	shachi	シャチ		
qid:Q11423789|name:鯱	shachi	different_works	sub	shachi-1996	鯱		YEAR_ONLY
qid:Q11399439|name:赤い靴	akai-kutsu	different_works	main	akai-kutsu	赤い靴		
qid:Q11476822|name:赤い靴	akai-kutsu	different_works	sub	akai-kutsu-2000	赤い靴		YEAR_ONLY
qid:Q11405867|name:BLUE	blue	different_works	main	blue	BLUE	chiba	
qid:Q11462404|name:blue	blue	different_works	sub	blue-1991	blue		YEAR_ONLY
qid:Q324980|name:BLUE	blue	different_works	sub	blue-2006	BLUE		YEAR_ONLY
qid:Q6061723|name:BLUE	blue	different_works	sub	blue-sakisaka-2006	BLUE	sakisaka	
qid:Q11624100|name:Blue	blue	different_works	sub	blue-2008	Blue		YEAR_ONLY
qid:Q271632|name:Blue	blue	different_works	sub	blue-nananan-2020	blue	nananan	
qid:Q11407271|name:ピンクペッパー	pink-pepper	different_works	main	pink-pepper	ピンクペッパー		
qid:Q8917466|name:ピンク・ペッパー	pink-pepper	different_works	sub	pink-pepper-okano-2009	ピンク・ペッパー	okano	
qid:Q965600|name:学園天国	gakuen-tengoku	different_works	main	gakuen-tengoku	学園天国		
qid:Q11657721|name:学園天国	gakuen-tengoku	different_works	sub	gakuen-tengoku-1991	学園天国		YEAR_ONLY
qid:Q11418590|name:学園天国	gakuen-tengoku	different_works	sub	gakuen-tengoku-1998	学園天国		YEAR_ONLY
qid:Q11409648|name:学園天国	gakuen-tengoku	different_works	sub	gakuen-tengoku-2003	学園天国		YEAR_ONLY
qid:Q1142135|name:エンジェル/ダスト	angel-dust-neo	subseries	main	angel-dust-neo	エンジェル/ダスト		SUBSERIES_NO_PREFIX
qid:Q1142135|name:ANGEL/DUST neo	angel-dust-neo	subseries	sub	angel-dust-neo-nanase-2003	ANGEL/DUST neo	nanase	SUBSERIES_NO_PREFIX
qid:Q4411283|name:オセロ。	othello	different_works	main	othello	オセロ。	ikezawa	
qid:Q11428478|name:OTHELLO	othello	different_works	sub	othello-2010	OTHELLO		YEAR_ONLY
qid:Q52717668|name:オセロ	othello	different_works	sub	othello-2009	オセロ		YEAR_ONLY
qid:Q11581584|name:上京物語	joukyou-monogatari	different_works	main	joukyou-monogatari	上京物語		
qid:Q11429295|name:上京物語	joukyou-monogatari	different_works	sub	joukyou-monogatari-2003	上京物語		YEAR_ONLY
qid:Q3431787|name:上京ものがたり	joukyou-monogatari	different_works	sub	joukyou-monogatari-2004	上京ものがたり		YEAR_ONLY
qid:Q6061723|name:CALL MY NAME	call-my-name	different_works	main	call-my-name	CALL MY NAME	sakisaka	
qid:Q11430958|name:コール・マイ・ネーム!	call-my-name	different_works	sub	call-my-name-2002	コール・マイ・ネーム!		YEAR_ONLY
qid:Q11439732|name:Hot Shot	hot-shot	different_works	main	hot-shot	Hot Shot	ono	
qid:Q17130149|name:ホット・ショット	hot-shot	different_works	sub	hot-shot-2000	ホット・ショット		YEAR_ONLY
qid:Q7720778|name:H	h	different_works	main	h	H		
qid:Q11583953|name:H!	h	different_works	sub	h-1998	H!		YEAR_ONLY
qid:Q11443738|name:H	h	different_works	sub	h-2004	H		YEAR_ONLY
qid:Q11453381|name:恋愛ラボ	love-lab	different_works	main	love-lab	恋愛 (ラブ) ラボ	miyahara	
qid:Q1335743|name:ラブラボ	love-lab	different_works	sub	love-lab-2004	ラブラボ		YEAR_ONLY
qid:Q9008430|name:ラブラボ	love-lab	different_works	sub	love-lab-momoyuki-2005	ラブラボ	momoyuki	
qid:Q11500157|name:ヴァンプ	vamp	different_works	main	vamp	ヴァンプ		
qid:Q11459435|name:VAMP!?	vamp	different_works	sub	vamp-2001	VAMP!?		YEAR_ONLY
qid:Q460877|name:WILD CATS	wild-cats	different_works	main	wild-cats	WILD CATS	shimizu	
qid:Q11461627|name:ワイルド☆キャッツ	wild-cats	different_works	sub	wild-cats-kobayashi-2001	ワイルド☆キャッツ	kobayashi	
qid:Q11468186|name:レンアイ漫画家	love-mangaka	different_works	main	love-mangaka	レンアイ漫画家		
qid:Q11538067|name:恋愛漫画家	love-mangaka	different_works	sub	love-mangaka-2010	恋愛漫画家		YEAR_ONLY
qid:Q11469496|name:ヒミツの保健室	himitsu-no-hokenshitsu	different_works	main	himitsu-no-hokenshitsu	ヒミツの保健室		
qid:Q11642002|name:ひ・み・つの保健室	himitsu-no-hokenshitsu	different_works	sub	himitsu-no-hokenshitsu-2003	ひ・み・つの保健室		YEAR_ONLY
qid:Q11658055|name:紅	kurenai	different_works	main	kurenai	紅	yamamoto	
qid:Q9109207|name:紅	kurenai	different_works	sub	kurenai-1999	紅		YEAR_ONLY
qid:Q11473329|name:紅	kurenai	different_works	sub	kurenai-1996	紅		YEAR_ONLY
qid:Q11560718|name:紅	kurenai	different_works	sub	kurenai-shimizu-1999	紅	shimizu	
qid:Q9320153|name:KAGETORA	kagetora	different_works	main	kagetora	KAGETORA	segami	
qid:Q11473338|name:影虎	kagetora	different_works	sub	kagetora-2002	影虎		YEAR_ONLY
qid:Q11542475|name:真田幸村	sanada-yukimura	different_works	main	sanada-yukimura	真田幸村		
qid:Q11473338|name:真田幸村	sanada-yukimura	different_works	sub	sanada-yukimura-2011	真田幸村		YEAR_ONLY
qid:Q11653162|name:真田幸村	sanada-yukimura	different_works	sub	sanada-yukimura-nagasawa-2012	真田幸村	nagasawa	
qid:Q6383702|name:真田幸村	sanada-yukimura	different_works	sub	sanada-yukimura-2015	真田幸村		YEAR_ONLY
qid:Q128840778|name:真田幸村|sub:その男、日本一の兵!!	sanada-yukimura	different_works	sub	sanada-yukimura-2019	真田幸村		YEAR_ONLY
qid:Q11480142|name:〔火華〕輝妃	youkihi	different_works	main	youkihi	〔火華〕輝妃		
qid:Q11579371|name:妖貴妃	youkihi	different_works	sub	youkihi-1993	妖貴妃		YEAR_ONLY
qid:Q8967541|name:妖鬼妃	youkihi	different_works	sub	youkihi-1993-2	妖鬼妃		YEAR_ONLY
qid:Q11583886|name:Setsuna	setsuna	different_works	main	setsuna	Setsuna		
qid:Q11488509|name:SETSUNA	setsuna	different_works	sub	setsuna-1996	SETSUNA		YEAR_ONLY
qid:Q11614004|name:刹那	setsuna	different_works	sub	setsuna-1997	刹那		YEAR_ONLY
qid:Q1377779|name:刹那	setsuna	different_works	sub	setsuna-2025	刹那		YEAR_ONLY
qid:Q11519017|name:ダンデ・ライオン	dandelion	different_works	main	dandelion	ダンデ・ライオン	sorachi	
qid:Q11620583|name:ダンデライオン	dandelion	different_works	sub	dandelion-2001	ダンデライオン		YEAR_ONLY
qid:Q11620400|name:結婚×レンアイ。	kekkon-love	different_works	main	kekkon-love	結婚×レンアイ。	hagio	
qid:Q11557567|name:結婚恋愛	kekkon-love	different_works	sub	kekkon-love-2016	結婚恋愛		YEAR_ONLY
qid:Q11577130|name:林檎ものがたり	ringo-monogatari	different_works	main	ringo-monogatari	林檎ものがたり	tabuchi	
qid:Q2875041|name:林檎物語	ringo-monogatari	different_works	sub	ringo-monogatari-1978	林檎物語		YEAR_ONLY
qid:Q11581218|name:僕の姉ちゃん	boku-no-nee-chan	no_merge	main	boku-no-nee-chan	僕の姉ちゃん		
qid:Q11581218|name:続・僕の姉ちゃん	boku-no-nee-chan	no_merge	sub	boku-no-nee-chan-2015	続・僕の姉ちゃん		YEAR_ONLY
qid:Q11671965|name:I love you	i-love-you	different_works	main	i-love-you	I love you		
qid:Q11581440|name:アイ・ラブ・ユー	i-love-you	different_works	sub	i-love-you-1995	アイ・ラブ・ユー		YEAR_ONLY
qid:Q2857952|name:I LOVE YOU	i-love-you	different_works	sub	i-love-you-2002	I LOVE YOU		YEAR_ONLY
qid:Q441692|name:ZEUS	zeus	different_works	main	zeus	ZEUS	higuri	
qid:Q11595856|name:ゼウス|sub:神々の王	zeus	different_works	sub	zeus-2020	ゼウス		YEAR_ONLY
qid:Q11665482|name:ゼウス	zeus	different_works	sub	zeus-komori-1996	ゼウス	komori	
qid:Q11623724|name:S	s	different_works	main	s	S	komori	
qid:Q463309|name:S<エス>	s	different_works	sub	s-mizushiro-2003	S<エス>	mizushiro	
qid:Q17361555|name:エス	s	different_works	sub	s-1999	エス		YEAR_ONLY
qid:Q11620798|name:S+	s	different_works	sub	s-2004	S+		YEAR_ONLY
qid:Q11645365|name:神さまの贈りもの	kami-sama-no-okurimono	different_works	main	kami-sama-no-okurimono	神さまの贈りもの	nozaki	
qid:Q23019118|name:神さまのおくりもの	kami-sama-no-okurimono	different_works	sub	kami-sama-no-okurimono-takeda-1994	神さまのおくりもの	takeda	
qid:Q692237|name:チェリッシュ	cherish	different_works	main	cherish	チェリッシュ	mikimoto	
qid:Q11657281|name:チェリッシュ!!	cherish	different_works	sub	cherish-anan-2005	チェリッシュ!!	anan	
qid:Q266996|name:チェリッシュ	cherish	different_works	sub	cherish-yoshizumi-2006	チェリッシュ	yoshizumi	
qid:Q7385253|name:みつめていたい	mitsumete-itai	different_works	main	mitsumete-itai	みつめていたい	ikuemi	
qid:Q2928653|name:見つめていたい	mitsumete-itai	different_works	sub	mitsumete-itai-hindenburg-1994	見つめていたい	hindenburg	
qid:Q11659700|name:見つめていたい	mitsumete-itai	different_works	sub	mitsumete-itai-1995	見つめていたい		YEAR_ONLY
qid:Q11668719|name:横浜百年食堂	yokohama-hyakunen-shokudou	no_merge	main	yokohama-hyakunen-shokudou	横浜百年食堂		
qid:Q11668719|name:続横浜百年食堂	yokohama-hyakunen-shokudou	no_merge	sub	yokohama-hyakunen-shokudou-2017	続横浜百年食堂		YEAR_ONLY
qid:Q11671440|name:Lesson	lesson	different_works	main	lesson	Lesson		
qid:Q11671440|name:レッスン	lesson	different_works	sub	lesson-2000	レッスン		YEAR_ONLY
qid:Q965600|name:Angel	angel	different_works	main	angel	Angel		
qid:Q11671965|name:エンジェル	angel	different_works	sub	angel-1987	エンジェル		YEAR_ONLY
qid:Q3039846|name:えんじぇる	angel	different_works	sub	angel-iwadate-1983	えんじぇる	iwadate	
qid:Q6782739|name:エンジェル	angel	different_works	sub	angel-1988	エンジェル		YEAR_ONLY
qid:Q9330031|name:ORANGE	orange	different_works	main	orange	ORANGE	noda	
qid:Q11673144|name:orange	orange	different_works	sub	orange-2012	orange		YEAR_ONLY
qid:Q324980|name:Orange	orange	different_works	sub	orange-2002	Orange		YEAR_ONLY
qid:Q6410148|name:愛人	aijin	different_works	main	aijin	愛人		
qid:Q1637181|name:愛人	aijin	different_works	sub	aijin-tanaka-1999	愛人	tanaka	
qid:Q3573155|name:愛人	aijin	different_works	sub	aijin-yoshihara-2002	愛人	yoshihara	
qid:Q41698730|name:愛人	aijin	different_works	sub	aijin-1993	愛人		YEAR_ONLY
qid:Q2601844|name:A・i・ji・n	aijin	different_works	sub	aijin-2001	A・i・ji・n		YEAR_ONLY
qid:Q211099|name:愛人	aijin	different_works	sub	aijin-watanabe-2008	愛人	watanabe	
qid:Q4889571|name:となりのお姉さん	tonari-no-onee-san	different_works	main	tonari-no-onee-san	となりのお姉さん	tamaoki	
qid:Q17212046|name:隣のお姉さん	tonari-no-onee-san	different_works	sub	tonari-no-onee-san-2005	隣のお姉さん		YEAR_ONLY
qid:Q276378|name:Yellow	yellow	different_works	main	yellow	Yellow	tateno	
qid:Q1721423|name:Yellow	yellow	different_works	sub	yellow-kawaguchi-1996	Yellow	kawaguchi	
qid:Q3113855|name:プライド	pride	different_works	main	pride	プライド	ichijo	
qid:Q24045825|name:プライド	pride	different_works	sub	pride-1989	プライド		YEAR_ONLY
qid:Q958269|name:誇り	pride	different_works	sub	pride-2012	誇り		YEAR_ONLY
qid:Q2483662|name:PRIDE	pride	different_works	sub	pride-tagame-2004	PRIDE	tagame	
qid:Q844891|name:TWINS	twins	different_works	main	twins	TWINS	kagesaki	
qid:Q463309|name:TWINS	twins	different_works	sub	twins-mizushiro-2000	TWINS	mizushiro	
qid:Q2960876|name:twins!	twins	different_works	sub	twins-2013	twins!		YEAR_ONLY
qid:Q3049381|name:くもはち	kumohachi	no_merge	main	kumohachi	くもはち		
qid:Q3049381|name:くもはち。	kumohachi	no_merge	sub	kumohachi-2025	くもはち。		YEAR_ONLY
qid:Q9020483|name:セカンドバージン	second-virgin	different_works	main	second-virgin	セカンドバージン	ozaki	
qid:Q3135493|name:セカンドバージン	second-virgin	different_works	sub	second-virgin-2016	セカンドバージン		YEAR_ONLY
qid:Q41698730|name:Darkness	darkness	different_works	main	darkness	Darkness		
qid:Q41698730|name:ダークネス	darkness	different_works	sub	darkness-2006	ダークネス		YEAR_ONLY
qid:Q445827|name:アラベスク	arabesque	subseries	main	arabesque	アラベスク		
qid:Q445827|name:アラベスク第1部	arabesque	subseries	sub	arabesque-dai1bu	アラベスク第1部		SUBTITLE_REVIEW
qid:Q965600|name:PEACH!	peach	different_works	main	peach	Peach!		
qid:Q446051|name:PEACH	peach	different_works	sub	peach-2000	PEACH		YEAR_ONLY
qid:Q465645|name:TAKE IT EASY	take-it-easy	different_works	main	take-it-easy	TAKE IT EASY	okazaki	
qid:Q465645|name:テイクイットイージー	take-it-easy	different_works	sub	take-it-easy-2000	テイクイットイージー		YEAR_ONLY
qid:Q614514|name:貸本怪談まんが傑作選	kashihon-kaidan-manga-kessakusen	subseries	main	kashihon-kaidan-manga-kessakusen	貸本怪談まんが傑作選		
qid:Q669049|name:貸本怪談まんが傑作選	kashihon-kaidan-manga-kessakusen	subseries	main	kashihon-kaidan-manga-kessakusen-2	貸本怪談まんが傑作選		
qid:Q967455|name:激突	gekitotsu	different_works	main	gekitotsu	激突	sadao	
qid:Q6918002|name:激突	gekitotsu	different_works	sub	gekitotsu-1990	激突		YEAR_ONLY
qid:Q7862713|name:ワニ分署	wani-bunsho	no_merge	main	wani-bunsho	ワニ分署	shinohara	
qid:Q7862713|name:82分署	wani-bunsho	no_merge	sub	wani-bunsho-2010	82分署		YEAR_ONLY
qid:Q9307321|name:Pangaea ezel	pangaea-ezel	no_merge	main	pangaea-ezel	Pangaea ezel	asano	
qid:Q9307321|name:パンゲア・エゼル	pangaea-ezel	no_merge	sub	pangaea-ezel-2010	パンゲア・エゼル		YEAR_ONLY
qid:Q9359938|name:お振るいあそばせ!	sora-chan-no-koi	no_merge	main	sora-chan-no-koi	お振るいあそばせ!		
qid:Q9359938|name:空ちゃんの恋	sora-chan-no-koi	no_merge	sub	sora-chan-no-koi-2009	空ちゃんの恋		YEAR_ONLY
