slug	title	title_kana	romaji(kana)	slug一致度	flag
haru-no-rejisuta	ハルのレジスタ	ハルノレジスタ	harunorejisuta	1.0	
haru-no-sabori-meshi	ハルのサボり飯	ハルノサボリメシ	harunosaborimeshi	1.0	
haru-no-sakana	ハルの肴	ハルノサカナ	harunosakana	1.0	
haru-no-shinzou	はるのしんぞう	ハルノシンゾウ	harunoshinzou	1.0	
haru-no-sorairo-ga-suki	春の空色がすき	ハルノソライロガスキ	harunosorairogasuki	1.0	
haru-no-yuki	春の雪	ハルノユキ	harunoyuki	1.0	
haru-o-daiteita-afterward	春を抱いていたafterward	ハルオダイテイタアフターワード	haruodaiteitaafutawado	1.0	
haru-o-daiteita	春を抱いていた	ハルオダイテイタ	haruodaiteita	1.0	
haru-o-matsu-hito	春を待つ人	ハルオマツヒト	haruomatsuhito	1.0	
haru-o-matsu-koro	春を待つころ	ハルオマツコロ	haruomatsukoro	1.0	
haru-o-yume-mishi	春を夢見し	ハルオユメミシ	haruoyumemishi	1.0	
haru-ojou-sama-koi-no-ojikan-desu	はるお嬢さま、恋のお時間です!	ハルオジョウサマコイノオジカンデス	haruojousamakoinoojikandesu	1.0	
haru-polish	ハルポリッシュ	ハルポリッシュ	haruporishu	1.0	
haru-ranman	春爛漫	ハルランマン	haruranman	1.0	
haru-rock	ハルロック	ハルロック	haruroku	1.0	
haru-ru-ru-ru	春・る・る・る	ハルルルル	harurururu	1.0	
haru-to-aki-ni-tsuite	春と秋について	ハルトアキニツイテ	harutoakinitsuite	1.0	
haru-to-aki-to-kanade-chan-to	春と秋と奏ちゃんと。	ハルトアキトカナデチャント。	harutoakitokanadechanto	1.0	
haru-to-ao-no-obentoubako	ハルとアオのお弁当箱	ハルトアオノオベントウバコ	harutoaonoobentoubako	1.0	
haru-to-arashi	春と嵐	ハルトアラシ	harutoarashi	1.0	
haru-to-bonkura	春と盆暗	ハルトボンクラ	harutobonkura	1.0	
haru-to-koi-to-kimi-no-koto	春と恋と君のこと	ハルトコイトキミノコト	harutokoitokiminokoto	1.0	
haru-to-mahou-no-kagi	ハルと魔法のカギ	ハルトマホウノカギ	harutomahounokagi	1.0	
haru-to-midori	春とみどり	ハルトミドリ	harutomidori	1.0	
haru-to-natsu	ハルとナツ	ハルトナツ	harutonatsu	1.0	
haru-to-sora-tono-minichuana-hibi	ハルとソラとのミニチュアな日々	ハルトソラトノミニチュアナヒビ	harutosoratonominichuanahibi	1.0	
haru-tsuzuru-sakura-saku-kono-heya-de	春綴る、桜咲くこの部屋で	ハルツズル、サクラサクコノヘヤデ	harutsuzurusakurasakukonoheyade	1.0	
haru-urara-no-maakyuurii	春うららのマーキュリー	ハルウララノマーキューリー	haruuraranomakyuri	1.0	
haru-urara	春ウララ	ハルウララ	haruurara	1.0	
haru-wa-akebono-tsuki-mo-nau-sora-mo-nao	春はあけぼの月もなう空もなお	ハルワアケボノツキモナウソラモナオ	haruwaakebonotsukimonausoramonao	1.0	
haru-wa-megurite	ハルはめぐりて	ハルワメグリテ	haruwamegurite	1.0	
haru-wa-mijikashi-koiseyo-otoko	春は短し恋せよ男子。	ハルワミジカシコイセヨダンシ	haruwamijikashikoiseyodanshi	0.93	
haru-wa-na-nomi-no	はるはなのみの	ハルワナノミノ	haruwananomino	1.0	
haru-wa-oboro	春は朧	ハルワオボロ	haruwaoboro	1.0	
haru-x-kiyo	ハル×キヨ	ハルキヨ	harukiyo	1.0	
haru-ya-kinuran	春やきぬらん	ハルヤキヌラン	haruyakinuran	1.0	
haru-yo-koi	春よ、来い	ハルヨコイ	haruyokoi	1.0	
haru-yo-kuruna	春よ来るな	ハルヨクルナ	haruyokuruna	1.0	
haru-yuki-basu	春行きバス	ハルユキバス	haruyukibasu	1.0	
haruchika	ハルチカ	ハルチカ	haruchika	1.0	
haruchin	ハルチン	ハルチン	haruchin	1.0	
haruhana	ハルハナ	ハルハナ	haruhana	1.0	
haruhayate	春はやて	ハルハヤテ	haruhayate	1.0	
haruichiban	青春一番	ハルイチバン	haruichiban	1.0	
haruiro-hodou	春色歩道	ハルイロペーブメント	haruiropebumento	0.86	
harujan	ハルジャン	ハルジャン	harujan	1.0	
haruka-17	はるか17	ハルカ17	haruka17	1.0	
haruka-kanata	はるかかなた	ハルカカナタ	harukakanata	1.0	
haruka-miracle	ハルカミラクル	ハルカミラクル	harukamirakuru	1.0	
haruka-na-chi-e	遥かな地へ	ハルカナチエ	harukanachie	1.0	
haruka-na-kaze-to-sora-no-nozomi	はるかな風と空ののぞみ	ハルカナカゼトソラノノゾミ	harukanakazetosoranonozomi	1.0	
haruka-na-uchuu-e	はるかな宇宙へ	ハルカナウチュウエ	harukanauchuue	1.0	
haruka-naru-manner-battle	遥かなるマナーバトル	ハルカナルマナーバトル	harukanarumanabatoru	0.9	
haruka-naru-toki-no-naka-de-5	遙かなる時空の中で5	ハルカナルトキノナカデ5	harukanarutokinonakade5	1.0	
haruka-naru-toki-no-naka-de-6	遙かなる時空の中で6	ハルカナルトキノナカデシックス	harukanarutokinonakadeshikusu	0.92	
haruka-naru-toki-no-naka-de-7	遙かなる時空(とき)の中で7	ハルカナルトキノナカデセヴン	harukanarutokinonakadesen	0.92	
haruka-naru-toki-no-naka-de	遥かなる時空の中で	ハルカナルジクウノナカデ|ハルカナルトキノナカデ	harukanarujikuunonakadeharukanarutokinonakade	1.0	
haruka-no-sue	ハルカの陶	ハルカノスエ	harukanosue	1.0	
haruka-refrain	はるかリフレイン	ハルカリフレイン	harukarifurein	1.0	
haruka-reset	はるかリセット	ハルカリセット	harukariseto	1.0	
haruka-suutsuakuto	はるかスーツアクト!	ハルカスーツアクト	harukasutsuakuto	1.0	
haruka-to-haru	悠と晴	ユウトハル	yuutoharu	0.86	
haruka-too-ki-kuni-no-mono-gatari	はるか遠き国の物語	ハルカトオキクニノモノガタリ	harukatookikuninomonogatari	1.0	
haruka-tsuushin-haruka-naru-toki-no-naka-de	はるか通信―遙かなる時空の中で	ハルカナルトキノナカデハルカツ	harukanarutokinonakadeharukatsu	1.0	
harukana-bishi	はるかなビシ	ハルカナビシ	harukanabishi	1.0	
harukana-machi-e	遥かな町へ	ハルカナマチエ	harukanamachie	1.0	
harukana-receive	はるかなレシーブ	ハルカナレシーブ	harukanareshibu	0.8	
harukanari-itoshi-mugen	悠かなり愛し夢幻	ハルカナリイトシムゲン	harukanariitoshimugen	1.0	
harukanaru-asa	はるかなる朝	ハルカナルアサ	harukanaruasa	1.0	
harukanaru-chiheisen-yori	はるかなる地平線より	ハルカナルチヘイセンヨリ	harukanaruchiheisenyori	1.0	
harukanaru-hata-e	遥かなる旗へ	ハルカナルハタエ	harukanaruhatae	1.0	
harukanaru-hikari-no-kuni-e	はるかなる光の国へ	ハルカナルヒカリノクニエ	harukanaruhikarinokunie	1.0	
harukanaru-ikyou-guardian	遥かなる異郷ガーディアン	ハルカナルイキョウガーディアン	harukanaruikyougadeian	1.0	
harukanaru-koshien	遥かなる甲子園	ハルカナルコウシエン	harukanarukoushien	1.0	
harukanaru-mizu-no-oto	遥かなる水の音	ハルカナルミズノオト	harukanarumizunooto	1.0	
harukanaru-remuria-yori	はるかなるレムリアより	ハルカナルレムリアヨリ	harukanaruremuriayori	1.0	
harukanaru-ring	遥かなるリング	ハルカナルリング	harukanaruringu	1.0	
harukanaru-shinkaigyo-no-yume	遥かなる深海魚の夢	ハルカナルシンカイギョノユメ	harukanarushinkaigyonoyume	1.0	
harukanaru-toki-no-naka-de	遙かなる時空の中で	ハルカナルトキノナカデ	harukanarutokinonakade	1.0	
harukanaru-umi-e	遥かなる海へ	ハルカナルウミエ	harukanaruumie	1.0	
harukanaruhoshi	はるかなる星	ハルカナルホシ	harukanaruhoshi	1.0	
harukanarukazetohikari	はるかなる風と光	ハルカナルカゼトヒカリ	harukanarukazetohikari	1.0	
harukawa-san-wa-kyou-mo-ueteiru	春川さんは今日も飢えている	ハルカワサンワキョウモウエテイル	harukawasanwakyoumoueteiru	1.0	
harukaze-bitter-bop	ハルカゼBITTER☆BOP	ハルカゼBITTERBOP	harukazebitterbop	1.0	
harukaze-mound	ハルカゼマウンド	ハルカゼマウンド	harukazemaundo	1.0	
harukaze-ni-youkoso	春風にようこそ	ハルカゼニヨウコソ	harukazeniyoukoso	1.0	
harukaze-no-sunegurachika	春風のスネグラチカ	ハルカゼノスネグラチカ	harukazenosunegurachika	1.0	
harukaze-no-tranger	春風のエトランゼ	ハルカゼノエトランゼ	harukazenoetoranze	1.0	
harukaze-to-tanpopo	春風とタンポポ	ハルカゼトタンポポ	harukazetotanpopo	1.0	
harukeshi-kawa-o-wataru	遥けし川を渡る	ハルケシカワヲワタル	harukeshikawaowataru	1.0	
haruki-murakami-manga-stories	HARUKI MURAKAMI MANGA STORIES	ハルキムラカミマンガストーリーズ	harukimurakamimangasutorizu	0.92	
harukiya-san-wa-ijippari	春木屋さんはいじっぱり	ハルキヤサンワイジッパリ	harukiyasanwaijipari	1.0	
haruko-no-hare-no-hi	ハルコの晴れの日	ハルコノハレノヒ	harukonoharenohi	1.0	
haruko-san-no-niizuma-recipe	ハルコさんの新妻レシピ	ハルコサンノニイズマレシピ	harukosannoniizumareshipi	1.0	
harukoma-yoshiwara-oiran-zankoku-nikki	春駒～吉原花魁残酷日記～	ハルコマヨシワラオイランザンコクニッキ	harukomayoshiwaraoiranzankokuniki	1.0	
harukoro	ハルコロ	ハルコロ	harukoro	1.0	
haruma	HARUMA	ヤングジャンプコミックスBJ	yangujanpukomikusubj	0.6	
harumachi-dance	はるまちダンス	ハルマチダンス	harumachidansu	0.9	
harumagedon-2003	ハルマゲどん	ハルマゲドン	harumagedon	1.0	
harumagedon-shippaisu	ハルマゲドン失敗す	ハルマゲドンシッパイス	harumagedonshipaisu	1.0	
harumagedon	はるまげどん	ハルマゲドン	harumagedon	1.0	
harumei	ハルメイ	ハルメイ	harumei	1.0	
harumeku-katabutsu	春めく堅物	ハルメクカタブツ	harumekukatabutsu	1.0	
harumi-120-paasento	春美120％	ハルミヒャクニジッパーセント	harumihyakunijipasento	0.8	
harumichi	春道	ハルミチ	harumichi	1.0	
harumineeshon	はるみねーしょん	ハルミネーション	harumineshon	1.0	
harumoya-san	ハルモヤさん	ハルモヤサン	harumoyasan	1.0	
haruna-7	ハルナナナ	ハルナナナ	harunanana	1.0	
haruna-chan-sanjou	はるなちゃん参上!	ハルナチャンサンジョウ	harunachansanjou	1.0	
haruna-kororin	春奈ころりん	ハルナコロリン	harunakororin	1.0	
harunee-ga-boku-ni-pekepeke-suru-wake	ハル姉が僕に××する理由	ハルネエガボクニペケペケスルリユウ	haruneegabokunipekepekesururiyuu	0.93	
haruninarebakusanoame	春になれば草の雨	ハルニナレバクサノアメ	haruninarebakusanoame	1.0	
haruniwa	春庭	ハルニワ	haruniwa	1.0	
harunoashioto	春の足音	ハルノアシオト	harunoashioto	1.0	
haruo	ハルオ	ハルオ	haruo	1.0	
haruru-yo-koi	はるるよ!恋	ハルルヨコイ	haruruyokoi	1.0	
harusaki-red	春咲きレッド	ハルサキレッド	harusakiredo	1.0	
harusame-to-koi-moyou	春雨と恋もよう	ハルサメトコイモヨウ	harusametokoimoyou	1.0	
harusukeru	ハルスケル	ハルスケル	harusukeru	1.0	
haruta-nana-love-monogatarishuu	春田なな恋愛物語集	ハルタナナレンアイモノガタリシュウ	harutananarenaimonogatarishuu	1.0	
harutarou-nikki	晴太郎日記	ハルタロウニッキ	harutarouniki	1.0	
harutsuge-komachi	春告小町	ハルツゲコマチ	harutsugekomachi	1.0	
harutsuge-to-yukimusuko	春告と雪息子	ハルツゲトユキムスコ	harutsugetoyukimusuko	1.0	
haruwaka	はるわか	ハルワカ	haruwaka	1.0	
haruyamachou-saabantsu	春山町サーバンツ	ハルヤマチョウサーバンツ	haruyamachousabantsu	1.0	
haruyuri	ハルユリ	ハルユリ	haruyuri	1.0	
haruzakari	はるざかり	ハルザカリ	haruzakari	1.0	
harvest-march	ハーベストマーチ	ハーベストマーチ	habesutomachi	0.78	
harvest	HARVEST	ハーベスト	habesuto	0.71	
hasebe-san-no-iru-yakyuubu	長谷部さんのいる野球部	ハセベサンノイルヤキュウブ	hasebesannoiruyakyuubu	1.0	
hasegawa-chouji	HASEGAWA長治	Hasegawaチョウジ	hasegawachouji	1.0	
hasegawa-kunnoga-ookiku-te-iri-masen	長谷川くんのが大きくて入りません!?	ハセガワクンノガオオキクテハイリマセン!?	hasegawakunnogaookikutehairimasen	1.0	
hasegawa-machiko-no-shin-yajikita-douchuuki	長谷川町子の『新やじきた道中記』	ハセガワマチコノシンヤジキタドウチュウキ	hasegawamachikonoshinyajikitadouchuuki	1.0	
hasegawa-machiko-omoide-kinenkan	長谷川町子思い出記念館	ハセガワマチコオモイデキネンカン	hasegawamachikoomoidekinenkan	1.0	
hasegawa-musou	長谷川無双	ハセガワムソウ	hasegawamusou	1.0	
hashi-no-shita-no-gyaruson	橋の下のギャルソン	ハシノシタノギャルソン	hashinoshitanogyaruson	1.0	
hashiba-kaede-wa-tokimekitai	羽柴楓はときめきたい	ハシバカエデワトキメキタイ	hashibakaedewatokimekitai	1.0	
hashiba-kun-wa-152-senchi	羽柴くんは152センチ	ハシバクンワヒャクゴジュウニセンチ	hashibakunwahyakugojuunisenchi	0.79	
hashikko-ensemble	はしっこアンサンブル	ハシッコアンサンブル	hashikoansanburu	0.8	
hashikko-no-koi	はしっこの恋	ハシッコノコイ	hashikonokoi	1.0	
hashimoto-ryuutarou-tai-ozawa-ichirou	橋本竜太郎vs小沢一郎	ハシモトリュウタロウタイオザワイチロウ	hashimotoryuutaroutaiozawaichirou	1.0	
hashippo-hanaboshi	はしっぽ花星	ハシッポハナボシ	hashipohanaboshi	1.0	
hashire-bunta	走れ!ブンタ	ハシレブンタ	hashirebunta	1.0	
hashire-eros	走れ!エロス	ハシレエロス	hashireerosu	1.0	
hashire-gabacho	走れガバチョ!	ハシレガバチョ	hashiregabacho	1.0	
hashire-idaten-king	走れイダテンキング!	ハシレイダテンキング	hashireidatenkingu	1.0	
hashire-jiroo	ハシレジロー	ハシレジロー	hashirejiro	1.0	
hashire-kakeru	はしれ走	ハシレカケル	hashirekakeru	1.0	
hashire-kawata-kun	走れ!川田くん	ハシレカワタクン	hashirekawatakun	1.0	
hashire-kuronosu	走れ!クロノス	ハシレクロノス	hashirekuronosu	1.0	
hashire-merosu-2010	走れメロス 富嶽百景	ハシレメロス	hashiremerosu	1.0	
hashire-merosu-fugaku-hyakkei	走れメロス・富岳百景	ハシレメロスフガクヒャッケイ	hashiremerosufugakuhyakei	1.0	
hashire-merosu	走れメロス	ハシレメロス	hashiremerosu	1.0	
hashire-ouji-sama	走れ!王子様	ハシレオウジサマ	hashireoujisama	1.0	
hashire-rokutousei	疾れ!六等星	ハシレロクトウセイ	hashirerokutousei	1.0	
hashire-tenma	走れ!!天馬	ハシレテンマ	hashiretenma	1.0	
hashire-unkooo	走れ!ウンコオー	ハシレウンコオー	hashireunkoo	1.0	
hashirehaiji	走れハイジ	ハシレハイジ	hashirehaiji	1.0	
hashiru	走る!	ハシル	hashiru	1.0	
hashitanai-desuyo-ojou-sama	はしたないですよ、お嬢様	ハシタナイデスヨオジョウサマ	hashitanaidesuyoojousama	1.0	
hashitanakute-gomen	はしたなくてごめん	ハシタナクテゴメン	hashitanakutegomen	1.0	
hashitte-run	走って!RUN!	ハシッテRun	hashiterun	1.0	
hassai-kara-hajimaru-kamigami-no-shito-no-tensei-seikatsu	八歳から始まる神々の使徒の転生生活	ハッサイカラハジマルカミガミノシトノテンセイセイカツ	hasaikarahajimarukamigaminoshitonotenseiseikatsu	1.0	
hassaku-ikka-to-tenshiki	八朔一家とてんしき	ハッサクイッカトテンシキ	hasakuikatotenshiki	1.0	
hassaku-no-yuki	八朔の雪	ハッサクノユキ	hasakunoyuki	1.0	
hassaku-twins	はっさく!Twins	ハッサク	hasaku	1.0	
hasshouku	発症区	ハッショウク	hashouku	1.0	
hasshutagu-140-ji-no-romance	#140字のロマンス	ハッシュタグヒャクヨンジュウジノロマンス	hashutaguhyakuyonjuujinoromansu	0.86	
hassuru-kenpou-tsuyoshi	ハッスル拳法つよし	ハッスルケンポウツヨシ	hasurukenpoutsuyoshi	1.0	
hasta-manana	アスタ・マニャーナ	アスタマニャーナ	asutamanyana	0.83	
hat-trick	ハット・トリック	ハットトリック	hatotoriku	0.86	
hata-manjirou-no-omoshiro-zukan	はた万次郎のおもしろ図鑑	ハタマンジロウノオモシロズカン	hatamanjirounoomoshirozukan	1.0	
hata-mochi-henkutsu-otoko	旗持偏屈男	ハタモチヘンクツオトコ	hatamochihenkutsuotoko	1.0	
hatabou-to-wanpei	ハタ坊とワンペイ	ハタボウトワンペイ	hataboutowanpei	1.0	
hatachi-no-birthday-plate	二十歳のバースディ・プレート	ハタチノバースディプレート	hatachinobasudeipureto	0.86	
hatachi-no-engage	20歳のエンゲージ	ハタチノエンゲージ	hatachinoengeji	1.0	
hatachi-to-seijuu	二十と成獣	ニジュウトセイジュウ	nijuutoseijuu	0.88	
hatachi-wa-sugita-keredo	20歳は過ぎたけれど	ハタチワスギタケレド	hatachiwasugitakeredo	1.0	
hatafuri-mermaid	はたふりマーメイド	ハタフリマーメイド	hatafurimameido	1.0	
hatago	HATAGO 旅篭	ハタゴ	hatago	1.0	
hataki	ハタキ	ハタキ	hataki	1.0	
hatameiwaku-na-rinjin	はためいわくな隣人	ハタメイワクナリンジン	hatameiwakunarinjin	1.0	
hatanaka-jun	畑中純	ハタナカジュン	hatanakajun	1.0	
hatarakanai-futari	働かないふたり	ハタラカナイフタリ	hatarakanaifutari	1.0	
hatarakanaiyo-roki-senpai	働かないよ!ロキ先輩	ハタラカナイヨロキセンパイ	hatarakanaiyorokisenpai	1.0	
hatarakazaru-monotachi	働かざる者たち	ハタラカザルモノタチ	hatarakazarumonotachi	1.0	
hatarake-hataraki-san	働け!ハタラキさん	ハタラケハタラキサン	hatarakehatarakisan	1.0	
hatarake-kentauros	はたらけ、ケンタウロス!	ハタラケケンタウロス	hatarakekentaurosu	1.0	
hatarake-memori-chan	働け!メモリちゃん	ハタラケメモリチャン	hatarakememorichan	1.0	
hatarake-moto-renjaa	働け!!モトレンジャー!!	ハタラケモトレンジャー	hatarakemotorenja	1.0	
hatarake-oji-san-no-mori	はたらけ!おじさんの森	ハタラケオジサンノモリ	hatarakeojisannomori	1.0	
hatarake-onee-san	働け!おねえさん	ハタラケオネエサン	hatarakeoneesan	1.0	
hataraki-maman	働きママン	ハタラキママン	hatarakimaman	1.0	
hatarakiman	働きマン	ハタラキマン	hatarakiman	1.0	
hatarakimono	はたらきもの	ハタラキモノ	hatarakimono	1.0	
hataraku-basu-girl	働く!バス娘	ハタラクバスガール	hatarakubasugaru	1.0	
hataraku-futari-no-gohoubi-meshi	働くふたりのごほうび飯	ハタラクフタリノゴホウビメシ	hatarakufutarinogohoubimeshi	1.0	
hataraku-hitozuma-no-ki-ni-naru-love-katsudou	はたらく人妻の気になる恋愛活動	ハタラクヒトズマノキニナルレンアイカツドウ	hatarakuhitozumanokininarurenaikatsudou	1.0	
hataraku-hyakki-yakou	はたらく!百鬼夜行	ハタラクヒャッキヤコウ	hatarakuhyakiyakou	1.0	
hataraku-indojin	働く!!インド人	ハタラクインドジン	hatarakuindojin	1.0	
hataraku-kappa	はたらくカッパ	ハタラクカッパ	hatarakukapa	1.0	
hataraku-kesshouban-chan	はたらく血小板ちゃん	ハタラクケッショウバンチャン	hatarakukeshoubanchan	1.0	
hataraku-mangaka	はたらく漫画家	ハタラクマンガカ	hatarakumangaka	1.0	
hataraku-maou-sama-highschool	はたらく魔王さま!ハイスクール!	ハタラクマオウサマハイスクール	hatarakumaousamahaisukuru	1.0	
hataraku-maou-sama-no-meshi	はたらく魔王さまのメシ!	ハタラクマオウサマノメシ	hatarakumaousamanomeshi	1.0	
hataraku-maou-sama	はたらく魔王さま!	ハタラクマオウサマ	hatarakumaousama	1.0	
hataraku-neko	はたらくねこ	ハタラクネコ	hatarakuneko	1.0	
hataraku-onee-san-1995	働くおねえさん	ハタラクオネエサン	hatarakuoneesan	1.0	
hataraku-onee-san-2000	はたらくおねえさん	ハタラクオネエサン	hatarakuoneesan	1.0	
hataraku-onee-san	はたらくおねえさん	ハタラクオネエサン	hatarakuoneesan	1.0	
hataraku-onna-no-okite	働く女のオキテ。	ハタラクオンナノオキテ	hatarakuonnanookite	1.0	
hataraku-saibou-baby	はたらく細胞BABY	ハタラクサイボウベビー	hatarakusaiboubebi	0.91	
hataraku-saibou-black	はたらく細胞BLACK	ハタラクサイボウブラック	hatarakusaibouburaku	1.0	
hataraku-saibou-friend	はたらく細胞フレンド	ハタラクサイボウフレンド	hatarakusaiboufurendo	1.0	
hataraku-saibou-illegal	はたらく細胞イリーガル	ハタラクサイボウイリーガル	hatarakusaibouirigaru	1.0	
hataraku-saibou-lady	はたらく細胞Lady	ハタラクサイボウレディー	hatarakusaibouredei	0.92	
hataraku-saibou-muscle	はたらく細胞マッスル	ハタラクサイボウマッスル	hatarakusaiboumasuru	1.0	
hataraku-saibou-neko	はたらく細胞猫	ハタラクサイボウネコ	hatarakusaibouneko	1.0	
hataraku-saibou-white	はたらく細胞WHITE	ハタラクサイボウホワイト	hatarakusaibouhowaito	1.0	
hataraku-saibou	はたらく細胞	ハタラクサイボウ	hatarakusaibou	1.0	
hataraku-saikin	はたらく細菌	ハタラクサイキン	hatarakusaikin	1.0	
hataraku-susumu	はたらくすすむ	ハタラクススム	hatarakususumu	1.0	
hatch	Hatch	Hatch	hatch	1.0	
hatchaki-sensei	はっちゃき先生	ハッチャキセンセイ	hachakisensei	1.0	
hatchi-potchi	はっち・ぽっち	ハッチポッチ	hachipochi	1.0	
hatchipotchi-punch	はっちぽっちぱんち	ハッチポッチパンチ	hachipochipanchi	1.0	
hatchoubori-koto-hajime	八丁堀事始メ	ハッチョウボリコトハジメ	hachouborikotohajime	1.0	
hate-modoru-isekai-tensei	果て戻る異世界転生	ハテモドルイセカイテンセイ	hatemodoruisekaitensei	1.0	
hate-my-mia	Hate my Mia!	ヒトトリ,ペンギン	hitotoripengin	0.57	
hate-no-shoutsuushin	果ての星通信	ハテノショウツウシン	hatenoshoutsuushin	1.0	
hatena-illusion	はてな☆イリュージョン	ハテナイリュージョン	hatenairyujon	0.8	
hatena-no-hana	はてなの花	ハテナノハナ	hatenanohana	1.0	
hatena	はてな	ハテナ	hatena	1.0	
hatenatena	ハテナテナ	ハテナテナ	hatenatena	1.0	
hatenkou-musuko-to-shitataka-musume-no-toriatsukai-setsumeisho	破天荒息子としたたか娘の取扱説明書	ハテンコウムスコトシタタカムスメノトリアツカイセツメイショ	hatenkoumusukotoshitatakamusumenotoriatsukaisetsumeisho	1.0	
hatenkou-yuugi	破天荒遊戯	ハテンコウユウギ	hatenkouyuugi	1.0	
hato-bu	ハト部	ハトブ	hatobu	1.0	
hato-ga-iru	はとがいる	ハトガイル	hatogairu	1.0	
hato-no-oyome-san	ハトのおよめさん	ハトノオヨメサン	hatonooyomesan	1.0	
hato-no-senki	鳩の戦記	ハトノセンキ	hatonosenki	1.0	
hato-yo-ten-made	ハトよ天まで	ハトヨテンマデ	hatoyotenmade	1.0	
hatobasu-nottara-shiranai-nippon-ga-miete-kita	はとバス乗ったら知らない日本が見えてきた	ハトバスノッタラシラナイニホンガミエテキタ	hatobasunotarashiranainihongamietekita	1.0	
hatoko-no-ayakashi-yuubinya-san	鳩子のあやかし郵便屋さん。	ハトコノアヤカシユウビンヤサン	hatokonoayakashiyuubinyasan	1.0	
hatoko-san-wa-tokidoki-mahou-shoujo	鳩子さんは時々魔法少女	ハトコサンワトキドキマホウショウジョ	hatokosanwatokidokimahoushoujo	1.0	
hatori-to-furuta-no-hinichijou-sahanji	羽鳥と古田の非日常茶飯事	ハトリトフルタノヒニチジョウサハンジ	hatoritofurutanohinichijousahanji	1.0	
hatou-senkan-musashi	波濤戦艦武蔵	ハトウセンカンムサシ	hatousenkanmusashi	1.0	
hatred	HATRED	ヘイトレッド	heitoredo	0.83	
hatshepsut	ハトシェプスト	ハトシェプスト	hatoshiepusuto	1.0	
hatsu-ai	初愛	ハツアイ	hatsuai	1.0	
hatsu-akiko-senshuu	波津彬子選集	ハツアキコセンシュウ	hatsuakikosenshuu	1.0	
hatsu-chan-matane	はっちゃん、またね	ハッチャンマタネ	hachanmatane	1.0	
hatsu-echi	はつ☆えち	ハツエチ	hatsuechi	1.0	
hatsu-haru	ハツ*ハル	ハツハル	hatsuharu	1.0	
hatsu-koimusubi	初❤恋むすび	ハツコイムスビ	hatsukoimusubi	1.0	
hatsu-taiken-plus	初体験プラス	ハツタイケンプラス	hatsutaikenpurasu	0.91	
hatsuden-dokutaa-hashiru	発電ドクター走る!	ハツデンドクターハシル	hatsudendokutahashiru	1.0	
hatsuetchi-no-oaite-wa-masaka-no-houtaiotoko	初エッチのお相手は…まさかの包帯男!?	ハツエッチノオアイテワマサカノホウタイオトコ	hatsuechinooaitewamasakanohoutaiotoko	1.0	
hatsuhana-saitaka	初華咲いたか	ハツハナサイタカ	hatsuhanasaitaka	1.0	
hatsuhana-zome	初花染め	ハツハナゾメ	hatsuhanazome	1.0	
hatsuhana	初華	ハツハナ	hatsuhana	1.0	
hatsujou-elite-ni-osowaretemasu	発情エリートに襲われてます	ハツジョウエリートニオソワレテマス	hatsujoueritoniosowaretemasu	1.0	
hatsujou-kaitou-shoujo-neko-manma	発情♥怪盗少女ねこまんま	ハツジョウカイトウショウジョネコマンマ	hatsujoukaitoushoujonekomanma	1.0	
hatsujou-kanojo-no-shuuchishin	発情カノジョの羞恥心	ハツジョウカノジョノシュウチシン	hatsujoukanojonoshuuchishin	1.0	
hatsujou-musume-no-onedari-shinseikatsu	発情ムスメのおねだり新性活	ハツジョウムスメノオネダリシンセイカツ	hatsujoumusumenoonedarishinseikatsu	1.0	
hatsujou-rippusuteikku	発情リップスティック	ハツジョウリップスティック	hatsujouripusuteiku	1.0	
hatsujou-sekuhara-hoikuen	発情セクハラ保育園	ハツジョウセクハラホイクエン	hatsujousekuharahoikuen	1.0	
hatsujou-suru-unmei	発情する運命	ハツジョウスルウンメイ	hatsujousuruunmei	1.0	
hatsujouji-made-ato-1-jikan	初情事まであと1時間	ハツジョウジマデアトイチジカン	hatsujoujimadeatoichijikan	0.93	
hatsujouki-ja-nakya-nagutteru	発情期じゃなきゃ殴ってる!	ハツジョウキジャナキャナグッテル	hatsujoukijanakyanaguteru	1.0	
hatsukakanhanakudeshou	20日間は泣くでしょう	ハツカカンハナクデショウ	hatsukakanhanakudeshou	1.0	
hatsukanezumi-no-jikan	ハツカネズミの時間	ハツカネズミノジカン	hatsukanezuminojikan	1.0	
hatsukare-hatsukano	初カレ×初カノ	ハツカレハツカノ	hatsukarehatsukano	1.0	
hatsukare-jigoku	初カレ地獄	ハツカレジゴク	hatsukarejigoku	1.0	
hatsukare	ハツカレ	ハツカレ	hatsukare	1.0	
hatsuki-kyou-art-works	葉月京アートワークス	ハツキキョウアートワークス	hatsukikyouatowakusu	1.0	
hatsukiai	はつきあい	ハツキアイ	hatsukiai	1.0	
hatsukoi-abe-2011	初恋	ハツコイ	hatsukoi	1.0	
hatsukoi-asterism	初恋アステリズム	ハツコイアステリズム	hatsukoiasuterizumu	1.0	
hatsukoi-body	初恋ボディー	ハツコイボディー	hatsukoibodei	0.91	
hatsukoi-book	はつこいブック	ハツコイブック	hatsukoibuku	1.0	
hatsukoi-canvas	初恋キャンバス	ハツコイキャンバス	hatsukoikyanbasu	0.82	
hatsukoi-catharsis	初恋、カタルシス。	ハツコイ、カタルシス。	hatsukoikatarushisu	1.0	
